2.02.2.02.01.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,52146640, Tunjangan PPh 52146640.00,,,
2.02.2.02.01.00.00.5.1.1.01.008. ,Pembulatan Gaji ,38012, Pembulatan gaji 38012.00,,,
2.02.2.02.01.00.00.5.2. ,BELANJA LANGSUNG ,6440446422,,,,
2.02.2.02.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,330756915, PERKANTORAN,,,
2.02.2.02.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,3000000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,3000000,,,,
2.02.2.02.01.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,3000000,,,,
2.02.2.02.01.01.01.5.2.2.01.004. ,Belanja perangko. meterai. dan benda pos ,3000000, Belanja perangko 402000.00 Belanja meterai 6000 1338000.00 Belanja meterai 3000 1260000.00,,,
2.02.2.02.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI.SUMBER DAYA ,55460000,Lokasi Kegiatan: Kab Gunungkidul AIR DAN LISTRIK Sumber Dana: DAU.,,,
2.02.2.02.01.01.02.5.2.2. ,BELANJA BARANG DAN JASA ,55460000,,,,
2.02.2.02.01.01.02.5.2.2.03. ,Belanja Jasa Kantor ,55460000,,,,
2.02.2.02.01.01.02.5.2.2.03.001. ,Belanja telephon ,10260000, Belanja telepon Dinas 9300000.00 Belanja telepon UPTD 960000.00,,,
2.02.2.02.01.01.02.5.2.2.03.002. ,Belanja air ,14100000, Belanja air Dinas 6900000.00 Belanja air UPTD 7200000.00,,,
2.02.2.02.01.01.02.5.2.2.03.003. ,Belanja listrik ,26100000, Belanja listrik Dinas 24000000.00 Belanja listrik UPTD 2100000.00,,,
2.02.2.02.01.01.02.5.2.2.03.006. ,Belanja kawat/faksimili/internet ,5000000, Belanja domain website Dinas 5000000.00,,,
2.02.2.02.01.01.06. ,PENYEDIAAN JASA PEMELIHARAAN DAN ,15000000,Lokasi Kegiatan: Kab Gunungkidul PERIZINAN KENDARAAN DINAS/OPERASIONAL Sumber Dana: DAU.,,,
2.02.2.02.01.01.06.5.2.2. ,BELANJA BARANG DAN JASA ,15000000,,,,
2.02.2.02.01.01.06.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,15000000,,,,
2.02.2.02.01.01.06.5.2.2.05.004. ,Belanja Jasa Kir ,300000, Belanja jasa kir (2 x 1 tahun) 300000.00,,,
2.02.2.02.01.01.06.5.2.2.05.005. ,Belanja Surat Tanda Nomor Kendaraan ,14700000, STNK roda 4 AB 1488 BD 1700000.00 STNK roda 4 AB 1217 HD 860000.00 STNK roda 4 B 1049 PQ 1200000.00 STNK roda 2 9540000.00 Biaya STNK roda 4 AB 8038 CD 1100000.00 STNK roda 3 AB 6072 ID 300000.00,,,
2.02.2.02.01.01.07. ,PENYEDIAAN JASA ADMINISTRASI KEUANGAN ,32700000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.01.07.5.2.1. ,BELANJA PEGAWAI ,32700000,,,,
2.02.2.02.01.01.07.5.2.1.01. ,Honorarium PNS ,32700000,,,,
2.02.2.02.01.01.07.5.2.1.01.003. ,Honorarium Bendahara. Pembantu Bendaraha ,32700000, Honor Pejabat Penata-usahaan Keuangan 3300000.00 Honor bendahara penerima 1800000.00 Honor bendahara pengeluaran 3000000.00 Honor pembantu bendahara pengeluaran (3 orang) 7200000.00 Honor pengurus barang 3300000.00 Honor pembantu pejabat penata-usahaan keuangan ( 3 orang) 8100000.00 Honor penyimpan barang 3300000.00 Honor pembantu penyimpan barang 2700000.00,,,
2.02.2.02.01.01.08. ,PENYEDIAAN JASA KEBERSIHAN KANTOR ,12000000,Lokasi Kegiatan: Dishutbun Kabupaten Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.01.08.5.2.2. ,BELANJA BARANG DAN JASA ,12000000,,,,
2.02.2.02.01.01.08.5.2.2.03. ,Belanja Jasa Kantor ,12000000,,,,
2.02.2.02.01.01.08.5.2.2.03.020. ,Belanja Cleaning servis ,12000000, Belanja Jasa Cleaning Service (2 orang x 23 hari x 12 bln) 12000000.00,,,
2.02.2.02.01.01.09. ,PENYEDIAAN JASA PERBAIKAN PERALATAN KERJA ,13800000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: PAD.DAU.,,,
2.02.2.02.01.01.09.5.2.2. ,BELANJA BARANG DAN JASA ,13800000,,,,
2.02.2.02.01.01.09.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,13800000, kantor,,,
2.02.2.02.01.01.09.5.2.2.18.001. ,Belanja pemeliharaan perlatan kantor ,13800000, Penggantian Drum (3 printer x 4 kali) 1560000.00 Pengisian tinta toner printer 3600000.00 Pemeliharaan dan service komputer 3720000.00 Pemeliharaan dan service laptop 3600000.00 Pemeliharaan dan service mesin ketik (5 unit) 1320000.00,,,
2.02.2.02.01.01.10. ,PENYEDIAAN ALAT TULIS KANTOR ,9000000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.01.10.5.2.2. ,BELANJA BARANG DAN JASA ,9000000,,,,
2.02.2.02.01.01.10.5.2.2.01. ,Belanja Bahan Pakai Habis ,9000000,,,,
2.02.2.02.01.01.10.5.2.2.01.001. ,Belanja alat tulis kantor ,9000000, ATK Dinas 8000000.00 ATK UPTD BPTHP 1000000.00,,,
2.02.2.02.01.01.11. ,PENYEDIAAN BARANG CETAKAN DAN ,1125000,Lokasi Kegiatan: Kab Gunungkidul PENGGANDAAN Sumber Dana: DAU.,,,
2.02.2.02.01.01.11.5.2.2. ,BELANJA BARANG DAN JASA ,11125000,,,,
2.02.2.02.01.01.11.5.2.2.06. ,Belanja Cetak dan Penggandaan ,11125000,,,,
2.02.2.02.01.01.11.5.2.2.06.001. ,Belanja Cetak ,4125000, Cetak Blangko 4125000.00 Blangko BKU 325000.00 Amplop Kop Dinas 1400000.00 Blangko BKP (NCR) 1500000.00 Blangko Disposisi 900000.00,,,
2.02.2.02.01.01.11.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,7000000, Penggandaan/Fotokopi 7000000.00,,,
2.02.2.02.01.01.12. ,PENYEDIAAN KOMPONEN INSTALASI ,5226465,Lokasi Kegiatan: Kab Gunungkidul LISTRIK/PENERANGAN BANGUNAN KANTOR Sumber Dana: DAU.,,,
2.02.2.02.01.01.12.5.2.2. ,BELANJA BARANG DAN JASA ,5226465,,,,
2.02.2.02.01.01.12.5.2.2.01. ,Belanja Bahan Pakai Habis ,5226465,,,,
2.02.2.02.01.01.12.5.2.2.01.003. ,Belanja alat listrik dan elektronika (lampu pijar. batery ,5226465, keri Alat listrik Dinas 4500000.00 Alat listrik UPTD BPTHP 726465.00,,,
2.02.2.02.01.01.13. ,PENYEDIAAN PERALATAN DAN PERLENGKAPAN ,55835450,Lokasi Kegiatan: Kab Gunungkidul KANTOR Sumber Dana: PAD.DAU.DAK.,,,
2.02.2.02.01.01.13.5.2.2. ,BELANJA BARANG DAN JASA ,250000,,,,
2.02.2.02.01.01.13.5.2.2.01. ,Belanja Bahan Pakai Habis ,250000,,,,
2.02.2.02.01.01.13.5.2.2.01.001. ,Belanja alat tulis kantor ,250000, Belanja ATK 250000.00,,,
2.02.2.02.01.01.13.5.2.3. ,BELANJA  MODAL ,55585450,,,,
2.02.2.02.01.01.13.5.2.3.10. ,Belanja Modal Pengadaan Peralatan Kantor ,4000000,,,,
2.02.2.02.01.01.13.5.2.3.10.008. ,Belanja modal pengadaan mesin penghancur kertas ,4000000, Alat Penghancur Dokumen (DAK Hut) 4000000.00,,,
2.02.2.02.01.01.13.5.2.3.12. ,Belanja Modal Pengadaan Komputer ,36900000,,,,
2.02.2.02.01.01.13.5.2.3.12.003. ,Belanja modal pengadaan printer ,5000000, Pengadaan printer (penyuluhan kehutanan) DAK Hut 5000000.00,,,
2.02.2.02.01.01.13.5.2.3.12.004. ,Belanja modal pengadaan note book ,16900000, Pengadaan Laptop (penyuluhan kehutanan) DAK Hut 16400000.00 Honir pejabat pengadaan 250000.00 Honor pejabat penerima 250000.00,,,
2.02.2.02.01.01.13.5.2.3.12.007. ,Belanja modal pengadaan CPU ,15000000, Pengadaan komputer bult up (penyuluhan kehutanan) DAK Hut 15000000.00,,,
2.02.2.02.01.01.13.5.2.3.16. ,Belanja Modal Pengadaan Alat-alat Studio ,14685450,,,,
2.02.2.02.01.01.13.5.2.3.16.001. ,Belanja modal pengadaan kamera ,6229500, Pengadaan Kamera Digital (Penyuluhan Kehutanan) DAK Hut 6229500.00,,,
2.02.2.02.01.01.13.5.2.3.16.003. ,Belanja modal pengadaan proyektor ,8455950, Pengadaan Proyektor (DAK Hut) 8455950.00,,,
2.02.2.02.01.01.14. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,5500000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.01.14.5.2.2. ,BELANJA BARANG DAN JASA ,5500000,,,,
2.02.2.02.01.01.14.5.2.2.01. ,Belanja Bahan Pakai Habis ,5500000,,,,
2.02.2.02.01.01.14.5.2.2.01.005. ,Belanja peralatan kebersihan dan bahan pembersih ,5500000, Belanja alat kebersihan dan bahan pembersih 5500000.00,,,
2.02.2.02.01.01.15. ,PENYEDIAAN BAHAN BACAAN DAN PERATURAN ,2460000,Lokasi Kegiatan: Kab Gunungkidul PERUNDANG-UNDANGAN Sumber Dana: DAU.,,,
2.02.2.02.01.01.15.5.2.2. ,BELANJA BARANG DAN JASA ,2460000,,,,
2.02.2.02.01.01.15.5.2.2.03. ,Belanja Jasa Kantor ,2460000,,,,
2.02.2.02.01.01.15.5.2.2.03.005. ,Belanja surat kabar/majalah ,2460000, Surat Kabar Lokal 1020000.00 Majalah Mingguan/bulanan 1440000.00,,,
2.02.2.02.01.01.17. ,PENYEDIAAN MAKANAN DAN MINUMAN ,10000000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.01.17.5.2.2. ,BELANJA BARANG DAN JASA ,10000000,,,,
2.02.2.02.01.01.17.5.2.2.11. ,Belanja Makanan dan Minuman ,10000000,,,,
2.02.2.02.01.01.17.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,7000000, Minum dan snack rapat koordinasi umum 3000000.00 Makan. minum rapat koordinasi 4000000.00,,,
2.02.2.02.01.01.17.5.2.2.11.003. ,Belanja makanan dan minuman tamu ,3000000, Makan dan minum tamu 3000000.00,,,
2.02.2.02.01.01.18. ,RAPAT-RAPAT KOORDINASI DAN KONSULTASI KE ,70850000,Lokasi Kegiatan: Kab Gunungkidul. Jakarta LUAR DAERAH Sumber Dana: PAD.DAU.,,,
2.02.2.02.01.01.18.5.2.2. ,BELANJA BARANG DAN JASA ,70850000,,,,
2.02.2.02.01.01.18.5.2.2.15. ,Belanja Perjalanan Dinas ,70850000,,,,
2.02.2.02.01.01.18.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,7550000, Gol IV 2800000.00 Gol III 3000000.00 Gol II 1750000.00,,,
2.02.2.02.01.01.18.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,63300000, Gol IV (Eselon II) 14250000.00 Gol IV 12000000.00 Gol III 10500000.00 Gol III (Keluar DIY) 5250000.00 Tiket 19350000.00 Uang Representatif 1950000.00,,,
2.02.2.02.01.01.19. ,PENYEDIAAN JASA TENAGA ,28800000,Lokasi Kegiatan: Kab Gunungkidul ADMINISTRASI/TEKNIK PERKANTORAN Sumber Dana: DAU.,,,
2.02.2.02.01.01.19.5.2.1. ,BELANJA PEGAWAI ,28800000,,,,
2.02.2.02.01.01.19.5.2.1.02. ,Honorarium Non PNS ,28800000,,,,
2.02.2.02.01.01.19.5.2.1.02.004. ,Upah/ongkos tenaga ,28800000, Penjaga Malam (2 org) 28800000.00,,,
2.02.2.02.01.02. ,PROGRAM PENINGKATAN SARANA DAN ,471578000, PRASARANA APARATUR,,,
2.02.2.02.01.02.05. ,PENGADAAN KENDARAAN DINAS/OPERASIONAL ,68500000,Lokasi Kegiatan: Dinas Kehutanan Kab Gunungkidul Sumber Dana: DAU.DAK.,,,
2.02.2.02.01.02.05.5.2.3. ,BELANJA  MODAL ,68500000,,,,
2.02.2.02.01.02.05.5.2.3.03. ,Belanja Modal Pengadaan Alat-alat Angkutan ,68500000, Darat Bermotor,,,
2.02.2.02.01.02.05.5.2.3.03.012. ,Belanja modal pengadaan alat-alat angkutan darat ,68500000, bermotor sepeda motor Sepeda motor bebek (DAK) 68000000.00 Honor pejabt pengadaan dan penerima 500000.00,,,
2.02.2.02.01.02.07. ,PENGADAAN PERLENGKAPAN GEDUNG KANTOR ,37528000,Lokasi Kegiatan: Dishutbun Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.02.07.5.2.2. ,BELANJA BARANG DAN JASA ,15000000,,,,
2.02.2.02.01.02.07.5.2.2.02. ,Belanja Bahan/Material ,15000000,,,,
2.02.2.02.01.02.07.5.2.2.02.018. ,Belanja Gordyn ,15000000, Gordyn 15000000.00,,,
2.02.2.02.01.02.07.5.2.3. ,BELANJA  MODAL ,22528000,,,,
2.02.2.02.01.02.07.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan Kantor ,1528000,,,,
2.02.2.02.01.02.07.5.2.3.11.005. ,Belanja modal pengadaan white board ,1528000, White board dengan kaki ukuran (90 x 180 cm) 997000.00 White board single ukuran (80 x 120 cm) 531000.00,,,
2.02.2.02.01.02.07.5.2.3.26. ,Belanja Modal Pengadaan Konstruksi/Pembelian ,8500000, Bangunan,,,
2.02.2.02.01.02.07.5.2.3.26.010. ,Belanja Modal Pengadaan Baliho ,8500000, Pengadaan papan spanduk 8500000.00 Pengadaan papan spanduk (ruang rapat) 2000000.00 Pengadaan papan spanduk (halaman kantor) 2500000.00 Tempat bendera 4000000.00,,,
2.02.2.02.01.02.07.5.2.3.33. ,Belanja Modal Pengadaan Perlengkapan Gedung ,12500000, Kantor,,,
2.02.2.02.01.02.07.5.2.3.33.001. ,Belanja Modal Tralis ,12500000, Tralis 12500000.00,,,
2.02.2.02.01.02.10. ,PENGADAAN MEBELAIR ,122350000,Lokasi Kegiatan: Dishutbun Sumber Dana: PAD.DAU.,,,
2.02.2.02.01.02.10.5.2.2. ,BELANJA BARANG DAN JASA ,500000,,,,
2.02.2.02.01.02.10.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,,,
2.02.2.02.01.02.10.5.2.2.01.002. ,Belanja dokumen/administrasi tender ,500000, Belanja ATK. Penggadaan dan Jilid Dokumen Pengadaan 500000.00,,,
2.02.2.02.01.02.10.5.2.3. ,BELANJA  MODAL ,121850000,,,,
2.02.2.02.01.02.10.5.2.3.13. ,Belanja Modal Pengadaan Mebeulair ,121850000,,,,
2.02.2.02.01.02.10.5.2.3.13.002. ,Belanja modal pengadaan meja rapat ,60000000, Meja rapat 50000000.00 Front desk 10000000.00,,,
2.02.2.02.01.02.10.5.2.3.13.004. ,Belanja modal pengadaan kursi kerja ,14850000, Kursi putar 12350000.00 Kursi Pimpinan (Kayu) 2500000.00,,,
2.02.2.02.01.02.10.5.2.3.13.005. ,Belanja modal pengadaan kursi rapat ,36000000, Kursi Rapat 36000000.00,,,
2.02.2.02.01.02.10.5.2.3.13.009. ,Belanja modal pengadaan rak buku/tv/kembang ,11000000, Gantungan koran 1000000.00 Bufet 10000000.00,,,
2.02.2.02.01.02.22. ,PEMELIHARAAN RUTIN/BERKALA GEDUNG KANTOR ,68500000,Lokasi Kegiatan: Dishutbun Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.02.22.5.2.3. ,BELANJA  MODAL ,68500000,,,,
2.02.2.02.01.02.22.5.2.3.26. ,Belanja Modal Pengadaan Konstruksi/Pembelian ,68500000, Bangunan,,,
2.02.2.02.01.02.22.5.2.3.26.001. ,Belanja modal pengadaan konstruksi/pembelian ,68500000, bangunan gedung kantor Partisi dinding kayu 25000000.00 Pembuatan tempat parkir 35000000.00 Pengadaan kanopi 8500000.00,,,
2.02.2.02.01.02.24. ,PEMELIHARAAN RUTIN/BERKALA KENDARAAN ,170200000,Lokasi Kegiatan: Kab Gunungkidul DINAS/OPERASIONAL Sumber Dana: DAU.,,,
2.02.2.02.01.02.24.5.2.2. ,BELANJA BARANG DAN JASA ,170200000,,,,
2.02.2.02.01.02.24.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,170200000,,,,
2.02.2.02.01.02.24.5.2.2.05.001. ,Belanja pemeliharaan kendaraan ,75200000, Service suku cadang roda 4 32000000.00 Service suku cadang roda 2 43200000.00,,,
2.02.2.02.01.02.24.5.2.2.05.003. ,Belanja Bahan Bakar Minyak/Gas dan Pelumas ,95000000, BBM/Pelumas roda 2 39000000.00 BBM/peluman roda 4 bensin 42000000.00 BBM Pelumas roda 4 solar 14000000.00,,,
2.02.2.02.01.02.29. ,PEMELIHARAAN RUTIN/BERKALA MEBELAIR ,4500000,Lokasi Kegiatan: Dinas Kehutanan dan Perkebunan Sumber Dana: DAU.,,,
2.02.2.02.01.02.29.5.2.2. ,BELANJA BARANG DAN JASA ,4500000,,,,
2.02.2.02.01.02.29.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,4500000, kantor,,,
2.02.2.02.01.02.29.5.2.2.18.002. ,Belanja pemeliharaan perlengkapan kantor ,4500000, Pemeliharaan mebelair kantor 4500000.00,,,
2.02.2.02.01.03. ,PROGRAM PENINGKATAN DISIPLIN APARATUR ,10245000,,,,
2.02.2.02.01.03.05. ,PENGADAAN PAKAIAN KHUSUS HARI-HARI ,5500000,Lokasi Kegiatan: Dishutbun Kab Gunungkidul TERTENTU Sumber Dana: PAD.DAU.,,,
2.02.2.02.01.03.05.5.2.2. ,BELANJA BARANG DAN JASA ,5500000,,,,
2.02.2.02.01.03.05.5.2.2.14. ,Belanja Pakaian Khusus dan hari-hari tertentu ,5500000,,,,
2.02.2.02.01.03.05.5.2.2.14.003. ,Belanja Pakaian batik tradisional ,5500000, Belanja pakaian batik 5500000.00,,,
2.02.2.02.01.03.06. ,PENATALAKSANAAN KEPEGAWAIAN SKPD ,4745000,Lokasi Kegiatan: DISHUTBUN Sumber Dana: DAU.,,,
2.02.2.02.01.03.06.5.2.2. ,BELANJA BARANG DAN JASA ,4745000,,,,
2.02.2.02.01.03.06.5.2.2.01. ,Belanja Bahan Pakai Habis ,750000,,,,
2.02.2.02.01.03.06.5.2.2.01.001. ,Belanja alat tulis kantor ,750000, ATK Kegiatan 750000.00,,,
2.02.2.02.01.03.06.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2120000,,,,
2.02.2.02.01.03.06.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2120000, Pengandaan dan Jilid Dokumen Penialian Prestari Kerja 2120000.00,,,
2.02.2.02.01.03.06.5.2.2.11. ,Belanja Makanan dan Minuman ,1875000,,,,
2.02.2.02.01.03.06.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1875000, Minum Snack Rakor Penilaian Prestari Kerja PNS 225000.00 Makan minum snack Sosialisasi Penilaian Prestari Kerja 1650000.00,,,
2.02.2.02.01.05. ,PROGRAM PENINGKATAN KAPASITAS SUMBER ,10000000, DAYA APARATUR,,,
2.02.2.02.01.05.01. ,PENDIDIKAN DAN PELATIHAN FORMAL ,10000000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.05.01.5.2.1. ,BELANJA PEGAWAI ,10000000,,,,
2.02.2.02.01.05.01.5.2.1.05. ,Belanja Kursus. Pelatihan.Sosialisasi. dan ,10000000, Bimbingan Teknis PN,,,
2.02.2.02.01.05.01.5.2.1.05.001. ,Belanja Kursus-kursus singkat/pelatihan ,10000000, Belanja kursus singkat/pelatihan 10000000.00,,,
2.02.2.02.01.06. ,PROGRAM PENINGKATAN PENGEMBANGAN SISTEM ,11500000, PELAPORAN CAPAIAN KINERJA DAN KEUANGAN,,,
2.02.2.02.01.06.01. ,PENYUSUNAN LAPORAN CAPAIAN KINERJA DAN ,2000000,Lokasi Kegiatan: Kab Gunungkidul IKHTISAR REALISASI KINERJA SKPD Sumber Dana: DAU.,,,
2.02.2.02.01.06.01.5.2.1. ,BELANJA PEGAWAI ,650000,,,,
2.02.2.02.01.06.01.5.2.1.01. ,Honorarium PNS ,650000,,,,
2.02.2.02.01.06.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,650000, Ketua 200000.00 Anggota (3 orang) 450000.00,,,
2.02.2.02.01.06.01.5.2.2. ,BELANJA BARANG DAN JASA ,1350000,,,,
2.02.2.02.01.06.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,300000,,,,
2.02.2.02.01.06.01.5.2.2.01.001. ,Belanja alat tulis kantor ,300000, ATK 300000.00,,,
2.02.2.02.01.06.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,750000,,,,
2.02.2.02.01.06.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,750000, Penggandaan dan jilid lakip 750000.00,,,
2.02.2.02.01.06.01.5.2.2.11. ,Belanja Makanan dan Minuman ,300000,,,,
2.02.2.02.01.06.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,300000, Minum dan snack 300000.00,,,
2.02.2.02.01.06.02. ,PENYUSUNAN PELAPORAN KEUANGAN SEMESTERAN ,1000000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
2.02.2.02.01.06.02.5.2.1. ,BELANJA PEGAWAI ,380000,,,,
2.02.2.02.01.06.02.5.2.1.03. ,Uang Lembur ,380000,,,,
2.02.2.02.01.06.02.5.2.1.03.001. ,Uang Lembur PNS ,380000, #NAME?200000.00 Lembur PNS Gol II 180000.00,,,
2.02.2.02.01.06.02.5.2.2. ,BELANJA BARANG DAN JASA ,620000,,,,
2.02.2.02.01.06.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,220000,,,,
2.02.2.02.01.06.02.5.2.2.01.001. ,Belanja alat tulis kantor ,220000, ATK 220000.00,,,
2.02.2.02.01.06.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,250000,,,,
2.02.2.02.01.06.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,250000, Penggandaan 250000.00,,,
2.02.2.02.01.06.02.5.2.2.11. ,Belanja Makanan dan Minuman ,150000,,,,
2.02.2.02.01.06.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,150000, Minum dan snack rapat 150000.00,,,
2.02.2.02.01.06.04. ,PENYUSUNAN PELAPORAN KEUANGAN AKHIR ,3000000,Lokasi Kegiatan: Kab Gunungkidul TAHUN Sumber Dana: DAU.,,,
2.02.2.02.01.06.04.5.2.1. ,BELANJA PEGAWAI ,975000,,,,
2.02.2.02.01.06.04.5.2.1.03. ,Uang Lembur ,975000,,,,
2.02.2.02.01.06.04.5.2.1.03.001. ,Uang Lembur PNS ,975000, #NAME?600000.00 #NAME?375000.00,,,
2.02.2.02.01.06.04.5.2.2. ,BELANJA BARANG DAN JASA ,2025000,,,,
2.02.2.02.01.06.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,,,
2.02.2.02.01.06.04.5.2.2.01.001. ,Belanja alat tulis kantor ,500000, ATK 500000.00,,,
2.02.2.02.01.06.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,700000,,,,
2.02.2.02.01.06.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,700000, Penggandaan dan Penjilidan 700000.00,,,
2.02.2.02.01.06.04.5.2.2.11. ,Belanja Makanan dan Minuman ,825000,,,,
2.02.2.02.01.06.04.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,825000, Minum dan snack 225000.00 Makan. minum snack 600000.00,,,
2.02.2.02.01.06.05. ,PENYUSUNAN PELAPORAN KEUANGAN ,5500000,Lokasi Kegiatan: Kab Gunungkidul BULANAN/SPJ Sumber Dana: DAU.,,,
2.02.2.02.01.06.05.5.2.2. ,BELANJA BARANG DAN JASA ,5500000,,,,
2.02.2.02.01.06.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,2800000,,,,
2.02.2.02.01.06.05.5.2.2.01.001. ,Belanja alat tulis kantor ,2800000, File Box 120 buah setahun 2040000.00 HVS 408000.00 Staper 28000.00 Map 324000.00,,,
2.02.2.02.01.06.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1800000,,,,
2.02.2.02.01.06.05.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1800000, Penggandaan 1800000.00,,,
2.02.2.02.01.06.05.5.2.2.11. ,Belanja Makanan dan Minuman ,900000,,,,
2.02.2.02.01.06.05.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,900000, Minum. snack 900000.00,,,
2.02.2.02.01.09. ,PROGRAM PENINGKATAN KUALITAS PELAYANAN ,108033957, PUBLIK,,,
2.02.2.02.01.09.01. ,PENGELOLAAN DATA DAN SISTEM INFORMASI ,18860457,Lokasi Kegiatan: Kabupaten Gunungkidul SKPD Sumber Dana: PAD.DAU.,,,
2.02.2.02.01.09.01.5.2.2. ,BELANJA BARANG DAN JASA ,18860457,,,,
