Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"137517450,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,"69313000,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"68204450,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,"6000000,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 07 . 01 ,Belanja Sewa Rumah Jabatan/Rumah Dinas ,"6000000,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"20537750,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,"6737750,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,"8800000,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,"3000000,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 10 . 08 ,Belanja Sewa Panggung ,"2000000,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 20 ,Belanja Pemeliharaan ,"21687500,00",
1.20 . 1.20.03 . 01 . 26 . 5 . 2 . 2 . 20 . 07 ,Belanja Pemeliharaan Perlengkapan Kantor ,"21687500,00",
1.20 . 1.20.03 . 01 . 27 ,Penyediaan Jasa  keuangan ,"70860000,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01 . 27 . 5 . 2 . 1 ,Belanja Pegawai ,"70860000,00",
1.20 . 1.20.03 . 01 . 27 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"70860000,00",
1.20 . 1.20.03 . 01 . 27 . 5 . 2 . 1 . 01 . 04 ,Honorarium Bendahara/Pengurus Barang ,"70860000,00",
1.20 . 1.20.03 . 01 . 28 ,Penyediaan Rapat-Rapat   Konsultasi dan Koordinasi ,"1417784600,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo dan Luar Kabupaten Kulon Progo
1.20 . 1.20.03 . 01 . 28 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"1417784600,00",
1.20 . 1.20.03 . 01 . 28 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"279933000,00",
1.20 . 1.20.03 . 01 . 28 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,"129000000,00",
1.20 . 1.20.03 . 01 . 28 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"150933000,00",
1.20 . 1.20.03 . 01 . 28 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"1137851600,00",
1.20 . 1.20.03 . 01 . 28 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"71405000,00","Bagian Umum ""0 0 x 0 00 = 0 00"""
1.20 . 1.20.03 . 01 . 28 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"1066446600,00",
1.20 . 1.20.03 . 11 ,Program Peningkatan Sarana dan Prasarana Perkantoran ,"2304733288,00",
1.20 . 1.20.03 . 11 . 01 ,Pengadaan Sarana dan Prasarana Perkantoran ,"127275000,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 ,Belanja Modal ,"127275000,00",
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 28 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga ,"37075000,00",
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 28 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pendingin ,"22075000,00","AC Unit AC 2 PK (Ruang Rapat) ""2 unit x 8.150.000 00 = 16.300.000 00"" AC 1 PK (Ruang Rapat) ""1 unit x 5.350.000 00 = 5.350.000 00"" Honorarium Pejabat Pengadaan Pejabat pengadaan ""1 orang/bulan x 250.000 00 = 250.000 00"" Pejabat penerima/pemeriksa ""1 orang/bulan x 175.000 00 = 175.000 00"""
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 28 . 06 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga Lainnya (Home Use),"15000000,00","Sound System Sound system (Ruang Rapat) ""1 set x 15.000.000 00 = 15.000.000 00"""
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 29 ,Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer ,"56900000,00",
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 29 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer ,"56100000,00","Belanja Modal Note Book Note Book ""1 unit x 5.900.000 00 = 5.900.000 00"" Note Book ""1 unit x 7.325.000 00 = 7.325.000 00"" Laptop ""3 unit x 14.150.000 00 = 42.450.000 00"" Honorarium Pengadaan Pejabat Pengadaan ""1 orang/bulan x 250.000 00 = 250.000 00"" Pejabat Penerima Hasil Pekerjaan ""1 orang/bulan x 175.000 00 = 175.000 00"""
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 29 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Personal Komputer,"800000,00","Printer ""1 unit x 800.000 00 = 800.000 00"""
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 31 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Studio ,"33300000,00",
1.20 . 1.20.03 . 11 . 01 . 5 . 2 . 3 . 31 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Studio Visual ,"33300000,00","Stand Microphone Stand Microphone Meja ""10 buah x 250.000 00 = 2.500.000 00"" Stand Microphone Lapangan ""5 buah x 470.000 00 = 2.350.000 00"" Microphone Floor Stand Microphone ""7 buah x 300.000 00 = 2.100.000 00"" Audio Amplifier Mixer ""1 unit x 7.000.000 00 = 7.000.000 00"" Proyektor + Attachment LCD Proyektor (Ruang Rapat) ""2 unit x 6.300.000 00 = 12.600.000 00"" Layar Proyektor Layar LCD (Ruang Rapat) ""1 unit x 4.000.000 00 = 4.000.000 00"" Layar LCD (Ruang Rapat) ""1 unit x 2.750.000 00 = 2.750.000 00"""
1.20 . 1.20.03 . 11 . 02 ,Pemeliharaan Sarana dan Prasarana Perkantoran ,"2177458288,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,"2850000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"2850000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,"2850000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"1692918288,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"23003500,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 01 . 03 ,Belanja Alat Listrik Dan Elektronik (Lampu Pijar  Battery Kering) ,"12698000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 01 . 05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,"10305500,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,"782266588,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 03 . 01 ,Belanja Telepon ,"97400000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 03 . 02 ,Belanja Air ,"32000000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 03 . 03 ,Belanja Listrik ,"519666588,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,"1500000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 03 . 27 ,Belanja Jasa Kebersihan Kantor ,"129000000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 03 . 29 ,Belanja Jasa Komunikasi ,"2700000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 05 ,Belanja Perawatan Kendaraan Bermotor ,"715093200,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 05 . 01 ,Belanja Jasa Service ,"20633000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 05 . 02 ,Belanja Penggantian Suku Cadang ,"229000200,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 05 . 03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,"424060000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 05 . 04 ,Belanja Jasa KIR ,"650000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 05 . 05 ,Belanja Pajak Kendaraan Bermotor ,"40750000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 20 ,Belanja Pemeliharaan ,"172555000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 20 . 05 ,Belanja Pemeliharan Gedung dan Bangunan ,"106150000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 20 . 07 ,Belanja Pemeliharaan Perlengkapan Kantor ,"47130000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 20 . 08 ,Belanja Pemeliharaan Peralatan Gedung Kantor ,"17025000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 20 . 23 ,Belanja Pemeliharaan Alat-Alat Rumah Tangga ,"500000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 2 . 20 . 25 ,Belanja Pemeliharaan Alat-Alat Komunikasi ,"1750000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 3 ,Belanja Modal ,"481690000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 3 . 49 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,"481690000,00",
1.20 . 1.20.03 . 11 . 02 . 5 . 2 . 3 . 49 . 01 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor,"481690000,00","Bangunan Gedung Kantor Permanen (Bagian Umum) Pemasangan batu andesit komplek setda ""2 000 m2 x 212.500 00 = 425.000.000 00"" Administrasi Pengadaan ""0 0 x 0 00 = 0 00"" Belanja alat tulis kantor ""0 o x 0 00 = 0 00"" - Kertas HVS 70 gr ""3 rim x 45.000 00 = 135.000 00"" - Isi toner printer laser jet ""1 kali x 179.000 00 = 179.000 00"" - Stofmap kertas ""20 buah x 800 00 = 16.000 00"" - Binder clip ""10 buah x 5.500 00 = 55.000 00"" Honorarium Tim Pengadaan Pejabat Pembuat Komitmen ""4 orang/bulan x 300.000 00 = 1.200.000 00"" Pejabat Pengadaan (konsultan) ""2 orang/paket x 250.000 00 = 500.000 00""  Pejabat Penerima Hasil Pekerjaan (konsultan) ""2 orang/paket x 175.000 00 = 350.000 00"" Honorarium Panitia Penerima Hasil Pekerjaan Ketua ""1 orang/paket x 350.000 00 = 350.000 00"" Sekretaris ""1 orang/paket x 300.000 00 = 300.000 00"" Anggota ""3 orang/paket x 250.000 00 = 750.000 00"" Konsultan perencana dan pengawas Konsultan perencana ""1 paket x 28.475.000 00 = 28.475.000 00"" Konsultan pengawas ""1 paket x 19.550.000 00 = 19.550.000 00"" Jamuan rapat pengadaan Makanan dan minuman rapat ""100 orang/kali x 18.000 00 = 1.800.000 00"" Makanan dan minuman rapat ""100 orang/kali x 25.000 00 = 2.500.000 00""  Jilid dan Penggandaan Fotocopy ""2 000 lembar x 175 00 = 350.000 00"" Jilid SPK ""12 buku x 15.000 00 = 180.000 00"""
1.20 . 1.20.03 . 12 ,Program Perencanaan  Pengendalian dan Evaluasi Kinerja ,"22992750,00",
1.20 . 1.20.03 . 12 . 01 ,Penyusunan Perencanaan Kinerja SKPD ,"4952200,00",Sumber Dana :  Lokasi Kegiatan : Setda Kab. Kulon Progo
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,"1040000,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 1 . 03 ,Uang Lembur ,"1040000,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,"1040000,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"3912200,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"132100,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"132100,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"828100,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"828100,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"2952000,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,"1152000,00",
1.20 . 1.20.03 . 12 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"1800000,00",
1.20 . 1.20.03 . 12 . 02 ,Penyusunan Laporan Keuangan ,"12499850,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,"5154000,00",
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 1 . 03 ,Uang Lembur ,"5154000,00",
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,"5154000,00",
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"7345850,00",
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1459850,00",
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1459850,00",
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"5886000,00",
1.20 . 1.20.03 . 12 . 02 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,"5886000,00",
1.20 . 1.20.03 . 12 . 03 ,Pengendalian  Evaluasi dan Pelaporan Kinerja ,"5540700,00",Sumber Dana :  Lokasi Kegiatan : setda Kab. kulon progo
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,"1140000,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 1 . 03 ,Uang Lembur ,"1140000,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,"1140000,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"4400700,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"149950,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"149950,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1058750,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1058750,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"3192000,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,"1242000,00",
1.20 . 1.20.03 . 12 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"1950000,00",
1.20 . 1.20.03 . 13 ,Program Peningkatan Kapasitas Sumber Daya Manusia SKPD ,"87149950,00",
1.20 . 1.20.03 . 13 . 01 ,Penilaian Prestasi Kerja Fungsional Lewat Angka Kredit ,"8499950,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,"6873000,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"6105000,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"6105000,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 1 . 03 ,Uang Lembur ,"768000,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,"768000,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"1626950,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"12950,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"12950,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"1614000,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,"864000,00",
1.20 . 1.20.03 . 13 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"750000,00",
1.20 . 1.20.03 . 13 . 03 ,Pendidikan dan Pelatihan Non Formal ,"45500000,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 13 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"45500000,00",
1.20 . 1.20.03 . 13 . 03 . 5 . 2 . 2 . 17 ,Belanja kursus  pelatihan  sosialisasi dan bimbingan teknis PNS ,"45500000,00",
1.20 . 1.20.03 . 13 . 03 . 5 . 2 . 2 . 17 . 01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,"25500000,00",
1.20 . 1.20.03 . 13 . 03 . 5 . 2 . 2 . 17 . 02 ,Belanja Sosialisasi ,"10000000,00",
1.20 . 1.20.03 . 13 . 03 . 5 . 2 . 2 . 17 . 03 ,Belanja Bimbingan Teknis ,"10000000,00",
1.20 . 1.20.03 . 13 . 05 ,Pengadaan Pakaian Dinas Harian (PDH) ,"33150000,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 13 . 05 . 5 . 2 . 1 ,Belanja Pegawai ,"425000,00",
1.20 . 1.20.03 . 13 . 05 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"425000,00",
1.20 . 1.20.03 . 13 . 05 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,"425000,00",
1.20 . 1.20.03 . 13 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"32725000,00",
1.20 . 1.20.03 . 13 . 05 . 5 . 2 . 2 . 12 ,Belanja Pakaian Dinas dan Atributnya ,"32725000,00",
1.20 . 1.20.03 . 13 . 05 . 5 . 2 . 2 . 12 . 04 ,Belanja Pakaian Dinas Harian (PDH) ,"32725000,00",
1.09 . 1.20.03 . 16 ,Program Penataan Penguasaan  Pemilikan  Penggunaan dan Pemanfaatan Tanah,"309168000,00",
1.09 . 1.20.03 . 16 . 05 ,Koordinasi Penyelesaian Permasalahan Pertanahan dan Penggunaan Tanah SG dan PAG,"36000000,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"36000000,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"957500,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"957500,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1802500,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1802500,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"11000000,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"11000000,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"22240000,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"3180000,00",
1.09 . 1.20.03 . 16 . 05 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"19060000,00",
1.09 . 1.20.03 . 16 . 07 ,Fasilitasi Pengadaan Tanah untuk Kepentingan Umum ,"200000000,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 1 ,Belanja Pegawai ,"178650000,00",
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"130690000,00",
