Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,,,,,,,
2.01.2.01.01.01.09.5.2.2.06.001. ,Belanja Cetak ,7280000, Belanja cetak 7280000.00 Cetak blangko 4000000.00 Cetak Map Dinas 1530000.00 Cetak banner/spanduk tematik/peringatan hari-hari besar 750000.00 Cetak amplop dinas 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.09.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1000000, Fotocopy dokumen kepegawaian 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.10. ,PENYEDIAAN KOMPONEN INSTALASI ,3000000,Lokasi Kegiatan: - LISTRIK/PENERANGAN BANGUNAN KANTOR,,,,,,,,,,,,,,
2.01.2.01.01.01.10.5.2.2. ,BELANJA BARANG DAN JASA ,3000000,,,,,,,,,,,,,,,
2.01.2.01.01.01.10.5.2.2.01. ,Belanja Bahan Pakai Habis ,3000000,,,,,,,,,,,,,,,
2.01.2.01.01.01.10.5.2.2.01.003. ,Belanja alat listrik dan elektronika (lampu pijar^ batery ,3000000, keri Pembelian alat-alat kelistrikan 3000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.11. ,PENYEDIAAN PERALATAN DAN PERLENGKAPAN ,38400000,Lokasi Kegiatan: - KANTOR,,,,,,,,,,,,,,
2.01.2.01.01.01.11.5.2.2. ,BELANJA BARANG DAN JASA ,23400000,,,,,,,,,,,,,,,
2.01.2.01.01.01.11.5.2.2.02. ,Belanja Bahan/Material ,23400000,,,,,,,,,,,,,,,
2.01.2.01.01.01.11.5.2.2.02.001. ,Belanja bahan baku bangunan ,23400000, Pengadaan partisi ruang perencanaan 23400000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.11.5.2.3. ,BELANJA  MODAL ,15000000,,,,,,,,,,,,,,,
2.01.2.01.01.01.11.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan Kantor ,15000000,,,,,,,,,,,,,,,
2.01.2.01.01.01.11.5.2.3.11.007. ,Belanja modal AC ,15000000, Pengadaan AC untuk ruang subagian umum dan subagian perencanaan 15000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.12. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,3000000,Lokasi Kegiatan: -,,,,,,,,,,,,,,
2.01.2.01.01.01.12.5.2.2. ,BELANJA BARANG DAN JASA ,3000000,,,,,,,,,,,,,,,
2.01.2.01.01.01.12.5.2.2.01. ,Belanja Bahan Pakai Habis ,3000000,,,,,,,,,,,,,,,
2.01.2.01.01.01.12.5.2.2.01.005. ,Belanja peralatan kebersihan dan bahan pembersih ,3000000, Belanja alat-alat kebersihan dan bahan pembersih 3000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.13. ,PENYEDIAAN BAHAN BACAAN DAN PERATURAN ,2900000,Lokasi Kegiatan: - PERUNDANG-UNDANGAN,,,,,,,,,,,,,,
2.01.2.01.01.01.13.5.2.2. ,BELANJA BARANG DAN JASA ,2900000,,,,,,,,,,,,,,,
2.01.2.01.01.01.13.5.2.2.03. ,Belanja Jasa Kantor ,2900000,,,,,,,,,,,,,,,
2.01.2.01.01.01.13.5.2.2.03.005. ,Belanja surat kabar/majalah ,2900000, Belanja surat kabar nasional. surat kabar lokal 2400000.00 Belanja buku peraturan perundangan 500000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.15. ,PENYEDIAAN MAKANAN DAN MINUMAN ,10125000,Lokasi Kegiatan: -,,,,,,,,,,,,,,
2.01.2.01.01.01.15.5.2.2. ,BELANJA BARANG DAN JASA ,10125000,,,,,,,,,,,,,,,
2.01.2.01.01.01.15.5.2.2.11. ,Belanja Makanan dan Minuman ,10125000,,,,,,,,,,,,,,,
2.01.2.01.01.01.15.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,7375000, Belanja makanan dan minuman rapat 7375000.00 Minum. snack rapat 3375000.00 Makan. minum rapat 4000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.15.5.2.2.11.003. ,Belanja makanan dan minuman tamu ,2750000, Minum. snack tamu 750000.00 Makan. minum tamu 2000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.16. ,RAPAT-RAPAT KOORDINASI DAN KONSULTASI KE ,76855000,Lokasi Kegiatan: - LUAR DAERAH,,,,,,,,,,,,,,
2.01.2.01.01.01.16.5.2.2. ,BELANJA BARANG DAN JASA ,76855000,,,,,,,,,,,,,,,
2.01.2.01.01.01.16.5.2.2.15. ,Belanja Perjalanan Dinas ,76855000,,,,,,,,,,,,,,,
2.01.2.01.01.01.16.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,6545000, Perjalanan dinas dalam Kabupaten 3585000.00 Golongan IV 900000.00 Golongan III 1700000.00 Golongan II 600000.00 Golongan I 385000.00 Perjalanan dinas ke Provinsi DIY 2960000.00 Golongan IV 1260000.00 Golongan III 1200000.00 Golongan II 500000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.16.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,70310000, Perjalanan dinas ke Jabodetabek dan Banten 27930000.00 Eselon II 7980000.00 Penginapan 3000000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Uang representasi 780000.00 Golongan IV 6600000.00 Penginapan 2400000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Golongan III 6000000.00 Penginapan 1800000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Tiket 7350000.00 Perjalanan dinas ke luar DIY dalam pulau Jawa selain Jabodetabek dan Banten 16030000.00 Eselon II 3570000.00 Penginapan 1500000.00 Uang harian 1290000.00 Uang taxi 390000.00 Uang representasi 390000.00 Golongan IV 2880000.00 Penginapan 1200000.00 Uang harian 1290000.00 Uang taxi 390000.00 Golongan III 2580000.00 Penginapan 900000.00 Uang harian 1290000.00 Uang taxi 390000.00 Tiket 7000000.00 Perjalanan dinas luar Jawa 26350000.00 Eselon II 7050000.00 Penginapan 2500000.00 Uang harian 2400000.00 Uang taxi 1500000.00 Uang representasi 650000.00 Golongan IV 5900000.00 Penginapan 2000000.00 Uang harian 2400000.00 Uang taxi 1500000.00 Golongan III 5400000.00 Penginapan 1500000.00 Uang harian 2400000.00 Uang taxi 1500000.00 Tiket 8000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.17. ,PENYEDIAAN JASA TENAGA ,21600000,Lokasi Kegiatan: - ADMINISTRASI/TEKNIK PERKANTORAN,,,,,,,,,,,,,,
2.01.2.01.01.01.17.5.2.2. ,BELANJA BARANG DAN JASA ,21600000,,,,,,,,,,,,,,,
2.01.2.01.01.01.17.5.2.2.03. ,Belanja Jasa Kantor ,21600000,,,,,,,,,,,,,,,
2.01.2.01.01.01.17.5.2.2.03.006. ,Belanja jasa tenaga harian lepas/upah tenaga ,21600000, Upah THL jaga malam (2 orang) 21600000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.18. ,PENDATAAN DAN PENGELOLAAN ARSIP SKPD ,10000000,Lokasi Kegiatan: -,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.1. ,BELANJA PEGAWAI ,5175000,,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.1.01. ,Honorarium PNS ,5175000,,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,5175000, Honorarium Tim Pengelolaan Arsip 5175000.00 Ketua (Sekretaris Dinas) 825000.00 Sekretaris (Kasubag Perencanaan) 750000.00 Anggota (kasubag umum. arsiparis KPAD (2).pustakawan (1). staf sekretariat 3600000.00 (2)),,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.2. ,BELANJA BARANG DAN JASA ,4825000,,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.2.01. ,Belanja Bahan Pakai Habis ,1925000,,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.2.01.001. ,Belanja alat tulis kantor ,1925000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 1925000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1000000, Fotocopy 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.2.11. ,Belanja Makanan dan Minuman ,1900000,,,,,,,,,,,,,,,
2.01.2.01.01.01.18.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1900000, Belanja makanan dan minuman rapat 1900000.00 Makan. minum rapat 1900000.00,,,,,,,,,,,,,,
2.01.2.01.01.02. ,PROGRAM PENINGKATAN SARANA DAN ,592295200, PRASARANA APARATUR,,,,,,,,,,,,,,
2.01.2.01.01.02.02. ,PEMBANGUNAN GEDUNG KANTOR ,215100000,Lokasi Kegiatan: -,,,,,,,,,,,,,,
2.01.2.01.01.02.02.5.2.3. ,BELANJA  MODAL ,215100000,,,,,,,,,,,,,,,
2.01.2.01.01.02.02.5.2.3.26. ,Belanja Modal Pengadaan Konstruksi/Pembelian ,215100000, Bangunan,,,,,,,,,,,,,,
2.01.2.01.01.02.02.5.2.3.26.001. ,Belanja modal pengadaan konstruksi/pembelian ,215100000, bangunan gedung kantor Pembangunan areal parkir 199100000.00 Honorarium pejabat pengadaan 300000.00 Honorarium pejabat penerima 300000.00 Jasa konsultan perencana 10000000.00 Jasa konsultan pengawas 5000000.00 ATK pengadaan 150000.00 Fotocopy 250000.00,,,,,,,,,,,,,,
2.01.2.01.01.02.10. ,PEMELIHARAAN RUTIN/BERKALA GEDUNG KANTOR ,221195200,Lokasi Kegiatan: -,,,,,,,,,,,,,,
2.01.2.01.01.02.10.5.2.3. ,BELANJA  MODAL ,221195200,,,,,,,,,,,,,,,
2.01.2.01.01.02.10.5.2.3.26. ,Belanja Modal Pengadaan Konstruksi/Pembelian ,221195200, Bangunan,,,,,,,,,,,,,,
2.01.2.01.01.02.10.5.2.3.26.001. ,Belanja modal pengadaan konstruksi/pembelian ,221195200, bangunan gedung kantor Rehab ruang rapat 200000000.00 Honorarium pejabat pengadaan 300000.00 Honorarium pejabat penerima 300000.00 Belanja jasa konsultan perencana 10000000.00 Belanja jasa konsultan pengawas 5000000.00 Perbaikan pintu 5595200.00,,,,,,,,,,,,,,
2.01.2.01.01.02.11. ,PEMELIHARAAN RUTIN/BERKALA KENDARAAN ,156000000,Lokasi Kegiatan: - DINAS/OPERASIONAL,,,,,,,,,,,,,,
2.01.2.01.01.02.11.5.2.2. ,BELANJA BARANG DAN JASA ,156000000,,,,,,,,,,,,,,,
2.01.2.01.01.02.11.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,156000000,,,,,,,,,,,,,,,
2.01.2.01.01.02.11.5.2.2.05.001. ,Belanja pemeliharaan kendaraan ,156000000, Belanja pemeliharaan kendaraan 156000000.00 Pemeliharaan kendaraan roda empat solar (reparasi. suku cadang. ban. aki. bbm 19500000.00 dan pelumas) Pemeliharaan kendaraan roda empat bensin (reparasi. suku cadang. ban. aki. 58500000.00 bbm dan pelumas) Pemeliharaan kendaraan roda dua (reparasi. suku cadang. ban. aki. bbm. 75000000.00 pelumas) Pemeliharaan kendaraan roda tiga (reparasi. suku cadang. ban. aki. bbm. 3000000.00 pelumas),,,,,,,,,,,,,,
2.01.2.01.01.04. ,PROGRAM PENINGKATAN KAPASITAS SUMBER ,40000000, DAYA APARATUR,,,,,,,,,,,,,,
2.01.2.01.01.04.01. ,PENDIDIKAN DAN PELATIHAN FORMAL ,40000000,Lokasi Kegiatan: -,,,,,,,,,,,,,,
2.01.2.01.01.04.01.5.2.1. ,BELANJA PEGAWAI ,40000000,,,,,,,,,,,,,,,
2.01.2.01.01.04.01.5.2.1.05. ,Belanja Kursus^ Pelatihan^Sosialisasi^ dan ,40000000, Bimbingan Teknis PN,,,,,,,,,,,,,,
2.01.2.01.01.04.01.5.2.1.05.001. ,Belanja Kursus-kursus singkat/pelatihan ,40000000, Pengiriman peserta Pelatihan. sosialisasi dan bimbingan teknis 40000000.00 Biaya pelatihan 36000000.00 Uang saku peserta 4000000.00,,,,,,,,,,,,,,
2.01.2.01.01.05. ,PROGRAM PENINGKATAN PENGEMBANGAN SISTEM ,39125000, PELAPORAN CAPAIAN KINERJA DAN KEUANGAN,,,,,,,,,,,,,,
2.01.2.01.01.05.01. ,PENYUSUNAN LAPORAN CAPAIAN KINERJA DAN ,2000000,Lokasi Kegiatan: - IKHTISAR REALISASI KINERJA SKPD,,,,,,,,,,,,,,
2.01.2.01.01.05.01.5.2.2. ,BELANJA BARANG DAN JASA ,2000000,,,,,,,,,,,,,,,
2.01.2.01.01.05.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.05.01.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,700000,,,,,,,,,,,,,,,
2.01.2.01.01.05.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,700000, Fotocopy dan penjilidan 700000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.01.5.2.2.11. ,Belanja Makanan dan Minuman ,300000,,,,,,,,,,,,,,,
2.01.2.01.01.05.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,300000, Makan. minum rapat 300000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.02. ,PENYUSUNAN PELAPORAN KEUANGAN SEMESTERAN ,1000000,Lokasi Kegiatan: -,,,,,,,,,,,,,,
2.01.2.01.01.05.02.5.2.2. ,BELANJA BARANG DAN JASA ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.05.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,,,,,,,,,,,,,,
2.01.2.01.01.05.02.5.2.2.01.001. ,Belanja alat tulis kantor ,500000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 500000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,500000,,,,,,,,,,,,,,,
2.01.2.01.01.05.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,500000, Fotocopy dan penjilidan 500000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.03. ,PENYUSUNAN PELAPORAN KEUANGAN AKHIR ,1000000,Lokasi Kegiatan: - TAHUN,,,,,,,,,,,,,,
2.01.2.01.01.05.03.5.2.2. ,BELANJA BARANG DAN JASA ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.05.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,,,,,,,,,,,,,,
2.01.2 01.01.05.03.5.2.2.01.001. ,Belanja alat tulis kantor ,500000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 500000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,500000,,,,,,,,,,,,,,,
2.01.2.01.01.05.03.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,500000, Fotocopy dan penjilidan 500000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.04. ,PENYUSUNAN PELAPORAN KEUANGAN ,35125000,Lokasi Kegiatan: - BULANAN/SPJ,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.1. ,BELANJA PEGAWAI ,25800000,,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.1.01. ,Honorarium PNS ,25800000,,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.1.01.003. ,Honorarium Bendahara/Pembantu ,25800000, Bendaraha/ppk-skpd/pembantu ppk-skpd Honorarium Bendahara penerima 1800000.00 Honorarium Bendahara Pengeluaran 3300000.00 Honorarium Pengurus Barang 3000000.00 Honorarium Penyimpan Barang 2700000.00 Honorarium PPK SKPD 3600000.00 Honorarium Pembantu PPK 6000000.00 Honorarium Pembantu Bendahara Pengeluaran 5400000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.2. ,BELANJA BARANG DAN JASA ,9325000,,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,2125000,,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.2.01.004. ,Belanja perangko/meterai ,1125000, Belanja materai 1125000.00,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,7200000,,,,,,,,,,,,,,,
2.01.2.01.01.05.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,7200000, Fotocopy dan penjilidan 7200000.00,,,,,,,,,,,,,,
2.01.2.01.01.06. ,PROGRAM PENINGKATAN KUALITAS PELAYANAN ,260995000, PUBLIK,,,,,,,,,,,,,,
2.01.2.01.01.06.01. ,PENGELOLAAN DATA DAN SISTEM INFORMASI ,259995000,Lokasi Kegiatan: - SKPD,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.1. ,BELANJA PEGAWAI ,9555000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.1.01. ,Honorarium PNS ,9555000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,9555000, Honorarium Tim Pengelola Data dan Sistem Informasi (lintas SKPD : SKPD lingkup 7575000.00 pertanian. Bappeda. BPS. Dishubkominfo) Penanggungjawab 900000.00 Ketua 825000.00 Sekretaris 750000.00 Anggota (7 orang) 4200000.00 Staf Sekretariat (2 orang) 900000.00 Honorarium pelaksana Pameran Hari Jadi Gunungkidul 1980000.00 Petugas display pameran 480000.00 Petugas bongkar display pameran 250000.00 Petugas jaga pameran 1000000.00 Petugas jaga malam 250000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2. ,BELANJA BARANG DAN JASA ,193440000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,10000000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.01.001. ,Belanja alat tulis kantor ,10000000, Belanja alat tulis kantor 10000000.00 Belanja ATK (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 1000000.00 Belanja ATK untuk petugas pengumpul data (kertas.map kertas. bolpoin) 9000000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.02. ,Belanja Bahan/Material ,10000000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,10000000, Belanja bahan pameran hari jadi Gunungkidul 10000000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,60500000,,,,,,,,,,,,,,,
