Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.15 . 1.15.01 . 01.02 ,"Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",16200000.00,16200000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.02 . 5.2.2 ,Belanja Barang dan Jasa ,16200000.00,16200000.00,0.00,0.00,
1.15 . 1.15.01 . 01.02 . 5.2.2.03 ,Belanja Jasa Kantor ,16200000.00,16200000.00,0.00,0.00,
1.15 . 1.15.01 . 01.02 . 5.2.2.03.01 ,Belanja Telepon ,8700000.00,8700000.00,0.00,0.00,
1.15 . 1.15.01 . 01.02 . 5.2.2.03.02 ,Belanja Air ,2100000.00,2100000.00,0.00,0.00,
1.15 . 1.15.01 . 01.02 . 5.2.2.03.03 ,Belanja Listrik ,5400000.00,5400000.00,0.00,0.00,
1.15 . 1.15.01 . 01.06 ,Penyediaan Jasa Pemeliharaan dan Perizinan Kendaraan Dinas/Operasional,2606300.00,2606300.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.06 . 5.2.2 ,Belanja Barang dan Jasa ,2606300.00,2606300.00,0.00,0.00,
1.15 . 1.15.01 . 01.06 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,2606300.00,2606300.00,0.00,0.00,
1.15 . 1.15.01 . 01.06 . 5.2.2.05.05 ,Belanja Surat Tanda Nomor Kendaraan ,2606300.00,2606300.00,0.00,0.00,
1.15 . 1.15.01 . 01.07 ,Penyediaan Jasa Administrasi Keuangan ,14100000.00,14100000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.07 . 5.2.1 ,Belanja Pegawai ,14100000.00,14100000.00,0.00,0.00,
1.15 . 1.15.01 . 01.07 . 5.2.1.01 ,Honorarium PNS ,14100000.00,14100000.00,0.00,0.00,
1.15 . 1.15.01 . 01.07 . 5.2.1.01.04 ,Honorarium Bendahara/Pengurus Barang ,14100000.00,14100000.00,0.00,0.00,
1.15 . 1.15.01 . 01.08 ,Penyediaan Jasa Kebersihan Kantor ,984775.00,984775.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.08 . 5.2.2 ,Belanja Barang dan Jasa ,984775.00,984775.00,0.00,0.00,
1.15 . 1.15.01 . 01.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,984775.00,984775.00,0.00,0.00,
1.15 . 1.15.01 . 01.08 . 5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih,984775.00,984775.00,0.00,0.00,
1.15 . 1.15.01 . 01.09 ,Penyediaan Jasa Perbaikan Peralatan Kerja ,2500000.00,2500000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.09 . 5.2.2 ,Belanja Barang dan Jasa ,2500000.00,2500000.00,0.00,0.00,
1.15 . 1.15.01 . 01.09 . 5.2.2.20 ,Belanja Pemeliharaan ,2500000.00,2500000.00,0.00,0.00,
1.15 . 1.15.01 . 01.09 . 5.2.2.20.08 ,Belanja Pemeliharaan Peralatan Kantor ,2500000.00,2500000.00,0.00,0.00,
1.15 . 1.15.01 . 01.10 ,Penyediaan Alat Tulis Kantor ,6052050.00,6052050.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.10 . 5.2.2 ,Belanja Barang dan Jasa ,6052050.00,6052050.00,0.00,0.00,
1.15 . 1.15.01 . 01.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,6052050.00,6052050.00,0.00,0.00,
1.15 . 1.15.01 . 01.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,6052050.00,6052050.00,0.00,0.00,
1.15 . 1.15.01 . 01.11 ,Penyediaan Barang Cetakan dan Penggandaan ,6272000.00,7895850.00,1623850.00,25.89,Sumber Dana : 
1.15 . 1.15.01 . 01.11 . 5.2.2 ,Belanja Barang dan Jasa ,6272000.00,7895850.00,1623850.00,25.89,
1.15 . 1.15.01 . 01.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,6272000.00,7895850.00,1623850.00,25.89,
1.15 . 1.15.01 . 01.11 . 5.2.2.06.01 ,Belanja Cetak ,1397000.00,1671000.00,274000.00,19.61,
1.15 . 1.15.01 . 01.11 . 5.2.2.06.02 ,Belanja Penggandaan ,4875000.00,6224850.00,1349850.00,27.69,
1.15 . 1.15.01 . 01.12 ,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,601000.00,601000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.12 . 5.2.2 ,Belanja Barang dan Jasa ,601000.00,601000.00,0.00,0.00,
1.15 . 1.15.01 . 01.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,601000.00,601000.00,0.00,0.00,
1.15 . 1.15.01 . 01.12 . 5.2.2.01.03 ,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)",601000.00,601000.00,0.00,0.00,
1.15 . 1.15.01 . 01.13 ,Penyediaan Peralatan dan Perlengkapan Kantor ,610000.00,610000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.13 . 5.2.2 ,Belanja Barang dan Jasa ,610000.00,610000.00,0.00,0.00,
1.15 . 1.15.01 . 01.13 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,610000.00,610000.00,0.00,0.00,
1.15 . 1.15.01 . 01.13 . 5.2.2.01.09 ,Belanja Peralatan Pendukung Kantor ,610000.00,610000.00,0.00,0.00,
1.15 . 1.15.01 . 01.15 ,Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan,1000000.00,1000000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.15 . 5.2.2 ,Belanja Barang dan Jasa ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 01.15 . 5.2.2.03 ,Belanja Jasa Kantor ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 01.15 . 5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 01.17 ,Penyediaan Makanan dan Minuman ,5064000.00,5064000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.17 . 5.2.2 ,Belanja Barang dan Jasa ,5064000.00,5064000.00,0.00,0.00,
1.15 . 1.15.01 . 01.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5064000.00,5064000.00,0.00,0.00,
1.15 . 1.15.01 . 01.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2880000.00,2880000.00,0.00,0.00,
1.15 . 1.15.01 . 01.17 . 5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,2184000.00,2184000.00,0.00,0.00,
1.15 . 1.15.01 . 01.18 ,Rapat-Rapat Koordinasi dan Konsultasi Ke Luar Daerah,42600000.00,55710000.00,13110000.00,30.77,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.18 . 5.2.2 ,Belanja Barang dan Jasa ,42600000.00,55710000.00,13110000.00,30.77,
1.15 . 1.15.01 . 01.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,42600000.00,55710000.00,13110000.00,30.77,
1.15 . 1.15.01 . 01.18 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,42600000.00,55710000.00,13110000.00,30.77,Perjalanan dinas luar daerah
1.15 . 1.15.01 . 01.19 ,Penyediaan koordinasi dan konsultasi dalam daerah,1920000.00,1920000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.19 . 5.2.2 ,Belanja Barang dan Jasa ,1920000.00,1920000.00,0.00,0.00,
1.15 . 1.15.01 . 01.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1920000.00,1920000.00,0.00,0.00,
1.15 . 1.15.01 . 01.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1920000.00,1920000.00,0.00,0.00,
1.15 . 1.15.01 . 01.20 ,Penyediaan jasa tenaga pegawai tidak tetap ,21506407.00,21506407.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 01.20 . 5.2.1 ,Belanja Pegawai ,21506407.00,21506407.00,0.00,0.00,
1.15 . 1.15.01 . 01.20 . 5.2.1.02 ,Honorarium Non PNS ,21506407.00,21506407.00,0.00,0.00,
1.15 . 1.15.01 . 01.20 . 5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,21506407.00,21506407.00,0.00,0.00,
1.15 . 1.15.01 . 02 ,Program Peningkatan Sarana dan Prasarana Aparatur,73972898.00,73972898.00,0.00,0.00,
1.15 . 1.15.01 . 02.05 ,Pengadaan Kendaraan Dinas/Operasional ,15748550.00,15748550.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 02.05 . 5.2.3 ,Belanja Modal ,15748550.00,15748550.00,0.00,0.00,
1.15 . 1.15.01 . 02.05 . 5.2.3.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor,15748550.00,15748550.00,0.00,0.00,
1.15 . 1.15.01 . 02.05 . 5.2.3.03.12 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Sepeda Motor,15748550.00,15748550.00,0.00,0.00,"Belanja modal pengadaan alat - alat angkutan darat sepeda motor  Sepeda motor roda 2  1 unit x 15.500.000,00 = 15.500.000,00  Biaya administrasi  Kertas HVS 70 gram folio  1 rim x 45.000,00 = 45.000,00  Tinta refil komputer  1 dos x 35.000,00 = 35.000,00  Stopmap kertas  4 buah x 1.000,00 = 4.000,00  Foto copy  457 lembar x 150,00 = 68.550,00  Makanan dan minuman rapat  16 OS x 6.000,00 = 96.000,00  "
1.15 . 1.15.01 . 02.09 ,Pengadaan Peralatan Gedung Kantor ,1850000.00,1850000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 02.09 . 5.2.3 ,Belanja Modal ,1850000.00,1850000.00,0.00,0.00,
1.15 . 1.15.01 . 02.09 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,1850000.00,1850000.00,0.00,0.00,
1.15 . 1.15.01 . 02.09 . 5.2.3.12.04 ,Belanja Modal Pengadaan Printer ,1850000.00,1850000.00,0.00,0.00,"Belanja modal pengadaan pengadaan printer  Pengadaan printer laserjet  1 unit x 1.300.000,00 = 1.300.000,00  Pengadaan printer inkjet  1 unit x 550.000,00 = 550.000,00  ""Sumber Dana :   Lokasi Kegiatan : Kabupaten Kulon Progo""  "
1.15 . 1.15.01 . 02.24 ,Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional,55374348.00,55374348.00,0.00,0.00,
1.15 . 1.15.01 . 02.24 . 5.2.2 ,Belanja Barang dan Jasa ,55374348.00,55374348.00,0.00,0.00,
1.15 . 1.15.01 . 02.24 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,55374348.00,55374348.00,0.00,0.00,
1.15 . 1.15.01 . 02.24 . 5.2.2.05.01 ,Belanja Jasa Service ,1935000.00,1935000.00,0.00,0.00,
1.15 . 1.15.01 . 02.24 . 5.2.2.05.02 ,Belanja Penggantian Suku Cadang ,11360450.00,11360450.00,0.00,0.00,
1.15 . 1.15.01 . 02.24 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,42078898.00,42078898.00,0.00,0.00,
1.15 . 1.15.01 . 02.29 ,Pemeliharaan Rutin/Berkala Mebeleur ,1000000.00,1000000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Dinas Koperasi dan UMKM"
1.15 . 1.15.01 . 02.29 . 5.2.2 ,Belanja Barang dan Jasa ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 02.29 . 5.2.2.20 ,Belanja Pemeliharaan ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 02.29 . 5.2.2.20.10 ,Belanja Pemeliharaan Mebeler ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,5295450.00,5295450.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,1985850.00,1985850.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 06.01 . 5.2.1 ,Belanja Pegawai ,660000.00,660000.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.1.03 ,Uang Lembur ,660000.00,660000.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.1.03.01 ,Uang Lembur PNS ,660000.00,660000.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,1325850.00,1325850.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,305850.00,305850.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,305850.00,305850.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,300000.00,300000.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.2.06.02 ,Belanja Penggandaan ,300000.00,300000.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,720000.00,720000.00,0.00,0.00,
1.15 . 1.15.01 . 06.01 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,720000.00,720000.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 ,Penyusunan pelaporan keuangan ,3309600.00,3309600.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 06.09 . 5.2.1 ,Belanja Pegawai ,1056000.00,1056000.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.1.03 ,Uang Lembur ,1056000.00,1056000.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.1.03.01 ,Uang Lembur PNS ,1056000.00,1056000.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.2 ,Belanja Barang dan Jasa ,2253600.00,2253600.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,726600.00,726600.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,726600.00,726600.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,375000.00,375000.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.2.06.02 ,Belanja Penggandaan ,375000.00,375000.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1152000.00,1152000.00,0.00,0.00,
1.15 . 1.15.01 . 06.09 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,1152000.00,1152000.00,0.00,0.00,
1.15 . 1.15.01 . 07 ,Program Penyusunan Dokumen Perencanaan SKPD,5338450.00,5338450.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 ,Penyusunan Renstra SKPD ,3000000.00,3000000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 07.01 . 5.2.1 ,Belanja Pegawai ,800000.00,800000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.1.03 ,Uang Lembur ,800000.00,800000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.1.03.01 ,Uang Lembur PNS ,800000.00,800000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2 ,Belanja Barang dan Jasa ,2200000.00,2200000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,535000.00,535000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,535000.00,535000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,441000.00,441000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2.06.02 ,Belanja Penggandaan ,441000.00,441000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1224000.00,1224000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,864000.00,864000.00,0.00,0.00,
1.15 . 1.15.01 . 07.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,360000.00,360000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 ,Penyusunan Rencana Kerja SKPD ,2338450.00,2338450.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 07.02 . 5.2.1 ,Belanja Pegawai ,800000.00,800000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.1.03 ,Uang Lembur ,800000.00,800000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.1.03.01 ,Uang Lembur PNS ,800000.00,800000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2 ,Belanja Barang dan Jasa ,1538450.00,1538450.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,245450.00,245450.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,245450.00,245450.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,345000.00,345000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2.06.02 ,Belanja Penggandaan ,345000.00,345000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,948000.00,948000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,864000.00,864000.00,0.00,0.00,
1.15 . 1.15.01 . 07.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,84000.00,84000.00,0.00,0.00,
1.15 . 1.15.01 . 10 ,Program Pengawasan dan Pengendalian Program ,2151600.00,2151600.00,0.00,0.00,
1.15 . 1.15.01 . 10.01 ,"Monitoring, evaluasi, pengendalian, dan pelaksanaan program dan kegiatan",2151600.00,2151600.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 10.01 . 5.2.2 ,Belanja Barang dan Jasa ,2151600.00,2151600.00,0.00,0.00,
1.15 . 1.15.01 . 10.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,351600.00,351600.00,0.00,0.00,
1.15 . 1.15.01 . 10.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,351600.00,351600.00,0.00,0.00,
1.15 . 1.15.01 . 10.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,360000.00,360000.00,0.00,0.00,
1.15 . 1.15.01 . 10.01 . 5.2.2.06.02 ,Belanja Penggandaan ,360000.00,360000.00,0.00,0.00,
1.15 . 1.15.01 . 10.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1440000.00,1440000.00,0.00,0.00,
1.15 . 1.15.01 . 10.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1440000.00,1440000.00,0.00,0.00,
1.15 . 1.15.01 . 22 ,Program Pengembangan Kewirausahaan dan Keunggulan Kompetitif KUMKM,34285550.00,87132300.00,52846750.00,154.14,
1.15 . 1.15.01 . 22.01 ,Peningkatan Kerjasama Di Bidang HAKI ,34285550.00,36385550.00,2100000.00,6.13,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 22.01 . 5.2.1 ,Belanja Pegawai ,4840000.00,4840000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.1.01 ,Honorarium PNS ,4215000.00,4215000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4215000.00,4215000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.1.02 ,Honorarium Non PNS ,625000.00,625000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.1.02.03 ,Honorarium Harian ,625000.00,625000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2 ,Belanja Barang dan Jasa ,29445550.00,31545550.00,2100000.00,7.13,
1.15 . 1.15.01 . 22.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1073550.00,1073550.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1073550.00,1073550.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.03 ,Belanja Jasa Kantor ,18750000.00,20850000.00,2100000.00,11.20,
