Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.20 . 1.20.26 . 00 . 00 . 5 . 1 . 1 . 01 . 03  , Tunjangan Jabatan  ,48837600," Tunjangan Jabatan1 th x 48.837.600,00 = 48.837.600,00"
1.20 . 1.20.26 . 00 . 00 . 5 . 1 . 1 . 01 . 04  , Tunjangan Fungsional  ,0," Tunjangan Fungsional1 th x 0,00 = 0,00"
1.20 . 1.20.26 . 00 . 00 . 5 . 1 . 1 . 01 . 05  , Tunjangan Fungsional Umum  ,248329200," Tunjganan Fungsional Umum1 th x 248.329.200,00 = 248.329.200,00"
1.20 . 1.20.26 . 00 . 00 . 5 . 1 . 1 . 01 . 06  , Tunjangan Beras  ,310173410," Tunjangan Beras1 th x 310.173.410,00 = 310.173.410,00"
1.20 . 1.20.26 . 00 . 00 . 5 . 1 . 1 . 01 . 07  , Tunjangan PPh/Tunjangan Khusus  ,16546901," Tunjjangan PPh/Tunjangan Khusus1 th x 16.546.901,00 = 16.546.901,00"
1.20 . 1.20.26 . 00 . 00 . 5 . 1 . 1 . 01 . 08  , Pembulatan Gaji  ,66137," Pembulatan Gaji1 th x 66.137,00 = 66.137,00"
1.20 . 1.20.26 . 01 . 01 . 5 . 2  , BELANJA LANGSUNG  ,8428901000,
1.20 . 1.20.26 . 01  , Program Pelayanan Administrasi Perkantoran  ,2383018000,
1.20 . 1.20.26 . 01 . 01  , Penyediaan jasa surat menyurat  ,8250000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terselenggaranya aktifitas kantor
Target:  1.750 Lembar"
1.20 . 1.20.26 . 01 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,8250000,
1.20 . 1.20.26 . 01 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,8250000,
1.20 . 1.20.26 . 01 . 01 . 5 . 2 . 2 . 01 . 04  ," Belanja Perangko, Materai Dan Benda Pos  ",8250000," Belanja materai
Belanja materai @ Rp 6.000,- dan @ Rp 3.000,-1 Ls x 8.250.000,00 = 8.250.000,00"
1.20 . 1.20.26 . 01 . 02  ," Penyediaan jasa komunikasi, sumber daya air dan listrik  ",3600000," Sumber Dana :
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terselenggaranya aktivitas kantor
Target:  1 Paket"
1.20 . 1.20.26 . 01 . 02 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,3600000,
1.20 . 1.20.26 . 01 . 02 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,3600000,
1.20 . 1.20.26 . 01 . 02 . 5 . 2 . 2 . 03 . 01  , Belanja Telepon  ,3600000," Belanja telepon
Belanja jasa telepon1 Ls x 3.600.000,00 = 3.600.000,00"
1.20 . 1.20.26 . 01 . 07  , Penyediaan jasa administrasi keuangan  ,43965000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tugas dan pelayanan kantor
Target:  12 Ob"
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 1  , Belanja Pegawai  ,40980000,
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 1 . 01  , Honorarium PNS  ,40980000,
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 1 . 01 . 06  , Honor Pengelola Keuangan dan Barang  ,40980000," Honor Pengelola Keuangan dan Barang
Penata usahaan keuangan12 Ob x 250.000,00 = 3.000.000,00
Pembantu PPK12 Ob x 150.000,00 = 1.800.000,00
Bendahara pengeluaran12 Ob x 250.000,00 = 3.000.000,00
Bendahara pengeluaran pembantu12 Ob x 240.000,00 = 2.880.000,00
Bendahara penerimaan12 Ob x 200.000,00 = 2.400.000,00
Pembantu bendahara penerimaan (13 x 12)156 Ob x 115.000,00 = 17.940.000,00
Bendahara pengelola dana bergulir12 Ob x 200.000,00 = 2.400.000,00
Pembuat daftar gaji12 Ob x 100.000,00 = 1.200.000,00
Pengurus kepegawaian12 Ob x 130.000,00 = 1.560.000,00
Pengurus barang12 Ob x 200.000,00 = 2.400.000,00
Penyimpan barang12 Ob x 100.000,00 = 1.200.000,00
Pengurus persuratan12 Ob x 100.000,00 = 1.200.000,00"
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,2985000,
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,250000,
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,250000," Belanja Alat Tulis KantorBuku, pulpen, kertas, dll1 Ls x 250.000,00 = 250.000,00"
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,2000000,
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,2000000," Belanja penggandaan/foto copy1 Ls x 2.000.000,00 = 2.000.000,00"
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,735000,
1.20 . 1.20.26 . 01 . 07 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,735000," Belanja makan minum rapat42 Ok x 17.500,00 = 735.000,00"
1.20 . 1.20.26 . 01 . 08  , Penyediaan jasa kebersihan kantor  ,1149678000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tugas, fungsi dan pelayanan kantor
Target:  79 Ob"
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 1  , Belanja Pegawai  ,1114678000,
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 1 . 02  , Honorarium Non PNS  ,1098838000,
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 1 . 02 . 03  , Honorarium Pegawai Kontrak  ,1098838000," Honorarium pegawai kontrak / tidak tetap
Petugas pembersih kantor dan pasar (52orgx26hrx13bl)17,576 Ob x 39.000,00 = 685.464.000,00
Petugas koordinator (17org x 26hr x 13bl)5,746 Ob x 44.000,00 = 252.824.000,00
Pengangkut  sampah (10orgx26hrx13bl)3,380 Ob x 47.500,00 = 160.550.000,00"
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 1 . 03  , Uang Lembur  ,15840000,
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 1 . 03 . 02  , Uang Lembur Non PNS  ,15840000," Lembur pegawai non PNS
Koordinator, petugas pembersih, dan pengangkut sampah1,584 Oh x 10.000,00 = 15.840.000,00"
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,35000000,
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,31000000,
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1000000," Belanja alat tulis kantorBelanja ATK1 Ls x 1.000.000,00 = 1.000.000,00"
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2 . 01 . 05  , Belanja Peralatan Kebersihan Dan Bahan Pembersih  ,30000000," Belanja peralatan kebersihan dan bahan pembersih
Pembelian alat kebersihan dan bahan pembersih (sapu,skop,bak sampah dll)1 Ls x 30.000.000,00 = 30.000.000,00"
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1000000,
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1000000," Belanja penggandaan/fotocopy
Belanja penggandaan / foto copy1 Ls x 1.000.000,00 = 1.000.000,00"
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,3000000,
1.20 . 1.20.26 . 01 . 08 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,3000000," Belanja makan minum rapat
Belanja makan minum1 Ls x 3.000.000,00 = 3.000.000,00"
1.20 . 1.20.26 . 01 . 10  , Penyediaan alat tulis kantor  ,14750000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terselenggaranya tugas dan pelayanan kantor
Target:  1 Paket"
1.20 . 1.20.26 . 01 . 10 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,14750000,
1.20 . 1.20.26 . 01 . 10 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,14750000,
1.20 . 1.20.26 . 01 . 10 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,14750000," Belanja alat tulis kantor
Belanja ATK untuk kantor dan pasar1 Ls x 14.750.000,00 = 14.750.000,00"
1.20 . 1.20.26 . 01 . 11  , Penyediaan barang cetakan dan penggandaan  ,16150000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Cetakan dan penggandaan/fotocopy
Target:  1 Paket"
1.20 . 1.20.26 . 01 . 11 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,16150000,
1.20 . 1.20.26 . 01 . 11 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,16150000,
1.20 . 1.20.26 . 01 . 11 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,15000000," Belanja cetakan
Belanja cetakan blangko dll1 Ls x 15.000.000,00 = 15.000.000,00"
1.20 . 1.20.26 . 01 . 11 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1150000," Belanja penggandaan / foto copy1 Ls x 1.150.000,00 = 1.150.000,00"
1.20 . 1.20.26 . 01 . 12  , Penyediaan komponen instalasi listrik/penerangan bangunan kantor  ,36000000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Alat-alat listrik dan instalasi
Target:  1 Paket"
1.20 . 1.20.26 . 01 . 12 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,36000000,
1.20 . 1.20.26 . 01 . 12 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,15000000,
1.20 . 1.20.26 . 01 . 12 . 5 . 2 . 2 . 01 . 03  ," Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)  ",15000000," Belanja alat listrik dan elektronik
Belanja lampu, kabel, battery kering dll1 Ls x 15.000.000,00 = 15.000.000,00"
1.20 . 1.20.26 . 01 . 12 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,21000000,
1.20 . 1.20.26 . 01 . 12 . 5 . 2 . 2 . 03 . 22  ," Belanja Pemasangan  Instalasi Telepon, Instalasi Listrik dan Instalasi Air  ",21000000," Belanja pemasangan instalasi listrik
Pemasangan/rehab instalasi listrik di kantor dan pasar1 Ls x 21.000.000,00 = 21.000.000,00"
1.20 . 1.20.26 . 01 . 14  , Penyediaan peralatan rumah tangga  ,58000000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pemeliharaan peralatan rumah tangga dan pengadaan tabung kebakaran
Target:  4 Unit"
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,15000000,
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 2 . 20  , Belanja Pemeliharaan  ,15000000,
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 2 . 20 . 04  , Belanja Pemeliharan Peralatan dan Mesin  ,15000000," Belanja pemeliharaan alat rumah tangga
Pemeliharaan mesin pemotong rumput dll1 Ls x 15.000.000,00 = 15.000.000,00"
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 3  , Belanja Modal  ,43000000,
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 3 . 16  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat-alat Bantu  ,2175000,
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 3 . 16 . 05  , Belanja Modal Peralatan dan Mesin - Pengadaan Pompa  ,2175000," Belanja pengadaan pompa air
Pengadaan pompa air1 Ls x 2.175.000,00 = 2.175.000,00"
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 3 . 28  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga  ,30825000,
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 3 . 28 . 07  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pemadam Kebakaran  ,30825000," Belanja modal pengadaan tabung pemadam kebakaran
Pengadaan tabung pemadam kebakaran untuk kantor dan pasar1 Ls x 30.000.000,00 = 30.000.000,00
Honor PPK, Pejabat pengadaan dan penerima barang1 Bjj x 825.000,00 = 825.000,00"
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 3 . 73  ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Instalasi Pembangkit Listrik ",10000000,
1.20 . 1.20.26 . 01 . 14 . 5 . 2 . 3 . 73 . 02  ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Pembangkit Listrik Tenaga Diesel ",10000000," Belanja modal pengadan generator pembengkit listrik
Pengadan generator/genzet pembengkit listrik1 Ls x 10.000.000,00 = 10.000.000,00"
1.20 . 1.20.26 . 01 . 15  , Penyediaan bahan bacaan dan peraturan perundang-undangan  ,2500000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersedianya bahan bacaan
Target:  480 Eksemplar"
1.20 . 1.20.26 . 01 . 15 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,2500000,
1.20 . 1.20.26 . 01 . 15 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,2500000,
1.20 . 1.20.26 . 01 . 15 . 5 . 2 . 2 . 03 . 05  , Belanja Surat Kabar/Majalah  ,2500000," Belanja surat kabar/majalah
Belanja surat kabar1 Ls x 2.500.000,00 = 2.500.000,00"
1.20 . 1.20.26 . 01 . 17  , Penyediaan makanan dan minuman  ,33015000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersedianya makan minum rapat dan kerjabakti
Target:  1 Paket"
1.20 . 1.20.26 . 01 . 17 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,33015000,
1.20 . 1.20.26 . 01 . 17 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,33015000,
1.20 . 1.20.26 . 01 . 17 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,15515000," Belanja makan minum rapat
Makan dan minum, snack dan minum1 Ls x 15.515.000,00 = 15.515.000,00"
1.20 . 1.20.26 . 01 . 17 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,17500000," Belanja makan minum kerjabakti di kantor dan pasar
Makan dan minum kerjabakti di kantor dan pasar1 Ls x 17.500.000,00 = 17.500.000,00"
1.20 . 1.20.26 . 01 . 18  , Rapat-rapat koordinasi dan konsultasi ke luar daerah  ,17000000," Sumber Dana : 
Lokasi Kegiatan : Luar DIY
Keluaran :  Volume rapat, pertemuan dan perjalanan kantor
Target:  75 Kali"
1.20 . 1.20.26 . 01 . 18 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,17000000,
1.20 . 1.20.26 . 01 . 18 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,17000000,
1.20 . 1.20.26 . 01 . 18 . 5 . 2 . 2 . 15 . 02  , Belanja Perjalanan Dinas Luar Daerah  ,17000000," Belanja perjalanan dinas luar daerah1 Ls x 17.000.000,00 = 17.000.000,00"
1.20 . 1.20.26 . 01 . 19  , Rapat-rapat koordinasi dan konsultasi dalam daerah  ,4500000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Volume rapat, pertemuan dan perjalanan kantor
Target:  4 Kali"
1.20 . 1.20.26 . 01 . 19 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,4500000,
1.20 . 1.20.26 . 01 . 19 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,4500000,
1.20 . 1.20.26 . 01 . 19 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,4500000," Belanja perjalanan dinas dalam daerah1 Ls x 4.500.000,00 = 4.500.000,00"
1.20 . 1.20.26 . 01 . 20  , Penyediaan Jasa Keamanan  ,995610000," Sumber Dana :
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Keamanan kantor dan pasar terjaga
Target:  65 Ob"
1.20 . 1.20.26 . 01 . 20 . 5 . 2 . 1  , Belanja Pegawai  ,995610000,
1.20 . 1.20.26 . 01 . 20 . 5 . 2 . 1 . 02  , Honorarium Non PNS  ,988650000,
1.20 . 1.20.26 . 01 . 20 . 5 . 2 . 1 . 02 . 03  , Honorarium Pegawai Kontrak  ,988650000," Honorarium tenaga kontrak keamanan dan ketertiban
Petugas keamanan dan ketertiban ( 65 org x 26 hr x 13 bl )21,970 Oh x 45.000,00 = 988.650.000,00"
1.20 . 1.20.26 . 01 . 20 . 5 . 2 . 1 . 03  , Uang Lembur  ,6960000,
1.20 . 1.20.26 . 01 . 20 . 5 . 2 . 1 . 03 . 02  , Uang Lembur Non PNS  ,6960000," Lembur petugas keamanan dan ketertiban696 Oh x 10.000,00 = 6.960.000,00"
1.20 . 1.20.26 . 02  , Program Peningkatan Sarana dan Prasarana Aparatur  ,206985000,
1.20 . 1.20.26 . 02 . 22  , Pemeliharaan rutin/berkala gedung kantor  ,20000000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Kenyamanan pengunjung dan pengguna gedung
Target:  1 Unit"
1.20 . 1.20.26 . 02 . 22 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,20000000,
1.20 . 1.20.26 . 02 . 22 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,12000000,
1.20 . 1.20.26 . 02 . 22 . 5 . 2 . 2 . 02 . 01  , Belanja Bahan Baku Bangunan  ,12000000,"Belanja bahan bangunan pemeliharaan kantor1 Ls x 12.000.000,00 = 12.000.000,00"
1.20 . 1.20.26 . 02 . 22 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",8000000,
1.20 . 1.20.26 . 02 . 22 . 5 . 2 . 2 . 35 . 06  , Jasa Tenaga Harian Lepas  ,8000000," Honor tenaga harian
Upah tenaga pemeliharaan/rehab kantor1 Ls x 8.000.000,00 = 8.000.000,00"
1.20 . 1.20.26 . 02 . 24  , Pemeliharaan rutin/berkala kendaraan dinas/operasional  ,147660000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Kelancaran operasional kantor
Target:  25 Unit"
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,147660000,
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,107000000,
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 01 . 06  , Belanja Bahan Bakar Minyak/Gas  ,107000000," Belanja bahan bakar minyak dan pelumas
Belanja BBM dan pelumas/oli1 Ls x 107.000.000,00 = 107.000.000,00"
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 05  , Belanja Perawatan Kendaraan Bermotor  ,40660000,
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 05 . 01  , Belanja Jasa Service  ,15000000," Belanja jasa service kendaraan dinas
service kendaraan dinas (mobil, truck dll)1 Ls x 15.000.000,00 = 15.000.000,00"
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 05 . 02  , Belanja Penggantian Suku Cadang  ,15000000," Belanja penggantian suku cadang
Belanja suku cadang (ban, accu dan onderdil lainnya)1 Ls x 15.000.000,00 = 15.000.000,00"
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 05 . 04  , Belanja Jasa KIR  ,260000," Belanja jasa KIR kendaraanBelanja
 jasa KIR untuk dump truck1 Ls x 260.000,00 = 260.000,00"
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 05 . 07  , Belanja Surat Tanda Nomor Kendaraan  ,10000000," Belanja surat tanda nomor kendaraan
Perpanjangan STNK kendaraan dinas1 Ls x 10.000.000,00 = 10.000.000,00"
1.20 . 1.20.26 . 02 . 24 . 5 . 2 . 2 . 05 . 11  , Belanja pengisian freon  ,400000," Belanja pengisian freon1 Ls x 400.000,00 = 400.000,00"
1.20 . 1.20.26 . 02 . 30  , Pemeliharaan rutin/berkala peralatan dan perlengkapan kantor  ,10500000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pemeliharaan AC, Komputer, Printer dll
Target:  1 Paket"
1.20 . 1.20.26 . 02 . 30 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,10500000,
1.20 . 1.20.26 . 02 . 30 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,500000,
1.20 . 1.20.26 . 02 . 30 . 5 . 2 . 2 . 01 . 10  , Belanja pengisian freon  ,500000," Belanja pengisian freon1 Ls x 500.000,00 = 500.000,00"
1.20 . 1.20.26 . 02 . 30 . 5 . 2 . 2 . 20  , Belanja Pemeliharaan  ,10000000,
1.20 . 1.20.26 . 02 . 30 . 5 . 2 . 2 . 20 . 04  , Belanja Pemeliharan Peralatan dan Mesin  ,10000000," Belanja pemeliharaan alat-alat kantor
Pemeliharaan komputer, mesin ketik, printer, AC dll1 Ls x 10.000.000,00 = 10.000.000,00"
1.20 . 1.20.26 . 02 . 34  , Pengadaan peralatan dan perlengkapan kantor  ,28825000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Komputer, Printer dllTarget:  5 Unit"
1.20 . 1.20.26 . 02 . 34 . 5 . 2 . 3  , Belanja Modal  ,28825000,
1.20 . 1.20.26 . 02 . 34 . 5 . 2 . 3 . 27  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor  ,8000000,
1.20 . 1.20.26 . 02 . 34 . 5 . 2 . 3 . 27 . 05  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor  ,8000000," Belanja modal pengadaan alat kantor
Pengadaan LCD dan layar proyektor1 Ls x 8.000.000,00 = 8.000.000,00"
1.20 . 1.20.26 . 02 . 34 . 5 . 2 . 3 . 29  , Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer  ,20825000,
1.20 . 1.20.26 . 02 . 34 . 5 . 2 . 3 . 29 . 02  , Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer  ,20825000," Belanja modal pengadaan personal komputerLaptop2 Buah x 8.000.000,00 = 16.000.000,00
Printer1 Ls x 4.000.000,00 = 4.000.000,00
Honor pejabat pembuat komitmen, Pejabat pengadaan barang, dan penerima barang.1 Bjj x 825.000,00 = 825.000,00"
1.20 . 1.20.26 . 03  , Program peningkatan disiplin aparatur  ,46025000,
1.20 . 1.20.26 . 03 . 03  , Pengadaan pakaian kerja lapangan  ,46025000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pakaian kerja dan kelengkapan bagi tenaga kontrak
Target:  226 Stell"
1.20 . 1.20.26 . 03 . 03 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,46025000,
1.20 . 1.20.26 . 03 . 03 . 5 . 2 . 2 . 14  , Belanja Pakaian khusus dan hari-hari tertentu  ,46025000,
1.20 . 1.20.26 . 03 . 03 . 5 . 2 . 2 . 14 . 03  , Belanja Pakaian Batik Tradisional  ,46025000," Pengadaan pakaian untuk PNS dan pegawai kontrak
Belanja pakaian batik226 Orang x 200.000,00 = 45.200.000,00
Honor pejabat pembuat komitmen, Pejabat pengadaan barang, dan penerima barang.1 Bjj x 825.000,00 = 825.000,00"
1.20 . 1.20.26 . 05  , Program Peningkatan Kapasitas Sumber Daya Aparatur  ,28870000,
1.20 . 1.20.26 . 05 . 02  , Sosialisasi peraturan perundang-undangan  ,8245000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pencapaian pemahaman peraturan perundang-undangan antara pemerintah dengan pedagang pasar
Target:  2 kali"
1.20 . 1.20.26 . 05 . 02 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,8245000,
1.20 . 1.20.26 . 05 . 02 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1020000,
1.20 . 1.20.26 . 05 . 02 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1020000," Belanja alat tulis kantor
Belanja ATK1 Ls x 1.020.000,00 = 1.020.000,00"
