Judul,Penjabaran APBD,,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,30930000,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,30930000,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,30930000,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 ,Belanja Modal ,2147208610,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 17 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Angkutan Darat Bermotor,227272460,,,
,,,,,
"1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 17 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Khusus,211272460,""Belanja Mobil Patroli dan Perlengkapannya (Rig Rotary Kursi dan kap)""""Mobil Patroli dan Perlengkapannya (Rig Rotary Kursi dan Kap). DAK: Rp 190.000.000 DAU: Rp 19.000.000""""1 unit x 209.000.00000 = 209.000.00000""PPK Belanja Mobil""1 paket x 300.00000 = 300.00000""Pejabat Pengadaan""1 paket x 250.00000 = 250.00000""Pejabat Penerima""1 paket x 250.00000 = 250.00000""kertas HVS 70 gram""1 rim x 45.00000 = 45.00000""Tinta Refill Printer""1 dus x 36.50000 = 36.50000""isi toner HP-Laser Jet""1 buah x 179.00000 = 179.00000""Stopmap Kertas""15 buah x 80000 = 12.00000"""
"Staples 24/6""2 dos x 4.80000 = 9.60000""dokumentasi (cetak foto)""30 lembar x 3.00000 = 90.00000""belanja penggandaan (foto kopi)""1287 lembar x 17500 = 225.22500""jilid"
"5 buku x 25.00000 = 125.00000Belanja makan minum rapat koordinasi""30 orang/kali x 25.00000 = 750.00000""sisa""1 - x 13500 = 13500"",,"
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 17 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Beroda Dua,16000000,Belanja Sepeda motor,,
",,,""1 unit x 16.000.000,00 = 16.000.00000"","
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 27 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,12125250,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 27 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Mesin Hitung/Jumlah ,474000,Belanja kalkulator,,
",,,""3 unit x 158.000,00 = 474.000,00"""
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 27 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Penyimpanan Perlengkapan Kantor,2651250,Belanja filling cabinet,,
",,,""1 unit x 2.651.250,00 = 2.651.250,00"""
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 27 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor Lainnya ,9000000,Belanja Wireless,,
",,,""1 unit x 9.000.000,00 = 9.000.000,00"""
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 29 ,Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer ,7050000,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 29 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer ,7050000,Belanja Laptop,,
",,,""1 unit x 7.050.000,00 = 7.050.000,00"""
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 31 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Studio ,6300000,,,
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 31 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Studio Visual ,6300000,LCD Proyektor,,
,,,LCD,,
",,,""1 unit x 6.300.000,00 = 6.300.000,00"""
1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 49 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,1894460900,,,
"1.19 . 1.19.02 . 11 . 01 . 5 . 2 . 3 . 49 . 01 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor,1894460900,Pengadaan Bangunan Gedung Kantor SatPol PP KP""Pembangunan Gedung SatPol PP Kabupaten KulonProgo  (DAK: 1.629.680.000	 DAU:162.968.000)""""1 unit x 1.792.648.00000 = 1.792.648.00000""kertas HVS 70 gram""2 rim x 45.00000 = 90.00000""Tinta refill Printer""2 dus x 36.50000 = 73.00000""isi toner HP-Laser Jet""2 buah x 179.00000 = 358.00000""flasdisk""2 buah x 104.50000 = 209.000	00""Stopmap Kertas""35 buah x 80000 = 28.00000""Stapler HD-50""1 buah x 70.50000 = 70.50000""	"
"Staples 24/6""3 dos x 4.80000 = 14.40000""	"
"Amplop Besar""1 dos x 85.00000 = 85.00000""Belanja Dokumentasi (cetak foto)""170 lembar x 3.00000 = 510.00000""Belanja Penggandaan (foto kopi)""5000 lembar x 17500 = 875.00000""Jilid""20 buku x 25.00000 = 500.00000""Belanja Makan dan Minuman Rapat Koordinasi""70 orang/kali x 25.000	00 = 1.750.00000""	"
"PPK pembangunan gedung""3 orang/bulan x 350.00000 = 1.050.000	00""pejabat pengadaan konsultan""1 orang x 250.00000 = 250.00000""Pejabat penerima/pemeriksa konsultan			"
"1 orang x 250.00000 = 250.00000Konsultan Perencana""1 paket x 50.000.00000 = 50.000.00000""Konsultan Pengawas""1 paket x 40.000.00000 = 40.000.00000""Panitia Penerima/ pemeriksa (Ketua)""3 orang/bulan x 450.00000 = 1.350.00000""sekretaris""3 orang/bulan x 400.00000 = 1.200.00000""anggota""9 orang/bulan x 350.00000 = 3.150.00000"",,"
1.19 . 1.19.02 . 11 . 02 ,Pemeliharaan Sarana dan Prasarana Perkantoran ,94990000,Sumber Dana : ,,
,,,Lokasi Kegiatan : Kulon Progo,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,94990000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,840000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 03 . 03 ,Belanja Listrik ,840000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 05 ,Belanja Perawatan Kendaraan Bermotor ,83060000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 05 . 01 ,Belanja Jasa Service ,9845000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 05 . 02 ,Belanja Penggantian Suku Cadang ,7410000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 05 . 03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,62353900,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 05 . 04 ,Belanja Jasa KIR ,300000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 05 . 05 ,Belanja Pajak Kendaraan Bermotor ,3151100,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 20 ,Belanja Pemeliharaan ,11090000,,,
1.19 . 1.19.02 . 11 . 02 . 5 . 2 . 2 . 20 . 08 ,Belanja Pemeliharaan Peralatan Gedung Kantor ,11090000,,,
"1.19 . 1.19.02 . 12 ,""Program Perencanaan Pengendalian dan Evaluasi Kinerja "",9088900,,,"
1.19 . 1.19.02 . 12 . 01 ,Penyusunan Perencanaan Kinerja SKPD ,2053400,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,660000,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 1 . 03 ,Uang Lembur ,660000,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,660000,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1393400,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,272000,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,272000,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,197350,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,197350,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,924050,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,756000,,,
1.19 . 1.19.02 . 12 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,168050,,,
1.19 . 1.19.02 . 12 . 02 ,Penyusunan Laporan Keuangan ,2756400,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,1128000,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 1 . 03 ,Uang Lembur ,1128000,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1128000,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1628400,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,291800,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,291800,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,40500,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,40500,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1296100,,,
1.19 . 1.19.02 . 12 . 02 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1296100,,,
"1.19 . 1.19.02 . 12 . 03 ,""Pengendalian Evaluasi dan Pelaporan Kinerja "",4279100,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,"
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,2092500,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 1 . 03 ,Uang Lembur ,2092500,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,2092500,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,2186600,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,194000,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,194000,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,132600,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,132600,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1860000,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1620000,,,
1.19 . 1.19.02 . 12 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,240000,,,
1.19 . 1.19.02 . 13 ,Program Peningkatan Kapasitas Sumber Daya Manusia SKPD ,5000000,,,
1.19 . 1.19.02 . 13 . 03 ,Pendidikan dan Pelatihan Non Formal ,5000000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 13 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,5000000,,,
"1.19 . 1.19.02 . 13 . 03 . 5 . 2 . 2 . 17 ,""Belanja kursus pelatihan sosialisasi dan bimbingan teknis PNS "",5000000,,,"
1.19 . 1.19.02 . 13 . 03 . 5 . 2 . 2 . 17 . 01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,5000000,,,
1.19 . 1.19.02 . 15 ,Program Peningkatan Keamanan dan Kenyamanan Lingkungan ,465475150,,,
1.19 . 1.19.02 . 15 . 18 ,Penyiapan Tenaga Pengendali Ketertiban dan Ketentraman ,109497950,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 1 ,Belanja Pegawai ,76280000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 1 . 01 ,Honorarium PNS ,8640000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,8640000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,67640000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,67640000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,33217950,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2059950,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2059950,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,358000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,358000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,675000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,675000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,2000000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,2000000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,1770000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,870000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,900000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,14845000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2345000,,,
"1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 11 . 04 ,""Belanja makanan dan minuman pelatihan sosialisasi penyuluhan "",12500000,,,"
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,4460000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,840000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,3620000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,7050000,,,
1.19 . 1.19.02 . 15 . 18 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,7050000,,,
1.19 . 1.19.02 . 15 . 19 ,Peningkatan Rasa Solidaritas Masyarakat ,7487500,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 1 ,Belanja Pegawai ,6120000,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,6120000,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,6120000,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1367500,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,347000,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,347000,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,80500,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,80500,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,940000,,,
1.19 . 1.19.02 . 15 . 19 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,940000,,,
1.19 . 1.19.02 . 15 . 20 ,Pengendalian Ketertiban Umum dan Ketentraman Masyarakat ,221275000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 1 ,Belanja Pegawai ,139100000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 1 . 01 ,Honorarium PNS ,69350000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,69350000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,11250000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,11250000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 1 . 03 ,Uang Lembur ,58500000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,58500000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,82175000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,379000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,379000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,196000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,196000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,42120000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,42120000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,39480000,,,
1.19 . 1.19.02 . 15 . 20 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,39480000,,,
1.19 . 1.19.02 . 15 . 21 ,Penyuluhan Bahaya Penyelahgunaan Miras dan Narkoba ,14235000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 1 ,Belanja Pegawai ,455000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 1 . 01 ,Honorarium PNS ,455000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,455000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,13780000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,4361325,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,4361325,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1984675,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1984675,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,4494000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4494000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,720000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,720000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,2220000,,,
1.19 . 1.19.02 . 15 . 21 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,2220000,,,
1.19 . 1.19.02 . 15 . 22 ,Penegakan Ketentuan Perundangan ,112979700,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 1 ,Belanja Pegawai ,49490000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 1 . 01 ,Honorarium PNS ,30690000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,30690000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,2400000,,,
