Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
1.17 . 1.17.01 . 01 . 26 . 5 . 2 . 2 . 03 . 05 ,Belanja Surat Kabar/Majalah ,1280000,
1.17 . 1.17.01 . 01 . 26 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,11072200,
1.17 . 1.17.01 . 01 . 26 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,2653000,
1.17 . 1.17.01 . 01 . 26 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,8419200,
1.17 . 1.17.01 . 01 . 27 ,Penyediaan Jasa  keuangan ,20700000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.17 . 1.17.01 . 01 . 27 . 5 . 2 . 1 ,Belanja Pegawai ,20700000,
1.17 . 1.17.01 . 01 . 27 . 5 . 2 . 1 . 01 ,Honorarium PNS ,20700000,
1.17 . 1.17.01 . 01 . 27 . 5 . 2 . 1 . 01 . 04 ,Honorarium Bendahara/Pengurus Barang ,20700000,
1.17 . 1.17.01 . 01 . 28 ,"Penyediaan Rapat-Rapat   Konsultasi dan Koordinasi ",42125000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.17 . 1.17.01 . 01 . 28 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,42125000,
1.17 . 1.17.01 . 01 . 28 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,8060000,
1.17 . 1.17.01 . 01 . 28 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,7100000,
1.17 . 1.17.01 . 01 . 28 . 5 . 2 . 2 . 11 . 03 ,Belanja Makanan Dan Minuman Tamu ,960000,
1.17 . 1.17.01 . 01 . 28 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,34065000,
1.17 . 1.17.01 . 01 . 28 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1765000,
1.17 . 1.17.01 . 01 . 28 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,32300000,
1.17 . 1.17.01 . 11 ,Program Peningkatan Sarana dan Prasarana Perkantoran ,281422600,
1.17 . 1.17.01 . 11 . 01 ,Pengadaan Sarana dan Prasarana Perkantoran ,63402350,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 ,Belanja Modal ,63402350,
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 17 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Angkutan Darat Bermotor,15802350,
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 17 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Beroda Dua,15802350,Belanja kendaraan roda 2(dua) Sepeda motor "1 unit x 15.000.000 00 = 15.000.000 00" Administrasi pengadaan kertas HVS folio 70 grm "1 rim x 45.000 00 = 45.000 00" Refil tinta komputer "1 dus x 35.000 00 = 35.000 00" Stopmap kertas "6 buah x 800 00 = 4.800 00" snelhecter kertas folio "15 buah x 1.100 00 = 16.500 00" Fotocopy "1 006 lembar x 175 00 = 176.050 00" makan minum rapat "75 orang/kali x 7.000 00 = 525.000 00"
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 27 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,22000000,
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 27 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Penyimpanan Perlengkapan Kantor,12000000,Pengadaan filling kabinet Filling kabinet "4 unit x 3.000.000 00 = 12.000.000 00"
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 27 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor Lainnya ,10000000,Soundsystem "1 set x 10.000.000 00 = 10.000.000 00"
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 28 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga ,2500000,
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 28 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Meubelair ,2500000,Pengadaan Sice "1 unit x 2.500.000 00 = 2.500.000 00"
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 29 ,Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer ,23100000,
1.17 . 1.17.01 . 11 . 01 . 5 . 2 . 3 . 29 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer ,23100000,Komputer PC Pengadaan Komputer PC "2 unit x 5.325.000 00 = 10.650.000 00" Laptop "2 unit x 6.225.000 00 = 12.450.000 00"
1.17 . 1.17.01 . 11 . 02 ,Pemeliharaan Sarana dan Prasarana Perkantoran ,218020250,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,9381000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,9381000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,9381000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,208639250,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,8655750,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 01 . 03 ,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar  Battery Kering) ",4034000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 01 . 05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,4621750,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,2879000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 02 . 01 ,Belanja Bahan Baku Bangunan ,2879000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,70875000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 03 . 01 ,Belanja Telepon ,6000000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 03 . 02 ,Belanja Air ,12000000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 03 . 03 ,Belanja Listrik ,52800000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 03 . 37 ,Belanja Retribusi/Pajak ,75000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 05 ,Belanja Perawatan Kendaraan Bermotor ,97152000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 05 . 01 ,Belanja Jasa Service ,2720000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 05 . 02 ,Belanja Penggantian Suku Cadang ,21322000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 05 . 03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,67210000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 05 . 04 ,Belanja Jasa KIR ,350000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 05 . 05 ,Belanja Pajak Kendaraan Bermotor ,5550000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 20 ,Belanja Pemeliharaan ,29077500,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 20 . 05 ,Belanja Pemeliharan Gedung dan Bangunan ,14000000,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 20 . 07 ,Belanja Pemeliharaan Perlengkapan Kantor ,3027500,
1.17 . 1.17.01 . 11 . 02 . 5 . 2 . 2 . 20 . 08 ,Belanja Pemeliharaan Peralatan Gedung Kantor ,12050000,
1.17 . 1.17.01 . 12 ,"Program Perencanaan  Pengendalian dan Evaluasi Kinerja ",5490900,
1.17 . 1.17.01 . 12 . 01 ,Penyusunan Perencanaan Kinerja SKPD ,989900,Sumber Dana :  Lokasi Kegiatan : Kulon progo
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,344000,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 1 . 03 ,Uang Lembur ,344000,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,344000,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,645900,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,53400,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,53400,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,72500,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,72500,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,520000,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,220000,
1.17 . 1.17.01 . 12 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,300000,
1.17 . 1.17.01 . 12 . 02 ,Penyusunan Laporan Keuangan ,3010000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,1506000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 1 . 03 ,Uang Lembur ,1506000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1506000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1504000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,104000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,104000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,140000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,140000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1260000,
1.17 . 1.17.01 . 12 . 02 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1260000,
1.17 . 1.17.01 . 12 . 03 ,"Pengendalian  Evaluasi dan Pelaporan Kinerja ",1491000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,516000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 1 . 03 ,Uang Lembur ,516000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,516000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,975000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,110000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,110000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,265000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,265000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,600000,
1.17 . 1.17.01 . 12 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,600000,
1.17 . 1.17.01 . 13 ,Program Peningkatan Kapasitas Sumber Daya Manusia SKPD ,11499000,
1.17 . 1.17.01 . 13 . 03 ,Pendidikan dan Pelatihan Non Formal ,2000000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.17 . 1.17.01 . 13 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,2000000,
1.17 . 1.17.01 . 13 . 03 . 5 . 2 . 2 . 17 ,"Belanja kursus  pelatihan  sosialisasi dan bimbingan teknis PNS ",2000000,
1.17 . 1.17.01 . 13 . 03 . 5 . 2 . 2 . 17 . 01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,2000000,
1.17 . 1.17.01 . 13 . 05 ,Pengadaan Pakaian Dinas Harian (PDH) ,9499000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.17 . 1.17.01 . 13 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,9499000,
1.17 . 1.17.01 . 13 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,49000,
1.17 . 1.17.01 . 13 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,49000,
1.17 . 1.17.01 . 13 . 05 . 5 . 2 . 2 . 12 ,Belanja Pakaian Dinas dan Atributnya ,9450000,
1.17 . 1.17.01 . 13 . 05 . 5 . 2 . 2 . 12 . 04 ,Belanja Pakaian Dinas Harian (PDH) ,9450000,
1.17 . 1.17.01 . 15 ,Program Pengembangan Nilai Budaya ,60675000,
1.17 . 1.17.01 . 15 . 16 ,Pengembangan hasil karya budaya ,60675000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo dan DIY
1.17 . 1.17.01 . 15 . 16 . 5 . 2 . 1 ,Belanja Pegawai ,60675000,
1.17 . 1.17.01 . 15 . 16 . 5 . 2 . 1 . 01 ,Honorarium PNS ,60675000,
1.17 . 1.17.01 . 15 . 16 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,41925000,
1.17 . 1.17.01 . 15 . 16 . 5 . 2 . 1 . 01 . 05 ,Honorarium Penyelenggaraan Kegiatan ,18750000,
1.18 . 1.17.01 . 16 ,Program Peningkatan Peran Serta Kepemudaan ,69925000,
1.18 . 1.17.01 . 16 . 01 ,Pembinaan Organisasi Kepemudaan ,50539000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,16520000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,9080000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,9080000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,7440000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 1 . 02 . 04 ,Honorarium Tim ,7440000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,34019000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,421000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,421000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,558000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,150000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,408000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1075000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,925000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,150000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,1030000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,130000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,500000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,400000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,7565000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,3990000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",3575000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 13 ,Belanja Pakaian Kerja ,1500000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 13 . 01 ,Belanja Pakaian Kerja Lapangan ,1500000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 14 ,Belanja Pakaian khusus dan hari-hari tertentu ,3500000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 14 . 04 ,Belanja Pakaian Olahraga ,3500000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,3370000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,320000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,3050000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,2400000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,2400000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,12600000,
1.18 . 1.17.01 . 16 . 01 . 5 . 2 . 2 . 28 . 01 ,Belanja Hadiah Atas Prestasi ,12600000,
1.18 . 1.17.01 . 16 . 22 ,Pemberian penyuluhan tentang bahaya narkoba bagi pemuda ,19386000,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 1 ,Belanja Pegawai ,4655000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 1 . 01 ,Honorarium PNS ,1775000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,1775000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,2880000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,2880000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,14731000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,997000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,997000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,244000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,40000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,204000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,150000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,150000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1500000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 07 . 02 ,Belanja Sewa Gedung/Kantor/Tempat ,1500000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,200000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,200000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,10440000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,540000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",9900000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1200000,
1.18 . 1.17.01 . 16 . 22 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1200000,
2.04 . 1.17.01 . 18 ,Program Pengembangan Pariwisata ,1297709525,
2.04 . 1.17.01 . 18 . 01 ,Peningkatan Pembangunan Sarana dan Prasarana Pariwisata ,250670700,Sumber Dana :  Lokasi Kegiatan : Kulon Progo
2.04 . 1.17.01 . 18 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,7020000,
2.04 . 1.17.01 . 18 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,7020000,
2.04 . 1.17.01 . 18 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,7020000,
2.04 . 1.17.01 . 18 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,2657300,
