,,,Iuran Jaminan Kematian BPJS,,,,,,,,,,,,
,,,1 th x 0,00 = 0,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 01 . 5 . 2 ,BELANJA LANGSUNG ,5784375550,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 ,Program Pelayanan Administrasi Perkantoran ,220262700,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 01 ,Penyediaan jasa surat menyurat ,2340000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kec Bantul,,,,,,,,,,,,
,,,Keluaran :  Terselenggaranya kegiatan surat-menyurat & administrasi kantor lain,,,,,,,,,,,,
,,,Target:  405 buah,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,2340000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2340000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 01 . 5 . 2 . 2 . 01 . 04 ,Belanja Perangko, Materai Dan Benda Pos ,2340000,Pos kilat khusus,,,,,,,,,,,
,,,1 ls x 370.000,00 = 370.000,0,,,,,,,,,,
,,,Bea Perangko/Materai,,,,,,,,,,,,
,,,Materai 6.000,,,,,,,,,,,,
,,,120 buah x 6.000,00 = 720.000,0,,,,,,,,,,
,,,Materai 3.000,,,,,,,,,,,,
,,,350 buah x 3.000,00 = 1.050.000,0,,,,,,,,,,
,,,Buku Cek,,,,,,,,,,,,
,,,8 buku x 25.000,00 = 200.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 02 ,Penyediaan jasa komunikasi, sumber daya air dan listrik ,6000000,Sumber Dana : ,,,,,,,,,,,
,,,Lokasi Kegiatan : kec bantul,,,,,,,,,,,,
,,,Keluaran :  Pembiayaan fasilitas kantor (rekening telepon),,,,,,,,,,,,
,,,Target:  12 bulan,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,6000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 02 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,6000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 02 . 5 . 2 . 2 . 03 . 01 ,Belanja Telepon ,6000000,Belanja telepon,,,,,,,,,,,,
,,,1 ls x 6.000.000,00 = 6.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 06 ,Penyediaan jasa pemeliharaan dan perizinan kendaraan ,20900000,Sumber Dana : ,,,,,,,,,,,,
,dinas/operasional,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Terbayarnya pajak STNK kendaraan dinas operasional,,,,,,,,,,,,
,,,Target:  20 kali,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 06 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,20900000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 06 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,13000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 06 . 5 . 2 . 2 . 03 . 17 ,Belanja Asuransi ,13000000,Belanja asuransi,,,,,,,,,,,,
,,,Belanja asuransi kendaraan,,,,,,,,,,,,
,,,1 ls x 13.000.000,00 = 13.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 06 . 5 . 2 . 2 . 05 ,Belanja Perawatan Kendaraan Bermotor ,7900000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 06 . 5 . 2 . 2 . 05 . 05 ,Belanja Pajak Kendaraan Bermotor ,7900000,Belanja Pajak Kendaraan Bermotor,,,,,,,,,,,,
,,,Belanja Surat Tanda Nomor Kendaraan dinas roda 4 (6 unit) & roda 2 (13 unit),,,,,,,,,,,,
,,,1 ls x 7.900.000,00 = 7.900.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 ,Penyediaan jasa administrasi keuangan ,35912900,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Terbayarnya honor pengelola keuangan,,,,,,,,,,,,
,,,Target:  144 ob,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 1 ,Belanja Pegawai ,29988000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 1 . 01 ,Honorarium PNS ,29988000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 1 . 01 . 06 ,Honor Pengelola Keuangan dan Barang ,29988000,Honor Pengelola keuangan dan barang,,,,,,,,,,,,
,,,Honor Pengurus Barang,,,,,,,,,,,,
,,,12 ob x 300.000,00 = 3.600.000,0,,,,,,,,,,
,,,Honor Penyimpan Barang,,,,,,,,,,,,
,,,12 ob x 300.000,00 = 3.600.000,0,,,,,,,,,,
,,,Honor Urusan Kepegawaian,,,,,,,,,,,,
,,,12 ob x 75.000,00 = 900.000,0,,,,,,,,,,
,,,Honor Pembantu PPK,,,,,,,,,,,,
,,,36 ob x 210.000,00 = 7.560.000,0,,,,,,,,,,
,,,Honor Pengurus Gaji,,,,,,,,,,,,
,,,12 ob x 80.000,00 = 960.000,0,,,,,,,,,,
,,,Honor Pembantu Pengurus Gaji,,,,,,,,,,,,
,,,12 ob x 80.000,00 = 960.000,0,,,,,,,,,,
,,,honor Pejabat Penatausahaan Keuangan,,,,,,,,,,,,
,,,12 ob x 345.000,00 = 4.140.000,0,,,,,,,,,,
,,,Honor Bendahara Pengeluaran,,,,,,,,,,,,
,,,12 ob x 289.000,00 = 3.468.000,0,,,,,,,,,,
,,,Honor Pembantu Bendahara Pengeluaran,,,,,,,,,,,,
,,,24 ob x 200.000,00 = 4.800.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,5924900,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2915000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2915000,Belanja alat tulis kantor,,,,,,,,,,,,
,,,1 ls x 2.915.000,00 = 2.915.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2199900,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,2199900,Belanja penggandaan,,,,,,,,,,,,
,,,14,666 lbr x 150,00 = 2.199.900,0,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,810000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 07 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,810000,Belanja makan dan minum rapat,,,,,,,,,,,,
,,,Jamuan snack,,,,,,,,,,,,
,,,60 dos x 8.500,00 = 510.000,0,,,,,,,,,,
,,,Jamuan makan,,,,,,,,,,,,
,,,15 dos x 20.000,00 = 300.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 08 ,Penyediaan jasa kebersihan kantor ,3500000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya alat & bahan kebersihan kantor,,,,,,,,,,,,
,,,Target:  15 macam,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 08 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,3500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 08 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,3500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 08 . 5 . 2 . 2 . 01 . 05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,3500000,Belanja peralatan kebersihan dan bahan pembersih sulak bulu, keranjang sampah, keset, sapu cemara, lap ,pel, sabun cuci tangan, pembersih lantai, dll,,,,
,,,1 ls x 3.500.000,00 = 3.500.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 09 ,Penyediaan jasa perbaikan peralatan kerja ,15665300,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Terlaksananya perbaikan peralatan kerja  yang baik & memadai,,,,,,,,,,,,
,,,Target:  60 kali,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 09 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,15665300,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 09 . 5 . 2 . 2 . 20 ,Belanja Pemeliharaan ,15665300,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 09 . 5 . 2 . 2 . 20 . 04 ,Belanja Pemeliharan Peralatan dan Mesin ,15665300,Belanja pemeliharaan peralatan dan mesin,Servis komputer, laptop, printer, mesin ketik, AC, telepon, fax, LCD proyektor, televisi, kamera, handycam, dll
,,,1 ls x 15.665.300,00 = 15.665.300,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 10 ,Penyediaan alat tulis kantor ,12929400,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya Alat Tulis Kantor,,,,,,,,,,,,
,,,Target:  30 macam,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 10 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,12929400,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 10 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,12929400,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 10 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,12929400,Belanja Alat Tulis Kantor,,,,,,,,,,,,
,,,1 ls x 12.929.400,00 = 12.929.400,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 11 ,Penyediaan barang cetakan dan penggandaan ,15670100,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya barang cetakan & penggandaan dokumen,,,,,,,,,,,,
,,,Target:  600 buah,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 11 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,15670100,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 11 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,15670100,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 11 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,10670000,Belanja cetak,,,,,,,,,,,,
,,,Stopmap berkop,,,,,,,,,,,,
,,,100 buah x 4.000,00 = 400.000,0,,,,,,,,,,
,,,Spanduk,,,,,,,,,,,,
,,,4 buah x 200.000,00 = 800.000,0,,,,,,,,,,
,,,SPD,,,,,,,,,,,,
,,,60 buku x 22.000,00 = 1.320.000,0,,,,,,,,,,
,,,Amplop berkop,,,,,,,,,,,,
,,,10 dos x 30.000,00 = 300.000,0,,,,,,,,,,
,,,SSP,,,,,,,,,,,,
,,,10 buku x 45.000,00 = 450.000,0,,,,,,,,,,
,,,Buku profil,,,,,,,,,,,,
,,,100 buku x 30.000,00 = 3.000.000,0,,,,,,,,,,
,,,Bend 26,,,,,,,,,,,,
,,,100 buku x 22.000,00 = 2.200.000,0,,,,,,,,,,
,,,Lembar disposisi,,,,,,,,,,,,
,,,160 buku x 10.000,00 = 1.600.000,0,,,,,,,,,,
,,,Kartu kendali,,,,,,,,,,,,
,,,60 buku x 10.000,00 = 600.000,0,,,,,,,,,,
,,,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 11 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,5000100,Belanja penggandaaan,,,,,,,,,,,,
,,,Belanja penggandaan,,,,,,,,,,,,
,,,33,334 lembar x 150,00 = 5.000.100,0,,,,,,,,,
1.13 . 1.13.01 . 01 . 12 ,Penyediaan komponen instalasi listrik/penerangan bangunan kantor ,3500000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya peralatan listrik, elektronik ,,,,,,,,,,,
,,,& penerangan kantor,,,,,,,,,,,,
,,,Target:  15 macam,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 12 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,3500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 12 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,3500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 12 . 5 . 2 . 2 . 01 . 03 ,Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering) ,3500000,Belanja alat listrik dan elektronik (lampu pijar, battery kering) Jam dinding, batere kering, lampu pijar, kabel, dll.,,,,,,
,,,1 ls x 3.500.000,00 = 3.500.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 15 ,Penyediaan bahan bacaan dan peraturan perundang-undangan ,4800000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya bahan bacaan/surat kabar kantor,,,,,,,,,,,,
,,,Target:  48 eksemplar,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 15 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,4800000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 15 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,4800000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 15 . 5 . 2 . 2 . 03 . 05 ,Belanja Surat Kabar/Majalah ,4800000,Belanja surat kabar/majalah,,,,,,,,,,,,
,,,Biaya berlangganan surat kabar/majalah,,,,,,,,,,,,
,,,12 bulan x 400.000,00 = 4.800.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 17 ,Penyediaan makanan dan minuman ,10445000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya jamuan makan & minum untuk kegiatan rapat & tamu,,,,,,,,,,,,
,,,Target:  1.000 ok,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 17 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,10445000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 17 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,10445000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 17 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,6995000,Belanja makanan dan minuman rapat,,,,,,,,,,,,
,,,Rapat koordinasi dinas/instansi,,,,,,,,,,,,
,,,470 dos x 8.500,00 = 3.995.000,0,,,,,,,,,,
,,,Jamuan makan dan minum rapat,,,,,,,,,,,,
,,,150 dos x 20.000,00 = 3.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 17 . 5 . 2 . 2 . 11 . 03 ,Belanja Makanan Dan Minuman Tamu ,3450000,Belanja makanan dan minuman tamu,,,,,,,,,,,,
,,,jamuan snack tamu,,,,,,,,,,,,
,,,345 dos x 10.000,00 = 3.450.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 18 ,Rapat-rapat koordinasi dan konsultasi ke luar daerah ,42600000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Terlaksananya perjalanan dinas keluar ,,,,,,,,,,,,
,,,daerah,,,,,,,,,,,,
,,,Target:  6 kali,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 18 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,42600000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 18 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,42600000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 18 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,42600000,Belanja perjalanan dinas luar daerah,,,,,,,,,,,,
,,,Lumpsum Gol. IV,,,,,,,,,,,,
,,,12 oh x 1.700.000,00 = 20.400.000,0,,,,,,,,,,
,,,Lumpsum Gol. III,,,,,,,,,,,,
,,,4 oh x 1.550.000,00 = 6.200.000,0,,,,,,,,,,
,,,Transport-pp (pesawat),,,,,,,,,,,,
,,,8 kali x 2.000.000,00 = 16.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 19 ,Rapat-rapat  koordinasi dan konsultasi dalam daerah ,10000000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Terlaksananya perjalanan dinas ke dalam daerah,,,,,,,,,,,,
,,,Target:  190 kali,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 19 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,10000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 19 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,10000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 19 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,10000000,Propinsi DIY,,,,,,,,,,,,
,,,Gol. IV 35 ok x 70.000,00 = 2.450.000,0,,,,,,,,,,
,,,Gol. III 45 ok x 60.000,00 = 2.700.000,0,,,,,,,,,,
,,,Gol. II 21 ok x 50.000,00 = 1.050.000,0,,,,,,,,,,
,,,Kab. Bantul,,,,,,,,,,,,
,,,Gol. IV 36 ok x 50.000,00 = 1.800.000,0,,,,,,,,,,
,,,Gol. III 41 ok x 40.000,00 = 1.640.000,0,,,,,,,,,,
,,,Gol. II 12 ok x 30.000,00 = 360.000,0,,,,,,,,,,
1.13 . 1.13.01 . 01 . 20 ,Penyediaan jasa keamanan ,36000000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya pembayaran jasa keamanan kantor,,,,,,,,,,,,
,,,Target:  36 ob,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 20 . 5 . 2 . 1 ,Belanja Pegawai ,36000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 20 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,36000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 01 . 20 . 5 . 2 . 1 . 02 . 03 ,Honorarium Pegawai Kontrak ,36000000,Honorarium Penjaga Malam Kantor,,,,,,,,,,,,
,,,Honorarium penjaga malam kantor (3 org x 12 bulan),,,,,,,,,,,,
,,,36 ok x 1.000.000,00 = 36.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 02 ,Program Peningkatan Sarana dan Prasarana Aparatur ,189100000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 22 ,Pemeliharaan rutin/berkala gedung kantor ,5000000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Terlaksananya pemeliharaan rutin/berkala gedung/kantor,,,,,,,,,,,,
,,,Target:  2 kali,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 22 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,5000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 22 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,5000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 22 . 5 . 2 . 2 . 02 . 01 ,Belanja Bahan Baku Bangunan ,5000000,Perbaikan gedung kantor,,,,,,,,,,,,
,,,1 ls x 5.000.000,00 = 5.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 02 . 24 ,Pemeliharaan rutin/berkala kendaraan dinas/operasional ,102000000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya kendaraan dinas/operasional yangbaik & memadai,,,,,,,,,,,,
,,,Target:  24 unit,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 24 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,102000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 24 . 5 . 2 . 2 . 05 ,Belanja Perawatan Kendaraan Bermotor ,102000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 24 . 5 . 2 . 2 . 05 . 01 ,Belanja Jasa Service ,10000000,Belanja jasa service,,,,,,,,,,,,
,,,Belanja jasa servis kendaraan dinas,,,,,,,,,,,,
,,,Roda 4 = 6 unit,,,,,,,,,,,,
,,,Roda 2 = 18 unit,,,,,,,,,,,,
,,,1 ls x 10.000.000,00 = 10.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 02 . 24 . 5 . 2 . 2 . 05 . 02 ,Belanja Penggantian Suku Cadang ,16000000,Belanja Penggantian Suku Cadang,,,,,,,,,,,,
,,,Belanja penggantian suku cadang kendaraan dinas,,,,,,,,,,,,
,,,Roda 4 = 6 unit,,,,,,,,,,,,
,,,Roda 2 = 18 unit,,,,,,,,,,,,
,,,1 ls x 16.000.000,00 = 16.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 02 . 24 . 5 . 2 . 2 . 05 . 03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,76000000,Belanja Bahan Bakar Minyak/Gas dan Pelumas,,,,,,,,,,,,
,,,BBM operasional kendaraan dinas,,,,,,,,,,,,
,,,1 ls x 72.000.000,00 = 72.000.000,0,,,,,,,,,,
,,,Pelumas/Oil,,,,,,,,,,,,
,,,1 ls x 4.000.000,00 = 4.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 02 . 29 ,Pemeliharaan rutin/berkala mebeleur ,5000000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Terlaksananya pemeliharaan rutin/berkala mebel,,,,,,,,,,,,
,,,Target:  1 kali,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 29 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,5000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 29 . 5 . 2 . 2 . 20 ,Belanja Pemeliharaan ,5000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 29 . 5 . 2 . 2 . 20 . 04 ,Belanja Pemeliharan Peralatan dan Mesin ,5000000,Belanja pemeliharaan mebel,,,,,,,,,,,,
,,,1 ls x 5.000.000,00 = 5.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 02 . 34 ,Pengadaan Peralatan dan Perlengkapan Kantor ,77100000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kab. Bantul,,,,,,,,,,,,
,,,Keluaran :  Tersedianya peralatan & perlengkapan kantor,,,,,,,,,,,,
,,,Target:  20 unit,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 34 . 5 . 2 . 3 ,Belanja Modal ,77100000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 34 . 5 . 2 . 3 . 27 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,25000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 02 . 34 . 5 . 2 . 3 . 27 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,25000000,Pengadaan Televisi,,,,,,,,,,,,
,,,3 unit x 4.000.000,00 = 12.000.000,0,,,,,,,,,,
,,,Pengadaan proyektor,,,,,,,,,,,,
,,,1 unit x 10.000.000,00 = 10.000.000,0,,,,,,,,,,
,,,Pengadaan Portable Wireless Amplifier,,,,,,,,,,,,
,,,2 unit x 1.500.000,00 = 3.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 02 . 34 . 5 . 2 . 3 . 28 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga ,10000000,,,,,,,,,,,,,
