Judul,Penjabaran Anggaran Pendapatn dan Belanja Daerah,,
1.13.1.13.01.001.015.5.2.2.02 ,Belanja Bahan/Material ,"300000,00",
1.13.1.13.01.001.015.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,"300000,00",Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 300000
1.13.1.13.01.001.015.5.2.2.03 ,Belanja Jasa Kantor ,"4800000,00",
1.13.1.13.01.001.015.5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,"4800000,00",Belanja Surat Kabar/Majalah 4800000
1.13.1.13.01.001.017 ,Penyediaan Makanan dan Minuman ,"88040000,00",
1.13.1.13.01.001.017.5.2.2 ,BELANJA BARANG DAN JASA ,"88040000,00",
1.13.1.13.01.001.017.5.2.2.11 ,Belanja Makanan Dan Minuman ,"88040000,00",
1.13.1.13.01.001.017.5.2.2.11.01 ,Belanja Makanan Dan Minuman Pegawai ,"60500000,00",Belanja Makanan Dan Minuman Pegawai 60500000
1.13.1.13.01.001.017.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"21420000,00",Belanja Makanan Dan Minuman Rapat 21420000
1.13.1.13.01.001.017.5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,"6120000,00",Belanja Makanan Dan Minuman Tamu 6120000
1.13.1.13.01.001.018 ,Rapat-rapat Koordinasi dan Konsultasi Keluar Daerah ,"138300000,00",
1.13.1.13.01.001.018.5.2.2 ,BELANJA BARANG DAN JASA ,"138300000,00",
1.13.1.13.01.001.018.5.2.2.15 ,Belanja Perjalanan Dinas ,"138300000,00",
1.13.1.13.01.001.018.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"138300000,00",Belanja Perjalanan Dinas Luar Daerah 138300000
1.13.1.13.01.001.019 ,Penyediaan Jasa Tenaga Bantu ,"335216000,00",
1.13.1.13.01.001.019.5.2.1 ,BELANJA PEGAWAI ,"335216000,00",
1.13.1.13.01.001.019.5.2.1.02 ,Honorarium Non PNS ,"335216000,00",
1.13.1.13.01.001.019.5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,"335216000,00",Honorarium Pegawai Honorer/Tidak Tetap 335216000
1.13.1.13.01.001.020 ,Penyediaan Jasa Keamanan ,"378586343,00",
1.13.1.13.01.001.020.5.2.1 ,BELANJA PEGAWAI ,"975000,00",
1.13.1.13.01.001.020.5.2.1.01 ,Honorarium PNS ,"975000,00",
1.13.1.13.01.001.020.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"600000,00",Honorarium Panitia Pelaksana Kegiatan 600000
1.13.1.13.01.001.020.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"375000,00",Honorarium Tim Pengadaan Barang dan Jasa 375000
1.13.1.13.01.001.020.5.2.2 ,BELANJA BARANG DAN JASA ,"377611343,00",
1.13.1.13.01.001.020.5.2.2.03 ,Belanja Jasa Kantor ,"377611343,00",
1.13.1.13.01.001.020.5.2.2.03.20 ,Belanja Jasa Keamanan ,"377611343,00",Belanja Jasa Keamanan 377611343
1.13.1.13.01.002 ,Program Peningkatan Sarana dan Prasarana Aparatur ,"697399050,00",
1.13.1.13.01.002.022 ,Pemeliharaan Rutin/Berkala Gedung Kantor ,"145476050,00",
1.13.1.13.01.002.022.5.2.2 ,BELANJA BARANG DAN JASA ,"145476050,00",
1.13.1.13.01.002.022.5.2.2.02 ,Belanja Bahan/Material ,"800000,00",
1.13.1.13.01.002.022.5.2.2.02.11 ,Belanja Plakat/Cinderamata ,"800000,00",Belanja Plakat/Cinderamata 800000
1.13.1.13.01.002.022.5.2.2.20 ,Belanja Pemeliharaan ,"144676050,00",
1.13.1.13.01.002.022.5.2.2.20.03 ,Belanja Pemeliharaan Bangunan Pemerintah ,"139586550,00",Belanja Pemeliharaan Bangunan Pemerintah 139586550
1.13.1.13.01.002.022.5.2.2.20.05 ,Belanja Pemeliharaan Taman ,"5089500,00",Belanja Pemeliharaan Taman 5089500
1.13.1.13.01.002.024 ,Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional ,"551923000,00",
1.13.1.13.01.002.024.5.2.2 ,BELANJA BARANG DAN JASA ,"551923000,00",
1.13.1.13.01.002.024.5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,"551923000,00",
1.13.1.13.01.002.024.5.2.2.05.01 ,Belanja Jasa Service ,"59000000,00",Belanja Jasa Service 59000000
1.13.1.13.01.002.024.5.2.2.05.02 ,Belanja  Penggantian Suku Cadang ,"84655000,00",Belanja  Penggantian Suku Cadang 84655000
1.13.1.13.01.002.024.5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,"408268000,00",Belanja Bahan Bakar Minyak/Gas Dan Pelumas 408268000
1.13.1.13.01.006 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,"45264000,00",
1.13.1.13.01.006.001 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD ,"45264000,00",
1.13.1.13.01.006.001.5.2.1 ,BELANJA PEGAWAI ,"15000000,00",
1.13.1.13.01.006.001.5.2.1.01 ,Honorarium PNS ,"14200000,00",
1.13.1.13.01.006.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"14200000,00",Honorarium Panitia Pelaksana Kegiatan 14200000
1.13.1.13.01.006.001.5.2.1.02 ,Honorarium Non PNS ,"800000,00",
1.13.1.13.01.006.001.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,"800000,00",Honorarium Panitia Pelaksana Kegiatan 800000
1.13.1.13.01.006.001.5.2.2 ,BELANJA BARANG DAN JASA ,"30264000,00",
1.13.1.13.01.006.001.5.2.2.01 ,Belanja Bahan Pakai Habis ,"250000,00",
1.13.1.13.01.006.001.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"250000,00",Belanja  Alat Tulis Kantor 250000
1.13.1.13.01.006.001.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"18210000,00",
1.13.1.13.01.006.001.5.2.2.06.02 ,Belanja Penggandaan ,"18210000,00",Belanja Penggandaan 18210000
1.13.1.13.01.006.001.5.2.2.11 ,Belanja Makanan Dan Minuman ,"9404000,00",
1.13.1.13.01.006.001.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"9404000,00",Belanja Makanan Dan Minuman Rapat 9404000
1.13.1.13.01.006.001.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"2400000,00",
1.13.1.13.01.006.001.5.2.2.31.03 ,Belanja Jasa Narasumber ,"2400000,00",Belanja Jasa Narasumber 2400000
1.13.1.13.01.062 ,Program Rehabilitasi Sosial ,"7429541854,00",
1.13.1.13.01.062.001 ,Peningkatan Pelayanan dan Pembinaan Kesejahteraan Sosial Dalam Panti Sosial,"101885000,00",
1.13.1.13.01.062.001.5.2.1 ,BELANJA PEGAWAI ,"10455000,00",
1.13.1.13.01.062.001.5.2.1.01 ,Honorarium PNS ,"9015000,00",
1.13.1.13.01.062.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"9015000,00",Honorarium Panitia Pelaksana Kegiatan 9015000
1.13.1.13.01.062.001.5.2.1.02 ,Honorarium Non PNS ,"1440000,00",
1.13.1.13.01.062.001.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,"1440000,00",Honorarium Panitia Pelaksana Kegiatan 1440000
1.13.1.13.01.062.001.5.2.2 ,BELANJA BARANG DAN JASA ,"91430000,00",
1.13.1.13.01.062.001.5.2.2.01 ,Belanja Bahan Pakai Habis ,"380000,00",
1.13.1.13.01.062.001.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"380000,00",Belanja  Alat Tulis Kantor 380000
1.13.1.13.01.062.001.5.2.2.02 ,Belanja Bahan/Material ,"11970000,00",
1.13.1.13.01.062.001.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,"720000,00",Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 720000
1.13.1.13.01.062.001.5.2.2.02.08 ,Belanja Hadiah/Trophy ,"11250000,00",Belanja Hadiah/Trophy 11250000Lokasi Kegiatan Kota YogyakartaDoorprize Forum Kreatifitas Anak Panti Asuhan se Kota Yk 6250000Doorprize Rekreasi Lansia Dalam Panti se Kota Yk 5000000
1.13.1.13.01.062.001.5.2.2.03 ,Belanja Jasa Kantor ,"5100000,00",
1.13.1.13.01.062.001.5.2.2.03.13 ,Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film ,"1800000,00",Belanja Dekorasi  Dokumentasi  Publikasi  Pembuatan Film 1800000
1.13.1.13.01.062.001.5.2.2.03.14 ,Belanja Retribusi/Tiket ,"3300000,00",Belanja Retribusi/Tiket 3300000
1.13.1.13.01.062.001.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,"20800000,00",
1.13.1.13.01.062.001.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,"20800000,00",Belanja Sewa Sarana Mobilitas Darat 20800000
1.13.1.13.01.062.001.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"12040000,00",
1.13.1.13.01.062.001.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,"1540000,00",Belanja Sewa Meja Kursi 1540000
1.13.1.13.01.062.001.5.2.2.10.04 ,Belanja Sewa Generator ,"500000,00",Belanja Sewa Generator 500000
1.13.1.13.01.062.001.5.2.2.10.05 ,Belanja Sewa Tenda ,"1800000,00",Belanja Sewa Tenda 1800000
1.13.1.13.01.062.001.5.2.2.10.09 ,Belanja Sewa Perlengkapan/Peralatan ,"8200000,00",Belanja Sewa Perlengkapan/Peralatan 8200000
1.13.1.13.01.062.001.5.2.2.11 ,Belanja Makanan Dan Minuman ,"28190000,00",
1.13.1.13.01.062.001.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"28190000,00",Belanja Makanan Dan Minuman Rapat 28190000
1.13.1.13.01.062.001.5.2.2.15 ,Belanja Perjalanan Dinas ,"950000,00",
1.13.1.13.01.062.001.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"950000,00",Belanja Perjalanan Dinas Dalam Daerah 950000
1.13.1.13.01.062.001.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"12000000,00",
1.13.1.13.01.062.001.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,"7050000,00",Belanja Jasa Tenaga Ahli 7050000
1.13.1.13.01.062.001.5.2.2.31.03 ,Belanja Jasa Narasumber ,"3300000,00",Belanja Jasa Narasumber 3300000
1.13.1.13.01.062.001.5.2.2.31.04 ,Belanja Jasa Moderator ,"1650000,00",Belanja Jasa Moderator 1650000
1.13.1.13.01.062.002 ,Pelayanan Anak Terlantar di PA Wiloso Projo ,"780176927,00",
1.13.1.13.01.062.002.5.2.1 ,BELANJA PEGAWAI ,"172835000,00",
1.13.1.13.01.062.002.5.2.1.01 ,Honorarium PNS ,"1175000,00",
1.13.1.13.01.062.002.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"900000,00",Honorarium Panitia Pelaksana Kegiatan 900000
1.13.1.13.01.062.002.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"275000,00",Honorarium Tim Pengadaan Barang dan Jasa 275000
1.13.1.13.01.062.002.5.2.1.03 ,Uang Lembur ,"12240000,00",
1.13.1.13.01.062.002.5.2.1.03.01 ,Uang Lembur PNS ,"9840000,00",Uang Lembur PNS 9840000
1.13.1.13.01.062.002.5.2.1.03.02 ,Uang Lembur Non PNS ,"2400000,00",Uang Lembur Non PNS 2400000
1.13.1.13.01.062.002.5.2.1.07 ,Uang Kelayan Panti ,"159420000,00",
1.13.1.13.01.062.002.5.2.1.07.01 ,Uang Kelayan Panti ,"159420000,00",Uang Kelayan Panti 159420000Uang Sekolah 31800000Uang Ujian 4800000Biaya Masuk Sekolah 17500000Uang Saku Anak - Anak 69970000Biaya Ulangan Umum 4400000Biaya Daftar Ulang 14700000Biaya Wisata Karya Anak di Sekolahnya 14150000Biaya Ongkos Jahit 2100000
1.13.1.13.01.062.002.5.2.2 ,BELANJA BARANG DAN JASA ,"607341927,00",
1.13.1.13.01.062.002.5.2.2.01 ,Belanja Bahan Pakai Habis ,"16956000,00",
1.13.1.13.01.062.002.5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,"16956000,00",Belanja Pengisian Tabung Gas 16956000
1.13.1.13.01.062.002.5.2.2.02 ,Belanja Bahan/Material ,"12492900,00",
1.13.1.13.01.062.002.5.2.2.02.04 ,Belanja Bahan Obat-Obatan ,"2439500,00",Belanja Bahan Obat-Obatan 2439500
1.13.1.13.01.062.002.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,"5673400,00",Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 5673400
1.13.1.13.01.062.002.5.2.2.02.09 ,Belanja Bahan Percontohan ,"4380000,00",Belanja Bahan Percontohan 4380000Pembuatan Roti 750000Pembuatan Masakan lauk 1200000Menjahit 1350000Kerajinan tangan 1080000
1.13.1.13.01.062.002.5.2.2.03 ,Belanja Jasa Kantor ,"69177100,00",
1.13.1.13.01.062.002.5.2.2.03.27 ,Belanja Jasa Penyedia /Tenaga Teknis ,"69177100,00",Belanja Jasa Penyedia /Tenaga Teknis 69177100
1.13.1.13.01.062.002.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,"3000000,00",
1.13.1.13.01.062.002.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,"3000000,00",Belanja Sewa Sarana Mobilitas Darat 3000000
1.13.1.13.01.062.002.5.2.2.11 ,Belanja Makanan Dan Minuman ,"330680000,00",
1.13.1.13.01.062.002.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"1280000,00",Belanja Makanan Dan Minuman Rapat 1280000
1.13.1.13.01.062.002.5.2.2.11.04 ,Belanja Makanan Dan Minuman Panti ,"329400000,00",Belanja Makanan Dan Minuman Panti 329400000
1.13.1.13.01.062.002.5.2.2.20 ,Belanja Pemeliharaan ,"90640527,00",
1.13.1.13.01.062.002.5.2.2.20.09 ,Belanja Pemeliharaan Kebersihan ,"90640527,00",Belanja Pemeliharaan Kebersihan 90640527
1.13.1.13.01.062.002.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"38400000,00",
1.13.1.13.01.062.002.5.2.2.31.02 ,Belanja Jasa Instruktur ,"38400000,00",Belanja Jasa Instruktur 38400000
1.13.1.13.01.062.002.5.2.2.33 ,Belanja Barang Kelayan Panti ,"45995400,00",
1.13.1.13.01.062.002.5.2.2.33.01 ,Belanja Barang Kelayan Panti ,"45995400,00",Belanja Barang Kelayan Panti 45995400
1.13.1.13.01.062.003 ,Pelayanan Jompo Terlantar di Panti Wreda Budhi Dharma ,"1189526027,00",
1.13.1.13.01.062.003.5.2.1 ,BELANJA PEGAWAI ,"51770000,00",
1.13.1.13.01.062.003.5.2.1.01 ,Honorarium PNS ,"15770000,00",
1.13.1.13.01.062.003.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"15170000,00",Honorarium Panitia Pelaksana Kegiatan 15170000
1.13.1.13.01.062.003.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"600000,00",Honorarium Tim Pengadaan Barang dan Jasa 600000
1.13.1.13.01.062.003.5.2.1.07 ,Uang Kelayan Panti ,"36000000,00",
1.13.1.13.01.062.003.5.2.1.07.01 ,Uang Kelayan Panti ,"36000000,00",Uang Kelayan Panti 36000000
1.13.1.13.01.062.003.5.2.2 ,BELANJA BARANG DAN JASA ,"1137756027,00",
1.13.1.13.01.062.003.5.2.2.01 ,Belanja Bahan Pakai Habis ,"18012000,00",
1.13.1.13.01.062.003.5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,"18012000,00",Belanja Pengisian Tabung Gas 18012000
1.13.1.13.01.062.003.5.2.2.02 ,Belanja Bahan/Material ,"16010972,00",
1.13.1.13.01.062.003.5.2.2.02.04 ,Belanja Bahan Obat-Obatan ,"6435972,00",Belanja Bahan Obat-Obatan 6435972
1.13.1.13.01.062.003.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,"8695000,00",Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 8695000
1.13.1.13.01.062.003.5.2.2.02.09 ,Belanja Bahan Percontohan ,"880000,00",Belanja Bahan Percontohan 880000
1.13.1.13.01.062.003.5.2.2.03 ,Belanja Jasa Kantor ,"198508200,00",
1.13.1.13.01.062.003.5.2.2.03.27 ,Belanja Jasa Penyedia /Tenaga Teknis ,"198508200,00",Belanja Jasa Penyedia /Tenaga Teknis 198508200
1.13.1.13.01.062.003.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"2620000,00",
1.13.1.13.01.062.003.5.2.2.06.01 ,Belanja Cetak ,"2620000,00",Belanja Cetak 2620000
1.13.1.13.01.062.003.5.2.2.11 ,Belanja Makanan Dan Minuman ,"663960000,00",
1.13.1.13.01.062.003.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"3360000,00",Belanja Makanan Dan Minuman Rapat 3360000
1.13.1.13.01.062.003.5.2.2.11.04 ,Belanja Makanan Dan Minuman Panti ,"660600000,00",Belanja Makanan Dan Minuman Panti 660600000
1.13.1.13.01.062.003.5.2.2.20 ,Belanja Pemeliharaan ,"140988055,00",
1.13.1.13.01.062.003.5.2.2.20.09 ,Belanja Pemeliharaan Kebersihan ,"140988055,00",Belanja Pemeliharaan Kebersihan 140988055
1.13.1.13.01.062.003.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"68000000,00",
1.13.1.13.01.062.003.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli ,"42000000,00",Belanja Jasa Tenaga Ahli 42000000
1.13.1.13.01.062.003.5.2.2.31.02 ,Belanja Jasa Instruktur ,"26000000,00",Belanja Jasa Instruktur 26000000
1.13.1.13.01.062.003.5.2.2.33 ,Belanja Barang Kelayan Panti ,"29656800,00",
1.13.1.13.01.062.003.5.2.2.33.01 ,Belanja Barang Kelayan Panti ,"29656800,00",Belanja Barang Kelayan Panti 29656800
1.13.1.13.01.062.004 ,Pelayanan Gelandangan dan Pengemis di Panti Karya Karanganyar ,"2372292250,00",
1.13.1.13.01.062.004.5.2.1 ,BELANJA PEGAWAI ,"131500000,00",
1.13.1.13.01.062.004.5.2.1.01 ,Honorarium PNS ,"57850000,00",
1.13.1.13.01.062.004.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"56725000,00",Honorarium Panitia Pelaksana Kegiatan 56725000
1.13.1.13.01.062.004.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"1125000,00",Honorarium Tim Pengadaan Barang dan Jasa 1125000
1.13.1.13.01.062.004.5.2.1.02 ,Honorarium Non PNS ,"48450000,00",
1.13.1.13.01.062.004.5.2.1.02.01 ,Honorarium Panitia Pelaksana Kegiatan ,"48450000,00",Honorarium Panitia Pelaksana Kegiatan 48450000
1.13.1.13.01.062.004.5.2.1.07 ,Uang Kelayan Panti ,"25200000,00",
1.13.1.13.01.062.004.5.2.1.07.01 ,Uang Kelayan Panti ,"25200000,00",Uang Kelayan Panti 25200000
