Judul;Anggaran Pendapatan Belanja Daerah;;
1.20.1.20.11.001.001.5.2 ;Penyediaan jasa surat menyurat ;2460000;
1.20.1.20.11.001.001.5.2.2 ;BELANJA BARANG DAN JASA ;2460000;
1.20.1.20.11.001.001.5.2.2.01 ;Belanja Bahan Pakai Habis ;2460000;
1.20.1.20.11.001.001.5.2.2.01.04;Belanja Perangko Materai dan Benda Pos;2460000;Belanja Perangko Materai dan Benda Pos 2460000 11657169842
1.20.1.20.11.001.006.5.2 ;Penyediaan jasa pemeliharaan dan perizinan kendaraan dinas/operasinoal ;49290000;
1.20.1.20.11.001.006.5.2.2 ;BELANJA BARANG DAN JASA ;49290000;
1.20.1.20.11.001.006.5.2.2.05 ;Belanja Perawatan Kendaraan Bermotor ;49290000;
1.20.1.20.11.001.006.5.2.2.05.04 ;Belanja Jasa Kir ;4800000;Belanja Jasa Kir 4800000 11657169842
1.20.1.20.11.001.006.5.2.2.05.05 ;Belanja STNK ;40590000;Belanja STNK 40590000 11657169842
1.20.1.20.11.001.006.5.2.2.05.06 ;Belanja Perpanjangan Surat Izin Mengemudi ;3900000;Belanja Perpanjangan Surat Izin Mengemudi 3900000 11657169842
1.20.1.20.11.001.007.5.2 ;Penyediaan jasa administrasi keuangan ;52500000;
1.20.1.20.11.001.007.5.2.1 ;BELANJA PEGAWAI ;52500000;
1.20.1.20.11.001.007.5.2.1.01 ;Honorarium PNS ;52500000;
1.20.1.20.11.001.007.5.2.1.01.04 ;Honorarium Pengelola Keuangan/Barang ;52500000;Honorarium Pengelola Keuangan/Barang 52500000 11657169842
1.20.1.20.11.001.008.5.2 ;Penyediaan jasa kebersihan kantor ;12278900;
1.20.1.20.11.001.008.5.2.2 ;BELANJA BARANG DAN JASA ;12278900;
1.20.1.20.11.001.008.5.2.2.01 ;Belanja Bahan Pakai Habis ;12278900;
1.20.1.20.11.001.008.5.2.2.01.05 ;Belanja Peralatan Kebersihan Dan Bahan Pembersih ;12278900;Belanja Peralatan Kebersihan Dan Bahan Pembersih 12278900 11657169842
1.20.1.20.11.001.009.5.2 ;Penyediaan jasa perbaikan peralatan kerja ;73416875;
1.20.1.20.11.001.009.5.2.2 ;BELANJA BARANG DAN JASA ;73416875;
1.20.1.20.11.001.009.5.2.2.20 ;Belanja Pemeliharaan ;73416875;
1.20.1.20.11.001.009.5.2.2.20.04 ;Belanja Pemeliharaan Peralatan Dan Perlengkapan  Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio;73416875;Belanja Pemeliharaan Peralatan Dan Perlengkapan 73416875 Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio 11657169842
1.20.1.20.11.001.010.5.2 ;Penyediaan alat tulis kantor ;17456750;
1.20.1.20.11.001.010.5.2.2 ;BELANJA BARANG DAN JASA ;17456750;
1.20.1.20.11.001.010.5.2.2.01 ;Belanja Bahan Pakai Habis ;17456750;
1.20.1.20.11.001.010.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;17456750;Belanja  Alat Tulis Kantor 17456750 11657169842
1.20.1.20.11.001.011.5.2 ;Penyediaan barang cetakan dan penggandaan ;57585000;
1.20.1.20.11.001.011.5.2.2 ;BELANJA BARANG DAN JASA ;57585000;
1.20.1.20.11.001.011.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;57585000;
1.20.1.20.11.001.011.5.2.2.06.01 ;Belanja Cetak ;30425000;Belanja Cetak 30425000 11657169842
1.20.1.20.11.001.011.5.2.2.06.02 ;Belanja Penggandaan ;27160000;Belanja Penggandaan 27160000 11657169842
1.20.1.20.11.001.012.5.2 ;Penyediaan komponen instalasi listrik/penerangan bangunan kantor ;4988000;
1.20.1.20.11.001.012.5.2.2 ;BELANJA BARANG DAN JASA ;4988000;
1.20.1.20.11.001.012.5.2.2.01 ;Belanja Bahan Pakai Habis ;4988000;
1.20.1.20.11.001.012.5.2.2.01.03 ;Belanja Alat Listrik Dan Elektronik ;4988000;Belanja Alat Listrik Dan Elektronik 4988000 11657169842
1.20.1.20.11.001.013.5.2 ;Penyediaan peralatan dan perlengkapan kantor ;26668000;
1.20.1.20.11.001.013.5.2.2 ;BELANJA BARANG DAN JASA ;24768000;
1.20.1.20.11.001.013.5.2.2.02 ;Belanja Bahan/Material ;24768000;
1.20.1.20.11.001.013.5.2.2.02.06 ;Belanja Bahan Komputer/Printer ;24768000;Belanja Bahan Komputer/Printer 24768000 11657169842
1.20.1.20.11.001.013.5.2.3 ;BELANJA MODAL ;1900000;
1.20.1.20.11.001.013.5.2.3.12 ;Belanja Modal Pengadaan Komputer ;1900000;
1.20.1.20.11.001.013.5.2.3.12.08 ;Belanja Modal Pengadaan UPS/Stabilizier ;1100000;Belanja Modal Pengadaan UPS/Stabilizier 1100000 11657169842
1.20.1.20.11.001.013.5.2.3.12.09 ;Belanja Modal Pengadaan Kelengkapan Komputer ;800000;Belanja Modal Pengadaan Kelengkapan Komputer 800000 11657169842
1.20.1.20.11.001.015.5.2 ;Penyediaan bahan bacaan dan peraturan perundang-undangan ;4100000;
1.20.1.20.11.001.015.5.2.2 ;BELANJA BARANG DAN JASA ;2700000;
1.20.1.20.11.001.015.5.2.2.03 ;Belanja Jasa Kantor ;2700000;
1.20.1.20.11.001.015.5.2.2.03.05 ;Belanja Surat Kabar/Majalah ;2700000;Belanja Surat Kabar/Majalah 2700000 11657169842
1.20.1.20.11.001.015.5.2.3 ;BELANJA MODAL ;1400000;
1.20.1.20.11.001.015.5.2.3.27 ;Belanja Modal Pengadaan Buku/kepustakaan ;1400000;
1.20.1.20.11.001.015.5.2.3.27.21 ;Belanja Modal Pengadaan Buku Peraturan Perundangan-undangan ;1400000;Belanja Modal Pengadaan Buku Peraturan Perundangan- 1400000 undangan 11657169842
1.20.1.20.11.001.017.5.2 ;Penyediaan makanan dan minuman ;165320000;
1.20.1.20.11.001.017.5.2.2 ;BELANJA BARANG DAN JASA ;165320000;
1.20.1.20.11.001.017.5.2.2.11 ;Belanja Makanan Dan Minuman ;165320000;
1.20.1.20.11.001.017.5.2.2.11.01 ;Belanja Makanan Dan Minuman Pegawai ;13310000;Belanja Makanan Dan Minuman Pegawai 13310000 11657169842
1.20.1.20.11.001.017.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;31010000;Belanja Makanan Dan Minuman Rapat 31010000 11657169842
1.20.1.20.11.001.017.5.2.2.11.06 ;Belanja Makanan Dan Minuman Extra Fooding ;121000000;Belanja Makanan Dan Minuman Extra Fooding 121000000 11657169842
1.20.1.20.11.001.018.5.2 ;Rapat-rapat koordinasi dan konsultasi keluar daerah ;214100000; 
1.20.1.20.11.001.018.5.2.2 ;BELANJA BARANG DAN JASA ;214100000;
1.20.1.20.11.001.018.5.2.2.15 ;Belanja Perjalanan Dinas ;214100000;
1.20.1.20.11.001.018.5.2.2.15.02 ;Belanja Perjalanan Dinas Luar Daerah ;214100000;Belanja Perjalanan Dinas Luar Daerah 214100000 11657169842
1.20.1.20.11.001.019.5.2 ;Penyediaan Jasa Tenaga Bantuan ;357354942;
1.20.1.20.11.001.019.5.2.1 ;BELANJA PEGAWAI ;357354942;
1.20.1.20.11.001.019.5.2.1.02 ;Honorarium Non PNS ;357354942;
1.20.1.20.11.001.019.5.2.1.02.01 ;Honorarium Pegawai Honorer/Tidak Tetap ;357354942;Honorarium Pegawai Honorer/Tidak Tetap 357354942 11657169842
1.20.1.20.11.002.000.5.2 ;Program Peningkatan Sarana dan Prasarana Aparatur ;1257196675;
1.20.1.20.11.002.022.5.2 ;Pemeliharaan rutin/berkala gedung kantor ;198936675;
1.20.1.20.11.002.022.5.2.1 ;BELANJA PEGAWAI ;980000;
1.20.1.20.11.002.022.5.2.1.01 ;Honorarium PNS ;980000;
1.20.1.20.11.002.022.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;740000;Honorarium Panitia Pelaksana Kegiatan 740000 11657169842
1.20.1.20.11.002.022.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;240000;Honorarium Tim Pengadaan Barang dan Jasa 240000 11657169842
1.20.1.20.11.002.022.5.2.2 ;BELANJA BARANG DAN JASA ;197956675;
1.20.1.20.11.002.022.5.2.2.02 ;Belanja Bahan/Material ;773000;
1.20.1.20.11.002.022.5.2.2.02.01 ;Belanja Bahan Baku Bangunan ;773000;Belanja Bahan Baku Bangunan 773000 11657169842
1.20.1.20.11.002.022.5.2.2.20 ;Belanja Pemeliharaan ;197183675;
1.20.1.20.11.002.022.5.2.2.20.03 ;Belanja Pemeliharaan Bangunan Pemerintah ;68311225;Belanja Pemeliharaan Bangunan Pemerintah 68311225 11657169842
1.20.1.20.11.002.022.5.2.2.20.04 ;Belanja Pemeliharaan Peralatan Dan Perlengkapan  Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio;30622450;Belanja Pemeliharaan Peralatan Dan Perlengkapan 30622450 Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio 11657169842
1.20.1.20.11.002.022.5.2.2.20.05 ;Belanja Pemeliharaan Taman ;2000000;Belanja Pemeliharaan Taman 2000000 11657169842
1.20.1.20.11.002.022.5.2.2.20.09 ;Belanja Pemeliharaan Kebersihan ;96250000;Belanja Pemeliharaan Kebersihan 96250000 11657169842
1.20.1.20.11.002.024.5.2 ;Pemeliharaan rutin/berkala kendaraan dinas/operasional ;1058260000;
1.20.1.20.11.002.024.5.2.1 ;BELANJA PEGAWAI ;1000000;
1.20.1.20.11.002.024.5.2.1.01 ;Honorarium PNS ;1000000;
1.20.1.20.11.002.024.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;1000000;Honorarium Panitia Pelaksana Kegiatan 1000000 11657169842
1.20.1.20.11.002.024.5.2.2 ;BELANJA BARANG DAN JASA ;1057260000;
1.20.1.20.11.002.024.5.2.2.05 ;Belanja Perawatan Kendaraan Bermotor ;1057260000;
1.20.1.20.11.002.024.5.2.2.05.01 ;Belanja Jasa Service ;186880000;Belanja Jasa Service 186880000 11657169842
1.20.1.20.11.002.024.5.2.2.05.02 ;Belanja  Penggantian Suku Cadang ;271457500;Belanja  Penggantian Suku Cadang 271457500 11657169842
1.20.1.20.11.002.024.5.2.2.05.03 ;Belanja Bahan Bakar Minyak/Gas Dan Pelumas ;598922500;Belanja Bahan Bakar Minyak/Gas Dan Pelumas 598922500 11657169842
1.20.1.20.11.003.000.5.2 ;Program Peningkatan Disiplin Aparatur ;202180000;
1.20.1.20.11.003.002.5.2 ;Pengadaan pakaian dinas beserta perlengkapannya ;202180000;
1.20.1.20.11.003.002.5.2.1 ;BELANJA PEGAWAI ;980000;
1.20.1.20.11.003.002.5.2.1.01 ;Honorarium PNS ;980000;
1.20.1.20.11.003.002.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;740000;Honorarium Panitia Pelaksana Kegiatan 740000 11657169842
1.20.1.20.11.003.002.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;240000;Honorarium Tim Pengadaan Barang dan Jasa 240000 11657169842
1.20.1.20.11.003.002.5.2.2 ;BELANJA BARANG DAN JASA ;201200000;
1.20.1.20.11.003.002.5.2.2.12 ;Belanja Pakaian Dinas Dan Atributnya ;201200000;
1.20.1.20.11.003.002.5.2.2.12.04 ;Belanja Pakaian Dinas Harian (PDH) ;201200000;Belanja Pakaian Dinas Harian (PDH) 201200000 11657169842
1.20.1.20.11.005.000.5.2 ;Program Peningkatan Kapasitas Sumber Daya Aparatur ;166800000;
1.20.1.20.11.005.003.5.2 ;Bimbingan teknis implementasi peraturan perundang-undangan ;166800000;
1.20.1.20.11.005.003.5.2.2 ;BELANJA BARANG DAN JASA ;166800000;
1.20.1.20.11.005.003.5.2.2.17;Belanja Kursus Pelatihan Sosialisasi Dan Bimbingan Teknis PNS ;166800000;
1.20.1.20.11.005.003.5.2.2.17.01 ;Belanja Kursus-Kursus Singkat/Pelatihan ;166800000;Belanja Kursus-Kursus Singkat/Pelatihan 166800000 11657169842
1.20.1.20.11.006.000.5.2 ;Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan  Keuangan;125858000;
1.20.1.20.11.006.001.5.2 ;Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD ;125858000;
1.20.1.20.11.006.001.5.2.1 ;BELANJA PEGAWAI ;67008000;
1.20.1.20.11.006.001.5.2.1.01 ;Honorarium PNS ;12240000;
1.20.1.20.11.006.001.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;12240000;Honorarium Panitia Pelaksana Kegiatan 12240000 11657169842
1.20.1.20.11.006.001.5.2.1.03 ;Uang Lembur ;23568000;
1.20.1.20.11.006.001.5.2.1.03.01 ;Uang Lembur PNS ;23568000;Uang Lembur PNS 23568000 11657169842
1.20.1.20.11.006.001.5.2.1.06 ;Uang Piket ;31200000;
1.20.1.20.11.006.001.5.2.1.06.01 ;Uang Piket PNS ;31200000;Uang Piket PNS 31200000 11657169842
1.20.1.20.11.006.001.5.2.2 ;BELANJA BARANG DAN JASA ;58850000;
1.20.1.20.11.006.001.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;11250000;
1.20.1.20.11.006.001.5.2.2.06.02 ;Belanja Penggandaan ;11250000;Belanja Penggandaan 11250000 11657169842
1.20.1.20.11.006.001.5.2.2.11 ;Belanja Makanan Dan Minuman ;47600000;
1.20.1.20.11.006.001.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;47600000;Belanja Makanan Dan Minuman Rapat 47600000 11657169842
1.20.1.20.11.171.000.5.2 ;Program Kesiapsiagaan dan Pengendalian Bahaya Kebakaran ;4791010000;
"1.20.1.20.11.171.001.5.2 ""Peningkatan Pelayanan Penanggulangan Bahaya Kebakaran ""3462570000";;;
1.20.1.20.11.171.001.5.2.1 ;BELANJA PEGAWAI ;53575000;
1.20.1.20.11.171.001.5.2.1.01 ;Honorarium PNS ;53575000;
1.20.1.20.11.171.001.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;51975000;Honorarium Panitia Pelaksana Kegiatan 51975000 11657169842
1.20.1.20.11.171.001.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;1600000;Honorarium Tim Pengadaan Barang dan Jasa 1600000 11657169842
1.20.1.20.11.171.001.5.2.2 ;BELANJA BARANG DAN JASA ;708995000;
1.20.1.20.11.171.001.5.2.2.01 ;Belanja Bahan Pakai Habis ;34075000;
1.20.1.20.11.171.001.5.2.2.01.07 ;Belanja Pengisian Tabung Pemadam Kebakaran ;34075000;Belanja Pengisian Tabung Pemadam Kebakaran 34075000 11657169842
1.20.1.20.11.171.001.5.2.2.02 ;Belanja Bahan/Material ;304970000;
1.20.1.20.11.171.001.5.2.2.02.07 ;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ;270000000;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 270000000 11657169842
1.20.1.20.11.171.001.5.2.2.02.09 ;Belanja Bahan Percontohan ;34970000;Belanja Bahan Percontohan 34970000 11657169842
1.20.1.20.11.171.001.5.2.2.03 ;Belanja Jasa Kantor ;14400000;
1.20.1.20.11.171.001.5.2.2.03.13;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film;14400000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 14400000 11657169842
1.20.1.20.11.171.001.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;11475000;
1.20.1.20.11.171.001.5.2.2.06.01 ;Belanja Cetak ;5400000;Belanja Cetak 5400000 11657169842
1.20.1.20.11.171.001.5.2.2.06.02 ;Belanja Penggandaan ;6075000;Belanja Penggandaan 6075000 11657169842
1.20.1.20.11.171.001.5.2.2.11 ;Belanja Makanan Dan Minuman ;71575000;
1.20.1.20.11.171.001.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;71575000;Belanja Makanan Dan Minuman Rapat 71575000 11657169842
1.20.1.20.11.171.001.5.2.2.15 ;Belanja Perjalanan Dinas ;61250000;
1.20.1.20.11.171.001.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;61250000;Belanja Perjalanan Dinas Dalam Daerah 61250000 11657169842
1.20.1.20.11.171.001.5.2.2.21 ;Belanja Jasa Konsultansi ;150000000;
1.20.1.20.11.171.001.5.2.2.21.02 ;Belanja Jasa Konsultansi Perencanaan ;150000000;Belanja Jasa Konsultansi Perencanaan 150000000 11657169842
1.20.1.20.11.171.001.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;61250000;
1.20.1.20.11.171.001.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;61250000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 61250000 11657169842
1.20.1.20.11.171.001.5.2.3 ;BELANJA MODAL ;2700000000;
1.20.1.20.11.171.001.5.2.3.03 ;Belanja Modal Pengadaan Alat â€“ Alat Angkutan Darat Bermotor ;1500000000;
1.20.1.20.11.171.001.5.2.3.03.11 ;Belanja Modal Pengadaan Alat â€“ Alat Angkutan Darat Bermotor Pemadam  Kebakaran;1500000000;Belanja Modal Pengadaan Alat â€“ Alat Angkutan Darat Bermotor 1500000000 Pemadam Kebakaran 11657169842
1.20.1.20.11.171.001.5.2.3.23 ;Belanja Modal Pengadaan Konstruksi Jaringan Air ;600000000;
1.20.1.20.11.171.001.5.2.3.23.09 ;Belanja Modal Pengadaan Konstruksi Jaringan Air ;600000000;Belanja Modal Pengadaan Konstruksi Jaringan Air 600000000 11657169842
1.20.1.20.11.171.001.5.2.3.35 ;Belanja Modal Pengadaan Alat-alat Pemadam Kebakaran ;600000000;
1.20.1.20.11.171.001.5.2.3.35.02 ;Belanja Modal Pengadaan Alat Pemadam Kebakaran ;600000000;Belanja Modal Pengadaan Alat Pemadam Kebakaran 600000000 11657169842
1.20.1.20.11.171.002.5.2 ;Peningkatan Pelayanan Penanganan Bahaya Kebakaran ;1328440000;
1.20.1.20.11.171.002.5.2.1 ;BELANJA PEGAWAI ;1042000000;
1.20.1.20.11.171.002.5.2.1.01 ;Honorarium PNS ;381500000;
1.20.1.20.11.171.002.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;379615000;Honorarium Panitia Pelaksana Kegiatan 379615000 11657169842
1.20.1.20.11.171.002.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;1885000;Honorarium Tim Pengadaan Barang dan Jasa 1885000 11657169842
1.20.1.20.11.171.002.5.2.1.03 ;Uang Lembur ;378500000;
1.20.1.20.11.171.002.5.2.1.03.01 ;Uang Lembur PNS ;272520000;Uang Lembur PNS 272520000 11657169842
1.20.1.20.11.171.002.5.2.1.03.02 ;Uang Lembur Non PNS ;105980000;Uang Lembur Non PNS 105980000 11657169842
1.20.1.20.11.171.002.5.2.1.06 ;Uang Piket ;282000000;
1.20.1.20.11.171.002.5.2.1.06.01 ;Uang Piket PNS ;203040000;Uang Piket PNS 203040000 11657169842
1.20.1.20.11.171.002.5.2.1.06.02 ;Uang Piket Non PNS ;78960000;Uang Piket Non PNS 78960000 11657169842
1.20.1.20.11.171.002.5.2.2 ;BELANJA BARANG DAN JASA ;286440000;
1.20.1.20.11.171.002.5.2.2.01 ;Belanja Bahan Pakai Habis ;122000000;
1.20.1.20.11.171.002.5.2.2.01.07 ;Belanja Pengisian Tabung Pemadam Kebakaran ;122000000;Belanja Pengisian Tabung Pemadam Kebakaran 122000000 11657169842
1.20.1.20.11.171.002.5.2.2.02 ;Belanja Bahan/Material ;89000000;
1.20.1.20.11.171.002.5.2.2.02.07 ;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ;89000000;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 89000000 11657169842
1.20.1.20.11.171.002.5.2.2.03 ;Belanja Jasa Kantor ;3300000;
1.20.1.20.11.171.002.5.2.2.03.27 ;Belanja Jasa Penyedia /Tenaga Teknis ;3300000;Belanja Jasa Penyedia /Tenaga Teknis 3300000 11657169842
1.20.1.20.11.171.002.5.2.2.07 ;Belanja Sewa Rumah/Gedung/Gudang/Parkir ;12000000;
1.20.1.20.11.171.002.5.2.2.07.02 ;Belanja Sewa Gedung/Kantor/Tempat ;12000000;Belanja Sewa Gedung/Kantor/Tempat 12000000 11657169842
1.20.1.20.11.171.002.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;24000000;
1.20.1.20.11.171.002.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;24000000;Belanja Sewa Sarana Mobilitas Darat 24000000 11657169842
1.20.1.20.11.171.002.5.2.2.11 ;Belanja Makanan Dan Minuman ;28140000;
1.20.1.20.11.171.002.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;28140000;Belanja Makanan Dan Minuman Rapat 28140000 11657169842
1.20.1.20.11.171.002.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;8000000;
1.20.1.20.11.171.002.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;8000000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 8000000 11657169842
1.20.1.20.11.172.000.5.2 ;Program Kesiapsiagaan dan Penanggulangan Bencana Alam ;4076606700;
1.20.1.20.11.172.002.5.2 ;Peningkatan Pencegahan dan Kesiapsiagaan Penanggulangan Bencana Alam ;3357271700;
1.20.1.20.11.172.002.5.2.1 ;BELANJA PEGAWAI ;94875000;
1.20.1.20.11.172.002.5.2.1.01 ;Honorarium PNS ;59835000;
1.20.1.20.11.172.002.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;58800000;Honorarium Panitia Pelaksana Kegiatan 58800000 11657169842
1.20.1.20.11.172.002.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;1035000;Honorarium Tim Pengadaan Barang dan Jasa 1035000 11657169842
1.20.1.20.11.172.002.5.2.1.06 ;Uang Piket ;35040000;
1.20.1.20.11.172.002.5.2.1.06.01 ;Uang Piket PNS ;35040000;Uang Piket PNS 35040000 11657169842
1.20.1.20.11.172.002.5.2.2 ;BELANJA BARANG DAN JASA ;3262396700;
1.20.1.20.11.172.002.5.2.2.01 ;Belanja Bahan Pakai Habis ;15600000;
1.20.1.20.11.172.002.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;15600000;Belanja  Alat Tulis Kantor 15600000 11657169842
1.20.1.20.11.172.002.5.2.2.02 ;Belanja Bahan/Material ;865000000;
1.20.1.20.11.172.002.5.2.2.02.07 ;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ;750000000;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 750000000 11657169842
1.20.1.20.11.172.002.5.2.2.02.09 ;Belanja Bahan Percontohan ;115000000;Belanja Bahan Percontohan 115000000 11657169842
1.20.1.20.11.172.002.5.2.2.03 ;Belanja Jasa Kantor ;532941797;
1.20.1.20.11.172.002.5.2.2.03.13;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film ;32700000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 32700000 11657169842
1.20.1.20.11.172.002.5.2.2.03.27 ;Belanja Jasa Penyedia /Tenaga Teknis ;500241797;Belanja Jasa Penyedia /Tenaga Teknis 500241797 11657169842
1.20.1.20.11.172.002.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;64715000;
1.20.1.20.11.172.002.5.2.2.06.01 ;Belanja Cetak ;50000000;Belanja Cetak 50000000 11657169842
1.20.1.20.11.172.002.5.2.2.06.02 ;Belanja Penggandaan ;14715000;Belanja Penggandaan 14715000 11657169842
1.20.1.20.11.172.002.5.2.2.11 ;Belanja Makanan Dan Minuman ;655089903;
1.20.1.20.11.172.002.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;655089903;Belanja Makanan Dan Minuman Rapat 655089903 11657169842
1.20.1.20.11.172.002.5.2.2.12 ;Belanja Pakaian Dinas Dan Atributnya ;291000000;
1.20.1.20.11.172.002.5.2.2.12.07 ;Belanja Pakaian Dinas Lapangan (PDL) ;291000000;Belanja Pakaian Dinas Lapangan (PDL) 291000000 11657169842
1.20.1.20.11.172.002.5.2.2.15 ;Belanja Perjalanan Dinas ;210000000; 
1.20.1.20.11.172.002.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;210000000;Belanja Perjalanan Dinas Dalam Daerah 210000000 11657169842
1.20.1.20.11.172.002.5.2.2.21 ;Belanja Jasa Konsultansi ;250000000;
1.20.1.20.11.172.002.5.2.2.21.02 ;Belanja Jasa Konsultansi Perencanaan ;250000000;Belanja Jasa Konsultansi Perencanaan 250000000 11657169842
1.20.1.20.11.172.002.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;378050000;
1.20.1.20.11.172.002.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;378050000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 378050000 11657169842
1.20.1.20.11.172.003.5.2 ;Tanggap Darurat dan Logistik Bencana ;440845000;
1.20.1.20.11.172.003.5.2.1 ;BELANJA PEGAWAI ;168395000;
1.20.1.20.11.172.003.5.2.1.01 ;Honorarium PNS ;89555000;
