Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.01 . 1.01.02 . 01 . 01,Penyediaan jasa surat menyurat,4300000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersedianya penyediaan jasa surat menyurat
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,4300000,
1.01 . 1.01.02 . 01 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,3600000,
1.01 . 1.01.02 . 01 . 01 . 5 . 2 . 2 . 01 . 04,"Belanja Perangko, Materai Dan Benda Pos",3600000,"APBD 
  Belanja Perangko, Materai dan Benda Pos1 ls x 3.600.000,00 = 3.600.000,00"
1.01 . 1.01.02 . 01 . 01 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,700000,
1.01 . 1.01.02 . 01 . 01 . 5 . 2 . 2 . 03 . 07,Belanja Paket/Pengiriman,400000,"APBD   
Biaya paket/pengiriman1 ls x 400.000,00 = 400.000,00"
1.01 . 1.01.02 . 01 . 01 . 5 . 2 . 2 . 03 . 09,Belanja cek/pajak,300000,"APBD   
Belanja transaksi keuangan1 ls x 300.000,00 = 300.000,00"
1.01 . 1.01.02 . 01 . 02,"Penyediaan jasa komunikasi, sumber daya air dan listrik",26400000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersedianya jasa telekomunikasi
Target     :  12 bulan"
1.01 . 1.01.02 . 01 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,26400000,
1.01 . 1.01.02 . 01 . 02 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,26400000,
1.01 . 1.01.02 . 01 . 02 . 5 . 2 . 2 . 03 . 01,Belanja Telepon,26400000,"APBD  
 Biaya Telepon1 ls x 26.400.000,00 = 26.400.000,00"
1.01 . 1.01.02 . 01 . 06,Penyediaan jasa pemeliharaan dan perizinan kendaraan dinas/operasional,11000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terpenuhinya perijinan kendaraan dinas
Target     :  43 kendaraan"
1.01 . 1.01.02 . 01 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,11000000,
1.01 . 1.01.02 . 01 . 06 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,11000000,
1.01 . 1.01.02 . 01 . 06 . 5 . 2 . 2 . 05 . 05,Belanja Pajak Kendaraan Bermotor,11000000,"APBD   
Belanja Pajak Kendaraan Bermotor
Biaya Perpanjangan Pajak Kendaraan Dinas1 keg x 11.000.000,00 = 11.000.000,00"
1.01 . 1.01.02 . 01 . 07,Penyediaan jasa administrasi keuangan,35798000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya pengelolaan administrasi keuangan
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 07 . 5 . 2 . 1,Belanja Pegawai,35298000,
1.01 . 1.01.02 . 01 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,35298000,
1.01 . 1.01.02 . 01 . 07 . 5 . 2 . 1 . 01 . 06,Honor Pengelola Keuangan dan Barang,35298000,"APBD   
Honor Pengelola Keuangan dan BarangPPK12 bln x 345.000,00 = 4.140.000,00
Pembantu PPK (3 orang)12 bln x 690.000,00 = 8.280.000,00
Bendahara12 bln x 316.500,00 = 3.798.000,00
Pembantu Bendahara (2 orang)12 bln x 460.000,00 = 5.520.000,00
Pengurus Gaji12 bln x 115.000,00 = 1.380.000,00
Pengurus Barang12 bln x 300.000,00 = 3.600.000,00
Pembantu Pengurus Barang12 bln x 150.000,00 = 1.800.000,00
Petugas Penyimpan Barang12 bln x 300.000,00 = 3.600.000,00
Pembantu Penyimpan Barang12 bln x 150.000,00 = 1.800.000,00
Pengelola Urusan Kepegawaian12 bln x 115.000,00 = 1.380.000,00"
1.01 . 1.01.02 . 01 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,500000,
1.01 . 1.01.02 . 01 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,500000,
1.01 . 1.01.02 . 01 . 07 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,500000,"APBD  
 Belanja Alat Tulis Kantor1 ls x 500.000,00 = 500.000,00"
1.01 . 1.01.02 . 01 . 08,Penyediaan jasa kebersihan kantor,32000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya kebutuhan peralatan kebersihan kantor
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 08 . 5 . 2 . 1,Belanja Pegawai,24000000,
1.01 . 1.01.02 . 01 . 08 . 5 . 2 . 1 . 02,Honorarium Non PNS,24000000,
1.01 . 1.01.02 . 01 . 08 . 5 . 2 . 1 . 02 . 03,Honorarium Pegawai Kontrak,24000000,"APBD   
Honorarium Pegawai Kontrak
Honor Petugas Kebersihan (2 orang)12 bulan x 2.000.000,00 = 24.000.000,00"
1.01 . 1.01.02 . 01 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,8000000,
1.01 . 1.01.02 . 01 . 08 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,8000000,
1.01 . 1.01.02 . 01 . 08 . 5 . 2 . 2 . 01 . 05,Belanja Peralatan Kebersihan Dan Bahan Pembersih,8000000,"APBD   
Belanja peralatan kebersihan1 ls x 8.000.000,00 = 8.000.000,00"
1.01 . 1.01.02 . 01 . 10,Penyediaan alat tulis kantor,29500000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya penyediaan ATK dinas
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,29500000,
1.01 . 1.01.02 . 01 . 10 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,29500000,
1.01 . 1.01.02 . 01 . 10 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,29500000,"APBD   
Belanja Alat Tulis Kantor1 ls x 29.500.000,00 = 29.500.000,00"
1.01 . 1.01.02 . 01 . 11,Penyediaan barang cetakan dan penggandaan,11000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersedianya carang cetak dan penggandaan
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,11000000,
1.01 . 1.01.02 . 01 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,11000000,
1.01 . 1.01.02 . 01 . 11 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,3000000,"APBD  
 Belanja Barang Cetakan1 tahun x 3.000.000,00 = 3.000.000,00"
1.01 . 1.01.02 . 01 . 11 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,8000000,"APBD 
  Belanja Penggandaan1 tahun x 8.000.000,00 = 8.000.000,00"
1.01 . 1.01.02 . 01 . 12,Penyediaan komponen instalasi listrik/penerangan bangunan kantor,6000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersedianya suku cadang alat listrik dan elektronik
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,6000000,
1.01 . 1.01.02 . 01 . 12 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,6000000,
1.01 . 1.01.02 . 01 . 12 . 5 . 2 . 2 . 01 . 03,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)",6000000,"APBD  
 Belanja Alat Listrik dan Elektronik1 tahun x 6.000.000,00 = 6.000.000,00"
1.01 . 1.01.02 . 01 . 14,Penyediaan peralatan rumah tangga,18200000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pembelian kebutuhan rumah tangga
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,15200000,
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,5700000,
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 2 . 01 . 09,"Belanja pembelian bendera,papan nama",5700000,"APBD   
Belanja pembelian bendera, papan nama, dll
Belanja bendera, papan nama, spanduk, dll1 thn x 5.700.000,00 = 5.700.000,00"
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 2 . 02,Belanja Bahan/Material,9500000,
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 2 . 02 . 04,Belanja Bahan Obat-Obatan,1500000,"APBD  
 Belanja bahan obat-obatanBelanja obat-obatan1 thn x 1.500.000,00 = 1.500.000,00"
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 2 . 02 . 07,Belanja Cindera Mata,5000000,"APBD  
 Belanja Cindera mata
Belanja Cindera mata (kenang-kenangan, trophy, dll)1 thn x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 2 . 02 . 12,Belanja alat-alat/perlengkapan,3000000,"APBD   
Belanja alat-alat/perlengkapan
Belanja perlengkapan sarana kerarsipan (box arsip, sekat, folder, dll)1 thn x 3.000.000,00 = 3.000.000,00"
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 3,Belanja Modal,3000000,
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 3 . 27,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor,3000000,
1.01 . 1.01.02 . 01 . 14 . 5 . 2 . 3 . 27 . 01,Belanja Modal Peralatan dan Mesin - Pengadaan Mesin Ketik,3000000,"APBD   
Belanja Pengadaan Mesin Ketik
Belanja Pengadaan Mesin Ketik2 unit x 1.500.000,00 = 3.000.000,00"
1.01 . 1.01.02 . 01 . 15,Penyediaan bahan bacaan dan peraturan perundang-undangan,6000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pembelian surat kabar dan buku perundangan
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,5040000,
1.01 . 1.01.02 . 01 . 15 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,5040000,
1.01 . 1.01.02 . 01 . 15 . 5 . 2 . 2 . 03 . 05,Belanja Surat Kabar/Majalah,5040000,"APBD   
Belanja Surat Kabar dan Majalah12 bulan x 420.000,00 = 5.040.000,00"
1.01 . 1.01.02 . 01 . 15 . 5 . 2 . 3,Belanja Modal,960000,
1.01 . 1.01.02 . 01 . 15 . 5 . 2 . 3 . 82,Belanja Modal Aset Tetap Lainnya - Pengadaan Buku,960000,
1.01 . 1.01.02 . 01 . 15 . 5 . 2 . 3 . 82 . 07,Belanja Modal Aset Tetap Lainnya - Pengadaan Buku Ilmu Pengetahuan Praktis,960000,"APBD
   Belanja buku peraturan perundang-undangan
- Belanja buku peraturan perundang-undangan1 ls x 960.000,00 = 960.000,00"
1.01 . 1.01.02 . 01 . 17,Penyediaan makanan dan minuman,50000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersedianya jamuan makan snack minum rapat
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 17 . 5 . 2 . 2,Belanja Barang dan Jasa,50000000,
1.01 . 1.01.02 . 01 . 17 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,50000000,
1.01 . 1.01.02 . 01 . 17 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,50000000,"APBD  
 Belanja Makanan dan Minuman Rapat
Belanja makan minum rapat1,650 dos x 20.000,00 = 33.000.000,00
Belanja snack minum rapat2,000 dos x 8.500,00 = 17.000.000,00"
1.01 . 1.01.02 . 01 . 18,Rapat-rapat koordinasi dan konsultasi ke luar daerah,75000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pelaksanaan perjalanan dinas luar daerah
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,75000000,
1.01 . 1.01.02 . 01 . 18 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,75000000,
1.01 . 1.01.02 . 01 . 18 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,75000000,"APBD
   Belanja Perjalanan Dinas Luar Daerah1 ls x 75.000.000,00 = 75.000.000,00"
1.01 . 1.01.02 . 01 . 19,Rapat-rapat koordinasi dan konsultasi dalam daerah,5000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terpenuhinya perjalanan untuk dalam daerah
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,5000000,
1.01 . 1.01.02 . 01 . 19 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,5000000,
1.01 . 1.01.02 . 01 . 19 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,5000000,"APBD   
Belanja Perjalanan Dinas Dalam Daerah1 ls x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.02 . 01 . 20,Penyediaan Jasa Keamanan,36000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pemenuhan jasa keamanan kantor
Target     :  1 tahun"
1.01 . 1.01.02 . 01 . 20 . 5 . 2 . 1,Belanja Pegawai,36000000,
1.01 . 1.01.02 . 01 . 20 . 5 . 2 . 1 . 02,Honorarium Non PNS,36000000,
1.01 . 1.01.02 . 01 . 20 . 5 . 2 . 1 . 02 . 03,Honorarium Pegawai Kontrak,36000000,"APBD   
Honorarium Pegawai Kontrak
Honor Petugas Keamanan Kantor (3 orang)12 bulan x 3.000.000,00 = 36.000.000,00"
1.01 . 1.01.02 . 02,Program Peningkatan Sarana dan Prasarana Aparatur,268000000,
1.01 . 1.01.02 . 02 . 22,Pemeliharaan rutin/berkala gedung kantor,20000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pemeliharaan gedung kantor
Target     :  1 paket"
1.01 . 1.01.02 . 02 . 22 . 5 . 2 . 2,Belanja Barang dan Jasa,20000000,
1.01 . 1.01.02 . 02 . 22 . 5 . 2 . 2 . 20,Belanja Pemeliharaan,20000000,
1.01 . 1.01.02 . 02 . 22 . 5 . 2 . 2 . 20 . 05,Belanja Pemeliharan Gedung dan Bangunan,20000000,"APBD  
 Belanja Pemeliharaan Gedung dan Kantor
Belanja Pemeliharaan berkala gedung kantor1 paket x 20.000.000,00 = 20.000.000,00"
1.01 . 1.01.02 . 02 . 24,Pemeliharaan rutin/berkala kendaraan dinas/operasional,170000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terpeliharanya kendaraan dinas
Target     :  44 kendaraan"
1.01 . 1.01.02 . 02 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,170000000,
1.01 . 1.01.02 . 02 . 24 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,170000000,
1.01 . 1.01.02 . 02 . 24 . 5 . 2 . 2 . 05 . 01,Belanja Jasa Service,25100000,"APBD
   Biaya servis kendaraan dinasBiaya servis kendaraan roda dua38 unit x 200.000,00 = 7.600.000,00
Biaya servis kendaraan roda empat5 unit x 3.500.000,00 = 17.500.000,00"
1.01 . 1.01.02 . 02 . 24 . 5 . 2 . 2 . 05 . 02,Belanja Penggantian Suku Cadang,32900000,"APBD   
Belanja suku cadang kendaraan dinas
Belanja suku cadang kendaraan roda dua38 unit x 300.000,00 = 11.400.000,00
Belanja suku cadang kendaraan roda empat5 unit x 4.300.000,00 = 21.500.000,00"
1.01 . 1.01.02 . 02 . 24 . 5 . 2 . 2 . 05 . 03,Belanja Bahan Bakar Minyak/Gas Dan Pelumas,112000000,"APBD  
 Belanja bahan bakar minyak dan pelumas
Belanja BBM operasional dinas1 ls x 103.500.000,00 = 103.500.000,00
Belanja pelumas1 ls x 8.500.000,00 = 8.500.000,00"
1.01 . 1.01.02 . 02 . 30,Pemeliharaan rutin/berkala Peralatan dan Perlengkapan Kantor,18000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terpeliharanya peralatan dan perlengkapan dinas
Target     :  1 tahun"
1.01 . 1.01.02 . 02 . 30 . 5 . 2 . 2,Belanja Barang dan Jasa,18000000,
1.01 . 1.01.02 . 02 . 30 . 5 . 2 . 2 . 20,Belanja Pemeliharaan,18000000,
1.01 . 1.01.02 . 02 . 30 . 5 . 2 . 2 . 20 . 04,Belanja Pemeliharan Peralatan dan Mesin,18000000,"APBD  
 Belanja pemeliharaan alat kantor
""Belanja pemeliharaan peralatan kantor Perbaikan komputer, printer, AC, mebelair, dll""1 tahun x 18.000.000,00 = 18.000.000,00"
1.01 . 1.01.02 . 02 . 34,Pengadaan Peralatan dan Perlengkapan Kantor,35000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya pengadaan peralatan dan perlengkapan kantor
Target     :  1 paket"
1.01 . 1.01.02 . 02 . 34 . 5 . 2 . 3,Belanja Modal,35000000,
1.01 . 1.01.02 . 02 . 34 . 5 . 2 . 3 . 28,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga,35000000,
1.01 . 1.01.02 . 02 . 34 . 5 . 2 . 3 . 28 . 01,Belanja Modal Peralatan dan Mesin - Pengadaan Meubelair,35000000,"APBD   
Belanja Modal Pengadaan Meubelair1 paket x 35.000.000,00 = 35.000.000,00"
1.01 . 1.01.02 . 02 . 42,Rehabilitasi sedang/berat gedung kantor,25000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terpeliharanya gedung kantor dinas
Target     :  1 paket"
1.01 . 1.01.02 . 02 . 42 . 5 . 2 . 3,Belanja Modal,25000000,
1.01 . 1.01.02 . 02 . 42 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,25000000,
1.01 . 1.01.02 . 02 . 42 . 5 . 2 . 3 . 49 . 01,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor,25000000,"APBD   
Belanja modal rehab/kontruksi1 paket x 25.000.000,00 = 25.000.000,00"
1.01 . 1.01.02 . 05,Program Peningkatan Kapasitas Sumber Daya Aparatur,94725000,
1.01 . 1.01.02 . 05 . 04,Penilaian angka kredit pejabat fungsional,94725000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya peningkatan kinerja
Target     :  700 orang"
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 1,Belanja Pegawai,0,
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 1 . 01,Honorarium PNS,0,
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,0,"APBD   
Honorarium Panitia Pelaksana Kegiatan0 Keg x 3.000.000,00 = 0,00"
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,94725000,
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1350000,
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1350000,"APBD   
Belanja Alat Tulis Kantor1 Keg x 1.350.000,00 = 1.350.000,00"
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1050000,
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1050000,"APBD   
Belanja Penggandaan / Fotocopy7,000 lb x 150,00 = 1.050.000,00"
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,600000,
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,600000,"APBD  
 Belanja Makan Minum Rapat30 dos x 20.000,00 = 600.000,00"
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",91725000,
1.01 . 1.01.02 . 05 . 04 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,91725000,"APBD  
 Jasa Narasumber/Moderator/Tenaga Ahli
Honorarium Tenaga Ahli Penilai Angka Kredit1 keg x 91.725.000,00 = 91.725.000,00"
1.01 . 1.01.02 . 06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,24003500,
1.01 . 1.01.02 . 06 . 01,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,24003500,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terwujudnya laporan kinerja dinas
Target     :  6 laporan"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 1,Belanja Pegawai,2340000,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 1 . 01,Honorarium PNS,0,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,0,"APBD   
Honor panitia pelaksana
Honor Tim Penyusun LAKIP, LPPD, LKPJ0 keg/bjj x 4.000.000,00 = 0,00
Honor Tim Penyusun Laporan Keuangan, Kepegawaian0 keg/bjj x 3.000.000,00 = 0,00
Honor Penyusun Dokumen Anggaran0 keg/bjj x 2.500.000,00 = 0,00"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 1 . 03,Uang Lembur,2340000,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,2340000,"APBD  
 Uang lembur PNSGolongan 3 dan 4120 org x 15.000,00 = 1.800.000,00
Golongan 254 org x 10.000,00 = 540.000,00"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,21663500,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,5853500,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,5853500,"APBD 
  Belanja Alat Tulis Kantor Kegiatan
Belanja Alat Tulis Kantor1 ls x 5.853.500,00 = 5.853.500,00"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,3750000,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,3750000,"APBD  
 Belanja penggandaan1 tahun x 3.750.000,00 = 3.750.000,00"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,6060000,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1600000,"APBD   
Belanja makan dan minum rapat80 dos x 20.000,00 = 1.600.000,00"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,3480000,"APBD   
Belanja makan dan minum lembur174 dos x 20.000,00 = 3.480.000,00"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,980000,"APBD  
 Belanja makan minum pelaksanaan kegiatan
Belanja makan minum kegiatan49 dos x 20.000,00 = 980.000,00"
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",6000000,
1.01 . 1.01.02 . 06 . 01 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,6000000,"APBD
   Jasa Tenaga AhliJasa Pembuat LAKIP, LPPD, LKPJ1 Bjj x 2.000.000,00 = 2.000.000,00
Jasa Pembuat Laporan Keuangan, Kepegawaian1 Bjj x 1.500.000,00 = 1.500.000,00
Jasa Pembuat Dokumen Anggaran1 Bjj x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.02 . 15,Program Pendidikan Anak Usia Dini,26633850000,
