Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,
1.06.1.06.01.01.11.5.2.3.12.004. ,Belanja modal pengadaan notebook/laptop ,35000000, Notebook 35000000.00,,
1.06.1.06.01.01.11.5.2.3.17. ,Belanja Modal Pengadaan Alat-alat Komunikasi ,6500000,,,
1.06.1.06.01.01.11.5.2.3.17.008. ,Belanja modal pengadaan sound sistem ,6500000, Pemasangan jaringan soundsystem 6500000.00,,
1.06.1.06.01.01.12. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,4486000,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.,,
1.06.1.06.01.01.12.5.2.2. ,BELANJA BARANG DAN JASA ,4486000,,,
1.06.1.06.01.01.12.5.2.2.01. ,Belanja Bahan Pakai Habis ,4486000,,,
1.06.1.06.01.01.12.5.2.2.01.005. ,Belanja peralatan kebersihan dan bahan pembersih ,4486000, pengharum ruangan 240000.00 refil pengharum ruangan 980000.00 tissue 1450000.00 pembasmi serangga 438000.00 sabun cuci tangan 150000.00 pembersih lantai 144000.00 sabun cuci piring 162000.00 sapu lantai 72000.00 sapu taman 180000.00 kemoceng 120000.00 keset lantai 165000.00 serbet 75000.00 kanebo 160000.00 keranjang sampah 150000.00,,
1.06.1.06.01.01.13. ,PENYEDIAAN BAHAN BACAAN DAN PERATURAN ,3780000,Lokasi Kegiatan: BAPPEDA PERUNDANG-UNDANGAN,, Sumber Dana: PAD.  DAU.
1.06.1.06.01.01.13.5.2.2. ,BELANJA BARANG DAN JASA ,3780000,,,
1.06.1.06.01.01.13.5.2.2.03. ,Belanja Jasa Kantor ,3780000,,,
1.06.1.06.01.01.13.5.2.2.03.005. ,Belanja surat kabar/majalah ,3780000, Belanja surat kabar (3 surat kabar) 3780000.00,,
1.06.1.06.01.01.15. ,PENYEDIAAN MAKANAN DAN MINUMAN ,16650000,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.,,
1.06.1.06.01.01.15.5.2.2. ,BELANJA BARANG DAN JASA ,16650000,,,
1.06.1.06.01.01.15.5.2.2.11. ,Belanja Makanan dan Minuman ,16650000,,,
1.06.1.06.01.01.15.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,10050000, Minum snack rapat 4050000.00 Makan minum rapat 6000000.00,,
1.06.1.06.01.01.15.5.2.2.11.003. ,Belanja makanan dan minuman tamu ,6600000, Minum snack tamu 1800000.00 Makan minum tamu 4800000.00,,
1.06.1.06.01.01.16. ,RAPAT-RAPAT KOORDINASI DAN KONSULTASI KE ,95250000,Lokasi Kegiatan: Kab Gunungkidul. DIY. Luar DIY di P Jawa. Jabotetabek. Luar PJawa LUAR DAERAH,, Sumber Dana: PAD.  DAU.
1.06.1.06.01.01.16.5.2.2. ,BELANJA BARANG DAN JASA ,95250000,,,
1.06.1.06.01.01.16.5.2.2.15. ,Belanja Perjalanan Dinas ,95250000,,,
1.06.1.06.01.01.16.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,10350000, Wil Kab GK 3400000.00 Gol IV 1800000.00 Gol III 1000000.00 Gol II 600000.00 Wil DIY 6950000.00 Gol IV 3850000.00 Gol III 2100000.00 Gol II 1000000.00,,
1.06.1.06.01.01.16.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,84900000, Wil Luar DIY di PJawa 17140000.00 Uang harian 8600000.00 Uang taksi 2600000.00 Uang penginapan 5940000.00 Eselon II 1500000.00 Gol IV 2400000.00 Gol III 900000.00 Gol II 750000.00 Uang representasi 390000.00 Wil Jabodetabek 30760000.00 Uang harian 14840000.00 Uang taksi 4760000.00 Penginapan 9600000.00 Eselon II 6000000.00 Gol IV 2400000.00 Gol III 1200000.00 Uang representasi 1560000.00 Wil Luar Jawa 12000000.00 Uang harian 4320000.00 Uang taksi 2700000.00 Uang penginapan 4200000.00 Eselon II 3000000.00 Gol IV 1200000.00 Uang representasi 780000.00 Tiket 25000000.00,,
1.06.1.06.01.01.17. ,PENYEDIAAN JASA TENAGA ,38400000,Lokasi Kegiatan: BAPPEDA ADMINISTRASI/TEKNIK PERKANTORAN,, Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.06.1.06.01.01.17.5.2.2. ,BELANJA BARANG DAN JASA ,38400000,,,
1.06.1.06.01.01.17.5.2.2.03. ,Belanja Jasa Kantor ,21900000,,,
1.06.1.06.01.01.17.5.2.2.03.006. ,Belanja jasa tenaga harian lepas/upah tenaga ,21900000, Penjaga Malam (2 orang) 21900000.00,,
1.06.1.06.01.01.17.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,16500000,,,
1.06.1.06.01.01.17.5.2.2.23.002. ,Belanja jasa tenaga ahli ,16500000, Asisten ahli pemelihara jaringan internet dan komputer (1 orang) 16500000.00,,
1.06.1.06.01.01.18. ,PENDATAAN DAN PENGELOLAAN ARSIP SKPD ,45500000,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.,,
1.06.1.06.01.01.18.5.2.1. ,BELANJA PEGAWAI ,500000,,,
1.06.1.06.01.01.18.5.2.1.01. ,Honorarium PNS ,500000,,,
1.06.1.06.01.01.18.5.2.1.01.002. ,Honorarium Panitia Pengadaan Barang dan Jasa ,500000, Pejabat pengadaan 300000.00 Pejabat penerima 200000.00,,
1.06.1.06.01.01.18.5.2.2. ,BELANJA BARANG DAN JASA ,45000000,,,
1.06.1.06.01.01.18.5.2.2.19. ,Belanja Jasa Konsultan ,45000000,,,
1.06.1.06.01.01.18.5.2.2.19.001. ,Belanja Jasa Konsultan Perencana ,45000000, Pembuatan Aplikasi DIOS (Modul Kepegawaian dan Modul Sarana dan Prasarana) 45000000.00,,
1.06.1.06.01.02. ,PROGRAM PENINGKATAN SARANA DAN ,253061500, PRASARANA APARATUR,,
1.06.1.06.01.02.05. ,PENGADAAN PERLENGKAPAN GEDUNG KANTOR ,27000000,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.,,
1.06.1.06.01.02.05.5.2.3. ,BELANJA  MODAL ,27000000,,,
1.06.1.06.01.02.05.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan Kantor ,13000000,,,
1.06.1.06.01.02.05.5.2.3.11.018. ,Belanja modal CCTV ,13000000, CCTV beserta jaringannya 13000000.00,,
1.06.1.06.01.02.05.5.2.3.13. ,Belanja Modal Pengadaan Mebeulair ,14000000,,,
1.06.1.06.01.02.05.5.2.3.13.009. ,Belanja modal pengadaan rak ,14000000, Level panggung RR Barat dan RR Tengah 14000000.00,,
1.06.1.06.01.02.08. ,PENGADAAN MEBELAIR ,35000000,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.,,
1.06.1.06.01.02.08.5.2.3. ,BELANJA  MODAL ,35000000,,,
1.06.1.06.01.02.08.5.2.3.13. ,Belanja Modal Pengadaan Mebeulair ,35000000,,,
1.06.1.06.01.02.08.5.2.3.13.001. ,Belanja modal pengadaan meja kerja ,35000000, Belanja modal pengadaan set meja pelayanan 35000000.00,,
1.06.1.06.01.02.10. ,PEMELIHARAAN RUTIN/BERKALA GEDUNG KANTOR ,83361500,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.,,
1.06.1.06.01.02.10.5.2.2. ,BELANJA BARANG DAN JASA ,83361500,,,
1.06.1.06.01.02.10.5.2.2.02. ,Belanja Bahan/Material ,65227500,,,
1.06.1.06.01.02.10.5.2.2.02.001. ,Belanja bahan baku bangunan ,65227500, Pengecatan Gedung Kantor 6250000.00 Cat tembok pagar1500000.00 Cat tembok ruangan1000000.00 Cat kayu900000.00  Cat besi900000.00 Thinner250000.00 Kuas125000.00 Scrap75000.00 Dempul900000.00  Amplas600000.00 Pemasangan Plafond 5940000.00 Paku dan Mur/baut140000.00 Rangka kayu3600000.00 Board dan list1700000.00 Material pendukung500000.00 Perbaikan keramik lantai 3700000.00 Keramik lantai1100000.00 Pasir1600000.00  Semen750000.00 Alat bantu pertukangan250000.00 Pemeliharaan Taman 35200000.00 Pupuk kandang1200000.00 Media tanam1000000.00 Batu alam/ornamen taman15000000.00 Pilar Semen4000000.00 Pot tanaman6000000.00  tanaman hias8000000.00 Pemeliharaan Jaringan air dan talang 5237500.00  Pipa talang air 150mm 2400000.00  Paku87500.00 Batu bata750000.00 Semen300000.00 Pasir200000.00 Material pendukung1500000.00 Pemasangan Wall Paper 8900000.00 Wall paper8100000.00 Lem dinding600000.00 Material pendukung200000.00,,
1.06.1.06.01.02.10.5.2.2.03. ,Belanja Jasa Kantor ,9734000,,,
1.06.1.06.01.02.10.5.2.2.03.006. ,Belanja jasa tenaga harian lepas/upah tenaga ,9734000, Pengecatan Gedung Kantor 3630000.00 Tukang Cat tembok pagar2200000.00 Tukang Cat tembok gedung. kayu. besi1430000.00 Pemasangan Plafond 1056000.00 Tukang kayu1056000.00 Perbaikan Keramik Lantai 1030000.00 Tukang Batu550000.00 Asisten Tukang Batu480000.00 Pemeliharaan Taman 1340000.00 Tukang taman1340000.0 Pemeliharaan Jaringan Air dan Talang 1606000.00 Tukang kayu1056000.00 Tukang Batu550000.00 Pemasangan Wall Paper 1072000.00 Tukang pasang wall paper 1072000.00,,
1.06.1.06.01.02.10.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,8400000, kantor,,
1.06.1.06.01.02.10.5.2.2.18.002. ,Belanja pemeliharaan perlengkapan kantor ,8400000, Pemeliharaan Pendingin Udara (AC) 8400000.00,,
1.06.1.06.01.02.11. ,PEMELIHARAAN RUTIN/BERKALA KENDARAAN ,107700000,Lokasi Kegiatan: BAPPEDA DINAS/OPERASIONAL,, Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.06.1.06.01.02.11.5.2.2. ,BELANJA BARANG DAN JASA ,107700000,,,
1.06.1.06.01.02.11.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,107700000,,,
1.06.1.06.01.02.11.5.2.2.05.001. ,Belanja pemeliharaan kendaraan ,32800000, Belanja servis. suku cadang. accu. ban roda 4 22000000.00 Belanja servis. suku cadang. accu. ban roda 2 10800000.00,,
1.06.1.06.01.02.11.5.2.2.05.003. ,Belanja Bahan Bakar Minyak dan Pelumas ,74900000, BBM dan oli kendaraan roda 4 56000000.00 BBM dan oli kendaraan roda 2 18900000.00,,
1.06.1.06.01.03. ,PROGRAM PENINGKATAN DISIPLIN APARATUR ,3486500,,,
1.06.1.06.01.03.02. ,PENATALAKSANAAN KEPEGAWAIAN SKPD ,3486500,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.,,
1.06.1.06.01.03.02.5.2.2. ,BELANJA BARANG DAN JASA ,3486500,,,
1.06.1.06.01.03.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,382500,,,
1.06.1.06.01.03.02.5.2.2.01.001. ,Belanja alat tulis kantor ,382500, Kertas HVS 70gr Folio 112500.00 Refil toner 125000.00 Stopmap 40000.00 Stopmap plastik 105000.00,,
1.06.1.06.01.03.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,354000,,,
1.06.1.06.01.03.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,354000, Fotocopy 294000.00 Jilid 60000.00,,
1.06.1.06.01.03.02.5.2.2.11. ,Belanja Makanan dan Minuman ,2750000,,,
1.06.1.06.01.03.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,2750000, Minum snack rapat 750000.00 Makan minum rapat 2000000.00,,
1.06.1.06.01.04. ,PROGRAM PENINGKATAN KAPASITAS SUMBER ,20000000, DAYA APARATUR,,
1.06.1.06.01.04.01. ,PENDIDIKAN DAN PELATIHAN FORMAL ,20000000,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.,,
1.06.1.06.01.04.01.5.2.1. ,BELANJA PEGAWAI ,20000000,,,
1.06.1.06.01.04.01.5.2.1.05. ,Belanja Kursus^ Pelatihan^Sosialisasi^ dan ,20000000, Bimbingan Teknis PN,,
1.06.1.06.01.04.01.5.2.1.05.001. ,Belanja Kursus-kursus singkat/pelatihan ,20000000, Pengiriman peserta kursus. pelatihan. bimtek 16000000.00 Uang saku 4000000.00,,
1.06.1.06.01.05. ,PROGRAM PENINGKATAN PENGEMBANGAN SISTEM ,37678600, PELAPORAN CAPAIAN KINERJA DAN KEUANGAN,,
1.06.1.06.01.05.01. ,PENYUSUNAN LAPORAN CAPAIAN KINERJA DAN ,1465500,Lokasi Kegiatan: BAPPEDA IKHTISAR REALISASI KINERJA SKPD,, Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.06.1.06.01.05.01.5.2.2. ,BELANJA BARANG DAN JASA ,1465500,,,
1.06.1.06.01.05.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,240500,,,
1.06.1.06.01.05.01.5.2.2.01.001. ,Belanja alat tulis kantor ,240500, Kertas HVS 70gr Folio 37500.00 Refil toner 125000.00 Binder clip sedang 28000.00 CDR 50000.00,,
1.06.1.06.01.05.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,400000,,,
1.06.1.06.01.05.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,400000, Fotocopy 250000.00 Jilid 150000.00,,
1.06.1.06.01.05.01.5.2.2.11. ,Belanja Makanan dan Minuman ,825000,,,
1.06.1.06.01.05.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,825000, Minum snack rapat 225000.00 Minum makan rapat 600000.00,,
1.06.1.06.01.05.02. ,PENYUSUNAN PELAPORAN KEUANGAN SEMESTERAN ,500500,Lokasi Kegiatan: BAPPEDA Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.,,
1.06.1.06.01.05.02.5.2.2. ,BELANJA BARANG DAN JASA ,500500,,,
1.06.1.06.01.05.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,228500,,,
1.06.1.06.01.05.02.5.2.2.01.001. ,Belanja alat tulis kantor ,228500, Kertas HVS Folio 37500.00 Kertas HVS Kuarto 66000.00 Refil toner 125000.00,,
1.06.1.06.01.05.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,272000,,,
1.06.1.06.01.05.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,272000, Fotocopy 212000.00 Jilid 60000.00,,
1.06.1.06.01.05.03. ,PENYUSUNAN PELAPORAN KEUANGAN AKHIR ,1585100,Lokasi Kegiatan: BAPPEDA TAHUN,, Sumber Dana: PAD.  DAU.
1.06.1.06.01.05.03.5.2.2. ,BELANJA BARANG DAN JASA ,1585100,,,
1.06.1.06.01.05.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,385100,,,
1.06.1.06.01.05.03.5.2.2.01.001. ,Belanja alat tulis kantor ,385100, Kertas HVS 70gr Folio 112500.00 Kertas HVS 70gr Kuarto 66000.00 Refil toner 125000.00 Binder clip 21600.00 Pensil 60000.00,,
1.06.1.06.01.05.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,500000,,,
1.06.1.06.01.05.03.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,500000, Fotocopy 250000.00 Jilid 250000.00,,
1.06.1.06.01.05.03.5.2.2.11. ,Belanja Makanan dan Minuman ,700000,,,
1.06.1.06.01.05.03.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,700000, Minum snack rapat 300000.00 Makan minum rapat 400000.00,,
1.06.1.06.01.05.04. ,PENYUSUNAN PELAPORAN KEUANGAN ,34127500,Lokasi Kegiatan: BAPPEDA BULANAN/SPJ,, Sumber Dana: PAD.  DAU.
1.06.1.06.01.05.04.5.2.1. ,BELANJA PEGAWAI ,27300000,,,
1.06.1.06.01.05.04.5.2.1.01. ,Honorarium PNS ,27300000,,,
1.06.1.06.01.05.04.5.2.1.01.003. ,Honorarium Bendahara/Pembantu ,27300000, Bendaraha/ppk-skpd/pembantu ppk-skpd,, Bendahara pengeluaran 3000000.00 Pembantu bendahara pengeluaran (3 orang) 7200000.00 Pengurus barang 3000000.00 Penyimpan barang 3000000.00 Pembantu penyimpan barang 2400000.00 PPK SKPD 3300000.00 Pembantu PPK SKPD (2 orang) 5400000.00
1.06.1.06.01.05.04.5.2.2. ,BELANJA BARANG DAN JASA ,6827500,,,
1.06.1.06.01.05.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,4487500,,,
1.06.1.06.01.05.04.5.2.2.01.001. ,Belanja alat tulis kantor ,1187500, Kertas HVS 70gr Folio 187500.00 Toner printer 750000.00 Refil toner 250000.00,,
1.06.1.06.01.05.04.5.2.2.01.004. ,Belanja perangko/meterai ,3300000, Materai 6000 1800000.00 Materai 3000 1500000.00,,
1.06.1.06.01.05.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2340000,,,
1.06.1.06.01.05.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2340000, Fotocopy 2240000.00 Jilid 100000.00,,
1.06.1.06.01.06. ,PROGRAM PENINGKATAN KUALITAS PELAYANAN ,27942000, PUBLIK,,
1.06.1.06.01.06.01. ,PENGELOLAAN DATA DAN SISTEM INFORMASI ,22257000,Lokasi Kegiatan: BAPPEDA SKPD,, Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.06.1.06.01.06.01.5.2.1. ,BELANJA PEGAWAI ,320000,,,
1.06.1.06.01.06.01.5.2.1.03. ,Uang Lembur ,320000,,,
1.06.1.06.01.06.01.5.2.1.03.001. ,Uang Lembur PNS ,320000, Uang lembur petugas jaga pameran (4 shift X 2 orang) 160000.00 Uang lembur petugas jaga malam pameran (4 shift x 2 orang) 160000.00,,
1.06.1.06.01.06.01.5.2.2. ,BELANJA BARANG DAN JASA ,21937000,,,
1.06.1.06.01.06.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,268000,,,
1.06.1.06.01.06.01.5.2.2.01.001. ,Belanja alat tulis kantor ,268000, Kertas HVS 70gr Folio 37500.00 CDR 150000.00 Kertas HVS 70gr kuarto 33000.00 CD Case 30000.00 Stopmap plastik 17500.00,,
1.06.1.06.01.06.01.5.2.2.02. ,Belanja Bahan/Material ,3930000,,,
1.06.1.06.01.06.01.5.2.2.02.001. ,Belanja bahan baku bangunan ,3930000, Dekorasi pameran 3930000.00 Cetak backdrop 2500000.00 Rangka kayu 1400000.00 Paku 30000.00,,
1.06.1.06.01.06.01.5.2.2.03. ,Belanja Jasa Kantor ,384000,,,
1.06.1.06.01.06.01.5.2.2.03.006. ,Belanja jasa tenaga harian lepas/upah tenaga ,384000, Upah tenaga bongkar dan pasang stand pameran 384000.00,,
1.06.1.06.01.06.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,12775000,,,
1.06.1.06.01.06.01.5.2.2.06.001. ,Belanja Cetak ,12375000, Cetak leaflet 1650000.00 Cetak sticker 525000.00 Cetak buku profil 10200000.00,,
