Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,
2.01.2.01.01.01.13.5.2.3. ,BELANJA  MODAL ,78900000,,
2.01.2.01.01.01.13.5.2.3.12. ,Belanja Modal Pengadaan Komputer ,78900000,,
2.01.2.01.01.01.13.5.2.3.12.04. ,Belanja modal pengadaan note book ,71900000,Belanja modal pengadaan note book 71900000.00  Pengadaan notebook 71500000.00 Honorarium pejabat pengadaan 200000.00 Honorarium pejabat penerima 200000.00,
2.01.2.01.01.01.13.5.2.3.12.08. ,Belanja modal pengadaan UPS/Stabilizer ,3500000,Belanja modal pengadaan UPS/Stabilizer 3500000.00  Pengadaan UPS Stabilizer 3500000.00,
2.01.2.01.01.01.13.5.2.3.12.09. ,Belanja modal pengadaan kelengkapan komputer ( ,3500000,Belanja modal pengadaan kelengkapan komputer ( flsh 3500000.00  flsh disk^mouse^keyboard^hardisk^speaker) disk.mouse.keyboard.hardisk.speaker) Hardisk Eksternal 3200000.00 Pointer Mouse 300000.00 ,
2.01.2.01.01.01.14. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,29300000,,
2.01.2.01.01.01.14.5.2.2. ,BELANJA BARANG DAN JASA ,6000000,,
2.01.2.01.01.01.14.5.2.2.01. ,Belanja Bahan Pakai Habis ,6000000,,
2.01.2.01.01.01.14.5.2.2.01.05. ,Belanja peralatan kebersihan dan bahan ,6000000,Belanja peralatan kebersihan dan bahan pembersih 6000000.00  pembersih  Belanja Alat-alat kebersihan dan bahan pembersih 6000000.00 ,
2.01.2.01.01.01.14.5.2.3. ,BELANJA  MODAL ,23300000,,
2.01.2.01.01.01.14.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan ,4800000, Kantor,
2.01.2.01.01.01.14.5.2.3.11.09. ,Belanaj Modal Mesin pompa air ,4800000,Belanaj Modal Mesin pompa air 4800000.00  Pembelian Vaccum High Pressure 2500000.00 Pembelian selang air 300000.00 Pembelian Vaccum Cleaner 2000000.00,
2.01.2.01.01.01.14.5.2.3.14. ,Belanja Modal Pengadaan Peralatan Dapur ,3500000,,
2.01.2.01.01.01.14.5.2.3.14.04. ,Belanja modal pengadaan dispenser ,3500000,Belanja modal pengadaan dispenser 3500000.00  Pengadaan dispenser 3500000.00,
2.01.2.01.01.01.14.5.2.3.32. ,Belanja Modal Pengadaan Perlengkapan dan ,15000000, Peralatan Pertanian,
2.01.2.01.01.01.14.5.2.3.32.04. ,Belanja modal pengadaan penampungan air ,15000000,Belanja modal pengadaan penampungan air 15000000.00  Pembuatan Bak Penampungan Air 15000000.00,
2.01.2.01.01.01.15. ,PENYEDIAAN BAHAN BACAAN DAN ,4000000, PERATURAN PERUNDANG-UNDANGAN,
2.01.2.01.01.01.15.5.2.2. ,BELANJA BARANG DAN JASA ,4000000,,
2.01.2.01.01.01.15.5.2.2.03. ,Belanja Jasa Kantor ,4000000,,
2.01.2.01.01.01.15.5.2.2.03.05. ,Belanja surat kabar/majalah ,4000000,Belanja surat kabar/majalah 4000000.00  Belanja surat kabar nasional. surat kabar lokal dan majalah 3000000.00 Belanja Buku Peraturan Perundangan 1000000.00,
2.01.2.01.01.01.17. ,PENYEDIAAN MAKANAN DAN MINUMAN ,11375000,,
2.01.2.01.01.01.17.5.2.2. ,BELANJA BARANG DAN JASA ,11375000,,
2.01.2.01.01.01.17.5.2.2.11. ,Belanja Makanan dan Minuman ,11375000,,
2.01.2.01.01.01.17.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,5875000,Belanja makanan dan minuman rapat 5875000.00  Belanja snack minum rapat 1875000.00 Belanja makan. minum 4000000.00,
2.01.2.01.01.01.17.5.2.2.11.03. ,Belanja makanan dan minuman tamu ,5500000,Belanja makanan dan minuman tamu 5500000.00  Belanja Minum. snack 1500000.00 Belanja Makan. minum 4000000.00,
2.01.2.01.01.01.18. ,RAPAT-RAPAT KOORDINASI DAN ,83310000, KONSULTASI KE LUAR DAERAH,
2.01.2.01.01.01.18.5.2.2. ,BELANJA BARANG DAN JASA ,83310000,,
2.01.2.01.01.01.18.5.2.2.15. ,Belanja Perjalanan Dinas ,83310000,,
2.01.2.01.01.01.18.5.2.2.15.01. ,Belanja perjalanan dinas dalam daerah ,6210000,Belanja perjalanan dinas dalam daerah 6210000.00  Perjalanan dinas dalam kabupaten 3250000.00 Golongan IV 900000.00 Golongan III 1400000.00 Golongan II 600000.00 Golongan I 350000.00 Perjalanan dinas ke Provinsi DIY 2960000.00 Golongan IV 1260000.00 Golongan III 1200000.00 Golongan II 500000.00,
2.01.2.01.01.01.18.5.2.2.15.02. ,Belanja perjalanan dinas luar daerah ,77100000,Belanja perjalanan dinas luar daerah 77100000.00  Perjalanan dinas ke Jabodetabek dan Banten 29050000.00 Eselon II 8550000.00 Golongan IV 7200000.00 Golongan III 6300000.00 Tiket 7000000.00 Perjalanan dinas ke luar provinsi DIY dalam pulau jawa selain jabodetabek 17750000.00 dan banten Eselon II 4650000.00 Golongan IV 4200000.00 Golongan III 3900000.00 Tiket 5000000.00 Perjalanan dinas luar jawa 29000000.00 Eselon II 5500000.00 Golongan IV 4500000.00 Golongan III 4000000.00 Tiket 15000000.00 Representasi 1300000.00,
2.01.2.01.01.02. ,PROGRAM PENINGKATAN SARANA DAN ,465250000, PRASARANA APARATUR,
2.01.2.01.01.02.07. ,PENGADAAN PERLENGKAPAN GEDUNG ,38000000, KANTOR,
2.01.2.01.01.02.07.5.2.2. ,BELANJA BARANG DAN JASA ,18000000,,
2.01.2.01.01.02.07.5.2.2.02. ,Belanja Bahan/Material ,18000000,,
2.01.2.01.01.02.07.5.2.2.02.18. ,Belanja Gordyn ,18000000,Belanja Gordyn 18000000.00  Pengadaan vertical bind 18000000.00,
2.01.2.01.01.02.07.5.2.3. ,BELANJA  MODAL ,20000000,,
2.01.2.01.01.02.07.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan ,20000000, Kantor,
2.01.2.01.01.02.07.5.2.3.11.07. ,Belanja modal AC ,20000000,Belanja modal AC 20000000.00  Pembelian AC 16000000.00 Pembelian Air Cooler 4000000.00,
2.01.2.01.01.02.10. ,PENGADAAN MEBELAIR ,152400000,,
2.01.2.01.01.02.10.5.2.3. ,BELANJA  MODAL ,152400000,,
2.01.2.01.01.02.10.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan ,122400000, Kantor,
2.01.2.01.01.02.10.5.2.3.11.02. ,Belanja modal pengadaan almari ,122400000,Belanja modal pengadaan almari 122400000.00  Pengadaan almari arsip (mobile file system) 110000000.00 Pengadaan almari besi kaca (model 1/2) 12000000.00 Honorarium Pejabat Pengadaan 200000.00 Honorarium Pejabat Penerima 200000.00,
2.01.2.01.01.02.10.5.2.3.13. ,Belanja Modal Pengadaan Mebeulair ,30000000,,
2.01.2.01.01.02.10.5.2.3.13.01. ,Belanja modal pengadaan meja kerja ,12000000,Belanja modal pengadaan meja kerja 12000000.00  Pembelian meja kerja 12000000.00,
2.01.2.01.01.02.10.5.2.3.13.02. ,Belanja modal pengadaan meja rapat ,18000000,Belanja modal pengadaan meja rapat 18000000.00  Pembelian meja rapat 18000000.00,
2.01.2.01.01.02.22. ,PEMELIHARAAN RUTIN/BERKALA GEDUNG ,147700000, KANTOR,
2.01.2.01.01.02.22.5.2.3. ,BELANJA  MODAL ,147700000,,
2.01.2.01.01.02.22.5.2.3.24. ,Belanja Modal Pengadaan Penerangan ,52300000, Jalan^Taman dan Hutan Kota,
2.01.2.01.01.02.22.5.2.3.24.05. ,Belanja modal pembangunan taman ,52300000,Belanja modal pembangunan taman 52300000.00  Pembangunan taman 50000000.00 Konsultan Perencana 2000000.00 Pejabat Pengadaan 150000.00 Pejabat Penerima 150000.00,
2.01.2.01.01.02.22.5.2.3.26. ,Belanja Modal Pengadaan ,95400000, Konstruksi/Pembelian Bangunan,
2.01.2.01.01.02.22.5.2.3.26.01. ,Belanja modal pengadaan konstruksi/pembelian ,95400000,Belanja modal pengadaan konstruksi/pembelian bangunan gedung kantor 95400000.00  bangunan gedung kantor  Pembangunan kamar mandi 20000000.00 Pembangunan gudang 75000000.00 Pejabat Pengadaan 200000.00 Pejabat Penerima 200000.00 ,
2.01.2.01.01.02.24. ,PEMELIHARAAN RUTIN/BERKALA ,127150000, KENDARAAN DINAS/OPERASIONAL,
2.01.2.01.01.02.24.5.2.2. ,BELANJA BARANG DAN JASA ,127150000,,
2.01.2.01.01.02.24.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,127150000,,
2.01.2.01.01.02.24.5.2.2.05.01. ,Belanja pemeliharaan kendaraan ,55500000,Belanja pemeliharaan kendaraan 55500000.00  Reparasi dan penggantian suku cadang kendaraan roda empat bensin 5000000.00 Reparasi dan penggantian suku cadang kendaraan roda empat solar 2500000.00 Servis kendaraan roda empat bensin 2000000.00 Servis kendaraan roda empat solar 1000000.00 Penggantian ban dan aki kendaraan roda empat bensin 4800000.00 Penggantian ban dan aki kendaraan roda empat solar 2600000.00 Reparasi dan penggantian suku cadang kendaraan roda dua 13800000.00 Servis kendaraan roda dua 4600000.00 Penggantian ban dan aki kendaraan roda dua 18400000.00 Reparasi dan penggantian suku cadang kendaraan roda tiga 300000.00 Servis kendaraan roda tiga 100000.00 Penggantian ban dan aki kendaraan roda tiga 400000.00,
2.01.2.01.01.02.24.5.2.2.05.03. ,Belanja Bahan Bakar Minyak/Gas dan Pelumas ,71650000,Belanja Bahan Bakar Minyak/Gas dan Pelumas  71650000.00 Pembelian BBM dan pelumas kendaraan roda empat bensin 28800000.00 Pembelian BBM dan pelumas kendaraan roda empat solar 7600000.00 Pembelian BBM dan pelumas kendaraan roda dua 34500000.00 Pembelian BBM dan pelumas kendaraan roda tiga 750000.00,
2.01.2.01.01.05. ,PROGRAM PENINGKATAN KAPASITAS ,27530000, SUMBER DAYA APARATUR,
2.01.2.01.01.05.01. ,PENDIDIKAN DAN PELATIHAN FORMAL ,25000000,,
2.01.2.01.01.05.01.5.2.1. ,BELANJA PEGAWAI ,25000000,,
2.01.2.01.01.05.01.5.2.1.05. ,Belanja Kursus^ Pelatihan^Sosialisasi^ dan ,25000000, Bimbingan Teknis PN,
2.01.2.01.01.05.01.5.2.1.05.01. ,Belanja Kursus-kursus singkat/pelatihan ,25000000,Belanja Kursus-kursus singkat/pelatihan 25000000.00  Belanja Pelatihan. Sosialisasi dan Bimbingan Teknis 25000000.00,
2.01.2.01.01.05.05. ,PENYUSUNAN ANALISIS BEBAN KERJA ,2530000,,
2.01.2.01.01.05.05.5.2.1. ,BELANJA PEGAWAI ,1350000,,
2.01.2.01.01.05.05.5.2.1.01. ,Honorarium PNS ,1350000,,
2.01.2.01.01.05.05.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,1350000,Honorarium Tim Pelaksana Kegiatan 1350000.00  Honorarium Tim Penyusun Analisis Beban Kerja 1350000.00 Ketua 250000.00 Sekretaris 200000.00 Anggota 900000.00,
2.01.2.01.01.05.05.5.2.2. ,BELANJA BARANG DAN JASA ,1180000,,
2.01.2.01.01.05.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,
2.01.2.01.01.05.05.5.2.2.01.01. ,Belanja alat tulis kantor ,500000,Belanja alat tulis kantor 500000.00  ATK Kegiatan 500000.00,
2.01.2.01.01.05.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,500000,,
2.01.2.01.01.05.05.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,500000,Belanja Penggandaan/Foto copy 500000.00  Fotokopi 500000.00,
2.01.2.01.01.05.05.5.2.2.11. ,Belanja Makanan dan Minuman ,180000,,
2.01.2.01.01.05.05.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,180000,Belanja makanan dan minuman rapat 180000.00  Minum. Snack Rapat 180000.00,
2.01.2.01.01.06. ,PROGRAM PENINGKATAN PENGEMBANGAN ,6600000, SISTEM PELAPORAN CAPAIAN KINERJA DAN  KEUANGAN ,
2.01.2.01.01.06.01. ,PENYUSUNAN LAPORAN CAPAIAN KINERJA ,1500000, DAN IKHTISAR REALISASI KINERJA SKPD,
2.01.2.01.01.06.01.5.2.2. ,BELANJA BARANG DAN JASA ,1500000,,
2.01.2.01.01.06.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,
2.01.2.01.01.06.01.5.2.2.01.01. ,Belanja alat tulis kantor ,500000,Belanja alat tulis kantor 500000.00  Belanja ATK 500000.00,
2.01.2.01.01.06.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,500000,,
2.01.2.01.01.06.01.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,500000,Belanja Penggandaan/Foto copy 500000.00  Fotokopi dan penjilidan 500000.00,
2.01.2.01.01.06.01.5.2.2.11. ,Belanja Makanan dan Minuman ,500000,,
2.01.2.01.01.06.01.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,500000,Belanja makanan dan minuman rapat 500000.00  Makan.minum.snack rapat 500000.00,
2.01.2.01.01.06.02. ,PENYUSUNAN PELAPORAN KEUANGAN ,500000, SEMESTERAN,
2.01.2.01.01.06.02.5.2.2. ,BELANJA BARANG DAN JASA ,500000,,
2.01.2.01.01.06.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,250000,,
2.01.2.01.01.06.02.5.2.2.01.01. ,Belanja alat tulis kantor ,250000,Belanja alat tulis kantor 250000.00  Belanja ATK 250000.00,
2.01.2.01.01.06.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,250000,,
2.01.2.01.01.06.02.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,250000,Belanja Penggandaan/Foto copy 250000.00  Fotokopi dan penjilidan 250000.00,
2.01.2.01.01.06.04. ,PENYUSUNAN PELAPORAN KEUANGAN ,1000000, AKHIR TAHUN,
2.01.2.01.01.06.04.5.2.2. ,BELANJA BARANG DAN JASA ,1000000,,
2.01.2.01.01.06.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,
2.01.2.01.01.06.04.5.2.2.01.01. ,Belanja alat tulis kantor ,500000,Belanja alat tulis kantor 500000.00  Belanja ATK 500000.00,
2.01.2.01.01.06.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,500000,,
2.01.2.01.01.06.04.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,500000,Belanja Penggandaan/Foto copy 500000.00  Fotokopi dan penjilidan 500000.00,
2.01.2.01.01.06.05. ,PENYUSUNAN PELAPORAN KEUANGAN ,3600000, BULANAN/SPJ,
2.01.2.01.01.06.05.5.2.1. ,BELANJA PEGAWAI ,3000000,,
2.01.2.01.01.06.05.5.2.1.01. ,Honorarium PNS ,3000000,,
2.01.2.01.01.06.05.5.2.1.01.07. ,Honorarium Operator SIPKD ,3000000,Honorarium Operator SIPKD 3000000.00  Honorarium Operator SIPKD 3000000.00,
2.01.2.01.01.06.05.5.2.2. ,BELANJA BARANG DAN JASA ,600000,,
2.01.2.01.01.06.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,300000,,
2.01.2.01.01.06.05.5.2.2.01.01. ,Belanja alat tulis kantor ,300000,Belanja alat tulis kantor 300000.00  Belanja ATK 300000.00,
2.01.2.01.01.06.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,300000,,
2.01.2.01.01.06.05.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,300000,Belanja Penggandaan/Foto copy 300000.00  Fotokopi 300000.00,
2.01.2.01.01.09. ,PROGRAM PENINGKATAN KUALITAS ,83615000, PELAYANAN PUBLIK,
2.01.2.01.01.09.01. ,PENGELOLAAN DATA DAN SISTEM ,49250000, INFORMASI SKPD,
2.01.2.01.01.09.01.5.2.1. ,BELANJA PEGAWAI ,9650000,,
2.01.2.01.01.09.01.5.2.1.01. ,Honorarium PNS ,9650000,,
2.01.2.01.01.09.01.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,9650000,Honorarium Tim Pelaksana Kegiatan 9650000.00  Honorarium Tim Pengelolaan Data dan Sistem Informasi Pertanian 9650000.00 Penanggungjawab 600000.00 Ketua 550000.00 Sekretaris 500000.00 Anggota 8000000.00,
2.01.2.01.01.09.01.5.2.2. ,BELANJA BARANG DAN JASA ,39600000,,
2.01.2.01.01.09.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,5300000,,
2.01.2.01.01.09.01.5.2.2.01.01. ,Belanja alat tulis kantor ,5300000,Belanja alat tulis kantor 5300000.00  ATK pengumpulan data dan sistem informasi bagi petugas kecamatan 4500000.00 ATK Pengolahan data tingkat kabupaten 800000.00,
2.01.2.01.01.09.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,25900000,,
2.01.2.01.01.09.01.5.2.2.06.01. ,Belanja Cetak ,20000000,Belanja Cetak 20000000.00  Cetak bahan publikasi pertanian 20000000.00,
2.01.2.01.01.09.01.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,5900000,Belanja Penggandaan/Foto copy 5900000.00  Fotokopi dan penjilidan untuk pengelolaan data dan sistem informasi tingkat 500000.00 kabupaten Fotokopi dan penjilidan untuk pengumpulan data bagi petugas kecamatan 5400000.00,
2.01.2.01.01.09.01.5.2.2.11. ,Belanja Makanan dan Minuman ,2200000,,
2.01.2.01.01.09.01.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,2200000,Belanja makanan dan minuman rapat 2200000.00  Makan.minum dan snack rapat 1600000.00 Minum. snack rapat 600000.00,
2.01.2.01.01.09.01.5.2.2.15. ,Belanja Perjalanan Dinas ,6200000,,
2.01.2.01.01.09.01.5.2.2.15.01. ,Belanja perjalanan dinas dalam daerah ,6200000,Belanja perjalanan dinas dalam daerah 6200000.00  Perjalanan dinas dalam kabupaten 6200000.00 Golongan IV 2400000.00 Golongan III 3000000.00 Golongan II 800000.00,
2.01.2.01.01.09.03. ,PENYUSUNAN RENCANA KERJA SKPD ,20215000,,
2.01.2.01.01.09.03.5.2.1. ,BELANJA PEGAWAI ,3725000,,
2.01.2.01.01.09.03.5.2.1.01. ,Honorarium PNS ,3725000,,
