Judul,"Ringkasan Perubahan APBD Berdasarkan Rincian Obyek Pendapatan, Belanja dan Pembiayaan",,,,,
4 . 1 . 1 . 11 ,Pajak Mineral Bukan Logam dan Batuan ,603644000.00,400162800.00,-203481200.00,-33.71,
4 . 1 . 1 . 11 . 04 ,Batu Kapur ,14319500.00,5230000.00,-9089500.00,-63.48,"Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2011  tentang Pajak Daerah, tanggal 30 Juni 2011, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri B"
4 . 1 . 1 . 11 . 07 ,Batu Belah/Andesit ,472341100.00,162675200.00,-309665900.00,-65.56,"Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2011  tentang Pajak Daerah, tanggal 30 Juni 2011, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri B"
4 . 1 . 1 . 11 . 10 ,Pasir Pasang/Bangunan ,66237800.00,213600600.00,147362800.00,222.48,"Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2011  tentang Pajak Daerah, tanggal 30 Juni 2011, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri B"
4 . 1 . 1 . 11 . 15 ,Tanah Urug/Permukaan ,50745600.00,18657000.00,-32088600.00,-63.23,"Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2011  tentang Pajak Daerah, tanggal 30 Juni 2011, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri B"
4 . 1 . 1 . 12 ,Pajak Bumi dan Bangunan ,8000000000.00,9286792224.00,1286792224.00,16.08,
4 . 1 . 1 . 12 . 01 ,Pajak Bumi dan Bangunan Pedesaan dan Perkotaan ,8000000000.00,9286792224.00,1286792224.00,16.08,"Peraturan Daerah Kabupaten Kulon Progo Nomor 2 Tahun 2013 tentang Pajak Bumi dan Bangunan Perdesaan dan Perkotaan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 2"
4 . 1 . 1 . 13 ,Bea Perolehan Hak Atas Tanah dan Bangunan ,2831898754.50,4106253194.50,1274354440.00,45.00,
4 . 1 . 1 . 13 . 01 ,Bea Perolehan Hak Atas Tanah dan Bangunan ,2831898754.50,4106253194.50,1274354440.00,45.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2010 tentang Bea Perolehan Hak Atas Tanah dan Bangunan, tanggal 26 November 2010, Lembaran Daerah Kabupaten Kulon Progo Tahun 2010 Nomor 1 Seri B"
4 . 1 . 2 ,Hasil Retribusi Daerah ,16506006021.00,6776772693.00,-9729233328.00,-58.94,
4 . 1 . 2 . 01 ,Retribusi Jasa Umum ,13427176893.00,3404964159.00,-10022212734.00,-74.64,"Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2012 tentang Retribusi Pelayanan Persampahan/Kebersihan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 5
"
4 . 1 . 2 . 01 . 01 ,Retribusi Pelayanan Kesehatan ,10889932388.00,1083416290.00,-9806516098.00,-90.05,"Peraturan Daerah Kabupaten Kulon Progo Nomor 4 Tahun 2012 tentang Retribusi Pelayanan Kesehatan Pada UPT Dinas Kesehatan Kabupaten Kulon Progo, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 4"
4 . 1 . 2 . 01 . 02 ,Retribusi Pelayanan Persampahan/Kebersihan ,209914000.00,193880600.00,-16033400.00,-7.64,"Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2012 tentang Retribusi Pelayanan Persampahan/Kebersihan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 5"
4 . 1 . 2 . 01 . 03 ,Retribusi Penggantian Biaya KTP dan Akte Catatan Sipil ,153485000.00,32585000.00,-120900000.00,-78.77,"Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2010 tentang Retribusi Penggantian Biaya Cetak KTP dan Akta Catatan Sipil, Lembaran Daerah Kabupaten Kulon Progo Tahun 2010 Nomor 2 Seri C"
4 . 1 . 2 . 01 . 05 ,Retribusi Pelayanan Parkir Di Tepi Jalan Umum ,155886000.00,155886000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 2 Tahun 2011 tanggal 11 Mei 2011 Tahun 2011 tentang Retribusi Pelayanan Parkir di Tepi Jalan Umum, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri C"
4 . 1 . 2 . 01 . 06 ,Retribusi Pelayanan Pasar ,935375800.00,805599400.00,-129776400.00,-13.87,"Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2011 tentang Retribusi Pelayanan Pasar, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 5 Seri C"
4 . 1 . 2 . 01 . 07 ,Retribusi Pengujian Kendaraan Bermotor ,270675800.00,292346500.00,21670700.00,8.01,"Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor,Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 9"
4 . 1 . 2 . 01 . 13 ,Retribusi Pengendalian Menara Telekomunikasi ,615295905.00,665742869.00,50446964.00,8.20,"Peraturan Daerah Kabupatan Kulon Progo Nomor 9 Tahun 2011 tentang Retribusi Pengendalian Menara Telekomunikasi,Lembaran Daerah Tahun 2011 Nomor 3 Seri C"
4 . 1 . 2 . 01 . 14 ,Retribusi Pelayanan Kesehatan Hewan ,196612000.00,175507500.00,-21104500.00,-10.73,"Peraturan Daerah Kabupaten Kulon Progo Nomor 20 Tahun 2012 tentang Retribusi Pelayanan Kesehatan Pada UPTD Puskeswan Dinas Kelautan Perikanan dan Peternakan Kabupaten Kulon Progo, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 20"
4 . 1 . 2 . 02 ,Retribusi Jasa Usaha ,2609325000.00,2515690000.00,-93635000.00,-3.59,
4 . 1 . 2 . 02 . 01 ,Retribusi Pemakaian Kekayaan Daerah ,572043000.00,438055000.00,-133988000.00,-23.42,"Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2011 tentang Retribusi Pemakaian Kekayaan Daerah, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 4 Seri C"
4 . 1 . 2 . 02 . 03 ,Retribusi Tempat Pelelangan ,20000000.00,23000000.00,3000000.00,15.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 19 Tahun 2012 tentang Retribusi Tempat Pelelangan pada Tempat Pelelangan Ikan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 19"
4 . 1 . 2 . 02 . 04 ,Retribusi Terminal ,232272000.00,232272000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2012 tentang Retribusi Terminal, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 10"
4 . 1 . 2 . 02 . 05 ,Retribusi Tempat Khusus Parkir ,88410000.00,88410000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2011 tentang Retribusi Tempat Khusus Parkir, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 2 Seri C"
4 . 1 . 2 . 02 . 10 ,Retribusi Tempat Rekreasi dan Olahraga ,1637000000.00,1674353000.00,37353000.00,2.28,"Peraturan Daerah Kabupaten Kulon Progo Nomor 8 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 1 Tahun 2010 tentang Retribusi Tempat Rekreasi dan Olah Raga, Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 8"
4 . 1 . 2 . 02 . 13 ,Retribusi Penjualan Produksi Usaha Daerah ,59600000.00,59600000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2012 tentang Retribusi Penjualan Produk Usaha Daerah, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 13"
4 . 1 . 2 . 03 ,Retribusi Perizinan Tertentu ,469504128.00,856118534.00,386614406.00,82.35,
4 . 1 . 2 . 03 . 01 ,Retribusi Izin Mendirikan Bangunan ,225000000.00,600000000.00,375000000.00,166.67,"Peraturan Daerah Kabupatan Kulon Progo Nomor 15 Tahun 2011 tentang Retribusi Izin Mendirikan Bangunan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 6 Seri C"
4 . 1 . 2 . 03 . 03 ,Retribusi Izin Gangguan/Keramaian ,232288128.00,243902534.00,11614406.00,5.00,"Peraturan Daerah Kabupatan Kulon Progo Nomor 8 Tahun 2012 tentang Retribusi Izin Gangguan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 8"
4 . 1 . 2 . 03 . 04 ,Retribusi Izin Trayek ,12216000.00,12216000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2012 tentang Retribusi Izin Trayek, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 9"
4 . 1 . 3 ,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan ,8860355929.49,10255839797.41,1395483867.92,15.75,
4 . 1 . 3 . 01 ,Bagian Laba Atas Penyertaan Modal Pada Perusahaan Milik Daerah/BUMD,8860355929.49,10255839797.41,1395483867.92,15.75,
4 . 1 . 3 . 01 . 01 ,Perusahaan Daerah BPR Bank Pasar ,2252431645.50,2486988597.00,234556951.50,10.41,"Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2010 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 19 Tahun 2003 tentang Perusahaan Daerah Bank Perkreditan Rakyat Bank Pasar Kulon Progo, tanggal 31 Desember 2010,Lembaran Daerah Kabupaten Kulon Progo Tahun 2010 Nomor 3 Seri D"
4 . 1 . 3 . 01 . 03 ,PD Aneka Usaha ( SPBU Wates) ,330868701.35,330868701.35,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2009 tentang Perubahan Peraturan Daerah Nomor 6 Tahun 2003 tentang Perusahaan Umum Daerah ""Aneka Usaha Kulon Progo"" tanggal 28 Februari 2009, Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 Seri D"
4 . 1 . 3 . 01 . 04 ,PT Selo Adikarto (SAK) ,1500760300.00,1656575939.00,155815639.00,10.38,"Peraturan Daerah Kabupaten Kulon Progo Nomor 7 Tahun 2003 tanggal 11 April 2003 tentang Penyertaan Modal Dalam Rangka Pendirian Perusahaan Daerah (PERSERODA) bidang Produksi dan perdagangan hasil Aspal Mixing Plant (AMP),Lembaran Daerah Kabupaten Kulon Progo Tahun 2003 Nomor 3 Seri D"
4 . 1 . 3 . 01 . 05 ,Bank Pembangunan Daerah Provinsi DIY ,4711000000.00,5713983775.68,1002983775.68,21.29,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2012 tentang Perubahan Bentuk Badan Hukum Bank Pembangunan Daerah Provinsi Daerah Istimewa Yogyakarta menjadi Perseroan Terbatas Bank Pembangunan Daerah Daerah Istimewa Yogyakarta Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2012 Nomor 11
4 . 1 . 3 . 01 . 06 ,Badan Usaha Kredit Pedesaan (BUKP) ,65295282.64,67422784.38,2127501.74,3.26,"Peraturan Daerah Propinsi Daerah Istimewa Yogyakarta Nomor 1 Tahun 1989 tentang BUKP Propinsi Daerah Istimewa Yogyakarta, Lembaran Daerah Tahun 1990 Seri C"
4 . 1 . 4 ,Lain-lain Pendapatan Asli Daerah yang Sah ,50326270409.86,94412990684.68,44086720274.82,87.60,
4 . 1 . 4 . 01 ,Hasil Penjualan Aset Daerah yang Tidak Dipisahkan ,152140000.00,384890000.00,232750000.00,152.98,
4 . 1 . 4 . 01 . 02 ,Penjualan Peralatan/Perlengkapan Kantor Tidak Terpakai ,17250000.00,17250000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah, Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3"
4 . 1 . 4 . 01 . 05 ,Penjualan Kendaraan Dinas Roda Dua ,17250000.00,40000000.00,22750000.00,131.88,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah, Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3"
4 . 1 . 4 . 01 . 06 ,Penjualan Kendaraan Dinas Roda Empat ,30000000.00,240000000.00,210000000.00,700.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah, Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3"
4 . 1 . 4 . 01 . 07 ,Penjualan Drum Bekas ,8640000.00,8640000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 1990 tentang Uang Pengganti Drum Aspal Bekas, Lembaran Daerah Kabupaten Kulon Progo Tahun 1991 Nomor 2 Seri D"
4 . 1 . 4 . 01 . 10 ,Penjualan Bahan-bahan Bekas Bangunan ,75000000.00,75000000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah, Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3"
4 . 1 . 4 . 01 . 13 ,Penjualan Hasil Pertanian ,4000000.00,4000000.00,0.00,0.00,
4 . 1 . 4 . 02 ,Penerimaan Jasa Giro ,225760339.00,225760339.00,0.00,0.00,
4 . 1 . 4 . 02 . 01 ,Jasa Giro Kas Daerah ,182953267.00,182953267.00,0.00,0.00,Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2009 tentang Pokok-pokok Pengelolaan Keuangan Daerah.Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 seri E
4 . 1 . 4 . 02 . 04 ,Pendapatan Bunga dari Bendahara SKPD ,42807072.00,42807072.00,0.00,0.00,Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2009 tentang Pokok-pokok Pengelolaan Keuangan Daerah.Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 seri E
4 . 1 . 4 . 03 ,Penerimaan Bunga Deposito ,7927623278.00,8227623278.00,300000000.00,3.78,
4 . 1 . 4 . 03 . 01 ,Rekening Deposito Pada Bank Pembangunan Daerah (BPD) Cabang Wates ,7624623278.00,7924623278.00,300000000.00,3.93,Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2009 tentang Pokok-pokok Pengelolaan Keuangan Daerah.Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 seri E
4 . 1 . 4 . 03 . 03 ,Rekening Deposito Pada Bank Lainnya ,303000000.00,303000000.00,0.00,0.00,
4 . 1 . 4 . 07 ,Pendapatan Denda Pajak ,0.00,46835332.02,46835332.02,0.00,
4 . 1 . 4 . 07 . 01 ,Pendapatan Denda Pajak Hotel ,0.00,116541.00,116541.00,0.00,
4 . 1 . 4 . 07 . 02 ,Pendapatan Denda Pajak Restoran ,0.00,24750.00,24750.00,0.00,
4 . 1 . 4 . 07 . 04 ,Pendapatan Denda Pajak Reklame ,0.00,5229318.00,5229318.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2011  tentang Pajak Daerah, Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri B"
4 . 1 . 4 . 07 . 07 ,Pendapatan Denda Pajak Parkir ,0.00,60260.00,60260.00,0.00,
4 . 1 . 4 . 07 . 11 ,Pendapatan Denda Pajak Mineral Bukan Logam dan Batuan,0.00,70400.00,70400.00,0.00,
4 . 1 . 4 . 07 . 12 ,Pendapatan Denda Pajak Bumi dan Bangunan Perdesaan dan Perkotaan,0.00,41334063.02,41334063.02,0.00,
4 . 1 . 4 . 08 ,Pendapatan Denda Retribusi ,0.00,147736578.00,147736578.00,0.00,
4 . 1 . 4 . 08 . 01 ,Pendapatan Denda Retribusi Jasa Umum ,0.00,147736578.00,147736578.00,0.00,
4 . 1 . 4 . 10 ,Pendapatan Dari Pengembalian ,147259794.75,147259794.75,0.00,0.00,
4 . 1 . 4 . 10 . 07 ,Pendapatan Dari Pengembalian dari Temuan Pemeriksaan ,147259794.75,147259794.75,0.00,0.00,Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2009 tentang Pokok-pokok Pengelolaan Keuangan Daerah.Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 seri E
4 . 1 . 4 . 15 ,Pendapatan Bunga Penguatan Modal ,275500000.00,195200000.00,-80300000.00,-29.15,
4 . 1 . 4 . 15 . 03 ,"Penerimaan bunga penguatan modal sektor pertanian (2001, 2002)",9000000.00,0.00,-9000000.00,-100.00,
4 . 1 . 4 . 15 . 09 ,Penerimaan Bunga Penguatan Modal dari Bangmas 2005 (sektor industri),7000000.00,0.00,-7000000.00,-100.00,
4 . 1 . 4 . 15 . 18 ,IRTKM (Sektor Industri) ,5200000.00,0.00,-5200000.00,-100.00,
4 . 1 . 4 . 15 . 19 ,Penerimaan Bunga Penguatan Modal PIK (Sektor Industri) ,2300000.00,0.00,-2300000.00,-100.00,
4 . 1 . 4 . 15 . 20 ,"Penguatan Modal 2009, bagi koperasi ",66000000.00,30000000.00,-36000000.00,-54.55,"Peraturan Daerah Kabupaten Kulon Progo Nomor 7 Tahun 2009 tentang Penyertaan Modal Pemerintah Daerah kepada Koperasi Kredit ""Pinunjul"" Koperasi KUB KUD Se Kulon Progo dan Koperasi Unit Desa ""Sedyo Rahayu"", Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 4 Seri E"
4 . 1 . 4 . 15 . 21 ,"Penguatan Modal 2010, bagi koperasi ",111000000.00,90000000.00,-21000000.00,-18.92,"Peraturan Daerah Kabupaten Kulon Progo Nomor 7 Tahun 2009 tentang Penyertaan Modal Pemerintah Daerah kepada Koperasi Kredit ""Pinunjul"" Koperasi KUB KUD Se Kulon Progo dan Koperasi Unit Desa ""Sedyo Rahayu"", Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 4 Seri E"
4 . 1 . 4 . 15 . 22 ,"Penguatan Modal 2011, bagi koperasi ",75000000.00,75000000.00,0.00,0.00,"Peraturan Daerah Kabupaten Kulon Progo Nomor 7 Tahun 2009 tentang Penyertaan Modal Pemerintah Daerah kepada Koperasi Kredit ""Pinunjul"" Koperasi KUB KUD Se Kulon Progo dan Koperasi Unit Desa ""Sedyo Rahayu"", Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 4 Seri E"
4 . 1 . 4 . 15 . 23 ,"Penerimaan Bunga Penguatan Modal Sektor Koperasi (2001, 2002) ",0.00,200000.00,200000.00,0.00,"Surat Keputusan Bupati Kulon Progo Nomor 12 Tahun 2001 tentang Petunjuk Pelaksanaan Anggaran Belanja Investasi, Surat Keputusan Bupati Kulon Progo Nomor 463 Tahun 2001 tentang Penunjukan Pengangkatan Pimpro, Pemegang Kas Proyek dan Atasan Langsung Pimpro DAU Tahun 2001, Surat Keputusan Bupati Kulon Progo Nomor III/JIPDA/KPPS/2001 tentang Pengesahan Proyek Yang Dibiayai dari APBD Belanja Investasi Kabupaten Kulon Progo Tahun 2001"
4 . 1 . 4 . 16 ,Pendapatan dari Badan Layanan Umum Daerah ,41464534269.00,83873434613.00,42408900344.00,102.28,
4 . 1 . 4 . 16 . 01 ,Jasa Layanan Kesehatan RSUD ,41333900000.00,58324049693.00,16990149693.00,41.10,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2012 tentang Tarif Pelayanan Kesehatan Kelas III Di Rumah Sakit Umum Daerah Wates, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 3"
4 . 1 . 4 . 16 . 06 ,Lain-lain Pendapatan Badan Layanan Umum Daerah yang Sah ,130634269.00,304062210.00,173427941.00,132.76,"Peraturan Bupati Kulon Progo Nomor 55 Tahun 2012 tentang Tarif Pelayanan Kesehatan di Rumah Sakit Umum Daerah Wates, Berita Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 55"
4 . 1 . 4 . 16 . 07 ,Jasa Layanan Kesehatan UPTD Puskesmas ,0.00,25238445050.00,25238445050.00,0.00,"Peraturan Bupati Kulon Progo Nomor 84 Tahun 2013 tentang Tarif Pelayanan Pada Badan Layanan Umum Daerah UPTD Puskesmas Kabupaten Kulon Progo, Berita Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 84"
4 . 1 . 4 . 16 . 08 ,Lain-lain Pendapatan Badan Layanan Umum Daerah yang Sah,0.00,6877660.00,6877660.00,0.00,
4 . 1 . 4 . 17 ,Lain-Lain Pendapatan ,82717500.00,641605328.00,558887828.00,675.66,
4 . 1 . 4 . 17 . 01 ,Insidental ,82717500.00,641605328.00,558887828.00,675.66,Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2009 tentang Pokok-pokok Pengelolaan Keuangan Daerah.Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 seri E
4 . 1 . 4 . 18 ,Pendapatan Dari Pengelolaan BUKP ,50735229.11,64963996.91,14228767.80,28.05,
4 . 1 . 4 . 18 . 01 ,Dana Pembinaan ,28991559.49,37122283.95,8130724.46,28.05,"Peraturan Daerah Propinsi Daerah Istimewa Yogyakarta Nomor 1 Tahun 1989 tentang Badan Usaha Kredit Pedesaaan Provinsi Daerah Istimewa Yogyakarta, Lembaran Daerah Tahun 1990 Nomor 37 Seri D"
4 . 1 . 4 . 18 . 02 ,Jasa Produksi ,21743669.62,27841712.96,6098043.34,28.05,"Peraturan Daerah Propinsi Daerah Istimewa Yogyakarta Nomor 1 Tahun 1989 tentang Badan Usaha Kredit Pedesaaan Provinsi Daerah Istimewa Yogyakarta, Lembaran Daerah Tahun 1990 Nomor 37 Seri D"
