1.12.1.12.01.01.08.5.2.2.01 ;Belanja Bahan Pakai Habis ;598750;
1.12.1.12.01.01.08.5.2.2.01.05 ;Belanja Peralatan Kebersihan Dan Bahan Pembersih ;598750;Belanja Peralatan Kebersihan Dan Bahan Pembersih 598750
1.12.1.12.01.01.08.5.2.2.20 ;Belanja Pemeliharaan ;13533312;
1.12.1.12.01.01.08.5.2.2.20.04 ;Belanja Pemeliharaan Peralatan Dan Perlengkapan  Kantor/Kerumahtanggaan/Komunikasi/Studio;120000;Belanja Pemeliharaan Peralatan Dan Perlengkapan 120000 Kantor/Kerumahtanggaan/Komunikasi/Studio
1.12.1.12.01.01.08.5.2.2.20.09 ;Belanja Pemeliharaan/Kebersihan Kantor ;13413312;Belanja Pemeliharaan/Kebersihan Kantor 13.413.312
1.12.1.12.01.01.09 ;Penyediaan jasa perbaikan peralatan kerja ;4000000;
1.12.1.12.01.01.09.5.2.2 ;BELANJA BARANG DAN JASA ;4000000;
1.12.1.12.01.01.09.5.2.2.20 ;Belanja Pemeliharaan ;4000000;
1.12.1.12.01.01.09.5.2.2.20.04 ;Belanja Pemeliharaan Peralatan Dan Perlengkapan  Kantor/Kerumahtanggaan/Komunikasi/Studio;4000000;Belanja Pemeliharaan Peralatan Dan Perlengkapan 4.000.000 Kantor/Kerumahtanggaan/Komunikasi/Studio
1.12.1.12.01.01.10 ;Penyediaan alat tulis kantor ;11739548;
1.12.1.12.01.01.10.5.2.2 ;BELANJA BARANG DAN JASA ;11739548;
1.12.1.12.01.01.10.5.2.2.01 ;Belanja Bahan Pakai Habis ;11739548;
1.12.1.12.01.01.10.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;11739548;Belanja  Alat Tulis Kantor 11.739.548
1.12.1.12.01.01.11 ;Penyediaan barang cetakan dan penggandaan ;22020000;
1.12.1.12.01.01.11.5.2.2 ;BELANJA BARANG DAN JASA ;22020000;
1.12.1.12.01.01.11.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;22020000;
1.12.1.12.01.01.11.5.2.2.06.02 ;Belanja Penggandaan ;22020000;Belanja Penggandaan 22.020.000
1.12.1.12.01.01.12 ;Penyediaan komponen instalasi listrik/penerangan bangunan kantor ;1809495;
1.12.1.12.01.01.12.5.2.2 ;BELANJA BARANG DAN JASA ;1809495;
1.12.1.12.01.01.12.5.2.2.01 ;Belanja Bahan Pakai Habis ;1809495;
1.12.1.12.01.01.12.5.2.2.01.03 ;Belanja Alat Listrik Dan Elektronik ;1809495;Belanja Alat Listrik Dan Elektronik 1.809.495
1.12.1.12.01.01.13 ;Penyediaan peralatan dan perlengkapan kantor ;6300000;
1.12.1.12.01.01.13.5.2.2 ;BELANJA BARANG DAN JASA ;6300000;
1.12.1.12.01.01.13.5.2.2.02 ;Belanja Bahan/Material ;6300000;
1.12.1.12.01.01.13.5.2.2.02.07 ;Belanja Bahan Komputer ;6300000;Belanja Bahan Komputer 6.300.000
1.12.1.12.01.01.14 ;Penyediaan peralatan rumah tangga ;1250000;
1.12.1.12.01.01.14.5.2.2 ;BELANJA BARANG DAN JASA ;1250000;
1.12.1.12.01.01.14.5.2.2.02 ;Belanja Bahan/Material ;1250000;
1.12.1.12.01.01.14.5.2.2.02.08 ;Belanja Bahan/Peralatan Kantor/Rumah Tangga ;1250000;Belanja Bahan/Peralatan Kantor/Rumah Tangga 1.250.000
1.12.1.12.01.01.15 ;Penyediaan bahan bacaan dan peraturan perundang-undangan ;1200000;
1.12.1.12.01.01.15.5.2.2 ;BELANJA BARANG DAN JASA ;1200000;
1.12.1.12.01.01.15.5.2.2.02 ;Belanja Bahan/Material ;420000;
1.12.1.12.01.01.15.5.2.2.02.06 ;Belanja Bahan Perpustakaan ;420000;Belanja Bahan Perpustakaan 420000
1.12.1.12.01.01.15.5.2.2.03 ;Belanja Jasa Kantor ;780000;
1.12.1.12.01.01.15.5.2.2.03.05 ;Belanja Surat Kabar/Majalah ;780000;Belanja Surat Kabar/Majalah 780000
1.12.1.12.01.01.17 ;Penyediaan makanan dan minuman ;24126000;
1.12.1.12.01.01.17.5.2.2 ;BELANJA BARANG DAN JASA ;24126000;
1.12.1.12.01.01.17.5.2.2.11 ;Belanja Makanan Dan Minuman ;24126000;
1.12.1.12.01.01.17.5.2.2.11.01 ;Belanja Makanan Dan Minuman Pegawai ;13794000;Belanja Makanan Dan Minuman Pegawai 13.794.000
1.12.1.12.01.01.17.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;9282000;Belanja Makanan Dan Minuman Rapat 9.282.000
1.12.1.12.01.01.17.5.2.2.11.03 ;Belanja Makanan Dan Minuman Tamu ;1050000;Belanja Makanan Dan Minuman Tamu 1.050.000
1.12.1.12.01.01.18 ;Penyediaan rapat-rapat koordinasi dan konsultasi keluar daerah ;132900000;
1.12.1.12.01.01.18.5.2.2 ;BELANJA BARANG DAN JASA ;132900000;
1.12.1.12.01.01.18.5.2.2.15 ;Belanja Perjalanan Dinas ;132900000;
1.12.1.12.01.01.18.5.2.2.15.02 ;Belanja Perjalanan Dinas Luar Daerah ;132900000;Belanja Perjalanan Dinas Luar Daerah 132.900.000
1.12.1.12.01.01.19 ;Penyediaan Jasa Tenaga Bantuan ;11733000;
1.12.1.12.01.01.19.5.2.1 ;BELANJA PEGAWAI ;11733000;
1.12.1.12.01.01.19.5.2.1.02 ;Honorarium Non PNS ;11733000;
1.12.1.12.01.01.19.5.2.1.02.02 ;Honorarium Pegawai Honorer/Tidak Tetap ;11733000;Honorarium Pegawai Honorer/Tidak Tetap 11.733.000
1.12.1.12.01.01.20 ;Penyediaan Jasa Keamanan ;23435434;
1.12.1.12.01.01.20.5.2.2 ;BELANJA BARANG DAN JASA ;23435434;
1.12.1.12.01.01.20.5.2.2.03 ;Belanja Jasa Kantor ;23435434;
1.12.1.12.01.01.20.5.2.2.03.18 ;Biaya Jasa Keamanan ;23435434;Biaya Jasa Keamanan 23.435.434
1.12.1.12.01.02.00 ;Program Peningkatan Sarana dan Prasarana Aparatur ;139470250;
1.12.1.12.01.02.03 ;Pemeliharaan rutin/berkala gedung kantor ;18237250;
1.12.1.12.01.02.03.5.2.1 ;BELANJA PEGAWAI ;153000;
1.12.1.12.01.02.03.5.2.1.02 ;Honorarium Non PNS ;153000;
1.12.1.12.01.02.03.5.2.1.02.03 ;Honorarium Tenaga Teknis  Harian ;153000;Honorarium Tenaga Teknis  Harian 153000
1.12.1.12.01.02.03.5.2.2 ;BELANJA BARANG DAN JASA ;18084250;
1.12.1.12.01.02.03.5.2.2.02 ;Belanja Bahan/Material ;734250;
1.12.1.12.01.02.03.5.2.2.02.18 ;Belanja Tanaman ;734250;Belanja Tanaman 734250
1.12.1.12.01.02.03.5.2.2.20 ;Belanja Pemeliharaan ;17350000;
1.12.1.12.01.02.03.5.2.2.20.03 ;Belanja Pemeliharaan Bangunan Pemerintah ;17350000;Belanja Pemeliharaan Bangunan Pemerintah 17.350.000
1.12.1.12.01.02.05 ;Pemeliharaan rutin/berkala kendaraan dinas/operasional ;121233000;
1.12.1.12.01.02.05.5.2.2 ;BELANJA BARANG DAN JASA ;121233000;
1.12.1.12.01.02.05.5.2.2.05 ;Belanja Perawatan Kendaraan Bermotor ;121233000;
1.12.1.12.01.02.05.5.2.2.05.01 ;Belanja Jasa Service ;5940000;Belanja Jasa Service 5.940.000
1.12.1.12.01.02.05.5.2.2.05.02 ;Belanja  Penggantian Suku Cadang ;14817000;Belanja  Penggantian Suku Cadang 14.817.000
1.12.1.12.01.02.05.5.2.2.05.03 ;Belanja Bahan Bakar Minyak/Gas Dan Pelumas ;100476000;Belanja Bahan Bakar Minyak/Gas Dan Pelumas 100.476.000
1.12.1.12.01.03.00 ;Program Peningkatan Disiplin Aparatur ;4275000;
1.12.1.12.01.03.03 ;Pengadaan pakaian kerja lapangan ;4275000;
1.12.1.12.01.03.03.5.2.2 ;BELANJA BARANG DAN JASA ;4275000;
1.12.1.12.01.03.03.5.2.2.13 ;Belanja Pakaian Kerja ;4275000;
1.12.1.12.01.03.03.5.2.2.13.01 ;Belanja Pakaian Kerja Lapangan ;4275000;Belanja Pakaian Kerja Lapangan 4.275.000
1.12.1.12.01.06.00 ;Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan;16883000;
1.12.1.12.01.06.01 ;Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD ;16883000;
1.12.1.12.01.06.01.5.2.1 ;BELANJA PEGAWAI ;15917000;
1.12.1.12.01.06.01.5.2.1.01 ;Honorarium PNS ;13610000;
1.12.1.12.01.06.01.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;13610000;Honorarium Panitia Pelaksana Kegiatan 13.610.000
1.12.1.12.01.06.01.5.2.1.03 ;Uang Lembur ;2307000;
1.12.1.12.01.06.01.5.2.1.03.01 ;Uang Lembur PNS ;2307000;Uang Lembur PNS 2.307.000
1.12.1.12.01.06.01.5.2.2 ;BELANJA BARANG DAN JASA ;966000;
1.12.1.12.01.06.01.5.2.2.11 ;Belanja Makanan Dan Minuman ;966000;
1.12.1.12.01.06.01.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;966000;Belanja Makanan Dan Minuman Rapat 966000
1.12.1.12.01.091.00 ;Program Keluarga Berencana dan Keluarga Sejahtera ;3610131000;
1.12.1.12.01.091.01 ;Peningkatan Keluarga Berencana ;2317422000;
1.12.1.12.01.091.01.5.2.1 ;BELANJA PEGAWAI ;500310000;
1.12.1.12.01.091.01.5.2.1.01 ;Honorarium PNS ;500310000;
1.12.1.12.01.091.01.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;499785000;Honorarium Panitia Pelaksana Kegiatan 499.785.000
1.12.1.12.01.091.01.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang/Jasa ;525000;Honorarium Tim Pengadaan Barang/Jasa 525000
1.12.1.12.01.091.01.5.2.2 ;BELANJA BARANG DAN JASA ;1817112000;
1.12.1.12.01.091.01.5.2.2.01 ;Belanja Bahan Pakai Habis ;2600000;
1.12.1.12.01.091.01.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;2600000;Belanja  Alat Tulis Kantor 2.600.000
1.12.1.12.01.091.01.5.2.2.02 ;Belanja Bahan/Material ;237600000;
1.12.1.12.01.091.01.5.2.2.02.04 ;Belanja Bahan Obat-Obatan ;199000000;Belanja Bahan Obat-Obatan 199.000.000
1.12.1.12.01.091.01.5.2.2.02.08 ;Belanja Bahan/Peralatan Kantor/Rumah Tangga ;7500000;Belanja Bahan/Peralatan Kantor/Rumah Tangga 7.500.000
1.12.1.12.01.091.01.5.2.2.02.09 ;Belanja Hadiah/Trophy ;1000000;Belanja Hadiah/Trophy 1.000.000
1.12.1.12.01.091.01.5.2.2.02.15 ;Belanja Alat Peraga ;30100000;Belanja Alat Peraga 30.100.000
1.12.1.12.01.091.01.5.2.2.03 ;Belanja Jasa Kantor ;489375000;
1.12.1.12.01.091.01.5.2.2.03.11 ;Belanja Dekorasi, Dokumentasi, Publikasi ;121125000;Belanja Dekorasi, Dokumentasi, Publikasi 121.125.000
1.12.1.12.01.091.01.5.2.2.03.17 ;Biaya Jasa Perawatan Kesehatan ;36250000;Biaya Jasa Perawatan Kesehatan 36.250.000
1.12.1.12.01.091.01.5.2.2.03.24 ;Belanja Jasa Event Organizer/OutBond ;45000000;Belanja Jasa Event Organizer/OutBond 45.000.000
1.12.1.12.01.091.01.5.2.2.03.25 ;Belanja Jasa Survey ;40000000;Belanja Jasa Survey 40.000.000
1.12.1.12.01.091.01.5.2.2.03.26 ;Belanja Jasa Penyedia /Tenaga Teknis ;236500000;Belanja Jasa Penyedia /Tenaga Teknis 236.500.000
1.12.1.12.01.091.01.5.2.2.03.27 ;Belanja Jasa Pemusnahan Obat ;10500000;Belanja Jasa Pemusnahan Obat 10.500.000
1.12.1.12.01.091.01.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;62587000;
1.12.1.12.01.091.01.5.2.2.06.01 ;Belanja Cetak ;57150000;Belanja Cetak 57.150.000
1.12.1.12.01.091.01.5.2.2.06.02 ;Belanja Penggandaan ;5437000;Belanja Penggandaan 5.437.000
1.12.1.12.01.091.01.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;28800000;
1.12.1.12.01.091.01.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;28800000;Belanja Sewa Sarana Mobilitas Darat 28.800.000
1.12.1.12.01.091.01.5.2.2.10 ;Belanja Sewa Perlengkapan dan Peralatan Kantor ;7600000;
1.12.1.12.01.091.01.5.2.2.10.01 ;Belanja Sewa Meja Kursi ;1600000;Belanja Sewa Meja Kursi 1.600.000
1.12.1.12.01.091.01.5.2.2.10.03 ;Belanja Sewa Proyektor ;1800000;Belanja Sewa Proyektor 1.800.000
1.12.1.12.01.091.01.5.2.2.10.05 ;Belanja Sewa Tenda ;1200000;Belanja Sewa Tenda 1.200.000
1.12.1.12.01.091.01.5.2.2.10.09 ;Belanja Sewa Sound System ;2400000;Belanja Sewa Sound System 2.400.000
1.12.1.12.01.091.01.5.2.2.10.17 ;Belanja Sewa Peralatan Kesenian/Perlengkapan Pertunjukan Seni ;600000;Belanja Sewa Peralatan Kesenian/Perlengkapan Pertunjukan Seni 600000
1.12.1.12.01.091.01.5.2.2.11 ;Belanja Makanan Dan Minuman ;438142000;
1.12.1.12.01.091.01.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;438142000;Belanja Makanan Dan Minuman Rapat 438.142.000
1.12.1.12.01.091.01.5.2.2.14 ;Belanja Pakaian Khusus Dan Hari-hari Tertentu ;10500000;
1.12.1.12.01.091.01.5.2.2.14.03 ;Belanja Pakaian Batik Tradisional ;2000000;Belanja Pakaian Batik Tradisional 2.000.000
1.12.1.12.01.091.01.5.2.2.14.04 ;Belanja Pakaian Olahraga ;8500000;Belanja Pakaian Olahraga 8.500.000
1.12.1.12.01.091.01.5.2.2.15 ;Belanja Perjalanan Dinas ;155058000;
1.12.1.12.01.091.01.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;155058000;Belanja Perjalanan Dinas Dalam Daerah 155.058.000
1.12.1.12.01.091.01.5.2.2.21 ;Belanja Jasa Konsultansi ;17100000;
1.12.1.12.01.091.01.5.2.2.21.09 ;Belanja Jasa Konsultansi Pengembangan Sumber Daya Manusia ;17100000;Belanja Jasa Konsultansi Pengembangan Sumber Daya Manusia 17.100.000
1.12.1.12.01.091.01.5.2.2.23 ;Belanja Hibah Barang Dan Jasa ;232000000;
1.12.1.12.01.091.01.5.2.2.23.01 ;Belanja Hibah Barang Dan Jasa Yang Diserahkan Kepada Pihak Ketiga/Masyarakat ;232000000;Belanja Hibah Barang Dan Jasa Yang Diserahkan Kepada Pihak 232.000.000 Ketiga/Masyarakat
1.12.1.12.01.091.01.5.2.2.33 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;131300000;
1.12.1.12.01.091.01.5.2.2.33.01 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;131300000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 131.300.000
1.12.1.12.01.091.01.5.2.2.34 ;Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ;4450000;
1.12.1.12.01.091.01.5.2.2.34.02 ;Belanja Uang Untuk Diberikan Kepada Masyarakat ;4450000;Belanja Uang Untuk Diberikan Kepada Masyarakat 4.450.000
1.12.1.12.01.091.02 ;Peningkatan Keluarga Sejahtera ;1292709000;
1.12.1.12.01.091.02.5.2.1 ;BELANJA PEGAWAI ;63555000;
1.12.1.12.01.091.02.5.2.1.01 ;Honorarium PNS ;63555000;
1.12.1.12.01.091.02.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;63555000;Honorarium Panitia Pelaksana Kegiatan 63.555.000
1.12.1.12.01.091.02.5.2.2 ;BELANJA BARANG DAN JASA ;1229154000;
1.12.1.12.01.091.02.5.2.2.01 ;Belanja Bahan Pakai Habis ;14100000;
1.12.1.12.01.091.02.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;14100000;Belanja  Alat Tulis Kantor 14.100.000
1.12.1.12.01.091.02.5.2.2.02 ;Belanja Bahan/Material ;9000000;
1.12.1.12.01.091.02.5.2.2.02.14 ;Belanja Bahan Percontohan ;9000000;Belanja Bahan Percontohan 9.000.000
1.12.1.12.01.091.02.5.2.2.03 ;Belanja Jasa Kantor ;165615000;
1.12.1.12.01.091.02.5.2.2.03.07 ;Belanja Paket/Pengiriman ;6500000;Belanja Paket/Pengiriman 6.500.000
1.12.1.12.01.091.02.5.2.2.03.11 ;Belanja Dekorasi, Dokumentasi, Publikasi ;10365000;Belanja Dekorasi, Dokumentasi, Publikasi 10.365.000
1.12.1.12.01.091.02.5.2.2.03.20 ;Biaya Jasa Pembuatan Film Animasi/Dokumenter ;25000000;Biaya Jasa Pembuatan Film Animasi/Dokumenter 25.000.000
1.12.1.12.01.091.02.5.2.2.03.24 ;Belanja Jasa Event Organizer/OutBond ;55000000;Belanja Jasa Event Organizer/OutBond 55.000.000
1.12.1.12.01.091.02.5.2.2.03.26 ;Belanja Jasa Penyedia /Tenaga Teknis ;68750000;Belanja Jasa Penyedia /Tenaga Teknis 68.750.000
1.12.1.12.01.091.02.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;20759000;
1.12.1.12.01.091.02.5.2.2.06.01 ;Belanja Cetak ;15000000;Belanja Cetak 15.000.000
1.12.1.12.01.091.02.5.2.2.06.02 ;Belanja Penggandaan ;5759000;Belanja Penggandaan 5.759.000
1.12.1.12.01.091.02.5.2.2.07 ;Belanja Sewa Rumah/Gedung/Gudang/Parkir ;15000000;
1.12.1.12.01.091.02.5.2.2.07.02 ;Belanja Sewa Gedung/Kantor/Tempat ;3000000;Belanja Sewa Gedung/Kantor/Tempat 3.000.000
1.12.1.12.01.091.02.5.2.2.07.05 ;Belanja Sewa Anjungan ;12000000;Belanja Sewa Anjungan 12.000.000
1.12.1.12.01.091.02.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;1200000;
1.12.1.12.01.091.02.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;1200000;Belanja Sewa Sarana Mobilitas Darat 1.200.000
1.12.1.12.01.091.02.5.2.2.10 ;Belanja Sewa Perlengkapan dan Peralatan Kantor ;36700000;
1.12.1.12.01.091.02.5.2.2.10.01 ;Belanja Sewa Meja Kursi ;1900000;Belanja Sewa Meja Kursi 1.900.000
1.12.1.12.01.091.02.5.2.2.10.05 ;Belanja Sewa Tenda ;1800000;Belanja Sewa Tenda 1.800.000
1.12.1.12.01.091.02.5.2.2.10.09 ;Belanja Sewa Sound System ;1200000;Belanja Sewa Sound System 1.200.000
1.12.1.12.01.091.02.5.2.2.10.10 ;Belanja Sewa Tanaman ;600000;Belanja Sewa Tanaman 600000
1.12.1.12.01.091.02.5.2.2.10.16 ;Belanja Sewa Display Pameran ;30000000;Belanja Sewa Display Pameran 30.000.000
1.12.1.12.01.091.02.5.2.2.10.17 ;Belanja Sewa Peralatan Kesenian/Perlengkapan Pertunjukan Seni ;1200000;Belanja Sewa Peralatan Kesenian/Perlengkapan Pertunjukan Seni 1.200.000
1.12.1.12.01.091.02.5.2.2.11 ;Belanja Makanan Dan Minuman ;738828000;
1.12.1.12.01.091.02.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;738828000;Belanja Makanan Dan Minuman Rapat 738.828.000
1.12.1.12.01.091.02.5.2.2.14 ;Belanja Pakaian Khusus Dan Hari-hari Tertentu ;25250000;
1.12.1.12.01.091.02.5.2.2.14.03 ;Belanja Pakaian Batik Tradisional ;5250000;Belanja Pakaian Batik Tradisional 5.250.000
1.12.1.12.01.091.02.5.2.2.14.04 ;Belanja Pakaian Olahraga ;20000000;Belanja Pakaian Olahraga 20.000.000
1.12.1.12.01.091.02.5.2.2.15 ;Belanja Perjalanan Dinas ;125552000;
1.12.1.12.01.091.02.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;125552000;Belanja Perjalanan Dinas Dalam Daerah 125.552.000
1.12.1.12.01.091.02.5.2.2.33 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;68150000;
1.12.1.12.01.091.02.5.2.2.33.01 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;68150000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 68.150.000
1.12.1.12.01.091.02.5.2.2.34 ;Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ;9000000;
1.12.1.12.01.091.02.5.2.2.34.02 ;Belanja Uang Untuk Diberikan Kepada Masyarakat ;9000000;Belanja Uang Untuk Diberikan Kepada Masyarakat 9.000.000
;JUMLAH BELANJA ;6434070585;
