Judul ,Anggaran Pendapatan dan Belanja Daerah,,,,
1.02.1.02.01.01.02.5.2.2.03.01. ,Belanja telephon ,9794500000,Belanja telephon 97945000.00 DINAS KESEHATAN 16500000.00 Belanja Telephon 15000000.00 Biaya telepon upt labkes 1500000.00 PUSKESMAS NGLIPAR I 3500000.00 Belanja Telephon 3500000.00 PUSKESMAS NGLIPAR II 1320000.00 Belanja telepon 1320000.00 PUSKESMAS GEDANGSARI I 1200000.00 Belanja Telpon 1200000.00 PUSKESMAS GEDANGSARI II 3000000.00 belanja telepon 3000000.00 PUSKESMAS PATUK I 5600000.00  Belanja telepon 5600000.00 PUSKESMAS PATUK II 2400000.00 Belanja Telepon 2400000.00 PUSKESMAS RONGKOP 2400000.00 Belanja Telephon 2400000.00 PUSKESMAS GIRISUBO 800000.00 Belanja telepon 800000.00 PUSKESMAS PONJONG I 9300000.00 belanja telepon 6600000.00 belanja langganan internet 2700000.00 PUSKESMAS PONJONG II 2400000.00 Belanja rekening telepon 1800000.00 Biaya langganan internet(pulsa) 600000.00 PUSKESMAS WONOSARI I 3600000.00 Belanja Rekening Telephon 3600000.00 PUSKESMAS WONOSARI II 4200000.00 Belanja Telepon 4200000.00 PUSKESMAS KARANGMOJO I 2400000.00 Belanja telephone 1800000.00 Internet 600000.00 PUSKESMAS KARANGMOJO II 1200000.00 belanja telepon 1200000.00 PUSKESMAS PANGGANG I 600000.00 Belanja Telephon 600000.00 PUSKESMAS PANGGANG II 3600000.00 Belanja rekening telepon 3600000.00 PUSKESMAS PURWOSARI 600000.00 Belanja telepon 600000.00 PUSKESMAS TEPUS I 2925000.00 Biaya telepon dan internet 2925000.00  PUSKESMAS TEPUS II 2400000.00 Belanja telepon 2400000.00 PUSKESMAS TANJUNGSARI 2400000.00 Belanja Telepon 1800000.00 Belanja Internet 600000.00 PUSKESMAS PALIYAN 2400000.00 Belanja rekening telephon 1800000.00 Internet (pulsa modem) 600000.00 PUSKESMAS SAPTOSARI 2400000.00 Belanja telpon 1800000.00 belanja internet 600000.00 PUSKESMAS NGAWEN I 1000000.00 belanja telepon 1000000.00 PUSKESMAS NGAWEN II 1200000.00 Belanja Telephon 1200000.00 PUSKESMAS SEMANU I 4600000.00 Belanja telephon 4600000.00 PUSKESMAS SEMANU II 1800000.00 Belanja telepon 1800000.00 PUSKESMAS SEMIN I 2400000.00 Belanja Telepon 2400000.00 PUSKESMAS SEMIN II 2000000.00 Belanja Telephon 2000000.00 PUSKESMAS PLAYEN I 5400000.00 Belanja Telepon 2400000.00 Belanja Internet 3000000.00 PUSKESMAS PLAYEN II 2400000.00 Belanja Telephon 2400000.00  , ,
1.02.1.02.01.01.02.5.2.2.03.02. ,,Belanja air ,Belanja air 116390000.00 DINAS KESEHATAN 12000000.00 Belanja Air 12000000.00 PUSKESMAS NGLIPAR I 3000000.00 Belanja Air 3000000.00 PUSKESMAS NGLIPAR II 1800000.00 Belanja air 1800000.00 PUSKESMAS PATUK I 1200000.00 Belanja air 1200000.00 PUSKESMAS PATUK II 3530000.00 Belanja Air 3530000.00 PUSKESMAS RONGKOP 6480000.00 Belanja Air tangki/PDAM 6000000.00 Belanja air galon 480000.00 PUSKESMAS GIRISUBO 4000000.00 Belanja air 4000000.00 PUSKESMAS PONJONG I 30000000.00 belanja rekening air 30000000.00 PUSKESMAS PONJONG II 7500000.00 Belanja air 7500000.00 PUSKESMAS WONOSARI I 900000.00 Belanja Air 900000.00 PUSKESMAS WONOSARI II 4800000.00 Belanja Air 4800000.00 PUSKESMAS KARANGMOJO I 360000.00 Pembayaran rekening air 360000.00 PUSKESMAS PANGGANG I 2550000.00 Belanja Air / tanki air 2550000.00 PUSKESMAS PANGGANG II 3000000.00 belanja rakening air 3000000.00 PUSKESMAS PURWOSARI 3000000.00 Belanja air (rekening PAM. PAH/tangki air) 3000000.00  PUSKESMAS TEPUS I 1500000.00 Belanja air 1500000.00 PUSKESMAS TEPUS II 5400000.00 Belanja air bersih 5400000.00 PUSKESMAS TANJUNGSARI 2620000.00 Belanja Air 2120000.00 Belanja Air Galon 500000.00 PUSKESMAS PALIYAN 4500000.00 Belanja air 4500000.00 PUSKESMAS SAPTOSARI 3250000.00 belanja air 3000000.00 belanja air tanki 250000.00 PUSKESMAS NGAWEN II 600000.00 Belanja Air 600000.00 PUSKESMAS SEMANU I 3600000.00 Belanja air 3600000.00 PUSKESMAS SEMANU II 3600000.00 Belanja air 3600000.00 PUSKESMAS SEMIN I 2400000.00 Belanja Air 2400000.00 PUSKESMAS SEMIN II 3000000.00 Belanja air 3000000.00 PUSKESMAS PLAYEN II 1800000.00 Belanja Air 1800000.00,,
1.02.1.02.01.01.02.5.2.2.03.03. ,Belanja listrik ,29865000000,Belanja listrik 298650000.00 DINAS KESEHATAN 99000000.00 Belanja Listrik 93000000.00 Belanja listrik upt labkes 6000000.00 PUSKESMAS NGLIPAR I 6000000.00 Belanja Listrik 6000000.00  PUSKESMAS NGLIPAR II 3500000.00 Belanja listrik 3500000.00 PUSKESMAS GEDANGSARI I 6000000.00 Belanja Listrik 6000000.00 PUSKESMAS GEDANGSARI II 2400000.00 belanja listrik 2400000.00 PUSKESMAS PATUK I 10000000.00 Belanja listrik 10000000.00 PUSKESMAS PATUK II 4500000.00 Belanaj Listrik 4500000.00 PUSKESMAS RONGKOP 7000000.00 Belanja listrik 7000000.00 PUSKESMAS GIRISUBO 7000000.00 Belanja listrik 7000000.00 PUSKESMAS PONJONG I 22200000.00 belanja listrik 22200000.00 PUSKESMAS PONJONG II 5500000.00 Belanja rekening listrik Puskesmas 5500000.00 PUSKESMAS WONOSARI I 6000000.00 Belanja Rekening Listrik 6000000.00 PUSKESMAS WONOSARI II 6000000.00 Belanja Listrik 6000000.00 PUSKESMAS KARANGMOJO I 3000000.00 Belanja listrik 3000000.00 PUSKESMAS KARANGMOJO II 5400000.00 Belanja listrik 5400000.00 PUSKESMAS PANGGANG I 6000000.00 Belanja Listrik 6000000.00 PUSKESMAS PANGGANG II 7200000.00 belanja rekening listrik 7200000.00  PUSKESMAS PURWOSARI 3500000.00 Belanja listrik 3500000.00 PUSKESMAS TEPUS I 5850000.00 Biaya listrik 5850000.00 PUSKESMAS TEPUS II 6000000.00 Belanja rekening listrik 6000000.00 PUSKESMAS TANJUNGSARI 5200000.00 Belanja Listrik 5200000.00 PUSKESMAS PALIYAN 5400000.00 Belanja rekening listrik 4800000.00 tambah daya listrik 600000.00 PUSKESMAS SAPTOSARI 3600000.00 belanja listrik 3600000.00 PUSKESMAS NGAWEN I 3600000.00 belanja listrik 3600000.00 PUSKESMAS NGAWEN II 4800000.00 Nelanja Lstrik 4800000.00 PUSKESMAS SEMANU I 9600000.00 Belanja rekening listrik 9600000.00 PUSKESMAS SEMANU II 4200000.00 Belanja listrik 4200000.00 PUSKESMAS SEMIN I 4800000.00 Belanja listrik 4800000.00 PUSKESMAS SEMIN II 8400000.00 Belanja Listrik 8400000.00 PUSKESMAS PLAYEN I 21000000.00 Belanja Listrik 18000000.00 Tambah daya listrik 3000000.00 PUSKESMAS PLAYEN II 6000000.00 Belanja Listrik 6000000.00,,
1.02.1.02.01.01.03. ,PENYEDIAAN JASA PERALATAN DAN ,2525000000, PERLENGKAPAN KANTOR,,
1.02.1.02.01.01.03.5.2.2. ,BELANJA BARANG DAN JASA ,2525000000,,,
1.02.1.02.01.01.03.5.2.2.07. ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2525000000,,,
1.02.1.02.01.01.03.5.2.2.07.05. ,Belanja Sewa Tanah ,2525000000,Belanja Sewa Tanah 25250000.00 PUSKESMAS NGLIPAR I 650000.00 Belanja Sewa tanah Puskesmas Induk 350000 sewa pustu 300000.00 PUSKESMAS NGLIPAR II 800000.00 Sewa tanah puskesmas induk 350000.00 sewa tanah 3 pustu 450000.00 PUSKESMAS GEDANGSARI I 650000.00 sewa Puskesmas 350000.00 sewa pustu 300000.00 PUSKESMAS GEDANGSARI II 800000.00 sewa Tanah Puskesmas 350000.00 sewa Tanah pustu 450000.00 PUSKESMAS PATUK I 600000.00 Sewa Tanah pustu 600000.00 PUSKESMAS PATUK II 800000.00 Sewa tanah Puskesmas Induk 350000.00 Sewa Pustu 450000.00 PUSKESMAS RONGKOP 1100000.00 Belanja sewa tanah Puskesmas Induk 350000.00 Sewa Tanah pustu 750000.00 PUSKESMAS GIRISUBO 1100000.00 Belanja sewa Tanah pusk 350000.00 Sewa Tanah pustu 750000.00 PUSKESMAS PONJONG I 1250000.00 Sewa Tanah Pusk 350000.00 Sewa tanah pustu 900000.00 PUSKESMAS PONJONG II 950000.00 Sewa Tanah Puskesmas 350000.00 Sewa Tanah Pustu 600000.00 PUSKESMAS WONOSARI I 1250000.00 Belanja Sewa Tanah pusk 350000.00 Sewa tanah pustu 900000.00 PUSKESMAS WONOSARI II 1400000.00 Sewa Tanah Puskesmas Induk 350000.00 Sewa Tanah Pustu 1050000.00 PUSKESMAS KARANGMOJO I 950000.00 Belanja sewa tanah Puskesmas 350000.00 Belanja Sewa Tanah Puskesmas Pembantu 600000.00 PUSKESMAS KARANGMOJO II 1100000.00 Sewa tanah Puskesmas induk 350000.00 Sewa tanah Pustu 750000.00 PUSKESMAS PANGGANG I 300000.00 Belanja sewa tanah pustu 300000.00 PUSKESMAS PANGGANG II 650000.00 Belanja Sewa Tanah Puskesmas 350000.00 sewa tanah pustu 300000.00 PUSKESMAS PURWOSARI 800000.00 Sewa tanah Puskesmas 350000.00 sewa tanah pustu 450000.00 PUSKESMAS TEPUS I 500000.00 biaya sewa tanah puskesmas 350000.00 Biaya sewa tanah pustu 150000.00 PUSKESMAS TEPUS II 650000.00 Belanja sewa tanah puskesmas induk 350000.00 Belanja sewa tanah pustu 300000.00 PUSKESMAS TANJUNGSARI 950000.00 Belanja Sewa Tanah Pusk Induk 350000.00 Belanja Sewa Tanah Pustu 600000.00 PUSKESMAS PALIYAN 750000.00 Belanja sewa tanah Pustu 750000.00 PUSKESMAS SAPTOSARI 1050000.00 sewa tanah pukesmas pembantu 1050000.00 PUSKESMAS NGAWEN I 650000.00 sewa Tanah Puskesmas 350000.00 sewa tanah pustu 300000.00 PUSKESMAS NGAWEN II 650000.00 Belanja Sewa Tanah Puskesmas Induk 350000.00 sewa Tanah pustu 300000.00 PUSKESMAS SEMANU I 950000.00 Belanja sewa tanah puskemas 350000.00 Sewa tanah pustu 600000.00 PUSKESMAS SEMANU II 650000.00 sewa tanah puskesmas 350000.00 sewa tanah pustu 300000.00 PUSKESMAS SEMIN I 950000.00 Belanja sewa tanah Pusk 350000.00 sewa tanah pustu 600000.00 PUSKESMAS SEMIN II 800000.00 Belanja sewa tanah Puskesmas 350000.00 sewa tanah pustu 450000.00 PUSKESMAS PLAYEN I 950000.00 Belanja Sewa tanah pusk 350000.00 Sewa pustu 600000.00 PUSKESMAS PLAYEN II 600000.00 Sewa tanah Pustu 600000.00,,
1.02.1.02.01.01.06. ,PENYEDIAAN JASA PEMELIHARAAN DAN ,4967750000, PERIZINAN KENDARAAN DINAS/OPERASIONAL,,
1.02.1.02.01.01.06.5.2.2. ,BELANJA BARANG DAN JASA ,4967750000,,,
1.02.1.02.01.01.06.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,4967750000,,,
1.02.1.02.01.01.06.5.2.2.05.04. ,Belanja Jasa Kir ,668550000,Belanja Jasa Kir 6685500.00 DINAS KESEHATAN 2000000.00 Belanja Kir 2000000.00 PUSKESMAS NGLIPAR I 180000.00 Belanja jasa KIR 180000.00 PUSKESMAS NGLIPAR II 85000.00 Belanja jasa Kir ambulance AB 1046 BD 85000.00 PUSKESMAS GEDANGSARI I 50000.00 Belanja Kir 50000.00 PUSKESMAS GEDANGSARI II 200000.00 belanja jasa kir 200000.00 PUSKESMAS PATUK II 100000.00 jasa KIR 100000.00 PUSKESMAS RONGKOP 180000.00 Belanja jasa KIR 180000.00 PUSKESMAS GIRISUBO 180000.00 Belanja jasa kir 180000.00 PUSKESMAS PONJONG I 170000.00 belanja jasa kir 170000.00 PUSKESMAS PONJONG II 300000.00 Biaya Kir 300000.00 PUSKESMAS WONOSARI I 285500.00 Belanja Kir Kendaraan 285500.00 PUSKESMAS KARANGMOJO II 85000.00 Belanja jasa kir 85000.00 PUSKESMAS PANGGANG I 125000.00 Belanja jasa kir 125000.00 PUSKESMAS PANGGANG II 400000.00 belanja jasa kir 400000.00 PUSKESMAS PURWOSARI 85000.00 Biaya kir 85000.00 PUSKESMAS TEPUS I 200000.00 Belanja jasa kir 200000.00 PUSKESMAS TANJUNGSARI 400000.00 Belanja KIR 400000.00 PUSKESMAS PALIYAN 150000.00 Belanja jasa kir 150000.00 PUSKESMAS SAPTOSARI 85000.00 Belanja jasa KIR 85000.00 PUSKESMAS NGAWEN II 500000.00 Jasa KIR 500000.00 PUSKESMAS SEMANU II 85000.00 Belanja kir kendaraan roda empat 85000.00 PUSKESMAS SEMIN I 340000.00 Belanja jasa kir kendaraan 340000.00 PUSKESMAS PLAYEN I 500000.00 Belanja Jasa Kir 500000.00,,
1.02.1.02.01.01.06.5.2.2.05.05. ,Belanja Surat Tanda Nomor Kendaraan ,4299200000,Belanja Surat Tanda Nomor Kendaraan 42992000.00 DINAS KESEHATAN 14500000.00 Belanja STNK 10000000.00 Belanja STNK roda 2 pejabat eselon dinkes 4500000.00 PUSKESMAS NGLIPAR I 1000000.00 Belanja Surat tanda Nomor Kendaraan 1000000.00 PUSKESMAS NGLIPAR II 1000000.00 Belanja STNK ambulance AB 1046 BD 1000000.00 PUSKESMAS GEDANGSARI I 500000.00 Surat tanda nomor kendaraan bermotor 500000.00 PUSKESMAS GEDANGSARI II 250000.00 belanja surat tanda nomor kendaraan 250000.00 PUSKESMAS PATUK I 1000000.00 Belanja STNK (2 Mobil) 1000000.00 PUSKESMAS PATUK II 500000.00 Belanja STNK Mobil 500000.00 PUSKESMAS RONGKOP 1322000.00 Belanja Surat Tanda Nomor Kendaraan 1322000.00 PUSKESMAS GIRISUBO 1200000.00 Belanja surat tanda nomor kendaraan 1200000.00 PUSKESMAS PONJONG I 1475000.00 belanja surat tanda no kendaraan 1475000.00 PUSKESMAS PONJONG II 1000000.00 Belanja STNK 1000000.00 PUSKESMAS WONOSARI I 500000.00 Belanja STNK 500000.00 PUSKESMAS WONOSARI II 450000.00 Belanja STNK 450000.00 PUSKESMAS KARANGMOJO I 210000.00 Belanja Surat Tanda Nomor Kendaraan 210000.00 PUSKESMAS KARANGMOJO II 633000.00 Belanja Surat tanda Nomor Kendaraan 633000.00 PUSKESMAS PANGGANG I 750000.00 Belanja Surat tanda nomor kendaraan 750000.00 PUSKESMAS PANGGANG II 1000000.00 Belanja Surat Tanda Nomor Kendaraan 1000000.00 PUSKESMAS PURWOSARI 500000.00 Belanja surat tanda nomor kendaraan 500000.00 PUSKESMAS TEPUS I 2300000.00 Belanja STNK kendaraan roda empat 2 unit 2300000.00 PUSKESMAS TEPUS II 2000000.00 Belanja Surat Tanda Nomor kendaraan 2000000.00 PUSKESMAS TANJUNGSARI 1500000.00 Belanja STNK 1500000.00 PUSKESMAS PALIYAN 250000.00 Belanja Surat Tanda Nomor Kendaraan 250000.00 PUSKESMAS SAPTOSARI 498000.00 Belanja STNK Roda 4 498000.00 PUSKESMAS NGAWEN I 900000.00 Belanja Surat Tanda Nomor Kendaraan 900000.00 PUSKESMAS NGAWEN II 1000000.00 Belanja STNK kendaraan roda 4 1000000.00 PUSKESMAS SEMANU I 1000000.00 Belanja Surat tanda Nomor Kendaraan 1000000.00 PUSKESMAS SEMANU II 663000.00 Belanja Surat tanda Nomor Kendaraan 663000.00 PUSKESMAS SEMIN I 691000.00 Belanja STNK kendaraan roda empat 691000.00 PUSKESMAS SEMIN II 2500000.00 Belanja STNK 2500000.00 PUSKESMAS PLAYEN I 700000.00 Belanja STNK 700000.00 PUSKESMAS PLAYEN II 1200000.00 Belanja STNK 1200000.00,,
1.02.1.02.01.01.07. ,PENYEDIAAN JASA ADMINISTRASI ,32160000000, KEUANGAN,,
1.02.1.02.01.01.07.5.2.1. ,BELANJA PEGAWAI ,32160000000,,,
1.02.1.02.01.01.07.5.2.1.01. ,Honorarium PNS ,32160000000,,,
1.02.1.02.01.01.07.5.2.1.01.03. ,Honorarium Bendahara. Pembantu Bendaraha ,32160000000,Honorarium Bendahara. Pembantu Bendaraha 321600000.00 DINAS KESEHATAN 240600000.00 Honorarium Bendahara. Pebantu Bendahara 240600000.00 Honorariu Benadahara Pengeluaran 6000000.00 Honorarium Bendahara Pembantu Pengeluaran 31500000.00 Honorarium Bendahara Pengeluaran Pembantu 63000000.00 Honorarium Bendahara Penerima 3300000.00 Honorarium Pembantu Bendahara Penerima 2700000.00 Honorarium Bendahara Pembantu Penerima UPt Puskesmas dan UPT laboratorium 50400000 Honorarium PPK SKPD 7200000.00 Honorarium Pembantu PPK SKPD 12600000.00 Honorarium Pengurus BArang 3900000.00 Honorarium Pengurus Barang Pembantu 6600000.00 Honorarium Pembantu Pengurus Barang 50400000.00 Hoorarium Penyimpan Barang 3000000.00 PUSKESMAS NGLIPAR I 8100000.00 Honorarium bendahara Pengeluaran Pembantu 3000000.00 Honorarium bendahara penerima pembantu 2700000.00 Honor pengurus barang pembantu 2400000.00 PUSKESMAS PATUK I 8100000.00 Honor Bendahara Pembantu Pengeluaran 3000000.00 Honor Bendahara pembantu Penerima 2700000.00 Honor Bendahara Pembantu Barang 2400000.00 PUSKESMAS RONGKOP 8100000.00 Honor Bendahara Pengeluaran pembantu 3000000.00 Honor Bendahara penerima pembantu 2700000.00 Honor pengurusb Barang pembantu 2400000.00 PUSKESMAS PONJONG I 8100000.00 honor bendahara pembantu pengeluaran 3000000.00 honor bendahara pembantu penerimaan 2700000.00 honor pembantu bendahara barang 2400000.00 PUSKESMAS WONOSARI I 8100000.00 honor bendahara pengeluaran pembantu 3000000.00 honor bendahara penarima pembantu 2700000.00 honor barang pembantu 2400000.00 PUSKESMAS PANGGANG II 8100000.00 Honorarim bendahara penerima pembantu 2700000.00 Honor bendahara pembantu pengeluaran 3000000.00 Honor pembantu Barang 2400000.00 PUSKESMAS PALIYAN 8100000.00 Honoraium Bendahara Pembantu Pengeluaran 3000000.00 Honorarium Bendahara Pembantu Penerima 2700000.00 Honorarium bendahara pembantu Barang 2400000.00 PUSKESMAS SEMANU I 8100000.00 Honor Bendahara pembantu Pengeluaran 3000000.00 Honor Bendahara pembantu penerima 2700000.00 Honor Bendahara pembantu Barang 2400000.00 PUSKESMAS SEMIN I 8100000.00 Honor Bendahara Pembantu Pengeluaran 3000000.00 Honor Bendahara Pembantu Penerimaan 2700000.00 Honor Bendahara pembantu Barang 2400000.00 PUSKESMAS PLAYEN I 8100000.00 honor Bendahara pembantu Pengeluaran 3000000.00 Honor Bendahara Pembantu Penerima 2700000.00,,
1.02.1.02.01.01.09. ,PENYEDIAAN JASA PERBAIKAN PERALATAN ,3420000000,Honor bendahara pembantu Barang 2400000.00 KERJA,,
1.02.1.02.01.01.09.5.2.2. ,BELANJA BARANG DAN JASA ,3420000000,,,
1.02.1.02.01.01.09.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,3420000000, kantor,,
