Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,17520000,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,830000,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,312200,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,312200,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,17655,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,17655,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,500145,
1.19 . 1.19.03 . 01 . 40 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,500145,
1.19 . 1.19.03 . 11 ,Program Peningkatan Sarana dan Prasarana Perkantoran ,223988525,
1.19 . 1.19.03 . 11 . 01 ,Pengadaan Sarana dan Prasarana Perkantoran ,34028525,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 ,Belanja Modal ,34028525,
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 27 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,2113025,
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 27 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Penyimpanan Perlengkapan Kantor,2113025,Filling Besi/MetalFilleng Kabinet 4 laci"1 unit x 2.050.00000 = 2.050.00000"Administrasi PengadaanKertas HVS"1 rim x 45.00000 = 45.00000"Foto copy"103 lembar x 17500 = 18.02500"
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 29 ,Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer ,18743000,
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 29 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer ,7225000,Lap Top"1 unit x 7.225.000 00 = 7.225.00000"
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 29 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Mini Komputer ,8050000,PrinterPrinter Dot Matrik"1 unit x 7.200.00000 = 7.200.00000"PrinterPrinter Canon MP 237"1 unit x 850.00000 = 850.00000"
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 29 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Personal Komputer,3468000,Harddisk Internal"1 unit x 950.00000 = 950.00000"Harddisk Eksternal"1 unit x 968.00000 = 968.00000"Stabilizer/StavoltStabilizer / Stavolt"1 unit x 350.000	00 = 350.00000"UPS"1 unit x 1.200.00000 = 1.200.00000"
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 31 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Studio ,10197500,
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 31 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Studio Visual ,10197500,LCD Proyektor"1 unit x 9.472.500	00 = 9.472.50000"PPK"1 orang x 275.00000 = 275.00000"PejabatPengadaan"1 orang x 250.00000 = 250.00000"Pejabat Pemeriksa/Penerima"1 orang x 200.00000 = 200.00000"
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 32 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi ,2975000,
1.19 . 1.19.03 . 11 . 01 . 5 . 2 . 3 . 32 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi Telephone,2975000,FacsimileFAX"1 unit x 2.975.00000 = 2.975.00000"
1.19 . 1.19.03 . 11 . 02 ,Pemeliharaan Sarana dan Prasarana Perkantoran ,189960000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,5850000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,5850000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,5850000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,184110000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1171000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 01 . 05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,1171000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,21600000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 03 . 01 ,Belanja Telepon ,8400000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 03 . 02 ,Belanja Air ,1200000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 03 . 03 ,Belanja Listrik ,12000000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 05 ,Belanja Perawatan Kendaraan Bermotor ,143339000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 05 . 01 ,Belanja Jasa Service ,7480000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 05 . 02 ,Belanja Penggantian Suku Cadang ,27661800,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 05 . 03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,93973200,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 05 . 05 ,Belanja Pajak Kendaraan Bermotor ,14224000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 20 ,Belanja Pemeliharaan ,18000000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 20 . 05 ,Belanja Pemeliharan Gedung dan Bangunan ,2000000,
1.19 . 1.19.03 . 11 . 02 . 5 . 2 . 2 . 20 . 07 ,Belanja Pemeliharaan Perlengkapan Kantor ,16000000,
1.19 . 1.19.03 . 12 ,"Program Perencanaan Pengendalian dan Evaluasi Kinerja ",4142950,
1.19 . 1.19.03 . 12 . 01 ,Penyusunan Perencanaan Kinerja SKPD ,587150,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 12 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,587150,
1.19 . 1.19.03 . 12 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,385900,
1.19 . 1.19.03 . 12 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,385900,
1.19 . 1.19.03 . 12 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,201250,
1.19 . 1.19.03 . 12 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,201250,
1.19 . 1.19.03 . 12 . 02 ,Penyusunan Laporan Keuangan ,1701250,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,756000,
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 1 . 03 ,Uang Lembur ,756000,
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,756000,
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,945250,
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,81250,
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,81250,
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,864000,
1.19 . 1.19.03 . 12 . 02 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,864000,
1.19 . 1.19.03 . 12 . 03 ,"Pengendalian Evaluasi dan Pelaporan Kinerja ",1854550,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,780000,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 1 . 03 ,Uang Lembur ,780000,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,780000,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1074550,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,86300,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,86300,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,124250,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,124250,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,864000,
1.19 . 1.19.03 . 12 . 03 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,864000,
1.19 . 1.19.03 . 13 ,Program Peningkatan Kapasitas Sumber Daya Manusia SKPD ,10249000,
1.19 . 1.19.03 . 13 . 03 ,Pendidikan dan Pelatihan Non Formal ,6000000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 13 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,6000000,
1.19 . 1.19.03 . 13 . 03 . 5 . 2 . 2 . 17 ,"Belanja kursus pelatihan sosialisasi dan bimbingan teknis PNS ",6000000,
1.19 . 1.19.03 . 13 . 03 . 5 . 2 . 2 . 17 . 01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,6000000,
1.19 . 1.19.03 . 13 . 05 ,Pengadaan Pakaian Dinas Harian (PDH) ,4249000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 13 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,4249000,
1.19 . 1.19.03 . 13 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,49000,
1.19 . 1.19.03 . 13 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,49000,
1.19 . 1.19.03 . 13 . 05 . 5 . 2 . 2 . 12 ,Belanja Pakaian Dinas dan Atributnya ,4200000,
1.19 . 1.19.03 . 13 . 05 . 5 . 2 . 2 . 12 . 04 ,Belanja Pakaian Dinas Harian (PDH) ,4200000,
1.19 . 1.19.03 . 15 ,Program Peningkatan Keamanan dan Kenyamanan Lingkungan ,94932500,
1.19 . 1.19.03 . 15 . 23 ,Penyelenggaraan Pemadaman Kebakaran ,94932500,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 1 ,Belanja Pegawai ,3000000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,3000000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,3000000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,28120000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1633000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,133000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 01 . 07 ,Belanja Pengisian Tabung Pemadam Kebakaran ,1500000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,2000000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 02 . 08 ,Belanja Bahan Peralatan Diklat/Kursus ,2000000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,245000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,245000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,200000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,200000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,23142000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,17280000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,112000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan sosialisasi penyuluhan ",2750000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 11 . 07 ,Belanja Makanan dan Minuman Harian Umum ,3000000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,900000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,900000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 3 ,Belanja Modal ,63812500,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 3 . 28 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga ,3000000,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 3 . 28 . 07 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pemadam Kebakaran,3000000,Pembelian Tabung APARTabung APAR"2 buah x 1.500.00000 = 3.000.00000"
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 3 . 45 ,Belanja Modal Peralatan dan Mesin - Pengadaan Persenjataan Non Senjata Api,60812500,
1.19 . 1.19.03 . 15 . 23 . 5 . 2 . 3 . 45 . 01 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Keamanan ,60812500,Alat Khusus Keamanan LainnyaBaju Tahan Panas"5 paket x 12.000.00000 = 60.000.00000"Honorarium TimPengadaan Barang / JasaPPK"1 orang x 275.00000 = 275.00000"Pejabat Pengadaan Barang / Jasa"1 orang x 250.00000 = 250.00000"Pejabat Pemeriksa / Penerima Barang"1 orang x 200.00000 = 200.00000"Administrasi PengadaanFoto copy"500 lembar x 17500 = 87.50000"
1.19 . 1.19.03 . 27 ,Program Tanggap Darurat Bencana ,376484000,
1.19 . 1.19.03 . 27 . 01 ,Penanggulangan Tanggap Darurat Bencana ,150000000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,8580000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,8580000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,8580000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,4170000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,677000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,677000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,600000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,600000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,343000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,343000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1500000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1500000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,1050000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1050000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 3 ,Belanja Modal ,137250000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 3 . 33 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Pemancar ,137250000,
1.19 . 1.19.03 . 27 . 01 . 5 . 2 . 3 . 33 . 08 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Antena VHF/FM,137250000,Peralatan Antena VHF/FM Lain-lainPejabat Pembuat Komitmen"2 orang/bulan x 275.00000 = 550.00000"Pejabat Pengadaan"1 orang x 250.00000 = 250.00000"Pejabat Penerima Hasil Pekerjaan"1 orang x 250.00000 = 250.00000"Pengadaan alat komunikasi dan perijinan Frekuensi"1 set x 136.200.00000 = 136.200.00000"
1.19 . 1.19.03 . 27 . 02 ,Manajemen Distribusi Logistik dan Prasarana ,12490000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,2770000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 1 . 01 ,Honorarium PNS ,2770000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,2770000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,9720000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,527000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,527000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,168000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,168000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,750000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,750000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,8275000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,730000,
1.19 . 1.19.03 . 27 . 02 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,7545000,
1.19 . 1.19.03 . 27 . 03 ,Penyelenggaraan PUSDALOPS ,213994000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,130850000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 1 . 01 ,Honorarium PNS ,21350000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,21350000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,109500000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,109500000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,83144000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,997600,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,997600,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,386400,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,386400,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,81760000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2920000,
1.19 . 1.19.03 . 27 . 03 . 5 . 2 . 2 . 11 . 07 ,Belanja Makanan dan Minuman Harian Umum ,78840000,
1.19 . 1.19.03 . 28 ,Program Penanggulangan Dini Bencana ,118651000,
1.19 . 1.19.03 . 28 . 01 ,Pengurangan Resiko Bencana Berbasis Masyarakat ,118651000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 28 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,37940000,
1.19 . 1.19.03 . 28 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,8540000,
1.19 . 1.19.03 . 28 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,8540000,
1.19 . 1.19.03 . 28 . 01 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,29400000,
1.19 . 1.19.03 . 28 . 01 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,29400000,
1.19 . 1.19.03 . 28 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,80711000,
