Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
1.22 . 1.22.01 . 01.09 ,Penyediaan Jasa Perbaikan Peralatan Kerja ,3000000,3000000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.09 . 5.2.2 ,Belanja Barang dan Jasa ,3000000,3000000,0,0,
1.22 . 1.22.01 . 01.09 . 5.2.2.20 ,Belanja Pemeliharaan ,3000000,3000000,0,0,
1.22 . 1.22.01 . 01.09 . 5.2.2.20.08 ,Belanja Pemeliharaan Peralatan Kantor ,3000000,3000000,0,0,
1.22 . 1.22.01 . 01.10 ,Penyediaan Alat Tulis Kantor ,10161950,10161950,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.10 . 5.2.2 ,Belanja Barang dan Jasa ,10161950,10161950,0,0,
1.22 . 1.22.01 . 01.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,10161950,10161950,0,0,
1.22 . 1.22.01 . 01.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,10161950,10161950,0,0,
1.22 . 1.22.01 . 01.11 ,Penyediaan Barang Cetakan dan Penggandaan ,7000000,7000000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.11 . 5.2.2 ,Belanja Barang dan Jasa ,7000000,7000000,0,0,
1.22 . 1.22.01 . 01.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,7000000,7000000,0,0,
1.22 . 1.22.01 . 01.11 . 5.2.2.06.01 ,Belanja Cetak ,3465000,3465000,0,0,
1.22 . 1.22.01 . 01.11 . 5.2.2.06.02 ,Belanja Penggandaan ,3535000,3535000,0,0,
1.22 . 1.22.01 . 01.12 ,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,2000000,2000000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.12 . 5.2.2 ,Belanja Barang dan Jasa ,2000000,2000000,0,0,
1.22 . 1.22.01 . 01.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2000000,2000000,0,0,
1.22 . 1.22.01 . 01.12 . 5.2.2.01.03 ,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)",2000000,2000000,0,0,
1.22 . 1.22.01 . 01.15 ,Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan,1340000,1340000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.15 . 5.2.2 ,Belanja Barang dan Jasa ,1340000,1340000,0,0,
1.22 . 1.22.01 . 01.15 . 5.2.2.03 ,Belanja Jasa Kantor ,1340000,1340000,0,0,
1.22 . 1.22.01 . 01.15 . 5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,1340000,1340000,0,0,
1.22 . 1.22.01 . 01.17 ,Penyediaan Makanan dan Minuman ,6840000,6840000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.17 . 5.2.2 ,Belanja Barang dan Jasa ,6840000,6840000,0,0,
1.22 . 1.22.01 . 01.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6840000,6840000,0,0,
1.22 . 1.22.01 . 01.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,6000000,6000000,0,0,
1.22 . 1.22.01 . 01.17 . 5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,840000,840000,0,0,
1.22 . 1.22.01 . 01.18 ,Rapat-Rapat Koordinasi dan Konsultasi Ke Luar Daerah,54840000,54840000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.18 . 5.2.2 ,Belanja Barang dan Jasa ,54840000,54840000,0,0,
1.22 . 1.22.01 . 01.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,54840000,54840000,0,0,
1.22 . 1.22.01 . 01.18 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,54840000,54840000,0,0,
1.22 . 1.22.01 . 01.19 ,Penyediaan koordinasi dan konsultasi dalam daerah,2000000,2000000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.19 . 5.2.2 ,Belanja Barang dan Jasa ,2000000,2000000,0,0,
1.22 . 1.22.01 . 01.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2000000,2000000,0,0,
1.22 . 1.22.01 . 01.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2000000,2000000,0,0,
1.22 . 1.22.01 . 01.20 ,Penyediaan jasa tenaga pegawai tidak tetap ,4550000,4550000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 01.20 . 5.2.1 ,Belanja Pegawai ,4550000,4550000,0,0,
1.22 . 1.22.01 . 01.20 . 5.2.1.02 ,Honorarium Non PNS ,4550000,4550000,0,0,
1.22 . 1.22.01 . 01.20 . 5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,4550000,4550000,0,0,
1.22 . 1.22.01 . 02 ,Program Peningkatan Sarana dan Prasarana Aparatur,249460500,503409800,253949300,101.8,
1.22 . 1.22.01 . 02.05 ,Pengadaan Kendaraan Dinas/Operasional ,0,244549300,244549300,0,Sumber Dana : 
1.22 . 1.22.01 . 02.05 . 5.2.3 ,Belanja Modal ,0,244549300,244549300,0,
1.22 . 1.22.01 . 02.05 . 5.2.3.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor,0,244549300,244549300,0,
1.22 . 1.22.01 . 02.05 . 5.2.3.03.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Station Wagon,0,221049300,221049300,0,"Pengadaan Mobil Roda 4 Mobil  1 unit x 218.000.000,00 = 218.000.000,00 Pejabat Pengadaan PPK 1 ob x 275.000,00 = 275.000,00 1 ob x 250.000,00 = 250.000,00 Pejabat Penerima 1 ob x 250.000,00 = 250.000,00 Sisa 1 keg x 1.225.000,00 = 1.225.000,00 Makan minum rapat 20 ok x 18.000,00 = 360.000,00 ATK Kertas HVS 70 gr 2 rim x 45.000,00 = 90.000,00 Isi toner printer 1 kali x 171.300,00 = 171.300,00 Stopmap kertas 5 buah x 800,00 = 4.000,00 Papper clip no. 3 10 buah x 2.600,00 = 26.000,00 Fotokopi 500 lbr x 225,00 = 112.500,00 Jilid SPK 7 buku x 6.500,00 = 45.500,00 Perjalanan Dinas Luar daerah dalam provinsi Goll III 3 org/kali x 80.000,00 = 240.000,00"
1.22 . 1.22.01 . 02.05 . 5.2.3.03.12 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Sepeda Motor,0,23500000,23500000,0,"Sepeda Motor Trail 1 unit x 23.500.000,00 = 23.500.000,00"
1.22 . 1.22.01 . 02.07 ,Pengadaan Perlengkapan Gedung Kantor ,9420000,9420000,0,0,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 02.07 . 5.2.3 ,Belanja Modal ,9420000,9420000,0,0,
1.22 . 1.22.01 . 02.07 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,9420000,9420000,0,0,
1.22 . 1.22.01 . 02.07 . 5.2.3.11.08 ,Belanja Modal Pengadaan AC ,9420000,9420000,0,0,"Pengadaan 2 unit AC Pengadaan AC 1 PK 2 unit x 4.500.000,00 = 9.000.000,00 Biaya pemasangan 2 unit x 210.000,00 = 420.000,00"
1.22 . 1.22.01 . 02.09 ,Pengadaan Peralatan Gedung Kantor ,13999000,13999000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 02.09 . 5.2.3 ,Belanja Modal ,13999000,13999000,0,0,
1.22 . 1.22.01 . 02.09 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,13999000,13999000,0,0,
1.22 . 1.22.01 . 02.09 . 5.2.3.12.02 ,Belanja Modal Pengadaan Komputer/PC ,8999000,8999000,0,0,"Pengadaan PC2 ACER Pengadaan PC 2 unit x 4.000.000,00 = 8.000.000,00 Administrasi pengadaan Pejabat pengadaan 1 orang x 150.000,00 = 150.000,00 Pejabat pemeriksa 1 orang x 125.000,00 = 125.000,00 Kertas HVS 70 gram folio 3 rim x 45.000,00 = 135.000,00 Stapless 1 dos x 3.500,00 = 3.500,00 Foto Copy 580 lembar x 225,00 = 130.500,00 Tinta refill Komputer 1 dos x 35.000,00 = 35.000,00 Jilid 6 buku x 10.000,00 = 60.000,00 Makan dan minum rapat 15 0rang x 24.000,00 = 360.000,00"
1.22 . 1.22.01 . 02.09 . 5.2.3.12.03 ,Belanja Modal Pengadaan Komputer Note Book ,5000000,5000000,0,0,"Pengadaan Laptop 1 unit x 5.000.000,00 = 5.000.000,00"
1.22 . 1.22.01 . 02.10 ,Pengadaan Mebeleur ,30500000,30500000,0,0,Sumber Dana :  Lokasi Kegiatan : BPMPDPKB. Kab. KP
1.22 . 1.22.01 . 02.10 . 5.2.3 ,Belanja Modal ,30500000,30500000,0,0,
1.22 . 1.22.01 . 02.10 . 5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,30500000,30500000,0,0,
1.22 . 1.22.01 . 02.10 . 5.2.3.13.02 ,Belanja Modal Pengadaan Meja Rapat ,15500000,15500000,0,0," Belanja modal pengadaan meja rapat Meja rapat 10 unit x 1.550.000,00 = 15.500.000,00"
1.22 . 1.22.01 . 02.10 . 5.2.3.13.05 ,Belanja Modal Pengadaan Kursi Rapat ,15000000,15000000,0,0,"Belanja modal pengadaan kursi rapat Kursi rapat 50 buah x 300.000,00 = 15.000.000,00"
1.22 . 1.22.01 . 02.24 ,Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional,194841500,204241500,9400000,4.82,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 02.24 . 5.2.2 ,Belanja Barang dan Jasa ,194841500,204241500,9400000,4.82,
1.22 . 1.22.01 . 02.24 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,194841500,204241500,9400000,4.82,
1.22 . 1.22.01 . 02.24 . 5.2.2.05.01 ,Belanja Jasa Service ,8300000,8300000,0,0,
1.22 . 1.22.01 . 02.24 . 5.2.2.05.02 ,Belanja Penggantian Suku Cadang ,14000000,14000000,0,0,
1.22 . 1.22.01 . 02.24 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,172541500,181941500,9400000,5.45,
1.22 . 1.22.01 . 02.26 ,Pemeliharaan Rutin/Berkala Perlengkapan Gedung Kantor,700000,700000,0,0,Sumber Dana : Lokasi Kegiatan : BPMPDPKB
1.22 . 1.22.01 . 02.26 . 5.2.2 ,Belanja Barang dan Jasa ,700000,700000,0,0,
1.22 . 1.22.01 . 02.26 . 5.2.2.20 ,Belanja Pemeliharaan ,700000,700000,0,0,
1.22 . 1.22.01 . 02.26 . 5.2.2.20.11 ,Belanja Pemeliharaan Perlengkapan Kantor ,700000,700000,0,0,
1.22 . 1.22.01 . 05 ,Program Peningkatan Kapasitas Sumber Daya Aparatur,9920000,9920000,0,0,
1.22 . 1.22.01 . 05.04 ,Pendidikan dan Pelatihan non Formal ,5000000,5000000,0,0,Sumber Dana : Lokasi Kegiatan : BPMPDPKB Kab. KP
1.22 . 1.22.01 . 05.04 . 5.2.2 ,Belanja Barang dan Jasa ,5000000,5000000,0,0,
1.22 . 1.22.01 . 05.04 . 5.2.2.17 ,"Belanja Kursus, Pelatihan, Sosialisasi Dan Bimbingan Teknis PNS",5000000,5000000,0,0,
1.22 . 1.22.01 . 05.04 . 5.2.2.17.04 ,Belanja Bimbingan Teknis ,5000000,5000000,0,0,
1.22 . 1.22.01 . 05.06 ,Penilaian Prestasi Kerja Pegawai Fungsional Lewat Angka Kredit,4920000,4920000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 05.06 . 5.2.1 ,Belanja Pegawai ,1940000,1940000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.1.01 ,Honorarium PNS ,1940000,1940000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1940000,1940000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2 ,Belanja Barang dan Jasa ,2980000,2980000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,260000,260000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,260000,260000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,200000,200000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.06.01 ,Belanja Cetak ,80000,80000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.06.02 ,Belanja Penggandaan ,120000,120000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2520000,2520000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1270000,1270000,0,0,
1.22 . 1.22.01 . 05.06 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1250000,1250000,0,0,
1.22 . 1.22.01 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,9000000,9000000,0,0,
1.22 . 1.22.01 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,2000000,2000000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,2000000,2000000,0,0,
1.22 . 1.22.01 . 06.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,284600,284600,0,0,
1.22 . 1.22.01 . 06.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,284600,284600,0,0,
1.22 . 1.22.01 . 06.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,275400,275400,0,0,
1.22 . 1.22.01 . 06.01 . 5.2.2.06.02 ,Belanja Penggandaan ,275400,275400,0,0,
1.22 . 1.22.01 . 06.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1440000,1440000,0,0,
1.22 . 1.22.01 . 06.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1440000,1440000,0,0,
1.22 . 1.22.01 . 06.09 ,Penyusunan pelaporan keuangan ,7000000,7000000,0,0,Sumber Dana : Lokasi Kegiatan : BPMPDPKB Kab. KP
1.22 . 1.22.01 . 06.09 . 5.2.1 ,Belanja Pegawai ,2062000,2062000,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.1.03 ,Uang Lembur ,2062000,2062000,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.1.03.01 ,Uang Lembur PNS ,2062000,2062000,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.2 ,Belanja Barang dan Jasa ,4938000,4938000,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1622850,1622850,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1622850,1622850,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,957150,957150,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.2.06.02 ,Belanja Penggandaan ,957150,957150,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2358000,2358000,0,0,
1.22 . 1.22.01 . 06.09 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,2358000,2358000,0,0,
1.22 . 1.22.01 . 07 ,Program Penyusunan Dokumen Perencanaan SKPD,6910800,6910800,0,0,
1.22 . 1.22.01 . 07.01 ,Penyusunan Renstra SKPD ,3000000,3000000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 07.01 . 5.2.2 ,Belanja Barang dan Jasa ,3000000,3000000,0,0,
1.22 . 1.22.01 . 07.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,661200,661200,0,0,
1.22 . 1.22.01 . 07.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,661200,661200,0,0,
1.22 . 1.22.01 . 07.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,418800,418800,0,0,
1.22 . 1.22.01 . 07.01 . 5.2.2.06.02 ,Belanja Penggandaan ,418800,418800,0,0,
1.22 . 1.22.01 . 07.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1920000,1920000,0,0,
1.22 . 1.22.01 . 07.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1920000,1920000,0,0,
1.22 . 1.22.01 . 07.02 ,Penyusunan Rencana Kerja SKPD ,3910800,3910800,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 07.02 . 5.2.2 ,Belanja Barang dan Jasa ,3910800,3910800,0,0,
1.22 . 1.22.01 . 07.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,470700,470700,0,0,
1.22 . 1.22.01 . 07.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,470700,470700,0,0,
1.22 . 1.22.01 . 07.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,272100,272100,0,0,
1.22 . 1.22.01 . 07.02 . 5.2.2.06.02 ,Belanja Penggandaan ,272100,272100,0,0,
1.22 . 1.22.01 . 07.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3168000,3168000,0,0,
1.22 . 1.22.01 . 07.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3168000,3168000,0,0,
1.22 . 1.22.01 . 10 ,Program Pengawasan dan Pengendalian Program ,4990650,4990650,0,0,
1.22 . 1.22.01 . 10.01 ,"Monitoring, evaluasi, pengendalian, dan pelaksanaan program dan kegiatan",4990650,4990650,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 10.01 . 5.2.2 ,Belanja Barang dan Jasa ,4990650,4990650,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,726200,726200,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,726200,726200,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,624450,624450,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.06.02 ,Belanja Penggandaan ,624450,624450,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2400000,2400000,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2400000,2400000,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1240000,1240000,0,0,
1.22 . 1.22.01 . 10.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1240000,1240000,0,0,
1.12 . 1.22.01 . 15 ,Program Keluarga Berencana ,1245487800,1359341700,113853900,9.14,
1.12 . 1.22.01 . 15.05 ,Pembinaan Keluarga Berencana ,199858650,199858650,0,0,Sumber Dana : Lokasi Kegiatan : kabupaten/kecamatan
1.12 . 1.22.01 . 15.05 . 5.2.1 ,Belanja Pegawai ,12145000,12145000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.1.01 ,Honorarium PNS ,2555000,2555000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2555000,2555000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.1.02 ,Honorarium Non PNS ,4950000,4950000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.1.02.03 ,Honorarium Harian ,4950000,4950000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.1.03 ,Uang Lembur ,4640000,4640000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.1.03.01 ,Uang Lembur PNS ,4640000,4640000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2 ,Belanja Barang dan Jasa ,187713650,187713650,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2343650,2343650,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,843650,843650,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.01.12 ,Belanja Peralatan Pendukung Pengobatan ,1500000,1500000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.02 ,Belanja Bahan/Material ,7000000,7000000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.02.06 ,Belanja Bahan Percontohan ,7000000,7000000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.03 ,Belanja Jasa Kantor ,35220000,35220000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.03.13 ,Belanja Dokumentasi ,690000,690000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.03.14 ,Belanja Dekorasi ,500000,500000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.03.15 ,Belanja Publikasi ,32030000,32030000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.03.26 ,Belanja Jasa Event Organizer / Atraksi Kesenian ,2000000,2000000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,8750000,8750000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.06.01 ,Belanja Cetak ,8000000,8000000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.06.02 ,Belanja Penggandaan ,750000,750000,0,0,
