1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 03 . 23 ,Belanja Jasa Analisa/Pemeriksaan Laboratorium ,58800000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1023700,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1023700,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,7790000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,540000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,7250000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,18055000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,8505000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,9550000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 3 ,Belanja Modal ,55680000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 3 . 42 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Laboratorium Lingkungan Hidup,55680000,,;;;;
"1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 3 . 42 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Laboratorium Kualitas Udara,55680000,Belanja Alat Laboratorium Lingkungan HidupAlat Pengambil Sampel Udara""1 set x 25.000.00000 = 25.000.00000""Alat Pengambil Sampel Debu DAK = Rp.  20.909.091 DAU=Rp.  2.090.909""1 unit x 23.000.00000 = 23.000.00000""KertasFilter DAK = Rp.5.590.909  DAU=Rp.559.091""1 box x 6.150.00000 = 6.150.00000""ATKHVS folio 70 gr	""2 rim x 45.00000 = 90.00000""Tinta refil printer""1 buah x 36.50000 = 36.50000""Stopmapkertas""10 buah x 1.10000 = 11.00000""PenggandaanFotocopi 70 gr""1	100 lembar x 17500 = 192.50000""Makanan dan Minuman Rapat""30 OS x 25.00000 = 750.00000""Tim PengadaanHonor Pejabat Pengadaan Barang dan Jasa""1 orang x 250.00000 = 250.00000""Honor Pejabat Penerima/Pemeriksa""1 orang x 200.00000 = 200.00000"",";;;;
1.08 . 1.08.01 . 16 . 07 ,Pengkajian Dampak Lingkungan ,65000000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 1 ,Belanja Pegawai ,23430000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 1 . 01 ,Honorarium PNS ,17750000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,17750000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 1 . 03 ,Uang Lembur ,5680000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,5680000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,41570000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,980000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,980000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1750000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1750000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,19660000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,5760000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,13900000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,19180000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,7880000,,;;;;
1.08 . 1.08.01 . 16 . 07 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,11300000,,;;;;
1.08 . 1.08.01 . 16 . 24 ,Pengembangan Kapasitas Pengelolaan Lingkungan Hidup ,386899500,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 1 ,Belanja Pegawai ,14227000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 1 . 01 ,Honorarium PNS ,7180000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,7180000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,5920000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,5920000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 1 . 03 ,Uang Lembur ,1127000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1127000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,372672500,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,8964100,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,8964100,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,1200000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,1200000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,750000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,750000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1202500,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,835000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,367500,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,8580000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1260000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2520000,,;;;;
"1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 11 . 04 ,""Belanja makanan dan minuman pelatihan sosialisasi penyuluhan "",4800000,,";;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,5087400,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,510000,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,4577400,,;;;;
1.08 . 1.08.01 . 16 . 24 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,345088500,,;;;;
