Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,
2.02.2.02.01.01.13.5.2.3. ,BELANJA  MODAL ,79180400,,,
2.02.2.02.01.01.13.5.2.3.12. ,Belanja Modal Pengadaan Komputer ,49003000,,,
2.02.2.02.01.01.13.5.2.3.12.03. ,Belanja modal pengadaan printer ,3153000,Belanja modal pengadaan printer  3153000.00  Pengadaan printer (penyuluhan kehutanan) DAK Hut 3153000.00,,
2.02.2.02.01.01.13.5.2.3.12.04. ,Belanja modal pengadaan note book ,20350000,Belanja modal pengadaan note book  20350000.00  Pengadaan Laptop (penyuluh kehutanan) DAK Hut 20350000.00,,
2.02.2.02.01.01.13.5.2.3.12.07. ,Belanja modal pengadaan CPU ,25500000,Belanja modal pengadaan CPU  25500000.00  Pengadaan komputer bult up (penyuluh kehutanan) DAK Hut 25500000.00,,
2.02.2.02.01.01.13.5.2.3.16. ,Belanja Modal Pengadaan Alat-alat Studio ,7177400,,,
2.02.2.02.01.01.13.5.2.3.16.01. ,Belanja modal pengadaan kamera ,7177400,Belanja modal pengadaan kamera  7177400.00  Pengadaan Kamera Digital (Penyuluh Kehutanan) 7177400.00,,
2.02.2.02.01.01.13.5.2.3.17. ,Belanja Modal Pengadaan Alat-alat ,23000000, Komunikasi,,
2.02.2.02.01.01.13.5.2.3.17.08. ,Belanja modal pengadaan sound sistem ,23000000,Belanja modal pengadaan sound sistem  23000000.00  Belanja sound sistem rapat (penyuluhan kehutanan) DAK Hut 23000000.00,,
2.02.2.02.01.01.14. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,4500000,,,
2.02.2.02.01.01.14.5.2.2. ,BELANJA BARANG DAN JASA ,4500000,,,
2.02.2.02.01.01.14.5.2.2.01. ,Belanja Bahan Pakai Habis ,4500000,,,
2.02.2.02.01.01.14.5.2.2.01.05. ,Belanja peralatan kebersihan dan bahan ,4500000,Belanja peralatan kebersihan dan bahan pembersih  4500000.00  pembersih,, Belanja alat kebersihan dan bahan pembersih 4500000.00
2.02.2.02.01.01.15. ,PENYEDIAAN BAHAN BACAAN DAN ,1560000, PERATURAN PERUNDANG-UNDANGAN,,
2.02.2.02.01.01.15.5.2.2. ,BELANJA BARANG DAN JASA ,1560000,,,
2.02.2.02.01.01.15.5.2.2.03. ,Belanja Jasa Kantor ,1560000,,,
2.02.2.02.01.01.15.5.2.2.03.05. ,Belanja surat kabar/majalah ,1560000,Belanja surat kabar/majalah  1560000.00  Surat Kabar Lokal 900000.00 Majalah Mingguan 660000.00,,
2.02.2.02.01.01.17. ,PENYEDIAAN MAKANAN DAN MINUMAN ,9000000,,,
2.02.2.02.01.01.17.5.2.2. ,BELANJA BARANG DAN JASA ,9000000,,,
2.02.2.02.01.01.17.5.2.2.11. ,Belanja Makanan dan Minuman ,9000000,,,
2.02.2.02.01.01.17.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,6000000,Belanja makanan dan minuman rapat  6000000.00  Minum dan snack rapat koordinasi umum 1200000.00 Makan. minum. dan snack rapat koordinasi 4800000.00,,
2.02.2.02.01.01.17.5.2.2.11.03. ,Belanja makanan dan minuman tamu ,3000000,Belanja makanan dan minuman tamu  3000000.00  Makan dan minum tamu 3000000.00,,
2.02.2.02.01.01.18. ,RAPAT-RAPAT KOORDINASI DAN ,36300000, KONSULTASI KE LUAR DAERAH,,
2.02.2.02.01.01.18.5.2.2. ,BELANJA BARANG DAN JASA ,36300000,,,
2.02.2.02.01.01.18.5.2.2.15. ,Belanja Perjalanan Dinas ,36300000,,,
2.02.2.02.01.01.18.5.2.2.15.01. ,Belanja perjalanan dinas dalam daerah ,4550000,Belanja perjalanan dinas dalam daerah  4550000.00  Gol IV 1400000.00 Gol III 1800000.00 Gol II 1350000.00,,
2.02.2.02.01.01.18.5.2.2.15.02. ,Belanja perjalanan dinas luar daerah ,31750000,Belanja perjalanan dinas luar daerah  31750000.00  Gol IV (Eselon II) 9500000.00 Gol IV 3200000.00 Gol III 7000000.00 Gol III (Keluar DIY) 1750000.00 Tiket 9000000.00 Uang Representatif 1300000.00,,
2.02.2.02.01.01.19. ,PENYEDIAAN JASA TENAGA ,23400000, ADMINISTRASI/TEKNIK PERKANTORAN,,
2.02.2.02.01.01.19.5.2.1. ,BELANJA PEGAWAI ,23400000,,,
2.02.2.02.01.01.19.5.2.1.02. ,Honorarium Non PNS ,23400000,,,
2.02.2.02.01.01.19.5.2.1.02.02. ,Honorarium Pegawai Honorer/Tidak Tetap ,23400000,Honorarium Pegawai Honorer/Tidak Tetap  23400000.00  Honor pegawai honorer 2 orang 23400000.00,,
2.02.2.02.01.02. ,PROGRAM PENINGKATAN SARANA DAN ,289227800, PRASARANA APARATUR,,
2.02.2.02.01.02.05. ,PENGADAAN KENDARAAN ,54225000, DINAS/OPERASIONAL,,
2.02.2.02.01.02.05.5.2.3. ,BELANJA  MODAL ,54225000,,,
2.02.2.02.01.02.05.5.2.3.03. ,Belanja Modal Pengadaan Alat-alat Angkutan ,54225000, Darat Bermotor,,
2.02.2.02.01.02.05.5.2.3.03.12. ,Belanja modal pengadaan alat-alat angkutan darat ,54225000,Belanja modal pengadaan alat-alat angkutan darat bermotor sepeda motor  54225000.00  bermotor sepeda motor,, Pengadaan sepeda motor roda dua (Penyuluhan kehutanan) 53500000.00 Pejabat pengadaan 250000.00 Pejabat penerima 250000.00 Belanja administrasi/dokumen pengadaan 100000.00 Fotocopy 125000.00
2.02.2.02.01.02.07. ,PENGADAAN PERLENGKAPAN GEDUNG ,46000000, KANTOR,,
2.02.2.02.01.02.07.5.2.2. ,BELANJA BARANG DAN JASA ,25000000,,,
2.02.2.02.01.02.07.5.2.2.02. ,Belanja Bahan/Material ,25000000,,,
2.02.2.02.01.02.07.5.2.2.02.18. ,Belanja Gordyn ,25000000,Belanja Gordyn  25000000.00  Gordyn 25000000.00,,
2.02.2.02.01.02.07.5.2.3. ,BELANJA  MODAL ,21000000,,,
2.02.2.02.01.02.07.5.2.3.33. ,Belanja Modal Pengadaan Perlengkapan ,21000000, Gedung Kantor,,
2.02.2.02.01.02.07.5.2.3.33.01. ,Belanja Modal Tralis ,21000000,Belanja Modal Tralis  21000000.00  Tralis 21000000.00,,
2.02.2.02.01.02.10. ,PENGADAAN MEBELAIR ,12552800,,,
2.02.2.02.01.02.10.5.2.3. ,BELANJA  MODAL ,12552800,,,
2.02.2.02.01.02.10.5.2.3.13. ,Belanja Modal Pengadaan Mebeulair ,12552800,,,
2.02.2.02.01.02.10.5.2.3.13.04. ,Belanja modal pengadaan kursi kerja ,3052800,Belanja modal pengadaan kursi kerja  3052800.00  Kursi putar 3052800.00,,
2.02.2.02.01.02.10.5.2.3.13.08. ,Belanja modal pengadaan sofa/meja kursi tamu ,9500000,Belanja modal pengadaan sofa/meja kursi tamu  9500000.00  Meja kursi tamu 9000000.00 Honorarium pejabat pengadaan 250000.00 Honorarium pejabat pemeriksa/penerima 250000.00,,
2.02.2.02.01.02.24. ,PEMELIHARAAN RUTIN/BERKALA ,173450000, KENDARAAN DINAS/OPERASIONAL,,
2.02.2.02.01.02.24.5.2.2. ,BELANJA BARANG DAN JASA ,173450000,,,
2.02.2.02.01.02.24.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,173450000,,,
2.02.2.02.01.02.24.5.2.2.05.01. ,Belanja pemeliharaan kendaraan ,77700000,Belanja pemeliharaan kendaraan  77700000.00  Service suku cadang roda 4 30000000.00 Service suku cadang roda 2 47700000.00,,
2.02.2.02.01.02.24.5.2.2.05.03. ,Belanja Bahan Bakar Minyak/Gas dan Pelumas ,95750000,Belanja Bahan Bakar Minyak/Gas dan Pelumas  95750000.00  BBM/Pelumas roda 2 39750000.00 BBM/peluman roda 4 bensin 42000000.00 BBM Pelumas roda 4 solar 14000000.00,,
2.02.2.02.01.02.29. ,PEMELIHARAAN RUTIN/BERKALA MEBELAIR ,3000000,,,
2.02.2.02.01.02.29.5.2.2. ,BELANJA BARANG DAN JASA ,3000000,,,
2.02.2.02.01.02.29.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,3000000, kantor,,
2.02.2.02.01.02.29.5.2.2.18.02. ,Belanja pemeliharaan perlengkapan kantor ,3000000,Belanja pemeliharaan perlengkapan kantor  3000000.00  Pemeliharaan mebelair kantor 3000000.00,,
2.02.2.02.01.05. ,PROGRAM PENINGKATAN KAPASITAS ,11350000, SUMBER DAYA APARATUR,,
2.02.2.02.01.05.01. ,PENDIDIKAN DAN PELATIHAN FORMAL ,8250000,,,
2.02.2.02.01.05.01.5.2.1. ,BELANJA PEGAWAI ,8250000,,,
2.02.2.02.01.05.01.5.2.1.05. ,Belanja Kursus^ Pelatihan^Sosialisasi^ dan ,8250000, Bimbingan Teknis PN,,
2.02.2.02.01.05.01.5.2.1.05.01. ,Belanja K rsus-kursus singkat/pelatihan ,8250000,Belanja Kursus-kursus singkat/pelatihan  8250000.00  Belanja kursus singkat/pelatihan 8250000.00,,
2.02.2.02.01.05.05. ,PENYUSUNAN ANALISIS BEBAN KERJA ,3100000,,,
2.02.2.02.01.05.05.5.2.1. ,BELANJA PEGAWAI ,2250000,,,
2.02.2.02.01.05.05.5.2.1.01. ,Honorarium PNS ,2250000,,,
2.02.2.02.01.05.05.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,2250000,Honorarium Tim Pelaksana Kegiatan  2250000.00  Ketua 275000.00 Sekretaris 250000.00 Anggota (5 orang) 1125000.00 Staf Sekretariat (3 orang) 600000.00,,
2.02.2.02.01.05.05.5.2.2. ,BELANJA BARANG DAN JASA ,850000,,,
2.02.2.02.01.05.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,100000,,,
2.02.2.02.01.05.05.5.2.2.01.01. ,Belanja alat tulis kantor ,100000,Belanja alat tulis kantor  100000.00  Belanja alat tulis kantor 100000.00,,
2.02.2.02.01.05.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,300000,,,
2.02.2.02.01.05.05.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,300000,Belanja Penggandaan/Foto copy  300000.00  Belanja Penggandaan 300000.00,,
2.02.2.02.01.05.05.5.2.2.11. ,Belanja Makanan dan Minuman ,450000,,,
2.02.2.02.01.05.05.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,450000,Belanja makanan dan minuman rapat  450000.00  Minum dan snack 150000.00 Makan. minum dan snack 300000.00,,
2.02.2.02.01.06. ,PROGRAM PENINGKATAN PENGEMBANGAN ,15237500, SISTEM PELAPORAN CAPAIAN KINERJA DAN ,, KEUANGAN
2.02.2.02.01.06.01. ,PENYUSUNAN LAPORAN CAPAIAN KINERJA ,1500000, DAN IKHTISAR REALISASI KINERJA SKPD,,
2.02.2.02.01.06.01.5.2.1. ,BELANJA PEGAWAI ,650000,,,
2.02.2.02.01.06.01.5.2.1.01. ,Honorarium PNS ,650000,,,
2.02.2.02.01.06.01.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,650000,Honorarium Tim Pelaksana Kegiatan  650000.00  Ketua 200000.00 Anggota (3 orang) 450000.00,,
2.02.2.02.01.06.01.5.2.2. ,BELANJA BARANG DAN JASA ,850000,,,
2.02.2.02.01.06.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,150000,,,
2.02.2.02.01.06.01.5.2.2.01.01. ,Belanja alat tulis kantor ,150000,Belanja alat tulis kantor  150000.00  ATK 150000.00,,
2.02.2.02.01.06.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,550000,,,
2.02.2.02.01.06.01.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,550000,Belanja Penggandaan/Foto copy  550000.00  Penggandaan dan jilid lakip 550000.00,,
2.02.2.02.01.06.01.5.2.2.11. ,Belanja Makanan dan Minuman ,150000,,,
2.02.2.02.01.06.01.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,150000,Belanja makanan dan minuman rapat  150000.00  Minum dan snack 150000.00,,
2.02.2.02.01.06.02. ,PENYUSUNAN PELAPORAN KEUANGAN ,500000, SEMESTERAN,,
2.02.2.02.01.06.02.5.2.2. ,BELANJA BARANG DAN JASA ,500000,,,
2.02.2.02.01.06.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,150000,,,
2.02.2.02.01.06.02.5.2.2.01.01. ,Belanja alat tulis kantor ,150000,Belanja alat tulis kantor  150000.00  ATK 150000.00,,
2.02.2.02.01.06.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,200000,,,
2.02.2.02.01.06.02.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,200000,Belanja Penggandaan/Foto copy  200000.00  Penggandaan 200000.00,,
2.02.2.02.01.06.02.5.2.2.11. ,Belanja Makanan dan Minuman ,150000,,,
2.02.2.02.01.06.02.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,150000,Belanja makanan dan minuman rapat  150000.00  Minum dan snack rapat 150000.00,,
2.02.2.02.01.06.04. ,PENYUSUNAN PELAPORAN KEUANGAN ,2487500, AKHIR TAHUN,,
2.02.2.02.01.06.04.5.2.1. ,BELANJA PEGAWAI ,1200000,,,
2.02.2.02.01.06.04.5.2.1.01. ,Honorarium PNS ,1200000,,,
2.02.2.02.01.06.04.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,1200000,Honorarium Tim Pelaksana Kegiatan  1200000.00  Ketua 275000.00 Sekretaris 250000.00 Anggota (3 orang) 675000.00,,
2.02.2.02.01.06.04.5.2.2. ,BELANJA BARANG DAN JASA ,1287500,,,
2.02.2.02.01.06.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,300000,,,
2.02.2.02.01.06.04.5.2.2.01.01. ,Belanja alat tulis kantor ,300000,Belanja alat tulis kantor  300000.00  ATK 300000.00,,
2.02.2.02.01.06.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,300000,,,
2.02.2.02.01.06.04.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,300000,Belanja Penggandaan/Foto copy  300000.00  Penggandaan dan Penjilidan 300000.00,,
2.02.2.02.01.06.04.5.2.2.11. ,Belanja Makanan dan Minuman ,687500,,,
2.02.2.02.01.06.04.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,687500,Belanja makanan dan minuman rapat  687500.00  Minum dan snack 187500.00 Makan. minum snack 500000.00,,
2.02.2.02.01.06.05. ,PENYUSUNAN PELAPORAN KEUANGAN ,10750000, BULANAN/SPJ,,
2.02.2.02.01.06.05.5.2.1. ,BELANJA PEGAWAI ,6000000,,,
2.02.2.02.01.06.05.5.2.1.01. ,Honorarium PNS ,6000000,,,
2.02.2.02.01.06.05.5.2.1.01.07. ,Honorarium Operator SIPKD ,6000000,Honorarium Operator SIPKD  6000000.00  Honor operator SIPKD (2 orang. 1 orang operator SIPKD pendapatan dan 6000000.00 belanja dan 1 orang operator SIPKD penyusunan laporan keuangan),,
2.02.2.02.01.06.05.5.2.2. ,BELANJA BARANG DAN JASA ,4750000,,,
2.02.2.02.01.06.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,1500000,,,
2.02.2.02.01.06.05.5.2.2.01.01. ,Belanja alat tulis kantor ,1500000,Belanja alat tulis kantor  1500000.00  ATK 1500000.00,,
2.02.2.02.01.06.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2500000,,,
2.02.2.02.01.06.05.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,2500000,Belanja Penggandaan/Foto copy  2500000.00  Penggandaan 2500000.00,,
2.02.2.02.01.06.05.5.2.2.11. ,Belanja Makanan dan Minuman ,750000,,,
2.02.2.02.01.06.05.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,750000,Belanja makanan dan minuman rapat  750000.00  Minum. snack 750000.00,,
2.02.2.02.01.09. ,PROGRAM PENINGKATAN KUALITAS ,73502000, PELAYANAN PUBLIK,,
2.02.2.02.01.09.01. ,PENGELOLAAN DATA DAN SISTEM ,25927000, INFORMASI SKPD,,
2.02.2.02.01.09.01.5.2.1. ,BELANJA PEGAWAI ,10050000,,,
2.02.2.02.01.09.01.5.2.1.01. ,Honorarium PNS ,10050000,,,
2.02.2.02.01.09.01.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,10050000,Honorarium Tim Pelaksana Kegiatan  10050000.00  Penanggung jawab 400000.00 Ketua 350000.00 Sekretaris 300000.00 Anggota (36 org x 2) 9000000.00,,
2.02.2.02.01.09.01.5.2.2. ,BELANJA BARANG DAN JASA ,15877000,,,
2.02.2.02.01.09.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,900000,,,
2.02.2.02.01.09.01.5.2.2.01.01. ,Belanja alat tulis kantor ,800000,Belanja alat tulis kantor  800000.00  ATK inventarisasi statistik Hutbun 500000.00 ATK informasi pembangunan Hutbun 300000.00,,
2.02.2.02.01.09.01.5.2.2.01.09. ,Belanja Dokumentasi ,100000,Belanja Dokumentasi  100000.00  Dokumentasi 100000.00,,
2.02.2.02.01.09.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1702000,,,
2.02.2.02.01.09.01.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,1702000,Belanja Penggandaan/Foto copy  1702000.00  Inventarisasi statistik hutbun 1400000.00 Penggandaan blangko inventarisasi 900000.00 Penggandaan dan penjilidan 500000.00 Penggandaan buku infromasi pembangunan 302000.00,,
2.02.2.02.01.09.01.5.2.2.11. ,Belanja Makanan dan Minuman ,1575000,,,
2.02.2.02.01.09.01.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,1575000,Belanja makanan dan minuman rapat  1575000.00  Minum snack inventarisasi statistik hutbun 1125000.00 Minum snack penyusunan buku informasi 450000.00,,
2.02.2.02.01.09.01.5.2.2.15. ,Belanja Perjalanan Dinas ,11700000,,,
2.02.2.02.01.09.01.5.2.2.15.01. ,Belanja perjalanan dinas dalam daerah ,11700000,Belanja perjalanan dinas dalam daerah  11700000.00  Perjalanan Dinas dalam daerah kabupaten 8350000.00 Golongan IV 900000.00 Gol III 6250000.00 Gol II 1200000.00 Perjalanan Dinas dalam daerah provinsi 3350000.00 Gol IV 1050000.00 Gol III 1500000.00 Gol II 800000.00,,
2.02.2.02.01.09.03. ,PENYUSUNAN RENCANA KERJA SKPD ,3900000,,,
