Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.01 . 1.01.01 . 00 . 00 . 5 . 1 . 1 . 01 . 07,Tunjangan PPh/Tunjangan Khusus,7970317300," Tunjangan PPh/Tunjangan Khusus1 th x 7.970.317.300,00 = 7.970.317.300,00"
1.01 . 1.01.01 . 00 . 00 . 5 . 1 . 1 . 01 . 08,Pembulatan Gaji,3413367," Pembulatan Gaji1 th x 3.413.367,00 = 3.413.367,00"
1.01 . 1.01.01 . 00 . 00 . 5 . 1 . 1 . 01 . 09,Iuran Asuransi Kesehatan,0," Iuran Asuransi Kesehatan
Iurang Asuransi Kesehatan BPJS1 th x 0,00 = 0,00
Iuran Asuransi Jaminan Kecelakaan Kerja BPJS1 th x 0,00 = 0,00
Iuran Jaminan Kematian BPJS1 th x 0,00 = 0,00"
1.01 . 1.01.01 . 00 . 00 . 5 . 1 . 1 . 02,Belanja Tambahan Penghasilan PNS,203397626000,
1.01 . 1.01.01 . 00 . 00 . 5 . 1 . 1 . 02 . 06,Tunjangan Profesi Guru PNSD,202325326000," Tunjangan Profesi Guru PNSD1 th x 202.325.326.000,00 = 202.325.326.000,00"
1.01 . 1.01.01 . 00 . 00 . 5 . 1 . 1 . 02 . 07,Tambahan Penghasilan Guru PNSD,1072300000," Tambahan Penghasilan Guru PNSD1 th x 1.072.300.000,00 = 1.072.300.000,00"
1.01 . 1.01.01 . 01 . 01 . 5 . 2,BELANJA LANGSUNG,53429405200,
1.01 . 1.01.01 . 01,Program Pelayanan Administrasi Perkantoran,1219067500,
1.01 . 1.01.01 . 01 . 01,Penyediaan jasa surat menyurat,6000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Kelancaran persyuratan kantor
Target : 53.640 Dok"
1.01 . 1.01.01 . 01 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,6000000,
1.01 . 1.01.01 . 01 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,6000000,
1.01 . 1.01.01 . 01 . 01 . 5 . 2 . 2 . 01 . 04,"Belanja Perangko, Materai Dan Benda Pos",6000000,"APBD
 Belanja perangko, materai dan belanja pos lainnya
Belanja perangko, materai, dan belanja pos lainnya1 ls x 6.000.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 01 . 02,"Penyediaan jasa komunikasi, sumber daya air dan listrik",80600000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terbayarnya tagihan listrik air dan komunikasi dinas dan 17 UPT PPD kecamatan
Target : 12 bulan"
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,80600000,
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,80600000,
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 03 . 01,Belanja Telepon,53500000,"APBD
 Belanja telepon dinas3 Telepon x 6.500.000,00 = 19.500.000,00
Telepon UPT17 Telepon x 2.000.000,00 = 34.000.000,00"
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 03 . 02,Belanja Air,1600000,"APBD
Belanja air UPTD1 Air x 1.600.000,00 = 1.600.000,00"
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 03 . 03,Belanja Listrik,25500000,"APBD
 Belanja listrik UPTD17 Listrik x 1.500.000,00 = 25.500.000,00"
1.01 . 1.01.01 . 01 . 06,Penyediaan jasa pemeliharaan dan perizinan kendaraan dinas/operasional,9400000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terpeliharanya ijin serta operasional kendaraan dinas lancar
Target : 34 unit"
1.01 . 1.01.01 . 01 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,9400000,
1.01 . 1.01.01 . 01 . 06 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,9400000,
1.01 . 1.01.01 . 01 . 06 . 5 . 2 . 2 . 05 . 05,Belanja Pajak Kendaraan Bermotor,9400000,"APBD 
Kendaraan roda dua40 bh x 85.000,00 = 3.400.000,00
Kendaraan roda empat""Kendaraan roda empat""4 862500 x 1.500.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 01 . 07,Penyediaan jasa administrasi keuangan,72000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Laporan keuangan yang tertib
Target : 540 dokumen"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1,Belanja Pegawai,69000000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,69000000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,69000000,"APBD
 PPKPenyimpan barang UPT204 BL x 100.000,00 = 20.400.000,00
Pembantu Pengurus barang Dinas12 BL x 75.000,00 = 900.000,00
Pembantu pengurus barang UPT204 BL x 75.000,00 = 15.300.000,00
Penyimpan barang dinas12 bl x 200.000,00 = 2.400.000,00
Pengurus gaji dinas12 bl x 75.000,00 = 900.000,00
Pengurus gaji upt204 bl x 75.000,00 = 15.300.000,00
Pengurus barang dinas12 bl x 250.000,00 = 3.000.000,0012 Bl x 250.000,00 = 3.000.000,00
Bendahara Pengeluaran12 Bl x 250.000,00 = 3.000.000,00
Pembantu PPK24 BL x 200.000,00 = 4.800.000,00"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,3000000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1400000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1400000," Belanja
 ATK Administrasi Keuangan1 paket x 1.400.000,00 = 1.400.000,00"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1600000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1600000," Belanja Fotocopy/ Penggandaan1 paket x 1.600.000,00 = 1.600.000,00"
1.01 . 1.01.01 . 01 . 08,Penyediaan jasa kebersihan kantor,117400000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terpenuhinya perawatan peralatan kantor
Target : 1 tahun"
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 1,Belanja Pegawai,67800000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 1 . 02,Honorarium Non PNS,67800000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,67800000,"APBD
 HR PTT UPT PPD 2 Orang24 Ob x 1.130.000,00 = 27.120.000,00
HR Tenaga kontrak 4 Orang36 Ob x 1.130.000,00 = 40.680.000,00"
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,49600000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,49600000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 2 . 01 . 05,Belanja Peralatan Kebersihan Dan Bahan Pembersih,49600000,"APBD 
Belanja peralatan kebersihan dan bahan pembersihDinas1 Ls x 15.600.000,00 = 15.600.000,00
UPT17 Ls x 2.000.000,00 = 34.000.000,00"
1.01 . 1.01.01 . 01 . 09,Penyediaan jasa perbaikan peralatan kerja,72000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terpenuhinya perawatan peralatan kantor (servis Komputer, AC, Mesik ketik, Mesin penggandaan )
Target : 12 bulan"
1.01 . 1.01.01 . 01 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,72000000,
1.01 . 1.01.01 . 01 . 09 . 5 . 2 . 2 . 20,Belanja Pemeliharaan,72000000,
1.01 . 1.01.01 . 01 . 09 . 5 . 2 . 2 . 20 . 04,Belanja Pemeliharan Peralatan dan Mesin,72000000,"APBD Belanja pemeliharaan alat kantorMesin Pengandaan1 Unit x 1.000.000,00 = 1.000.000,00
Perbaikan komputer dan pengantian suku cadang UPT34 Unit x 1.200.000,00 = 40.800.000,00
Servis Mesin ketik UPT34 uNIT x 150.000,00 = 5.100.000,00
Perbaikan komputer dan penggantian suku cadang1 TH x 15.000.000,00 = 15.000.000,00
Perbaikan AC dan Suku Cadang1 TH x 8.750.000,00 = 8.750.000,00
Servis Mesin ketik9 Unit x 150.000,00 = 1.350.000,00"
1.01 . 1.01.01 . 01 . 10,Penyediaan alat tulis kantor,154000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya Alat tulis kantor
Target : 4 paket"
1.01 . 1.01.01 . 01 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,154000000,
1.01 . 1.01.01 . 01 . 10 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,154000000,
1.01 . 1.01.01 . 01 . 10 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,154000000,"APBD 
Belanja ATK Dinas1 Ls x 43.500.000,00 = 43.500.000,00
Belanja ATK UPT17 Ls x 6.500.000,00 = 110.500.000,00"
1.01 . 1.01.01 . 01 . 11,Penyediaan barang cetakan dan penggandaan,154000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pencetakan dan penggandaan blangko kedinasan
Target : 500.000 lembar"
1.01 . 1.01.01 . 01 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,154000000,
1.01 . 1.01.01 . 01 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,154000000,
1.01 . 1.01.01 . 01 . 11 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,154000000,"APBD 
Belanja cetakBelanja cetak Dinas1 Ls x 12.550.000,00 = 12.550.000,00
Belanja Cetak UPT17 Ls x 600.000,00 = 10.200.000,00
Belanja foto copibelanja foto copi UPT595,000 Lb x 150,00 = 89.250.000,00
belanja foto copi dinas280,000 lb x 150,00 = 42.000.000,00"
1.01 . 1.01.01 . 01 . 12,Penyediaan komponen instalasi listrik/penerangan bangunan kantor,26400000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pengadaan komponen listrik dinas dan UPT PPD kecamatan
Target : 4 paket"
1.01 . 1.01.01 . 01 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,26400000,
1.01 . 1.01.01 . 01 . 12 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,26400000,
1.01 . 1.01.01 . 01 . 12 . 5 . 2 . 2 . 03 . 03,Belanja Listrik,26400000,"APBD 
Belanja listrik
Belanja listrik dinas1 Ls x 9.400.000,00 = 9.400.000,00
Belanja listrik UPT17 UPT x 1.000.000,00 = 17.000.000,00"
1.01 . 1.01.01 . 01 . 13,Penyediaan peralatan dan perlengkapan kantor,50000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terpenuhinya peralatan komputer
Target : 1 paket"
1.01 . 1.01.01 . 01 . 13 . 5 . 2 . 3,Belanja Modal,50000000,
1.01 . 1.01.01 . 01 . 13 . 5 . 2 . 3 . 29,Belanja Modal Peralatan dan Mesin - Pengadaan Komputer,50000000,
1.01 . 1.01.01 . 01 . 13 . 5 . 2 . 3 . 29 . 03,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Komputer Mainframe,50000000,"APBD
 Belanja modal pengadaan komputer/note book
Honor tim penerima barang1 bjj x 600.000,00 = 600.000,00
Penggadaan3,750 lbr x 150,00 = 562.500,00ATK1 Ls x 537.500,00 = 537.500,00
Belanja modal pengadaan komputer1 Unit x 8.000.000,00 = 8.000.000,00
Belanja modal pengadaan Notebook5 Unit x 8.000.000,00 = 40.000.000,00
Honor pejabat pengadaan1 Or x 300.000,00 = 300.000,00"
1.01 . 1.01.01 . 01 . 14,Penyediaan peralatan rumah tangga,20000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya peralatan rumah tangga, Pengadaan Piala, Plakat dan Cinderamata
Target : 12 bulan"
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,17500000,
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,13600000,
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2 . 01 . 09,"Belanja pembelian bendera,papan nama",13600000,"APBD 
Belanja pembelian bendera papan nama dll
Belanja bendera papan nama dinas1 Ls x 800.000,00 = 800.000,00
Belanja bendera papan nama upt17 Ls x 400.000,00 = 6.800.000,00
Belanja taplak meja dinas20 BH x 100.000,00 = 2.000.000,00
Belanja spanduk dinas10 Bh x 300.000,00 = 3.000.000,00
Belanja umbul-umbul dinas10 Bh x 100.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2 . 02,Belanja Bahan/Material,3900000,
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2 . 02 . 07,Belanja Cindera Mata,3900000,"APBD
 Belanja cindera mataBelanja piala1 Ls x 3.900.000,00 = 3.900.000,00"
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 3,Belanja Modal,2500000,
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 3 . 28,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga,2500000,
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 3 . 28 . 04,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pendingin,2500000,"APBD 
Belanja modal almari es1 Unit x 2.500.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 01 . 15,Penyediaan bahan bacaan dan peraturan perundang-undangan,17000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Sumber bacaan bagi pegawai kantor, Dikdas dan UPT
Target : 12 bulan"
1.01 . 1.01.01 . 01 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,17000000,
1.01 . 1.01.01 . 01 . 15 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,17000000,
1.01 . 1.01.01 . 01 . 15 . 5 . 2 . 2 . 03 . 05,Belanja Surat Kabar/Majalah,17000000,"APBD 
Belanja surat kabar/majalahMajalah Dinas1 Ls x 920.000,00 = 920.000,00
Surat kabar 2 macam Dinas24 Bl x 75.000,00 = 1.800.000,00
Belanja surat kabar UPT1 LS x 14.280.000,00 = 14.280.000,00"
1.01 . 1.01.01 . 01 . 17,Penyediaan makanan dan minuman,181960000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pelaksanaan rapat lancar, tersedianya makanan dan minuman rapat dan tamu
Target : 15.000 box"
1.01 . 1.01.01 . 01 . 17 . 5 . 2 . 2,Belanja Barang dan Jasa,181960000,
1.01 . 1.01.01 . 01 . 17 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,181960000,
1.01 . 1.01.01 . 01 . 17 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,181960000,"APBD 
Belanja makanan dan minuman rapatSnack minum UPT5,100 Dos x 8.500,00 = 43.350.000,00
Belanja makan minum Dinas253 Dos x 20.000,00 = 5.060.000,00
Snack minum230 Dos x 10.000,00 = 2.300.000,00
Makan minum dinas2,500 Dos x 18.500,00 = 46.250.000,00
Snack minum dinas3,000 Dos x 8.500,00 = 25.500.000,00
Makan minum UPT3,400 Dos x 17.500,00 = 59.500.000,00"
1.01 . 1.01.01 . 01 . 18,Rapat-rapat koordinasi dan konsultasi ke luar daerah,251307500,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Perjalanan dinas untuk menghadapi rakor dan konsultasi antar daerah
Target : 140 orang"
1.01 . 1.01.01 . 01 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,251307500,
1.01 . 1.01.01 . 01 . 18 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,251307500,
1.01 . 1.01.01 . 01 . 18 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,251307500,"APBD
 Belanja perjalanan dinas luar daerahTiket Transpot1 Ls x 22.650.000,00 = 22.650.000,00
Lungsum1 Ls x 47.350.000,00 = 47.350.000,00
Belanja Perjalanan dinas luar daerah kegiatan Pemberian susu cair pada anak usia sekolah (SD)1 ls x 6.025.000,00 = 6.025.000,00
Belanja Perjalanan dinas luar daerah kegiatan Pengadaan sarana peningkatan mutu pendidikan SD (DAK)1 ls x 36.525.000,00 = 36.525.000,00
Belanja Perjalanan dinas luar daerah kegiatan Pembinaan minat, bakat, dan kreativitas siswa SD
Tiket Perjalanan Dinas O2SN ke Tk. Nasional1 keg x 6.000.000,00 = 6.000.000,00
Perjalanan Dinas Lomba IPA dan Karya Ilmiah SD maju ke Tk. Nasional1 keg x 2.000.000,00 = 2.000.000,00
Tiket Perjalanan Dinas Lomba IPA dan Karya Ilmiah SD maju ke Tk. Nasional1 keg x 800.000,00 = 800.000,00
Perjalanan Dinas O2SN ke Tk. Nasional1 keg x 9.000.000,00 = 9.000.000,00
Perjalanan Dinas Lomba FLSN-SD maju ke Tk. Nasional1 keg x 6.000.000,00 = 6.000.000,00
Tiket Perjalanan Dinas Lomba FLSN-SD maju ke Tk. Nasional1 keg x 6.000.000,00 = 6.000.000,00
Belanja Perjalanan dinas luar daerah kegiatan Monitoring, evaluasi, dan pelaporan BOSBelanja Perjalanan dinas luar daerah1 ls x 6.500.000,00 = 6.500.000,00
Tiket1 ls x 2.500.000,00 = 2.500.000,00Belanja perjalanan dinas luar daerah Kegiatan Penyusunan kalender pendidikan da penerimaan peserta didik baru (PPDB)
Perjalanan dinas luar daerah1 ls x 9.200.000,00 = 9.200.000,00
Tiket1 ls x 10.000.000,00 = 10.000.000,00
Belanja perjalanan dinas luar daerah kegiatan Pembinaan dan operasional dewan sekolahTiket1 ls x 6.000.000,00 = 6.000.000,00
Perjalanan dinas luar daerah1 ls x 9.350.000,00 = 9.350.000,00
Belanja Perjalanan dinas luar daerah kegiatan Pengadaan sarana peningkatan mutu pendidikan SMP (DAK)
Perjalanan dinas luar daerah1 ls x 19.238.000,00 = 19.238.000,00
Belanja Perjalanan dinas luar daerah kegiatan Pembinaan minat, bakat, dan kreativitas siswa SMPPerjalanan dinas luar daerah1 ls x 44.500.000,00 = 44.500.000,00
Belanja Perjalanan dinas luar daerah Pengembangan sistem pendataan dan pemetaan pendidik dan tenaga kependidikan1 ls x 1.669.500,00 = 1.669.500,00"
1.01 . 1.01.01 . 01 . 19,Rapat-rapat koordinasi dan konsultasi dalam daerah,7000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Penyediaan rapat koordinasi dan konsultasi dalam daerah
Target : 80 orang"
1.01 . 1.01.01 . 01 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,7000000,
1.01 . 1.01.01 . 01 . 19 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,7000000,
1.01 . 1.01.01 . 01 . 19 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,7000000,"APBD 
Belanja perjalanan dinas dalam daerahDesa/kecamatan di Bantul, Gol IV52 Oh x 45.000,00 = 2.340.000,00
Desa/kecamatan di Bantul, Gol III42 Oh x 35.000,00 = 1.470.000,00
Desa/kecamatan di Bantul, Gol II14 Oh x 25.000,00 = 350.000,00
Luar Bantul di Propinsi DIY, Gol IV13 Oh x 70.000,00 = 910.000,00
Luar Bantul di Propinsi DIY, Gol III28 Oh x 60.000,00 = 1.680.000,00
Luar Bantul di Propinsi DIY, Gol II5 Oh x 50.000,00 = 250.000,00"
1.01 . 1.01.01 . 02,Program Peningkatan Sarana dan Prasarana Aparatur,962800000,
1.01 . 1.01.01 . 02 . 07,Pengadaan perlengkapan gedung kantor,524000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya meja kursi, sound dan lain-lain
Target : 1 paket"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 1,Belanja Pegawai,6375000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,6375000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,6375000,"APBD
 Tim Pengandaan barang/jasa2 Tim x 1.700.000,00 = 3.400.000,00
Pejabat pengandaan barang/jasa1 or x 350.000,00 = 350.000,00
Tim pemeriksa barang3 Tim x 875.000,00 = 2.625.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,142076500,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,3224600,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,3224600,"APBD ATK1 Ls x 3.224.600,00 = 3.224.600,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 02,Belanja Bahan/Material,138226900,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 02 . 12,Belanja alat-alat/perlengkapan,138226900,"APBD 
Belanja modal pengandaan filling kabinet10 Bh x 2.230.000,00 = 22.300.000,00
Belanja Modal pengadaan air conditioner split ( AC) 2 PK9 bh x 11.462.800,00 = 103.165.200,00
Belanja Modal pengadaan air conditioner split ( AC) 1.5 PK1 bh x 7.761.700,00 = 7.761.700,00
Pengadaan televisi1 bh x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,625000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,625000,"APBD 
Foto Copy5,000 Lembar x 125,00 = 625.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3,Belanja Modal,375548500,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 28,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga,295707500,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 28 . 01,Belanja Modal Peralatan dan Mesin - Pengadaan Meubelair,295707500,"APBD 
Belanja modal pengandaan meja rapat50 Bh x 1.319.500,00 = 65.975.000,00
Belanja modal pengandaan kursi60 bh x 477.000,00 = 28.620.000,00
Belanja modal pengandaan kursi rapat200 bh x 477.000,00 = 95.400.000,00
Belanja modal pengandaan sofa/meja tamu1 set x 6.352.500,00 = 6.352.500,00
Belanja modal pengandaan meja kerja 1/2 biro60 bh x 1.161.000,00 = 69.660.000,00
Belanja modal pengadaan gordyn/vitrage/rell alumunium27 buah x 1.100.000,00 = 29.700.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 31,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Studio,19841000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 31 . 05,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Computing,19841000," Belanja modal pengadaan proyektor beserta screen1 unit x 19.841.000,00 = 19.841.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 32,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi,25000000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 32 . 06,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi Sosial,25000000," Belanja modal pengadaan tata suara ( Sound System )
Belanja modal pengandaan tata suara ( Sound System )1 unit x 25.000.000,00 = 25.000.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,35000000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 3 . 49 . 14,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Garasi/Pool,35000000,"APBD 
Belanja Modal Pembangunan Tempat parkir karyawan1 unit x 35.000.000,00 = 35.000.000,00"
1.01 . 1.01.01 . 02 . 11,Pengadaan barang bercorak kesenian,280000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pengadaan alat kesenian gamelan
Target : 4 set"
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 3,Belanja Modal,280000000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 3 . 85,Belanja Modal Aset Tetap Lainnya - Pengadaan Barang Bercorak Kebudayaan,280000000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 3 . 85 . 03,Belanja Modal Aset Tetap Lainnya - Pengadaan Barang Bercorak Kebudayaan Alat Kesenian,280000000,"APBD 
Belanja pengadaan barang bercorak kesenianPengadaan13,000 Lbr x 150,00 = 1.950.000,00
HR Panitia penerima/ pemeriksa barang2 Bjj x 1.075.000,00 = 2.150.000,00
Jamuan rapat45 Or x 17.500,00 = 787.500,00
Pembelian ATK1 Ls x 1.512.500,00 = 1.512.500,00
Belanja modal gamelan type 13 set x 48.000.000,00 = 144.000.000,00
Belanja modal gamelan type 22 Set x 64.500.000,00 = 129.000.000,00
HR Pejabat Pengadaan2 Or x 300.000,00 = 600.000,00"
1.01 . 1.01.01 . 02 . 24,Pemeliharaan rutin/berkala kendaraan dinas/operasional,158800000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Service kendaraan operasional dinas
Target : 34 paket"
1.01 . 1.01.01 . 02 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,158800000,
1.01 . 1.01.01 . 02 . 24 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,158800000,
