Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.03 . 1.03.01 . 01.02 . 5.2.2.03.01 ,Belanja Telepon ,7422000.00,7422000.00,0.00,0.00,Belanja Telepon
1.03 . 1.03.01 . 01.02 . 5.2.2.03.02 ,Belanja Air ,17400000.00,17400000.00,0.00,0.00,Belanja air
1.03 . 1.03.01 . 01.02 . 5.2.2.03.03 ,Belanja Listrik ,80640000.00,123174000.00,42534000.00,52.75,
1.03 . 1.03.01 . 01.06 ,Penyediaan Jasa Pemeliharaan dan Perizinan Kendaraan Dinas/Operasional,28240000.00,47715000.00,19475000.00,68.96,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.06 . 5.2.2 ,Belanja Barang dan Jasa ,28240000.00,47715000.00,19475000.00,68.96,
1.03 . 1.03.01 . 01.06 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,28240000.00,47715000.00,19475000.00,68.96,
1.03 . 1.03.01 . 01.06 . 5.2.2.05.04 ,Belanja Jasa KIR ,2440000.00,10540000.00,8100000.00,331.97,
1.03 . 1.03.01 . 01.06 . 5.2.2.05.05 ,Belanja Surat Tanda Nomor Kendaraan ,25800000.00,25800000.00,0.00,0.00,
1.03 . 1.03.01 . 01.06 . 5.2.2.05.08 ,Belanja Kelengkapan Kendaraan Bermotor ,0.00,11375000.00,11375000.00,0.00,
1.03 . 1.03.01 . 01.07 ,Penyediaan Jasa Administrasi Keuangan ,60308000.00,43080000.00,-17228000.00,-28.57,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.07 . 5.2.1 ,Belanja Pegawai ,56240000.00,43080000.00,-13160000.00,-23.40,
1.03 . 1.03.01 . 01.07 . 5.2.1.01 ,Honorarium PNS ,43080000.00,43080000.00,0.00,0.00,
1.03 . 1.03.01 . 01.07 . 5.2.1.01.04 ,Honorarium Bendahara/Pengurus Barang ,43080000.00,43080000.00,0.00,0.00,
1.03 . 1.03.01 . 01.07 . 5.2.1.03 ,Uang Lembur ,13160000.00,0.00,-13160000.00,-100.00,
1.03 . 1.03.01 . 01.07 . 5.2.1.03.01 ,Uang Lembur PNS ,13160000.00,0.00,-13160000.00,-100.00,uang lembur PNS
1.03 . 1.03.01 . 01.07 . 5.2.2 ,Belanja Barang dan Jasa ,4068000.00,0.00,-4068000.00,-100.00,
1.03 . 1.03.01 . 01.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4068000.00,0.00,-4068000.00,-100.00,
1.03 . 1.03.01 . 01.07 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,4068000.00,0.00,-4068000.00,-100.00,
1.03 . 1.03.01 . 01.08 ,Penyediaan Jasa Kebersihan Kantor ,4980000.00,4980000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.08 . 5.2.2 ,Belanja Barang dan Jasa ,4980000.00,4980000.00,0.00,0.00,
1.03 . 1.03.01 . 01.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4980000.00,4980000.00,0.00,0.00,
1.03 . 1.03.01 . 01.08 . 5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih,4980000.00,4980000.00,0.00,0.00,
1.03 . 1.03.01 . 01.09 ,Penyediaan Jasa Perbaikan Peralatan Kerja ,4790000.00,4790000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.09 . 5.2.2 ,Belanja Barang dan Jasa ,4790000.00,4790000.00,0.00,0.00,
1.03 . 1.03.01 . 01.09 . 5.2.2.20 ,Belanja Pemeliharaan ,4790000.00,4790000.00,0.00,0.00,
1.03 . 1.03.01 . 01.09 . 5.2.2.20.08 ,Belanja Pemeliharaan Peralatan Kantor ,4790000.00,4790000.00,0.00,0.00,
1.03 . 1.03.01 . 01.10 ,Penyediaan Alat Tulis Kantor ,13688450.00,13688450.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.10 . 5.2.2 ,Belanja Barang dan Jasa ,13688450.00,13688450.00,0.00,0.00,
1.03 . 1.03.01 . 01.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,13688450.00,13688450.00,0.00,0.00,
1.03 . 1.03.01 . 01.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,13688450.00,13688450.00,0.00,0.00,
1.03 . 1.03.01 . 01.11 ,Penyediaan Barang Cetakan dan Penggandaan ,17825000.00,17825000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.11 . 5.2.2 ,Belanja Barang dan Jasa ,17825000.00,17825000.00,0.00,0.00,
1.03 . 1.03.01 . 01.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,17825000.00,17825000.00,0.00,0.00,
1.03 . 1.03.01 . 01.11 . 5.2.2.06.01 ,Belanja Cetak ,7645200.00,7645200.00,0.00,0.00,
1.03 . 1.03.01 . 01.11 . 5.2.2.06.02 ,Belanja Penggandaan ,10179800.00,10179800.00,0.00,0.00,
1.03 . 1.03.01 . 01.12 ,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,1550000.00,1550000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.12 . 5.2.2 ,Belanja Barang dan Jasa ,1550000.00,1550000.00,0.00,0.00,
1.03 . 1.03.01 . 01.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1550000.00,1550000.00,0.00,0.00,
1.03 . 1.03.01 . 01.12 . 5.2.2.01.03 ,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)",1550000.00,1550000.00,0.00,0.00,
1.03 . 1.03.01 . 01.15 ,Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan,2000000.00,2000000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.15 . 5.2.2 ,Belanja Barang dan Jasa ,2000000.00,2000000.00,0.00,0.00,
1.03 . 1.03.01 . 01.15 . 5.2.2.03 ,Belanja Jasa Kantor ,2000000.00,2000000.00,0.00,0.00,
1.03 . 1.03.01 . 01.15 . 5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,2000000.00,2000000.00,0.00,0.00,
1.03 . 1.03.01 . 01.17 ,Penyediaan Makanan dan Minuman ,12288000.00,12288000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.17 . 5.2.2 ,Belanja Barang dan Jasa ,12288000.00,12288000.00,0.00,0.00,
1.03 . 1.03.01 . 01.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12288000.00,12288000.00,0.00,0.00,
1.03 . 1.03.01 . 01.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,11040000.00,11040000.00,0.00,0.00,
1.03 . 1.03.01 . 01.17 . 5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,1248000.00,1248000.00,0.00,0.00,
1.03 . 1.03.01 . 01.18 ,Rapat-rapat Koordinasi dan Konsultasi Ke Luar Daerah,78450000.00,78450000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.18 . 5.2.2 ,Belanja Barang dan Jasa ,78450000.00,78450000.00,0.00,0.00,
1.03 . 1.03.01 . 01.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,78450000.00,78450000.00,0.00,0.00,
1.03 . 1.03.01 . 01.18 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,78450000.00,78450000.00,0.00,0.00,
1.03 . 1.03.01 . 01.19 ,Penyediaan koordinasi dan konsultasi dalam daerah,4995000.00,4995000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.19 . 5.2.2 ,Belanja Barang dan Jasa ,4995000.00,4995000.00,0.00,0.00,
1.03 . 1.03.01 . 01.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,4995000.00,4995000.00,0.00,0.00,
1.03 . 1.03.01 . 01.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,4995000.00,4995000.00,0.00,0.00,
1.03 . 1.03.01 . 01.20 ,Penyediaan jasa tenaga pegawai tidak tetap ,4550000.00,4550000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 01.20 . 5.2.1 ,Belanja Pegawai ,4550000.00,4550000.00,0.00,0.00,
1.03 . 1.03.01 . 01.20 . 5.2.1.02 ,Honorarium Non PNS ,4550000.00,4550000.00,0.00,0.00,
1.03 . 1.03.01 . 01.20 . 5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,4550000.00,4550000.00,0.00,0.00,
1.03 . 1.03.01 . 02 ,Program Peningkatan Sarana dan Prasarana Aparatur,1005390200.00,1062324400.00,56934200.00,5.66,
1.03 . 1.03.01 . 02.09 ,Pengadaan Peralatan Gedung Kantor ,19120000.00,19120000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 02.09 . 5.2.3 ,Belanja Modal ,19120000.00,19120000.00,0.00,0.00,
1.03 . 1.03.01 . 02.09 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,7020000.00,7020000.00,0.00,0.00,
1.03 . 1.03.01 . 02.09 . 5.2.3.11.08 ,Belanja Modal Pengadaan AC ,3500000.00,3500000.00,0.00,0.00,"Pengadaan AC 3/4 PK
Untuk Tata Ruang 1 unit x 3.500.000,00 = 3.500.000,00"
1.03 . 1.03.01 . 02.09 . 5.2.3.11.12 ,Belanja Modal Pengadaan Kipas Angin ,1720000.00,1720000.00,0.00,0.00,"Pengadaan Kipas Angin
pengadaan kipas 4 unit x 430.000,00 = 1.720.000,00"
1.03 . 1.03.01 . 02.09 . 5.2.3.11.14 ,Belanja Modal Pengadaan Gordyn/Vitrage/Rell Alumunium,1800000.00,1800000.00,0.00,0.00,"Gordyn
Gordyn aula 12 m x 150.000,00 = 1.800.000,00"
1.03 . 1.03.01 . 02.09 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,12100000.00,12100000.00,0.00,0.00,
1.03 . 1.03.01 . 02.09 . 5.2.3.12.02 ,Belanja Modal Pengadaan Komputer/PC ,9039500.00,9039500.00,0.00,0.00,"Komputer/PC 2 unit x 4.000.000,00 = 8.000.000,00 
Tim Pengadaan Pejabat Pembuat Komitmen 1 org/bln x 250.000,00 = 250.000,00 
Pejabat Pengadaan 1 org/bln x 250.000,00 = 250.000,00 
Pejabat Pemeriksa 1 org/bln x 175.000,00 = 175.000,00 
ATK Kertas HVS 70 gr folio 1 rim x 45.000,00 = 45.000,00 
Tinta refil printer 1 buah x 35.000,00 = 35.000,00 
Penggandaan Fotocopy 500 lembar x 225,00 = 112.500,00 
Jilid 5 dokumen x 20.000,00 = 100.000,00 
Makan dan minum rapat 12 OS x 6.000,00 = 72.000,00 "
1.03 . 1.03.01 . 02.09 . 5.2.3.12.04 ,Belanja Modal Pengadaan Printer ,1300000.00,1300000.00,0.00,0.00,Printer
,,,,,,"1 unit x 1.300.000,00 = 1.300.000,00"
1.03 . 1.03.01 . 02.09 . 5.2.3.12.08 ,Belanja Modal Pengadaan UPS/Stabilizer ,1760500.00,1760500.00,0.00,0.00,"UPS
2 unit x 500.000,00 = 1.000.000,00
1 unit x 760.500,00 = 760.500,00"
1.03 . 1.03.01 . 02.24 ,Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional,986270200.00,1043204400.00,56934200.00,5.77,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 02.24 . 5.2.2 ,Belanja Barang dan Jasa ,986270200.00,1043204400.00,56934200.00,5.77,
1.03 . 1.03.01 . 02.24 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,986270200.00,1043204400.00,56934200.00,5.77,
1.03 . 1.03.01 . 02.24 . 5.2.2.05.01 ,Belanja Jasa Service ,11175000.00,11175000.00,0.00,0.00,
1.03 . 1.03.01 . 02.24 . 5.2.2.05.02 ,Belanja Penggantian Suku Cadang ,133600000.00,133600000.00,0.00,0.00,
1.03 . 1.03.01 . 02.24 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,841495200.00,898429400.00,56934200.00,6.77,
1.03 . 1.03.01 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,15127250.00,15127250.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,2627700.00,2627700.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 06.01 . 5.2.1 ,Belanja Pegawai ,1441000.00,1441000.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 . 5.2.1.03 ,Uang Lembur ,1441000.00,1441000.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 . 5.2.1.03.01 ,Uang Lembur PNS ,1441000.00,1441000.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,1186700.00,1186700.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,439850.00,439850.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,439850.00,439850.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,746850.00,746850.00,0.00,0.00,
1.03 . 1.03.01 . 06.01 . 5.2.2.06.02 ,Belanja Penggandaan ,746850.00,746850.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 ,Penyusunan pelaporan keuangan SKPD ,12499550.00,12499550.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kab. Kulon Progo "
1.03 . 1.03.01 . 06.09 . 5.2.1 ,Belanja Pegawai ,6232000.00,6232000.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.1.03 ,Uang Lembur ,6232000.00,6232000.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.1.03.01 ,Uang Lembur PNS ,6232000.00,6232000.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.2 ,Belanja Barang dan Jasa ,6267550.00,6267550.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2990200.00,2990200.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2990200.00,2990200.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,2485350.00,2485350.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.2.06.02 ,Belanja Penggandaan ,2485350.00,2485350.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,792000.00,792000.00,0.00,0.00,
1.03 . 1.03.01 . 06.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,792000.00,792000.00,0.00,0.00,
1.03 . 1.03.01 . 07 ,Program Penyusunan Dokumen Perencanaan SKPD,6808350.00,6808350.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 ,Penyusunan Renstra SKPD ,3000000.00,3000000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 07.01 . 5.2.1 ,Belanja Pegawai ,2256000.00,2256000.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 . 5.2.1.03 ,Uang Lembur ,2256000.00,2256000.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 . 5.2.1.03.01 ,Uang Lembur PNS ,2256000.00,2256000.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 . 5.2.2 ,Belanja Barang dan Jasa ,744000.00,744000.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,367200.00,367200.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,367200.00,367200.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,376800.00,376800.00,0.00,0.00,
1.03 . 1.03.01 . 07.01 . 5.2.2.06.02 ,Belanja Penggandaan ,376800.00,376800.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 ,Penyusunan Rencana Kerja SKPD ,3808350.00,3808350.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 07.02 . 5.2.1 ,Belanja Pegawai ,2832000.00,2832000.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 . 5.2.1.03 ,Uang Lembur ,2832000.00,2832000.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 . 5.2.1.03.01 ,Uang Lembur PNS ,2832000.00,2832000.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 . 5.2.2 ,Belanja Barang dan Jasa ,976350.00,976350.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,286350.00,286350.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,286350.00,286350.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,690000.00,690000.00,0.00,0.00,
1.03 . 1.03.01 . 07.02 . 5.2.2.06.02 ,Belanja Penggandaan ,690000.00,690000.00,0.00,0.00,
1.03 . 1.03.01 . 10 ,Program Pengawasan dan Pengendalian Program ,4199000.00,7199000.00,3000000.00,71.45,
1.03 . 1.03.01 . 10.01 ,"Monitoring, Evaluasi, Pengendalian dan Pelaksanaan Program dan Kegiatan",4199000.00,7199000.00,3000000.00,71.45,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 10.01 . 5.2.1 ,Belanja Pegawai ,1532000.00,4334000.00,2802000.00,182.90,
1.03 . 1.03.01 . 10.01 . 5.2.1.03 ,Uang Lembur ,1532000.00,4334000.00,2802000.00,182.90,
1.03 . 1.03.01 . 10.01 . 5.2.1.03.01 ,Uang Lembur PNS ,1532000.00,4334000.00,2802000.00,182.90,
1.03 . 1.03.01 . 10.01 . 5.2.2 ,Belanja Barang dan Jasa ,2667000.00,2865000.00,198000.00,7.42,
1.03 . 1.03.01 . 10.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,543000.00,741000.00,198000.00,36.46,
1.03 . 1.03.01 . 10.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,543000.00,741000.00,198000.00,36.46,
1.03 . 1.03.01 . 10.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,360000.00,360000.00,0.00,0.00,
1.03 . 1.03.01 . 10.01 . 5.2.2.06.02 ,Belanja Penggandaan ,360000.00,360000.00,0.00,0.00,
1.03 . 1.03.01 . 10.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1764000.00,1764000.00,0.00,0.00,
1.03 . 1.03.01 . 10.01 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,1764000.00,1764000.00,0.00,0.00,
1.03 . 1.03.01 . 15 ,Program Pembangunan Jalan dan Jembatan ,2698340375.00,2698340375.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 ,Pembangunan Jembatan Kabupaten ,2698340375.00,2698340375.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 15.05 . 5.2.1 ,Belanja Pegawai ,12270000.00,12270000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.1.01 ,Honorarium PNS ,11165000.00,11165000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,9440000.00,9440000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,425000.00,425000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.1.01.05 ,Honorarium Penyelenggaraan Kegiatan ,1300000.00,1300000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.1.03 ,Uang Lembur ,1105000.00,1105000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.1.03.01 ,Uang Lembur PNS ,1105000.00,1105000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2 ,Belanja Barang dan Jasa ,53582125.00,53582125.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,988900.00,988900.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,988900.00,988900.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.03 ,Belanja Jasa Kantor ,250000.00,250000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.03.13 ,Belanja Dokumentasi ,250000.00,250000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,5847225.00,5847225.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.06.02 ,Belanja Penggandaan ,5847225.00,5847225.00,0.00,0.00,
