Judul,Anggaran Pendapatan dan Belanja Daerah,,
1.19.1.19.02.01.13.5.2.3.12.08. ,Belanja modal pengadaan UPS/Stabilizer ,1010000,Belanja modal pengadaan UPS/Stabilizer 1010000.00 Belanja modal pengadaan UPS Stabilizer (1 BPBD dan 1 UPT PBK) 1000000.00 Honor pejabat pengadaan UPS/Stabilizer 2 Unit 5000.00 Honor pejabat penerima pengadaan UPS/Stabilizer 2 Unit 5000.00
1.19.1.19.02.01.13.5.2.3.16. ,Belanja Modal Pengadaan Alat-alat Studio ,3539500,
1.19.1.19.02.01.13.5.2.3.16.01. ,Belanja modal pengadaan kamera ,3539500,Belanja modal pengadaan kamera 3539500.00 Belanja modal pengadaan kamera digital 2 unit (1 UPT PBK dan 1 BPBD) 3500000.00 Honorarium pejabat pengadaan belanja modal kamera digital 19750.00 Honorarium pejabat penerima pengadaan belanja modal kamera digital 19750.00
1.19.1.19.02.01.13.5.2.3.18. ,Belanja Modal Pengadaan Alat-alat Ukur ,6070000,
1.19.1.19.02.01.13.5.2.3.18.03. ,Belanja modal pengadaan alat GPS ,6070000,Belanja modal pengadaan alat GPS 6070000.00 Belanja modal peralatan global positioning system (GPS) 1 unit 6000000.00 Honorarium penjabat pengadaan belanja modal GPS 35000.00 Honorarium penjabat penerima pengadaan belanja modal GPS 35000.00
1.19.1.19.02.01.13.5.2.3.30. ,Belanja Modal Pengadaan Alat-alat ,1315000, Persejataan/Keamanan
1.19.1.19.02.01.13.5.2.3.30.12. ,Belanja modal pengadaan sentolop/senter ,1315000,Belanja modal pengadaan sentolop/senter 1315000.00 Belanja modal pengadaan senter soklay / lampu LED Police (UPT PBK) 1300000.00 Honor Pejabat pengadaan senter/sentolop 7500.00 Honor Pejabat penerima pengadaan senter/sentolop 7500.00
1.19.1.19.02.01.14. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,2000000,
1.19.1.19.02.01.14.5.2.2. ,BELANJA BARANG DAN JASA ,2000000,
1.19.1.19.02.01.14.5.2.2.01. ,Belanja Bahan Pakai Habis ,2000000,
1.19.1.19.02.01.14.5.2.2.01.05. ,Belanja peralatan kebersihan dan bahan ,2000000,Belanja peralatan kebersihan dan bahan pembersih 2000000.00 pembersihBelanja perlatan kebersihan dan bahan pembersih kantor 1500000.00 Belanja Peralatan Kebersihan dan Bahan Pembersih kantor UPT PBK 500000.00 
1.19.1.19.02.01.15. ,PENYEDIAAN BAHAN BACAAN DAN ,960000, PERATURAN PERUNDANG-UNDANGAN
1.19.1.19.02.01.15.5.2.2. ,BELANJA BARANG DAN JASA ,960000,
1.19.1.19.02.01.15.5.2.2.03. ,Belanja Jasa Kantor ,960000,
1.19.1.19.02.01.15.5.2.2.03.05. ,Belanja surat kabar/majalah ,960000,Belanja surat kabar/majalah 960000.00 Biaya langganan surat kabar 960000.00
1.19.1.19.02.01.17. ,PENYEDIAAN MAKANAN DAN MINUMAN ,5862500,
1.19.1.19.02.01.17.5.2.2. ,BELANJA BARANG DAN JASA ,5862500,
1.19.1.19.02.01.17.5.2.2.11. ,Belanja Makanan dan Minuman ,5862500,
1.19.1.19.02.01.17.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,5862500,Belanja makanan dan minuman rapat 5862500.00 Belanja minum dan snak rapat 1500000.00 Belanja makan dan minum rapat 2000000.00 Belanja minum dan snak rapat UPT PBK 2362500.00
1.19.1.19.02.01.18. ,RAPAT-RAPAT KOORDINASI DAN ,63600000, KONSULTASI KE LUAR DAERAH
1.19.1.19.02.01.18.5.2.2. ,BELANJA BARANG DAN JASA ,63600000,
1.19.1.19.02.01.18.5.2.2.15. ,Belanja Perjalanan Dinas ,63600000,
1.19.1.19.02.01.18.5.2.2.15.01. ,Belanja perjalanan dinas dalam daerah ,7000000,Belanja perjalanan dinas dalam daerah 7000000.00 Biaya perjalanan dinas wilyah Kabupaten Gunungkidul 1920000.00 Golongan IV 300000.00 Golongan III 900000.00 Golongan II 720000.00 Wilayah DIY 5080000.00 Golongan IV 1680000.00 Golongan III 2400000.00 Golongan II 1000000.00
1.19.1.19.02.01.18.5.2.2.15.02. ,Belanja perjalanan dinas luar daerah ,56600000,Belanja perjalanan dinas luar daerah 56600000.00 Wilayah Luar Pulau Jawa 5400000.00 Golongan IV 5400000.00 Wilayah Jabodetabek dan Banten 31700000.00 Golongan IV 12800000.00 Golongan III 18900000.00 Wilayah Jawa Tengah 3700000.00 Golongan IV 1200000.00 Golongan III 2500000.00 Biaya tiket 15800000.00
1.19.1.19.02.02. ,PROGRAM PENINGKATAN SARANA DAN ,165822500, PRASARANA APARATUR
1.19.1.19.02.02.10. ,PENGADAAN MEBELAIR ,19722500,
1.19.1.19.02.02.10.5.2.3. ,BELANJA  MODAL ,19722500,
1.19.1.19.02.02.10.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan ,16183000, Kantor
1.19.1.19.02.02.10.5.2.3.11.02. ,Belanja modal pengadaan almari ,6068000,Belanja modal pengadaan almari 6068000.00 Belanja modal almari arsip/almari kaca 3539500.00 Belanja modal almari arsip/almari kaca 3500000.00 Honor Pejabat Pengadaan Belanja modal almari arsip/almari kaca 19750.00 Honor Pejabat Penerima Pengadaan Belanja modal almari arsip/almari kaca 19750.00 Belanja modal pengadaan almari buku 2528500.00 Belanja modal pengadaan almari buku 2500000.00 Honor Pejabat pengadaan Belanja modal pengadaan almari buku 14250.00 Honor Pejabat penerima pengadaan Belanja modal pengadaan almari buku 14250.00
1.19.1.19.02.02.10.5.2.3.11.04. ,Belanja modal pengadaan filling kabinet ,10115000,Belanja modal pengadaan filling kabinet 10115000.00 belanja modal pengadaan filling kabinet 10000000.00 Honor Pejabat Pengadaan belanja modal filling kabinet 57500.00 Honor Pejabat Penerima Pengadaan belanja modal filling kabinet 57500.00
1.19.1.19.02.02.10.5.2.3.13. ,Belanja Modal Pengadaan Mebeulair ,3539500,
1.19.1.19.02.02.10.5.2.3.13.09. ,Belanja modal pengadaan rak buku/tv/kembang ,3539500,Belanja modal pengadaan rak buku/tv/kembang 3539500.00 Belanja modal pengadaan rak besi/rak buku 3500000.00 Honor Pejabat Pengadaan Belanja modal pengadaan rak besi/rak buku 19750.00 Honor Pejabat penerima Pengadaan Belanja modal pengadaan rak besi/rak buku 19750.00
1.19.1.19.02.02.22. ,PEMELIHARAAN RUTIN/BERKALA GEDUNG ,3100000, KANTOR
1.19.1.19.02.02.22.5.2.1. ,BELANJA PEGAWAI ,800000,
1.19.1.19.02.02.22.5.2.1.02. ,Honorarium Non PNS ,800000,
1.19.1.19.02.02.22.5.2.1.02.04. ,Upah/ongkos tenaga ,800000,Upah/ongkos tenaga 800000.00 Upah ongkos tenaga pemeliharaan gedung kantor 480000.00 Upah ongkos tenaga pemeliharaan gedung kantor UPT PBK 320000.00
1.19.1.19.02.02.22.5.2.2. ,BELANJA BARANG DAN JASA ,2300000,
1.19.1.19.02.02.22.5.2.2.02. ,Belanja Bahan/Material ,2300000,
1.19.1.19.02.02.22.5.2.2.02.01. ,Belanja bahan baku bangunan ,2300000,Belanja bahan baku bangunan 2300000.00 Belanja bahan baku bangunan pemeliharaan gedung kantor 1500000.00 Belanja bahan baku bangunan pemeliharaan gedung kantor UPT PBK 800000.00
1.19.1.19.02.02.24. ,PEMELIHARAAN RUTIN/BERKALA ,142000000, KENDARAAN DINAS/OPERASIONAL
1.19.1.19.02.02.24.5.2.2. ,BELANJA BARANG DAN JASA ,142000000, 
1.19.1.19.02.02.24.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,142000000,
1.19.1.19.02.02.24.5.2.2.05.01. ,Belanja pemeliharaan kendaraan ,57000000, Belanja pemeliharaan. servis. suku cadang. ban dan accu kendaraan dinas roda 4 dan 6 solar 4 unit 20000000.00 Belanja pemeliharaan. servis. suku cadang. ban dan accu kendaraan dinas roda 4 Petramax 2 unit 12000000.00 Belanja pemeliharaan. servis. suku cadang. ban dan accu kendaraan dinas roda 2 sebanyak 10 unit 5000000.00 Belanja pemeliharaan. servis. suku cadang. ban dan accu kendaraan damkar UPT PBK 4 unit 20000000.00
1.19.1.19.02.02.24.5.2.2.05.03. ,Belanja Bahan Bakar Minyak/Gas dan Pelumas ,85000000,Belanja Bahan Bakar Minyak/Gas dan Pelumas 85000000.00 Belanja BBM dan pelumas kendaraan dinas roda 4 sebanyak 4 unit 32000000.00 Belanja BBM dan pelumas kendaraan dinas roda 2 sebanyak 10 unit 7000000.00 Belanja BBM dan pelumas kendaraan dinas roda 4 (AB 46 D) 14000000.00 Belanja BBM dan pelumas kendaraan roda 6 tangki air 16000000.00 Belanja BBM dan pelumas kendaraan dinas damkar UPT PBK sebanyak 4 unit 16000000.00
1.19.1.19.02.02.29. ,PEMELIHARAAN RUTIN/BERKALA MEBELAIR ,1000000,
1.19.1.19.02.02.29.5.2.2. ,BELANJA BARANG DAN JASA ,1000000,
1.19.1.19.02.02.29.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,1000000, kantor
1.19.1.19.02.02.29.5.2.2.18.02. ,Belanja pemeliharaan perlengkapan kantor ,1000000,Belanja pemeliharaan perlengkapan kantor 1000000.00 Belanja pemeliharaan dan perbaikan mebelair kantor 1000000.00
1.19.1.19.02.05. ,PROGRAM PENINGKATAN KAPASITAS ,5000000, SUMBER DAYA APARATUR
1.19.1.19.02.05.01. ,PENDIDIKAN DAN PELATIHAN FORMAL ,5000000,
1.19.1.19.02.05.01.5.2.1. ,BELANJA PEGAWAI ,5000000,
1.19.1.19.02.05.01.5.2.1.05. ,Belanja Kursus^ Pelatihan^Sosialisasi^ dan ,5000000, Bimbingan Teknis PN
1.19.1.19.02.05.01.5.2.1.05.01. ,Belanja Kursus-kursus singkat/pelatihan ,5000000,Belanja Kursus-kursus singkat/pelatihan 5000000.00 Biaya diklat. pelatihan. kursus. seminar dan bintek 5000000.00
1.19.1.19.02.06. ,PROGRAM PENINGKATAN PENGEMBANGAN ,10150000, SISTEM PELAPORAN CAPAIAN KINERJA DAN KEUANGAN
1.19.1.19.02.06.01. ,PENYUSUNAN LAPORAN CAPAIAN KINERJA ,1000000, DAN IKHTISAR REALISASI KINERJA SKPD
1.19.1.19.02.06.01.5.2.1. ,BELANJA PEGAWAI ,575000,
1.19.1.19.02.06.01.5.2.1.01. ,Honorarium PNS ,575000,
1.19.1.19.02.06.01.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,575000,Honorarium Tim Pelaksana Kegiatan 575000.00 Honor Tim Pelaksana Kegiatan Penyusunan Laporan 575000.00 Ketua 150000.00 Sekretaris 125000.00 Anggota (3 orang) 300000.00
1.19.1.19.02.06.01.5.2.2. ,BELANJA BARANG DAN JASA ,425000,
1.19.1.19.02.06.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,200000,
1.19.1.19.02.06.01.5.2.2.01.01. ,Belanja alat tulis kantor ,200000,Belanja alat tulis kantor 200000.00 Belanja ATK Kegiatan Penyusunan Laporan 200000.00
1.19.1.19.02.06.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,225000,
1.19.1.19.02.06.01.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,225000,Belanja Penggandaan/Foto copy 225000.00 Belanja Foto Copy/Penggandaan dan Penjilidan Laporan 225000.00
1.19.1.19.02.06.02. ,PENYUSUNAN PELAPORAN KEUANGAN ,400000, SEMESTERAN
1.19.1.19.02.06.02.5.2.2. ,BELANJA BARANG DAN JASA ,400000,
1.19.1.19.02.06.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,200000,
1.19.1.19.02.06.02.5.2.2.01.01. ,Belanja alat tulis kantor ,200000,Belanja alat tulis kantor 200000.00 Belanja ATK Kegiatan 200000.00
1.19.1.19.02.06.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,200000,
1.19.1.19.02.06.02.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,200000,Belanja Penggandaan/Foto copy 200000.00 Belanja Foto Copy/Penggandaan 200000.00
1.19.1.19.02.06.04. ,PENYUSUNAN PELAPORAN KEUANGAN ,1750000, AKHIR TAHUN
1.19.1.19.02.06.04.5.2.1. ,BELANJA PEGAWAI ,825000,
1.19.1.19.02.06.04.5.2.1.01. ,Honorarium PNS ,825000,
1.19.1.19.02.06.04.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,825000,Honorarium Tim Pelaksana Kegiatan 825000.00 Honorarium Tim Pelaksana Kegiatan 825000.00 Ketua 200000.00 Sekretaris 175000.00 Anggota (3 orang) 450000.00
1.19.1.19.02.06.04.5.2.2. ,BELANJA BARANG DAN JASA ,925000,
1.19.1.19.02.06.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,400000,
1.19.1.19.02.06.04.5.2.2.01.01. ,Belanja alat tulis kantor ,400000,Belanja alat tulis kantor 400000.00 Belanja ATK Kegiatan 400000.00
1.19.1.19.02.06.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,525000,
1.19.1.19.02.06.04.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,525000,Belanja Penggandaan/Foto copy 525000.00 Belanja Foto Copy/Penggandaan dan penjilidan 525000.00
1.19.1.19.02.06.05. ,PENYUSUNAN PELAPORAN KEUANGAN ,7000000, BULANAN/SPJ
1.19.1.19.02.06.05.5.2.1. ,BELANJA PEGAWAI ,3000000,
1.19.1.19.02.06.05.5.2.1.01. ,Honorarium PNS ,3000000,
1.19.1.19.02.06.05.5.2.1.01.07. ,Honorarium Operator SIPKD ,3000000,Honorarium Operator SIPKD 3000000.00 Honorarium Operator SIPKD (1 orang) 3000000.00
1.19.1.19.02.06.05.5.2.2. ,BELANJA BARANG DAN JASA ,4000000,
1.19.1.19.02.06.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,1750000,
1.19.1.19.02.06.05.5.2.2.01.01. ,Belanja alat tulis kantor ,1750000,Belanja alat tulis kantor 1750000.00 Belanja ATK Kegiatan 1750000.00
1.19.1.19.02.06.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2250000,
1.19.1.19.02.06.05.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,2250000,Belanja Penggandaan/Foto copy 2250000.00 Belanja Foto Copy/Penggandaan 2250000.00
1.19.1.19.02.09. ,PROGRAM PENINGKATAN KUALITAS ,17960000, PELAYANAN PUBLIK
1.19.1.19.02.09.01. ,PENGELOLAAN DATA DAN SISTEM ,1700000, INFORMASI SKPD
1.19.1.19.02.09.01.5.2.1. ,BELANJA PEGAWAI ,700000,
1.19.1.19.02.09.01.5.2.1.01. ,Honorarium PNS ,700000,
1.19.1.19.02.09.01.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,700000,Honorarium Tim Pelaksana Kegiatan 700000.00 Honor Tim Pelaksana Kegiatan 700000.00 Ketua 175000.00 Sekretaris 150000.00 Anggota 375000.00
1.19.1.19.02.09.01.5.2.2. ,BELANJA BARANG DAN JASA ,1000000,
1.19.1.19.02.09.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,300000,
1.19.1.19.02.09.01.5.2.2.01.01. ,Belanja alat tulis kantor ,300000,Belanja alat tulis kantor 300000.00 Belanja ATK Kegiatan 300000.00
1.19.1.19.02.09.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,400000,
1.19.1.19.02.09.01.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,400000,Belanja Penggandaan/Foto copy 400000.00 Belanja Foto Copy/Penggandaan dan penjilidan 400000.00
1.19.1.19.02.09.01.5.2.2.11. ,Belanja Makanan dan Minuman ,300000,
1.19.1.19.02.09.01.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,300000,Belanja makanan dan minuman rapat 300000.00 Belanja makan minum rapat kegiatan 300000.00
1.19.1.19.02.09.03. ,PENYUSUNAN RENCANA KERJA SKPD ,3225000,
1.19.1.19.02.09.03.5.2.1. ,BELANJA PEGAWAI ,2575000,
1.19.1.19.02.09.03.5.2.1.01. ,Honorarium PNS ,2575000,
1.19.1.19.02.09.03.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,575000,Honorarium Tim Pelaksana Kegiatan 575000.00 Honor Tim Pelaksana Kegiatan 575000.00 Ketua 150000.00 Sekretaris 125000.00 Anggota (3 orang) 300000.00
1.19.1.19.02.09.03.5.2.1.01.07. ,Honorarium Operator SIPKD ,2000000,Honorarium Operator SIPKD 2000000.00 Honorarium Operator SIPKD Penyusunan Renja SKPD 2000000.00
1.19.1.19.02.09.03.5.2.2. ,BELANJA BARANG DAN JASA ,650000,
1.19.1.19.02.09.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,200000,
1.19.1.19.02.09.03.5.2.2.01.01. ,Belanja alat tulis kantor ,200000,Belanja alat tulis kantor 200000.00 Belanja ATK Kegiatan 200000.00
1.19.1.19.02.09.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,300000,
1.19.1.19.02.09.03.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,300000,Belanja Penggandaan/Foto copy 300000.00 Belanja Foto Copy/Penggandaan dan Penjilidan 300000.00
1.19.1.19.02.09.03.5.2.2.11. ,Belanja Makanan dan Minuman ,150000,
1.19.1.19.02.09.03.5.2.2.11.02. ,Belanja makanan dan minuman rapat ,150000,Belanja makanan dan minuman rapat 150000.00 Belanja minum snak rapat kegiatan 150000.00
1.19.1.19.02.09.06. ,PENYELENGGARAAN FORUM SKPD ,3460000,
1.19.1.19.02.09.06.5.2.1. ,BELANJA PEGAWAI ,435000,
1.19.1.19.02.09.06.5.2.1.01. ,Honorarium PNS ,435000,
1.19.1.19.02.09.06.5.2.1.01.01. ,Honorarium Tim Pelaksana Kegiatan ,435000,Honorarium Tim Pelaksana Kegiatan 435000.00 Ketua 75000.00 Sekretaris 60000.00 Anggota (6 orang) 300000.00
1.19.1.19.02.09.06.5.2.2. ,BELANJA BARANG DAN JASA ,3025000,
1.19.1.19.02.09.06.5.2.2.01. ,Belanja Bahan Pakai Habis ,600000,
1.19.1.19.02.09.06.5.2.2.01.01. ,Belanja alat tulis kantor ,400000,Belanja alat tulis kantor 400000.00 Belanja ATK Kegiatan 400000.00
1.19.1.19.02.09.06.5.2.2.01.09. ,Belanja Dokumentasi ,100000,Belanja Dokumentasi 100000.00 Belanja Dokumentasi 100000.00
