Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.03 . 1.03.01 . 00.00 . 5.1.1.01.05 ,Tunjangan Fungsional Umum ,435882000,408485000,-27397000,-6.29,"Tunjangan Fungsional Umum1 th x 408.485.000,00 = 408.485.000,00"
1.03 . 1.03.01 . 00.00 . 5.1.1.01.06 ,Tunjangan Beras ,624621240,538840190,-85781050,-13.73,"Tunjangan Beras1 th x 538.840.190,00 = 538.840.190,00"
1.03 . 1.03.01 . 00.00 . 5.1.1.01.07 ,Tunjangan PPh/Tunjangan Khusus ,87851703,167971703,80120000,91.2,"Tunjangan PPh1 th x 167.971.703,00 = 167.971.703,00"
1.03 . 1.03.01 . 00.00 . 5.1.1.01.08 ,Pembulatan Gaji ,245562,203633,-41929,-17.07,"Pembulatan Gaji1 th x 203.633,00 = 203.633,00"
1.03 . 1.03.01 . 00.00 . 5.1.1.01.09 ,Iuran Asuransi Kesehatan ,0,0,0,0,"Iuran Asuransi Kesehatan1 th x 0,00 = 0,00"
1.03 . 1.03.01 . 01.01 . 5.2 ,BELANJA LANGSUNG ,160778629900,193526016900,32747387000,20.37,
1.03 . 1.03.01 . 01 ,Program Pelayanan Administrasi Perkantoran ,569258000,569258000,0,0,
1.03 . 1.03.01 . 01.01 ,Pelayanan Jasa Surat Menyurat ,3000000,3000000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.01 . 5.2.2 ,Belanja Barang dan Jasa ,3000000,3000000,0,0,
1.03 . 1.03.01 . 01.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3000000,3000000,0,0,
1.03 . 1.03.01 . 01.01 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",3000000,3000000,0,0,"Belanja Materai Materai 3000300 lbr x 3.000,00 = 900.000,00 Materai 6000350 lbr x 6.000,00 = 2.100.000,00"
1.03 . 1.03.01 . 01.02 ,"Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",38400000,38400000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.02 . 5.2.2 ,Belanja Barang dan Jasa ,38400000,38400000,0,0,
1.03 . 1.03.01 . 01.02 . 5.2.2.03 ,Belanja Jasa Kantor ,38400000,38400000,0,0,
1.03 . 1.03.01 . 01.02 . 5.2.2.03.01 ,Belanja Telepon ,24000000,24000000,0,0,"Belanja telephon48 bulan/buah x 500.000,00 = 24.000.000,00"
1.03 . 1.03.01 . 01.02 . 5.2.2.03.06 ,Belanja Kawat/Faksimili/Internet ,14400000,14400000,0,0,"Belanja Speedy12 unit/bl x 1.200.000,00 = 14.400.000,00"
1.03 . 1.03.01 . 01.06 ,Penyediaan Jasa Pemeliharaan dan Perizinan Kendaraan Dinas/Operasional,26200000,26200000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.06 . 5.2.2 ,Belanja Barang dan Jasa ,26200000,26200000,0,0,
1.03 . 1.03.01 . 01.06 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,26200000,26200000,0,0,
1.03 . 1.03.01 . 01.06 . 5.2.2.05.04 ,Belanja Jasa KIR ,4000000,4000000,0,0,"Belanja Jasa KIR Roda empat4 unit x 1.000.000,00 = 4.000.000,00"
1.03 . 1.03.01 . 01.06 . 5.2.2.05.05 ,Belanja Surat Tanda Nomor Kendaraan ,22200000,22200000,0,0,"Belanja STNK Roda empat10 unit x 1.500.000,00 = 15.000.000,00 Roda dua24 unit x 300.000,00 = 7.200.000,00"
1.03 . 1.03.01 . 01.07 ,Penyediaan Jasa Administrasi Keuangan ,103600000,103600000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.07 . 5.2.1 ,Belanja Pegawai ,103600000,103600000,0,0,
1.03 . 1.03.01 . 01.07 . 5.2.1.01 ,Honorarium PNS ,103600000,103600000,0,0,
1.03 . 1.03.01 . 01.07 . 5.2.1.01.03 ,Honor Pengelola Keuangan dan Barang ,103600000,103600000,0,0,"Honor Kuasa Pengguna Anggaran0 orang/bulan x 400.000^00 = 0^00 Honor Pejabat Penatausahaan Keuangan12 orang/bulan x 350.000^00 = 4.200.000^00 Honor Bendahara Pengeluaran12 orang/bulan x 270.000^00 = 3.240.000^00 Honor Bendahara Penerimaan12 orang/bulan x 207.000^00 = 2.484.000^00 Honor Pembantu Bendahara Pengeluaran Honor Pembatu Bendahara Pengeluaran48 orang/bulan x 170.000^00 = 8.160.000^00 Hanor Pembantu Pejabat Penatausahaan Keuangan Honor Pembantu Pejabat Penatausahaan Keuangan36 orang/bulan x 200.000^00 = 7.200.000^00 Honor Pejabat Pembuat Komitmen48 orang/bulan x 300.000^00 = 14.400.000^00 Honor Pembantu Pengeluaran Gaji12 orang/bulan x 80.500^00 = 966.000^00
Honor Pengurus Barang12 orang/bulan x 300.000^00 = 3.600.000^00 Honor Pembantu Pengurus Barang24 orang/bulan x 100.000^00 = 2.400.000^00 Honor Pembantu Bendahara Penerimaan36 orang/bulan x 130.000^00 = 4.680.000^00 Honor Koordinator Lapangan UPT KP348 orang/bulan x 130.000^00 = 6.240.000^00 Honor Petugas Neraca12 orang/bulan x 130.000^00 = 1.560.000^00
Honor Tim PIU MSMHP1 Tim x 9.720.000^00 = 9.720.000^00
Honor Tim LPMU MSMHP1 Tim x 21.150.000^00 = 21.150.000^00
Honor Tim BMDHonor BMD1 Tim x 10.000.000^00 = 10.000.000^00
Honor Penyimpan Barang/Administrasi Keuangan12 orang/bl x 300.000^00 = 3.600.000^00"
1.03 . 1.03.01 . 01.08 ,Penyediaan Jasa Kebersihan Kantor ,3963500,3963500,0,0,"Sumber Dana : 
Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul"
1.03 . 1.03.01 . 01.08 . 5.2.2 ,Belanja Barang dan Jasa ,3963500,3963500,0,0,
1.03 . 1.03.01 . 01.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3963500,3963500,0,0,
1.03 . 1.03.01 . 01.08 . 5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih,3963500,3963500,0,0,Belanja Peralatan Kebersihan dan Bahan Pembersih Sapu^ Kelud^ Cemara26 buah x 6.750^00 = 175.500^00 Keset karpet24 buah x 11.000^00 = 264.000^00 Sulak bulu15 buah x 13.500^00 = 202.500^00 Lap pel biru25 buah x 18.000^00 = 450.000^00 Tisu kotak25 buah x 8.500^00 = 212.500^00 Tali rafia6 buntal x 12.000^00 = 72.000^00 Vixal30 kg x 9.500^00 = 285.000^00 Bayfresh Spray24 botol x 17.000^00 = 408.000^00 kapur barus5 buntal x 18.000^00 = 90.000^00 Pembersih lantai32 botol x 15.000^00 = 480.000^00 Lap Canebo10 buah x 65.000^00 = 650.000^00 Keranjang sampah plastik24 buah x 8.500^00 = 204.000^00 Serok Sampah (pengki)20 buah x 7.500^00 = 150.000^00 Jas Hujan8 bh x 40.000^00 = 320.000^00
1.03 . 1.03.01 . 01.10 ,Penyediaan Alat Tulis Kantor ,43591000,43591000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.10 . 5.2.2 ,Belanja Barang dan Jasa ,43591000,43591000,0,0,
1.03 . 1.03.01 . 01.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,43591000,43591000,0,0,
1.03 . 1.03.01 . 01.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,43591000,43591000,0,0,Alat Tulis Kantor Sekretariat Alat tulis kantor sekretariat (12 bulan)1 ls x 15.000.000^00 = 15.000.000^00 alat tulis kantor evaluasi dan monitoring alat tulis kantor evaluasi dan monitoring (12 bulan)1 ls x 9.991.000^00 = 9.991.000^00 alat tulis kantor uptalat tulis kantor upt (12 bulan)1 ls x 3.600.000^00 = 3.600.000^00 alat tulis kegiatan ( ck ^ tata ruang dan jalan ) alat tulis kegiatan ck^ taru dan jalan (12 bulan)1 ls x 15.000.000^00 = 15.000.000^00
1.03 . 1.03.01 . 01.11 ,Penyediaan Barang Cetakan dan Penggandaan ,83459500,83459500,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.11 . 5.2.2 ,Belanja Barang dan Jasa ,83459500,83459500,0,0,
1.03 . 1.03.01 . 01.11 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,83459500,83459500,0,0,
1.03 . 1.03.01 . 01.11 . 5.2.2.06.01 ,Belanja Cetak ,43459500,43459500,0,0,blangko kop surat50 dus x 35.000^00 = 1.750.000^00 amplop kop dinas20 rim x 75.000^00 = 1.500.000^00 blangko daftar hadir10 rim x 75.000^00 = 750.000^00 tanda bukti penerimaan bend. 26100 buah x 22.000^00 = 2.200.000^00 kartu kendali masuk300 buah x 10.000^00 = 3.000.000^00 kartu kendali keluar150 buah x 6.000^00 = 900.000^00 kartu disposisi200 buah x 7.500^00 = 1.500.000^00 lembar pengantar surat5 rim x 75.000^00 = 375.000^00 Blangko Pemberitahuan kenaikan Gaji berkala10 rim x 75.000^00 = 750.000^00 blangko riwayat pekerjaan8 rim x 75.000^00 = 600.000^00 blangko dp35 rim x 375.000^00 = 1.875.000^00 blangko ssp10 rim x 75.000^00 = 750.000^00 blangko sppd bolak balik10 rim x 125.000^00 = 1.250.000^00 blangko permohonan cuti tahunan10 rim x 75.000^00 = 750.000^00 blangko undangan berkop5 rim x 75.000^00 = 375.000^00 black note berkop88 buah x 7.500^00 = 660.000^00 kartu lebaran125 buah x 5.000^00 = 625.000^00 blangko laporan hasil rapat12 im x 100.000^00 = 1.200.000^00 blangko laporan peninjauan lapangan bidang taru12 rim x 100.000^00 = 1.200.000^00 stop map dinas (8580 lbr)1 ls x 21.449.500^00 = 21.449.500^00
1.03 . 1.03.01 . 01.11 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,40000000,40000000,0,0,penggandaaan rutinpenggandaan rutin120^000 lembar x 125^00 = 15.000.000^00 penggandaan ev dan monpengandaan ev dan mon40^000 lembar x 125^00 = 5.000.000^00 penggandaaan kegiatanpenggandaan kegiatan ck^taru dan jalan160^000 lembar x 125^00 = 20.000.000^00
1.03 . 1.03.01 . 01.12 ,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,4500000,4500000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.12 . 5.2.2 ,Belanja Barang dan Jasa ,4500000,4500000,0,0,
1.03 . 1.03.01 . 01.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4500000,4500000,0,0,
1.03 . 1.03.01 . 01.12 . 5.2.2.01.03 ,"Belanja Alat Listrik dan Elektronik(lampu pijar,battery kering)",4500000,4500000,0,0,tl 20 watt35 buah x 15.000^00 = 525.000^00 sl 20 watt35 buah x 45.000^00 = 1.575.000^00 trafo 20 watt33 buah x 36.500^00 = 1.204.500^00 lampu tl 40 watt5 buah x 92.000^00 = 460.000^00 emergency lamp2 buah x 145.000^00 = 290.000^00 kabel roll 100 mKabel rol 100 m (2 rol)1 ls x 301.000^00 = 301.000^00 Stater Tl 200 WattStater Tl 20 Watt34 buah x 4.250^00 = 144.500^00
1.03 . 1.03.01 . 01.15 ,Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan,1800000,1800000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul"
1.03 . 1.03.01 . 01.15 . 5.2.2 ,Belanja Barang dan Jasa ,1800000,1800000,0,0,
1.03 . 1.03.01 . 01.15 . 5.2.2.03 ,Belanja Jasa Kantor ,1800000,1800000,0,0,
1.03 . 1.03.01 . 01.15 . 5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,1800000,1800000,0,0,Kedaulatan Rakyat12 bulan x 75.000^00 = 900.000^00 Radar Yogya12 bulan x 75.000^00 = 900.000^00
1.03 . 1.03.01 . 01.17 ,Penyediaan Makanan dan Minuman ,30744000,30744000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.17 . 5.2.2 ,Belanja Barang dan Jasa ,30744000,30744000,0,0,
1.03 . 1.03.01 . 01.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,30744000,30744000,0,0,
1.03 . 1.03.01 . 01.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,27250000,27250000,0,0,"Snak rapat intern^ koordinasi dan lelang1^500 os x 10.000^00 = 15.000.000^00Makan rapat inter^ Koordinasi dan lelang
 Makan rapat intern^ koordinasi dan lelang700 om x 17.500^00 = 12.250.000^00"
1.03 . 1.03.01 . 01.17 . 5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,3494000,3494000,0,0,Jamuan TamuJamuan Tamu (200 om)1 ls x 3.494.000^00 = 3.494.000^00
1.03 . 1.03.01 . 01.18 ,Rapat-Rapat Koordinasi dan Konsultasi Ke Luar Daerah,200000000,200000000,0,0,Sumber Dana :  Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.18 . 5.2.2 ,Belanja Barang dan Jasa ,200000000,200000000,0,0,
1.03 . 1.03.01 . 01.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,200000000,200000000,0,0,
1.03 . 1.03.01 . 01.18 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,200000000,200000000,0,0,Biaya Perjln Dinas ke Jkt  Gol IVBiaya Perjln Din ke Jkt Gol IV35 oh x 1.400.000^00 = 49.000.000^00 Biaya Perjln Dinas Ke Jkt Gol IIIBiaya Perjln Dinas Gol III35 oh x 1.250.000^00 = 43.750.000^00 Tiket Pesawat Terbang40 oh x 1.528.000^00 = 61.120.000^00 Tiket KA1 ls x 19.265.500^00 = 19.265.500^00 Biaya Perjln dinas luar DIY gol IVBiaya perjln din luar DIY gol IV35 oh x 385.000^00 = 13.475.000^00 Biaya perjln dinas luar DIY gol IIIBiaya perjln dinas luar DIY gol III (35 oh)1 ls x 13.389.500^00 = 13.389.500^00
1.03 . 1.03.01 . 01.19 ,Rapat-Rapat Koordinasi dan Konsultasi Ke dalam Daerah,30000000,30000000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umumn Kabupaten Bantul
1.03 . 1.03.01 . 01.19 . 5.2.2 ,Belanja Barang dan Jasa ,30000000,30000000,0,0,
1.03 . 1.03.01 . 01.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,30000000,30000000,0,0,
1.03 . 1.03.01 . 01.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,30000000,30000000,0,0,Biaya perjln din dlm daerah dalam propinsi biaya perjln dindlm daerah gol IV60 oh x 70.000^00 = 4.200.000^00 biaya perjln din dlm daerah gol III200 oh x 60.000^00 = 12.000.000^00 biaya perjlnn din dlm daerah gol II (185 oh)1 ls x 9.260.000^00 = 9.260.000^00 Biaya perjalanan dinas dalam daerah ( Evaluasi dan Monitoring) Biaya perjlnn dinas dlm daerah gol IV4 oh x 70.000^00 = 280.000^00 Biaya perjlnn dinas dlm daerah gol III36 oh x 60.000^00 = 2.160.000^00 Biaya perjlnn dinas dlm daerah gol II42 oh x 50.000^00 = 2.100.000^00
1.03 . 1.03.01 . 02 ,Program Peningkatan Sarana dan Prasarana Aparatur,17524497800,18085197800,560700000,3.2,
1.03 . 1.03.01 . 02.03 ,Pembangunan Gedung Kantor ,15082652800,15287652800,205000000,1.36,Sumber Dana : Lokasi Kegiatan : Kecamatan Bantul
1.03 . 1.03.01 . 02.03 . 5.2.3 ,Belanja Modal ,15082652800,15287652800,205000000,1.36,
1.03 . 1.03.01 . 02.03 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,15082652800,15287652800,205000000,1.36,
1.03 . 1.03.01 . 02.03 . 5.2.3.26.01 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor,15082652800,15287652800,205000000,1.36,honor tim pengadaan barang dan jasa ketua1 ok x 650.000^00 = 650.000^00 sekretaris1 ok x 625.000^00 = 625.000^00 anggota5 ok x 600.000^00 = 3.000.000^00 honor tim penerima pekerjaanketua1 ok x 600.000^00 = 600.000^00 sekretaris1 ok x 550.000^00 = 550.000^00 anggota5 ok x 515.000^00 = 2.575.000^00 honor tim supervisi perencanaanketua1 ok x 500.000^00 = 500.000^00 sekretaris1 ok x 450.000^00 = 450.000^00 anggota5 ok x 400.000^00 = 2.000.000^00 honor tim petugas pengawas lapangan ketua1 ok x 600.000^00 = 600.000^00 sekretaris1 ok x 550.000^00 = 550.000^00 anggota16 ok x 515.000^00 = 8.240.000^00 belanja bahan habis pakai kantorbelanja alat tulis kantor1 ls x 9.000.000^00 = 9.000.000^00 belanja cetak dan penggandaanbelanja penggandaan1 ls x 12.410.000^00 = 12.410.000^00 belanja makanan dan minumanMakan/Minum300 om x 17.500^00 = 5.250.000^00 Snack/Minum300 os x 10.000^00 = 3.000.000^00 belanja jasa konsultasi perencanaan Perencanaan Paket I1 ls x 50.000.000^00 = 50.000.000^00 Perencanaan Paket II1 ls x 50.000.000^00 = 50.000.000^00 Perencanaan Paket III1 ls x 50.000.000^00 = 50.000.000^00 Perencanaan Paket IV1 ls x 50.000.000^00 = 50.000.000^00Perencanaan Paket V1 ls x 50.000.000^00 = 50.000.000^00 Perencanaan Paket VI1 ls x 50.000.000^00 = 50.000.000^00 Perencanaan Paket VII1 pkt x 50.000.000^00 = 50.000.000^00 Perencanaan Paket VIII1 pkt x 50.000.000^00 = 50.000.000^00 Perencanaan Paket IX1 pkt x 50.000.000^00 = 50.000.000^00 Maket Perkantoran Baru1 pkt x 30.000.000^00 = 30.000.000^00 Perencanaan Paket X (Menara Angkatan Laut)1 pkt x 50.000.000^00 = 50.000.000^00 belanja jasa konsultasi pengawasanPengawasan Paket I1 ls x 50.000.000^00 = 50.000.000^00 Pengawasan Paket II1 ls x 50.000.000^00 = 50.000.000^00 Pengawasan Paket III1 ls x 50.000.000^00 = 50.000.000^00 Pengawasan Paket IV1 ls x 50.000.000^00 = 50.000.000^00 Pengawasan Paket V1 ls x 50.000.000^00 = 50.000.000^00 pembangunan gedung kantor Pembangunan Dinas Perindagkop1 unit x 2.500.000.000^00 = 2.500.000.000^00 Rehhab. Kantor DPU dan Gudang Arsip1 unit x 750.000.000^00 = 750.000.000^00 Rehabilitasi Pendopo Kec. Kasihan1 unit x 750.000.000^00 = 750.000.000^00 Rehab. Kantor Kec. Sedayu1 unit x 750.000.000^00 = 750.000.000^00 Rehab. Pagar Kec. Bantul1 unit x 300.000.000^00 = 300.000.000^00 Rehab. Pagar Kec. Piyungan1 unit x 300.000.000^00 = 300.000.000^00 Rehab. Rumah Dinas Camat Imogiri1 unit x 0^00 = 0^00 Rehab. Rumah Dinas Camat Pajangan1 unit x 500.000.000^00 = 500.000.000^00 Rehab. Kantor Kec. Kretek1 unit x 750.000.000^00 = 750.000.000^00 Rehab. Kantor Kec. Jetis1 unit x 700.000.000^00 = 700.000.000^00 Rehab. Kantor Kec. Srandakan1 unit x 800.000.000^00 = 800.000.000^00 Pembangunan Dinas DUKCAPIL1 unit x 1.000.000.000^00 = 1.000.000.000^00 Pembangunan Kantor ULP1 unit x 2.000.000.000^00 = 2.000.000.000^00 Penataan Landscape Kompleks Perkantoran Baru1 unit x 1.000.000.000^00 = 1.000.000.000^00 Rehabilitasi Rumah Dinas Bupati1 unit x 1.000.000.000^00 = 1.000.000.000^00 Pembangunan Gedung Pertemuan Glagah Kidul Tamanan Banguntapan1 unit x 200.000.000^00 = 200.000.000^00 Pembangunan Gedung Pertemuan Polosiyo Poncosari1 unit x 100.000.000^00 = 100.000.000^00 Penataan Landscape dan Rehab Kantor DPRD Kabupaten Bantul1 ls x 582.652.800^00 = 582.652.800^00 Rehab. Showroom Wijirejo Pandak1 unit x 50.000.000^00 = 50.000.000^00 Rehab. Kantor Pora1 unit x 150.000.000^00 = 150.000.000^00 Rehab. Rumah Dinas Bupati (ruang PKK)1 unit x 200.000.000^00 = 200.000.000^00 Rehab. Mushola DPU Bantul1 unit x 25.000.000^00 = 25.000.000^00 Operasional Bantuan Stimulan Perumahan Swadaya norarium tim BSPS1 ls x 50.000.000^00 = 50.000.000^00
1.03 . 1.03.01 . 02.05 ,Pengadaan Kendaraan Dinas/Operasional ,745000000,945000000,200000000,26.85,Sumber Dana : Lokasi Kegiatan : Bantul
1.03 . 1.03.01 . 02.05 . 5.2.3 ,Belanja Modal ,745000000,945000000,200000000,26.85,
1.03 . 1.03.01 . 02.05 . 5.2.3.02 ,Belanja Modal Pengadaan Alat-Alat Berat ,350000000,350000000,0,0,
1.03 . 1.03.01 . 02.05 . 5.2.3.02.05 ,Belanja Modal Pengadaan Dump Truk ,350000000,350000000,0,0,Pengadaan Dump Truck Pengadaan Dump Truck UPT KP31 unit x 350.000.000^00 = 350.000.000^00
1.03 . 1.03.01 . 02.05 . 5.2.3.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor,395000000,595000000,200000000,50.63,
1.03 . 1.03.01 . 02.05 . 5.2.3.03.05 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Micro Bus,350000000,550000000,200000000,57.14,Pengadaan Mobil Dinas1 unit x 350.000.000^00 = 350.000.000^00 Pengadaan Mobil Operasional1 unit x 200.000.000^00 = 200.000.000^00
1.03 . 1.03.01 . 02.05 . 5.2.3.03.12 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Sepeda Motor,45000000,45000000,0,0,Pengadaan Sepeda Motor Pengadaaan Sepeda Motor3 unit x 15.000.000^00 = 45.000.000^00
1.03 . 1.03.01 . 02.22 ,Pemeliharaan Rutin/Berkala Gedung kantor ,200000000,294500000,94500000,47.25,Sumber Dana :  Lokasi Kegiatan : Bantul
1.03 . 1.03.01 . 02.22 . 5.2.1 ,Belanja Pegawai ,75000000,0,-75000000,-100,
