"115  11501  0106;Penyediaan Jasa Pemeliharaan dan Perizinan Kendaraan Dinas/Operasional ;5000000;5000000;0;0;""Sumber Dana : Dana Alokasi Umum (D A U) ",,,,,,,,,,,,,,,,
"Lokasi Kegiatan : bantul""",,,,,,,,,,,,,,,,
115  11501  0106  522;Belanja Barang dan Jasa ;5000000;5000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0106  52205;Belanja Perawatan Kendaraan Bermotor ;5000000;5000000;0;0;,,,,,,,,,,,,,,,,
"115  11501  0106  5220505;Belanja Surat Tanda Nomor Kendaraan ;5000000;5000000;0;0;""belanja perawatan kendaraan bermotor 3 mobil dan 18 kendaraan roda 2 1 bln x 0",00 = 0,0,,,,,,,,,,,,,,
 Penyediaan jasa pemeliharaan dan perijinan kendaraan /operasional belanja barang dan jasa 1 ls x 5000000,00 = 5000000,"00""",,,,,,,,,,,,,,
"115  11501  0107;Penyediaan Jasa Administrasi Keuangan ;31320000;30120000;-1200000;-383;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0107  521;Belanja Pegawai ;31320000;30120000;-1200000;-383;,,,,,,,,,,,,,,,,
115  11501  0107  52101;Honorarium PNS ;31320000;30120000;-1200000;-383;,,,,,,,,,,,,,,,,
"115  11501  0107  5210103;Honor Pengelola Keuangan dan Barang ;31320000;30120000;-1200000;-383;"" Pejabat Penata usahaan keuangan penjabat penatausahaan keuangan 12 ob x 345000",00 = 4140000,0,,,,,,,,,,,,,,
pembantu pejabat penatausahaan keuangan 36 ob x 230000,00 = 8280000,0,,,,,,,,,,,,,,
bendahara pengeluaran 12 ob x 315000,00 = 3780000,0,,,,,,,,,,,,,,
pembantu bendahara (kasir) 6 OB x 230000,00 = 1380000,0,,,,,,,,,,,,,,
pembantu bendahara (pembuat neraca) 12 ob x 230000,00 = 2760000,0,,,,,,,,,,,,,,
pengurus barang 12 ob x 300000,00 = 3600000,0,,,,,,,,,,,,,,
pengurus barang pembantu pembantu bendahara (pengurus gaj) ,,,,,,,,,,,,,,,,
pembantu bendahara (pengurus gaji) 12 ob x 85000,00 = 1020000,0,,,,,,,,,,,,,,
bendahara penerima 12 ob x 90000,00 = 1080000,0,,,,,,,,,,,,,,
Penyimpan barang 12 ob x 150000,00 = 1800000,0,,,,,,,,,,,,,,
Pengelola urusan kepegawaian 12 ob x 75000,00 = 900000,0,,,,,,,,,,,,,,
Pembantu bendahara ( entry SPJ ) 6 ob x 230000,00 = 1380000,"00""",,,,,,,,,,,,,,
"115  11501  0108;Penyediaan Jasa Kebersihan Kantor ;4200000;5400000;1200000;2857;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0108  522;Belanja Barang dan Jasa ;4200000;5400000;1200000;2857;,,,,,,,,,,,,,,,,
115  11501  0108  52201;Belanja Bahan Pakai Habis ;4200000;5400000;1200000;2857;,,,,,,,,,,,,,,,,
115  11501  0108  5220105;Belanja Peralatan Kebersihan Dan Bahan Pembersih;4200000;5400000;1200000;2857;belanja kebersihan dan bahan pembersih 1 tahun x 5400000,00 = 5400000,0,,,,,,,,,,,,,,
"115  11501  0110;Penyediaan Alat Tulis Kantor ;26440000;29000000;2560000;968;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : bantul""",,,,,,,,,,,,,,,,
115  11501  0110  522;Belanja Barang dan Jasa ;26440000;29000000;2560000;968;,,,,,,,,,,,,,,,,
115  11501  0110  52201;Belanja Bahan Pakai Habis ;26440000;29000000;2560000;968;,,,,,,,,,,,,,,,,
115  11501  0110  5220101;Belanja Alat Tulis Kantor ;26440000;29000000;2560000;968;Alat tulis kantor 1 bulan x 29000000,00 = 29000000,0,,,,,,,,,,,,,,
"115  11501  0111;Penyediaan Barang Cetakan dan Penggandaan ;13000000;15500000;2500000;1923;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : bantul""",,,,,,,,,,,,,,,,
115  11501  0111  522;Belanja Barang dan Jasa ;13000000;15500000;2500000;1923;,,,,,,,,,,,,,,,,
115  11501  0111  52206;Belanja Cetak/Penggandaan/Dokumentasi ;13000000;15500000;2500000;1923;,,,,,,,,,,,,,,,,
115  11501  0111  5220601;Belanja Cetak ;6000000;7000000;1000000;1667;cetak 1 tahun x 7000000,00 = 7000000,0,,,,,,,,,,,,,,
115  11501  0111  5220602;Belanja Penggandaan/Foto Copy ;7000000;8500000;1500000;2143;penggandaan 1 ls x 8500000,00 = 8500000,0,,,,,,,,,,,,,,
"115  11501  0112;Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor ;5000000;5000000;0;0;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : bantul""",,,,,,,,,,,,,,,,
115  11501  0112  522;Belanja Barang dan Jasa ;5000000;5000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0112  52201;Belanja Bahan Pakai Habis ;5000000;5000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0112  5220103;Belanja Alat Listrik dan Elektronik(lampu pijar,battery kering);5000000;5000000;0;0;alat listrik dan elektronika 1 tahun x 5000000,00 = 5000000,0,,,,,,,,,,,,,
"115  11501  0114;Penyediaan Peralatan Rumah Tangga ;5000000;6395000;1395000;279;""Sumber Dana :",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0114  523;Belanja Modal ;5000000;6395000;1395000;279;,,,,,,,,,,,,,,,,
115  11501  0114  52314;Belanja Modal Pengadaan Peralatan Dapur ;5000000;6395000;1395000;279;,,,,,,,,,,,,,,,,
115  11501  0114  5231401;Belanja Modal Pengadaan Tabung Gas ;205000;300000;95000;4634;pengadaan tabung gas 1 ls x 300000,00 = 300000,0,,,,,,,,,,,,,,
115  11501  0114  5231402;Belanja Modal Pengadaan Kompor Gas ;400000;400000;0;0;belanja modal pengadaan kompor gas 1 ls x 400000,00 = 400000,0,,,,,,,,,,,,,,
115  11501  0114  5231403;Belanja Modal Pengadaan Lemari Makan ;995000;995000;0;0;belanja modal pengadaan lemari makan 1 ls x 995000,00 = 995000,0,,,,,,,,,,,,,,
115  11501  0114  5231404;Belanja Modal Pengadaan Dispenser ;500000;500000;0;0;belanja modal pengadaan dispenser pengadaan dispenser 1 ls x 500000,00 = 500000,0,,,,,,,,,,,,,,
115  11501  0114  5231405;Belanja Modal Pengadaan Kulkas ;2000000;3000000;1000000;50;belanja modal pengadaan kulkas pengadaan kulkas 1 ls x 3000000,00 = 3000000,0,,,,,,,,,,,,,,
115  11501  0114  5231406;Belanja Modal Pengadaan Rak Piring ;100000;400000;300000;300;pengadaan rak piring 1 ls x 400000,00 = 400000,0,,,,,,,,,,,,,,
"115  11501  0114  5231407;Belanja Modal Pengadaan Piring/Gelas/Mangkok/Cangkir/Sendok/Garpu/Pisa u/Tempat Air;800000;800000;0;0;""belanja pengadaan pring/gelas/mangkok/cangkir/sendok/garpu/pis au/tempat air belanja ",,,,,,,,,,,,,,,,
pengadaan pring/gelas 1 ls x 500000,00 = 500000,0,,,,,,,,,,,,,,
 pengadaan tempat air/cerek 1 ls x 300000,00 = 300000,"00""",,,,,,,,,,,,,,
"115  11501  0115;Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan;5800000;3800000;-2000000;-3448;""Sumber Dana :",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0115  522;Belanja Barang dan Jasa ;2800000;800000;-2000000;-7143;,,,,,,,,,,,,,,,,
115  11501  0115  52203;Belanja Jasa Kantor ;2800000;800000;-2000000;-7143;,,,,,,,,,,,,,,,,
115  11501  0115  5220305;Belanja Surat Kabar/Majalah ;2800000;800000;-2000000;-7143; Belanja surat kabar / majalah 1 th x 800000,00 = 800000,0,,,,,,,,,,,,,,
115  11501  0115  523;Belanja Modal ;3000000;3000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0115  52327;Belanja Modal Pengadaan Buku/Kepustakaan ;3000000;3000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0115  5232720;Belanja Modal Pengadaan Buku Industri Dan Perdagangan;2000000;2000000;0;0;Belanja buku industri dan perdagangan 1 thn x 2000000,00 = 2000000,0,,,,,,,,,,,,,,
115  11501  0115  5232721;Belanja Modal Pengadaan Buku Peraturan Perundang-Undangan;1000000;1000000;0;0;Belanja buku peraturan perundang-undangan 1 th x 1000000,00 = 1000000,0,,,,,,,,,,,,,,
"115  11501  0116;Penyediaan Bahan Logistik Kantor ;1000000;1300000;300000;30;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : bantul""",,,,,,,,,,,,,,,,
115  11501  0116  522;Belanja Barang dan Jasa ;1000000;1300000;300000;30;,,,,,,,,,,,,,,,,
115  11501  0116  52201;Belanja Bahan Pakai Habis ;1000000;1300000;300000;30;,,,,,,,,,,,,,,,,
115  11501  0116  5220106;Belanja Bahan Bakar Minyak/Gas (Non Kendaraan) ;1000000;1300000;300000;30;bahan bakar minya/non gas bahan bakar minyak 1 thn x 1300000,00 = 1300000,0,,,,,,,,,,,,,,
"115  11501  0117;Penyediaan Makanan dan Minuman ;13375000;18125000;4750000;3551;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0117  522;Belanja Barang dan Jasa ;13375000;18125000;4750000;3551;,,,,,,,,,,,,,,,,
115  11501  0117  52211;Belanja Makanan Dan Minuman ;13375000;18125000;4750000;3551;,,,,,,,,,,,,,,,,
"115  11501  0117  5221102;Belanja Makanan Dan Minuman Rapat ;9625000;10625000;1000000;1039;""belanja snack dan minum rapat snack dan minum rapat 500 oh x 7000",00 = 3500000,0,,,,,,,,,,,,,,
 Snack dan minum rapat 100 oh x 10000,00 = 1000000,0,,,,,,,,,,,,,,
belanja makan dan minum rapat belanja makan dan minum 350 oh x 17500,00 = 6125000,"00""",,,,,,,,,,,,,,
"115  11501  0117  5221103;Belanja Makanan Dan Minuman Tamu ;3750000;7500000;3750000;100;""makan dan minum tamu 300 oh x 7500",00 = 2250000,0,,,,,,,,,,,,,,
Belanja Snack dan minum tamu Belanja makan dan minum tamu 300 OH x 17500,00 = 5250000,"00""",,,,,,,,,,,,,,
"115  11501  0118;Rapat-Rapat Koordinasi dan Konsultasi Ke Luar Daerah ;89800000;137885000;48085000;5355;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul dan luar daerah""",,,,,,,,,,,,,,,,
115  11501  0118  522;Belanja Barang dan Jasa ;89800000;137885000;48085000;5355;,,,,,,,,,,,,,,,,
115  11501  0118  52215;Belanja Perjalanan Dinas ;89800000;137885000;48085000;5355;,,,,,,,,,,,,,,,,
"115  11501  0118  5221502;Belanja Perjalanan Dinas Luar Daerah ;89800000;137885000;48085000;5355;""Belanja perjalanan dinas luar daerah ( rapat",koordi,konsultasi) gol IV lumpsum: Transport PP : 5 orang Transport PP : 5 orang GOL III : Transport PP : 6 orang,,,,,,,,,,,,,,
 belanja perjalanan luar daerah 1 tahun x 104900000,00 = 104900000,0,,,,,,,,,,,,,,
Belanja perjalan dinas keluar daerah (MONEV Pameran) Golongan IV Lumpsum: Transport Golongan III Lumpsum : Transport PP : Belanja perjalanan dinas luar daerah 1 tahun x 32985000,00 = 32985000,"00""",,,,,,,,,,,,,,
"115  11501  0119;Rapat Koordinasi dan Konsultasi ke Dalam Daerah ;6180000;9840000;3660000;5922;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0119  522;Belanja Barang dan Jasa ;6180000;9840000;3660000;5922;,,,,,,,,,,,,,,,,
115  11501  0119  52215;Belanja Perjalanan Dinas ;6180000;9840000;3660000;5922;,,,,,,,,,,,,,,,,
"115  11501  0119  5221501;Belanja Perjalanan Dinas Dalam Daerah ;6180000;9840000;3660000;5922;""Belanja perjalanan dinas dalam daerah (rapat", konsul, koord) Gol IV dalam provinsi 22 oh x 70000,00 = 1540000,0,,,,,,,,,,,,
Gol IV dalam kabupaten 16 OH x 50000,00 = 800000,0,,,,,,,,,,,,,,
GOl III dalam propinsi 30 OH x 60000,00 = 1800000,0,,,,,,,,,,,,,,
Gol III dalam kabupaten 64 oh x 40000,00 = 2560000,0,,,,,,,,,,,,,,
 Belanja perjalanan dinas dalam daerah (rapat, konsul, koord) gol IV dalam kabupaten 8 oh x 50000,00 = 400000,0,,,,,,,,,,,,
 Gol III dalam kabupaten 32 oh x 40000,00 = 1280000,0,,,,,,,,,,,,,,
Belanja Perjalanan Dinas Dalam Daerah Perjalanan Dinas Dalam Daerah,,,,,,,,,,,,,,,,
 Gol IV 10 oj x 50000,00 = 500000,00 Perjalanan Dinas Dalam Daerah ,,,,,,,,,,,,,,
Gol III 24 oj x 40000,00 = 960000,"00""",,,,,,,,,,,,,,
115  11501  02;Program Peningkatan Sarana dan Prasarana Aparatur;377589000;316003200;-61585800;-1631; ,,,,,,,,,,,,,,,,
"115  11501  0210;Pengadaan Mebeleur ;57000000;57000000;0;0;""Sumber Dana :",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0210  523;Belanja Modal ;57000000;57000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0210  52311;Belanja Modal Pengadaan Perlengkapan Kantor ;13200000;13200000;0;0;,,,,,,,,,,,,,,,,
115  11501  0210  5231102;Belanja Modal Pengadaan Almari/rak/etalase ;9200000;9200000;0;0;belanja modal pengadaan almari /rak arsip/etalase belanja pengadaan lemari/rak arsip/etalase 4 unit x 2300000,00 = 9200000,0,,,,,,,,,,,,,,
115  11501  0210  5231104;Belanja Modal Pengadaan Filling Kabinet ;4000000;4000000;0;0;Belanja modal pengadaanfilling kabinet belanja modal pengadaan filling kabinet 2 unit x 2000000,00 = 4000000,0,,,,,,,,,,,,,,
115  11501  0210  52313;Belanja Modal Pengadaan Mebeulair ;43800000;43800000;0;0;,,,,,,,,,,,,,,,,
115  11501  0210  5231302;Belanja Modal Pengadaan Meja Rapat ;13000000;13000000;0;0;belanja modal pengadaan meja rapat 10 unit x 1300000,00 = 13000000,0,,,,,,,,,,,,,,
115  11501  0210  5231305;Belanja Modal Pengadaan Kursi Rapat ;14000000;14000000;0;0;belanja modal pengadaankursi rapat 20 unit x 700000,00 = 14000000,0,,,,,,,,,,,,,,
"115  11501  0210  5231308;Belanja Modal Pengadaan Sofa/meja tamu ;16800000;16800000;0;0;""pengadaan sofa/meja tamu (ruang kepala) 1 unit x 10800000",00 = 10800000,0,,,,,,,,,,,,,,
 pengadaan sofa/meja tamu (ruang tamu) 1 unit x 6000000,00 = 6000000,"00""",,,,,,,,,,,,,,
"115  11501  0222;Pemeliharaan Rutin/Berkala Gedung Kantor ;148625000;20600000;-128025000;-8614;""Sumber Dana : Dana Alokasi Umum (D A U) ",,,,,,,,,,,,,,,,
"Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0222  522;Belanja Barang dan Jasa ;148625000;20600000;-128025000;-8614;,,,,,,,,,,,,,,,,
115  11501  0222  52220;Belanja Pemeliharaan ;148625000;20600000;-128025000;-8614;,,,,,,,,,,,,,,,,
"115  11501  0222  5222027;Belanja pemeliharaan bangunan gedung tempat kerja;148625000;20600000;-128025000;-8614;"" pemeliharaan bangunan tempat kerja",,,,,,,,,,,,,,,,
 Pemeliharaan gedung tempat kerja ( Dinas Perindagkop ) 1 ls x 10000000,00 = 10000000,0,,,,,,,,,,,,,,
 Pemeliharaan gedung tempat kerja ( PSG ) 1 ls x 7000000,00 = 7000000,0,,,,,,,,,,,,,,
Biaya Konstruksi Honor PPK Honor Pejabat Pengadaan Honor Tim Perencanaan Ketua Sekretaris Anggota Honor Tim Penerima Hasil Kerja Ketua Sekretaris Anggota Belanja Jasa Konsultasi Perencanaan Belanja Jasa Konsultasi Pengawasan honor tenaga ,,,,,,,,,,,,,,,,
- tukang instalasi air 20 ok x 50000,00 = 1000000,0,,,,,,,,,,,,,,
-tukang batu 24 ok x 50000,00 = 1200000,0,,,,,,,,,,,,,,
 -tukang cat 8 ok x 50000,00 = 400000,0,,,,,,,,,,,,,,
Belanja pemeliharaan gedung showroom pandak 1 ls x 1000000,00 = 1000000,"00""",,,,,,,,,,,,,,
"115  11501  0224;Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional ;85039500;98839500;13800000;1623;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : bantul""",,,,,,,,,,,,,,,,
115  11501  0224  522;Belanja Barang dan Jasa ;85039500;98839500;13800000;1623;,,,,,,,,,,,,,,,,
115  11501  0224  52205;Belanja Perawatan Kendaraan Bermotor ;85039500;98839500;13800000;1623;,,,,,,,,,,,,,,,,
115  11501  0224  5220501;Belanja Jasa Service ;3000000;3000000;0;0;perawatan kendaraan Belanja jasa service untuk 22 unit (3 mobil dan 19 sepeda motor) 1 ls x 3000000,00 = 3000000,0,,,,,,,,,,,,,,
115  11501  0224  5220502;Belanja Penggantian Suku Cadang ;12000000;15000000;3000000;25;belanja penggantian suku cadang Belanja penggantian suku cadang untuk 22 unit (3 mobil dan 19 sepeda motor) 1 ls x 15000000,00 = 15000000,0,,,,,,,,,,,,,,
"115  11501  0224  5220503;Belanja Bahan Bakar Minyak/Gas Dan Pelumas ;70039500;80839500;10800000;1542;""belanja BBM Belanja BBM dan pelumas untuk 22 unit (3 mobil dan 19 sepeda motor) 1 ls x 70800000",00 = 70800000,0,,,,,,,,,,,,,,
Belanja BBM Pengendalian Harga Barang Kebutuhan Pokok strategis ,,,,,,,,,,,,,,,,
Belanja BBM Pertamax 240 lt x 10800,00 = 2592000,0,,,,,,,,,,,,,,
 Belanja BBM Pengembangan Kelembagaan Kerjasama Kemitraan ,,,,,,,,,,,,,,,,
Belanja BBM 1 Ls x 4050000,00 = 4050000,0,,,,,,,,,,,,,,
Belanja Pelumas Pengembangan Kelembagaan Kerjasama Kemitraan ,,,,,,,,,,,,,,,,
Belanja Pelumas 1 ls x 600000,00 = 600000,0,,,,,,,,,,,,,,
 Belanja BBM penyempurnaan perangkat peraturan, kebijakan dan pelaksanaaan operasional ,,,,,,,,,,,,,,,
Belanja Pertamax (utk 2 mobil) 100 lt x 10100,00 = 1010000,0,,,,,,,,,,,,,,
Belanja BBM Pengembangan Pengelolaan Gudang dengan Sistem Resi Gudang ,,,,,,,,,,,,,,,,
Belanja Solar 325 lt x 5500,00 = 1787500,"00""",,,,,,,,,,,,,,
"115  11501  0229;Pemeliharaan Rutin/Berkala Mebeleur ;2000000;2000000;0;0;""Sumber Dana : Dana Alokasi Umum (D A U) ",,,,,,,,,,,,,,,,
"Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0229  522;Belanja Barang dan Jasa ;2000000;2000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0229  52220;Belanja Pemeliharaan ;2000000;2000000;0;0;,,,,,,,,,,,,,,,,
115  11501  0229  5222018;Belanja pemeliharaan alat kantor ;2000000;2000000;0;0;pemeliharaan alat kantor Belanja pemeliharaan alat kantor 1 ls x 2000000,00 = 2000000,0,,,,,,,,,,,,,,
"115  11501  0230;Pemeliharaan Rutin/Berkala Peralatan dan Perlengkapan Kantor;21762500;21762500;0;0;""Sumber Dana :",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : Bantul""",,,,,,,,,,,,,,,,
115  11501  0230  522;Belanja Barang dan Jasa ;21762500;21762500;0;0;,,,,,,,,,,,,,,,,
115  11501  0230  52220;Belanja Pemeliharaan ;21762500;21762500;0;0;,,,,,,,,,,,,,,,,
115  11501  0230  5222020;Belanja pemeliharaan perlengkapan kantor ;16762500;16762500;0;0;belanja pemeliharaan perlengkapan kantor pemeliharaan perlengkapan kantor 1 tahun x 16762500,00 = 16762500,0,,,,,,,,,,,,,,
115  11501  0230  5222037;Belanja pemeliharaan alat laboratorium ;5000000;5000000;0;0;pemeliharaan mesin radiologi keramik 1 ls x 5000000,00 = 5000000,0,,,,,,,,,,,,,,
"115  11501  0234;Pengadaan Peralatan dan Perlengkapan Kantor ;63162000;115801200;52639200;8334;""Sumber Dana : Dana Alokasi Umum (D A U)",,,,,,,,,,,,,,,,
" Lokasi Kegiatan : bantul""",,,,,,,,,,,,,,,,
115  11501  0234  523;Belanja Modal ;63162000;115801200;52639200;8334;,,,,,,,,,,,,,,,,
115  11501  0234  52309;Belanja Modal Pengadaan Alat-Alat Pengolahan Pertanian/Peternakan dan Perikanan;10000000;11100000;1100000;11;,,,,,,,,,,,,,,,,
"115  11501  0234  5230908;Belanja modal pengadaan alat-alat pengolah produksi pertanian;10000000;11100000;1100000;11;""belanja modal pengadaan alat alat pengolah produksi pertanian alat pengolahan produksi (pupuk) 1 pkt x 10000000",00 = 10000000,0,,,,,,,,,,,,,,
Belanja sepatu boot 11 unit x 100000,00 = 1100000,"00""",,,,,,,,,,,,,,
115  11501  0234  52311;Belanja Modal Pengadaan Perlengkapan Kantor ;17800000;20300000;2500000;1404;,,,,,,,,,,,,,,,,
115  11501  0234  5231107;Belanja Modal Pengadaan AC ;8000000;8000000;0;0;Belanja modal pengadaan AC 2 unit x 4000000,00 = 8000000,0,,,,,,,,,,,,,,
"115  11501  0234  5231108;Belanja Modal Pengadaan Kipas Angin ;300000;1800000;1500000;500;""Belanja Kipas Angin 1 unit x 300000",00 = 300000,0,,,,,,,,,,,,,,
 ipas angin berdiri 2 buah x 750000,00 = 1500000,"00""",,,,,,,,,,,,,,
"115  11501  0234  5231110;Belanja modal pengadaan wirelles ;7000000;7000000;0;0;""belanja modal pengadaan wirelles 1 unit x 6125000",00 = 6125000,0,,,,,,,,,,,,,,
 honor PPK 1 ls x 350000,00 = 350000,0,,,,,,,,,,,,,,
honor pejabat pengadaan 1 ls x 300000,00 = 300000,0,,,,,,,,,,,,,,
honor penerima 1 ls x 225000,00 = 225000,"00""",,,,,,,,,,,,,,
115  11501  0234  5231122;Belanja modal pengadan alat pemotong rumput ;2500000;2500000;0;0;belanja mesin pemotong rumput 1 unit x 2500000,00 = 2500000,0,,,,,,,,,,,,,,
115  11501  0234  5231173;Belanja modal pengadaan alat pemadam kebakaran;0;1000000;1000000;0;Belanja pengadaan tabung pemadam 1 unit x 1000000,00 = 1000000,0,,,,,,,,,,,,,,
115  11501  0234  52312;Belanja Modal Pengadaan Komputer ;23700000;47239200;23539200;9932;,,,,,,,,,,,,,,,,
"115  11501  0234  5231202;Belanja Modal Pengadaan Komputer/PC ;15000000;24000000;9000000;60;""pengadaan komputer (sekretariat) pengadaan komputer pc (sekretariat) 1 unit x 8000000",00 = 8000000,0,,,,,,,,,,,,,,
