Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.19 . 1.19.03 . 01.08 . 5.2.2 ,Belanja Barang dan Jasa ,1238400.00,1238400.00,0.00,0.00,
1.19 . 1.19.03 . 01.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1238400.00,1238400.00,0.00,0.00,
1.19 . 1.19.03 . 01.08 . 5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih,1238400.00,1238400.00,0.00,0.00,
1.19 . 1.19.03 . 01.09 ,Penyediaan Jasa Perbaikan Peralatan Kerja ,820000.00,820000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.09 . 5.2.2 ,Belanja Barang dan Jasa ,820000.00,820000.00,0.00,0.00,
1.19 . 1.19.03 . 01.09 . 5.2.2.20 ,Belanja Pemeliharaan ,820000.00,820000.00,0.00,0.00,
1.19 . 1.19.03 . 01.09 . 5.2.2.20.08 ,Belanja Pemeliharaan Peralatan Kantor ,820000.00,820000.00,0.00,0.00,
1.19 . 1.19.03 . 01.10 ,Penyediaan Alat Tulis Kantor ,5496200.00,5496200.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.10 . 5.2.2 ,Belanja Barang dan Jasa ,5496200.00,5496200.00,0.00,0.00,
1.19 . 1.19.03 . 01.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,5496200.00,5496200.00,0.00,0.00,
1.19 . 1.19.03 . 01.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,5496200.00,5496200.00,0.00,0.00,
1.19 . 1.19.03 . 01.11 ,Penyediaan Barang Cetakan dan Penggandaan ,3104500.00,3104500.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.11 . 5.2.2 ,Belanja Barang dan Jasa ,3104500.00,3104500.00,0.00,0.00,
1.19 . 1.19.03 . 01.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,3104500.00,3104500.00,0.00,0.00,
1.19 . 1.19.03 . 01.11 . 5.2.2.06.01 ,Belanja Cetak ,2894500.00,2894500.00,0.00,0.00,
1.19 . 1.19.03 . 01.11 . 5.2.2.06.02 ,Belanja Penggandaan ,210000.00,210000.00,0.00,0.00,
1.19 . 1.19.03 . 01.12 ,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,1440000.00,1440000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.12 . 5.2.2 ,Belanja Barang dan Jasa ,1440000.00,1440000.00,0.00,0.00,
1.19 . 1.19.03 . 01.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1440000.00,1440000.00,0.00,0.00,
1.19 . 1.19.03 . 01.12 . 5.2.2.01.03 ,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)",1440000.00,1440000.00,0.00,0.00,
1.19 . 1.19.03 . 01.15 ,Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan,960000.00,960000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.15 . 5.2.2 ,Belanja Barang dan Jasa ,960000.00,960000.00,0.00,0.00,
1.19 . 1.19.03 . 01.15 . 5.2.2.03 ,Belanja Jasa Kantor ,960000.00,960000.00,0.00,0.00,
1.19 . 1.19.03 . 01.15 . 5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,960000.00,960000.00,0.00,0.00,
1.19 . 1.19.03 . 01.17 ,Penyediaan Makanan dan Minuman ,5130000.00,5130000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.17 . 5.2.2 ,Belanja Barang dan Jasa ,5130000.00,5130000.00,0.00,0.00,
1.19 . 1.19.03 . 01.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5130000.00,5130000.00,0.00,0.00,
1.19 . 1.19.03 . 01.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,5130000.00,5130000.00,0.00,0.00,
1.19 . 1.19.03 . 01.18 ,Rapat-Rapat Koordinasi dan Konsultasi ke Luar Daerah,27532600.00,27532600.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.18 . 5.2.2 ,Belanja Barang dan Jasa ,27532600.00,27532600.00,0.00,0.00,
1.19 . 1.19.03 . 01.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,27532600.00,27532600.00,0.00,0.00,
1.19 . 1.19.03 . 01.18 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,27532600.00,27532600.00,0.00,0.00,
1.19 . 1.19.03 . 01.19 ,Penyediaan koordinasi dan konsultasi dalam daerah,2310000.00,2310000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.19 . 5.2.2 ,Belanja Barang dan Jasa ,2310000.00,2310000.00,0.00,0.00,
1.19 . 1.19.03 . 01.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2310000.00,2310000.00,0.00,0.00,
1.19 . 1.19.03 . 01.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2310000.00,2310000.00,0.00,0.00,
1.19 . 1.19.03 . 01.20 ,Penyediaan jasa tenaga pegawai tidak tetap ,12402000.00,12402000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.20 . 5.2.1 ,Belanja Pegawai ,12402000.00,12402000.00,0.00,0.00,
1.19 . 1.19.03 . 01.20 . 5.2.1.02 ,Honorarium Non PNS ,12402000.00,12402000.00,0.00,0.00,
1.19 . 1.19.03 . 01.20 . 5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,12402000.00,12402000.00,0.00,0.00,
1.19 . 1.19.03 . 01.27 ,Penyediaan jasa pelayanan kantor ,5850000.00,5850000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 01.27 . 5.2.1 ,Belanja Pegawai ,5850000.00,5850000.00,0.00,0.00,
1.19 . 1.19.03 . 01.27 . 5.2.1.02 ,Honorarium Non PNS ,5850000.00,5850000.00,0.00,0.00,
1.19 . 1.19.03 . 01.27 . 5.2.1.02.03 ,Honorarium Harian ,5850000.00,5850000.00,0.00,0.00,
1.19 . 1.19.03 . 02 ,Program Peningkatan Sarana dan Prasarana Aparatur,125505250.00,143505250.00,18000000.00,14.34,
1.19 . 1.19.03 . 02.05 ,Pengadaan Kendaraan Dinas/Operasional ,0.00,18000000.00,18000000.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 02.05 . 5.2.3 ,Belanja Modal ,0.00,18000000.00,18000000.00,0.00,
1.19 . 1.19.03 . 02.05 . 5.2.3.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor,0.00,18000000.00,18000000.00,0.00,
1.19 . 1.19.03 . 02.05 . 5.2.3.03.12 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Sepeda Motor,0.00,18000000.00,18000000.00,0.00,"Pengadaan Kendaraan Dinas Roda 2 (dua) Pengadaan Kendaraan Dinas Roda 2 1 Unit x 17.550.000,00 = 17.550.000,00 Pejabat Pengadaan dan Pemeriksa 0  x 0,00 = 0,00 Pejabat Pengadaan Barang dan Jasa 1 org/bln x 250.000,00 = 250.000,00 Pejabat Pemeriksa/Penerima 1 org/bln x 200.000,00 = 200.000,00"
1.19 . 1.19.03 . 02.10 ,Pengadaan Mebeleur ,3220000.00,3220000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 02.10 . 5.2.3 ,Belanja Modal ,3220000.00,3220000.00,0.00,0.00,
1.19 . 1.19.03 . 02.10 . 5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,3220000.00,3220000.00,0.00,0.00,
1.19 . 1.19.03 . 02.10 . 5.2.3.13.09 ,Belanja Modal Pengadaan Rak Buku/Tv/Kembang ,3220000.00,3220000.00,0.00,0.00,"Belanja Modal Rak 1 unit x 3.220.000,00 = 3.220.000,00"
1.19 . 1.19.03 . 02.24 ,Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional,121760250.00,121760250.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 02.24 . 5.2.2 ,Belanja Barang dan Jasa ,121760250.00,121760250.00,0.00,0.00,
1.19 . 1.19.03 . 02.24 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,121760250.00,121760250.00,0.00,0.00,
1.19 . 1.19.03 . 02.24 . 5.2.2.05.01 ,Belanja Jasa Service ,5980000.00,5980000.00,0.00,0.00,
1.19 . 1.19.03 . 02.24 . 5.2.2.05.02 ,Belanja Penggantian Suku Cadang ,17224300.00,17224300.00,0.00,0.00,
1.19 . 1.19.03 . 02.24 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,92655950.00,92655950.00,0.00,0.00,
1.19 . 1.19.03 . 02.24 . 5.2.2.05.08 ,Belanja Kelengkapan Kendaraan Bermotor ,5900000.00,5900000.00,0.00,0.00,
1.19 . 1.19.03 . 02.26 ,Pemeliharaan Rutin/Berkala Perlengkapan Gedung Kantor,525000.00,525000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 02.26 . 5.2.2 ,Belanja Barang dan Jasa ,525000.00,525000.00,0.00,0.00,
1.19 . 1.19.03 . 02.26 . 5.2.2.20 ,Belanja Pemeliharaan ,525000.00,525000.00,0.00,0.00,
1.19 . 1.19.03 . 02.26 . 5.2.2.20.11 ,Belanja Pemeliharaan Perlengkapan Kantor ,525000.00,525000.00,0.00,0.00,
1.19 . 1.19.03 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,2305250.00,2305250.00,0.00,0.00,
1.19 . 1.19.03 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,600250.00,600250.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,600250.00,600250.00,0.00,0.00,
1.19 . 1.19.03 . 06.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,356200.00,356200.00,0.00,0.00,
1.19 . 1.19.03 . 06.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,356200.00,356200.00,0.00,0.00,
1.19 . 1.19.03 . 06.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,244050.00,244050.00,0.00,0.00,
1.19 . 1.19.03 . 06.01 . 5.2.2.06.02 ,Belanja Penggandaan ,244050.00,244050.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 ,Penyusunan pelaporan keuangan ,1705000.00,1705000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 06.09 . 5.2.1 ,Belanja Pegawai ,625000.00,625000.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 . 5.2.1.03 ,Uang Lembur ,625000.00,625000.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 . 5.2.1.03.01 ,Uang Lembur PNS ,625000.00,625000.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 . 5.2.2 ,Belanja Barang dan Jasa ,1080000.00,1080000.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,360000.00,360000.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 . 5.2.2.06.02 ,Belanja Penggandaan ,360000.00,360000.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,720000.00,720000.00,0.00,0.00,
1.19 . 1.19.03 . 06.09 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,720000.00,720000.00,0.00,0.00,
1.19 . 1.19.03 . 07 ,Program Penyusunan Dokumen Perencanaan SKPD,2437650.00,2437650.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 ,Penyusunan Renstra SKPD ,1937650.00,1937650.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 07.01 . 5.2.1 ,Belanja Pegawai ,640000.00,640000.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.1.03 ,Uang Lembur ,640000.00,640000.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.1.03.01 ,Uang Lembur PNS ,640000.00,640000.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2 ,Belanja Barang dan Jasa ,1297650.00,1297650.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,131100.00,131100.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,131100.00,131100.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,176550.00,176550.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2.06.02 ,Belanja Penggandaan ,176550.00,176550.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,990000.00,990000.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,720000.00,720000.00,0.00,0.00,
1.19 . 1.19.03 . 07.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,270000.00,270000.00,0.00,0.00,
1.19 . 1.19.03 . 07.02 ,Penyusunan Rencana Kerja SKPD ,500000.00,500000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 07.02 . 5.2.2 ,Belanja Barang dan Jasa ,500000.00,500000.00,0.00,0.00,
1.19 . 1.19.03 . 07.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,143600.00,143600.00,0.00,0.00,
1.19 . 1.19.03 . 07.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,143600.00,143600.00,0.00,0.00,
1.19 . 1.19.03 . 07.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,86400.00,86400.00,0.00,0.00,
1.19 . 1.19.03 . 07.02 . 5.2.2.06.02 ,Belanja Penggandaan ,86400.00,86400.00,0.00,0.00,
1.19 . 1.19.03 . 07.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,270000.00,270000.00,0.00,0.00,
1.19 . 1.19.03 . 07.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,270000.00,270000.00,0.00,0.00,
1.19 . 1.19.03 . 10 ,Program Pengawasan dan Pengendalian Program ,19250000.00,19250000.00,0.00,0.00,
1.19 . 1.19.03 . 10.01 ,"Monitoring, evaluasi, pengendalian, dan pelaksanaan program dan kegiatan",900000.00,900000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 10.01 . 5.2.2 ,Belanja Barang dan Jasa ,900000.00,900000.00,0.00,0.00,
1.19 . 1.19.03 . 10.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,241200.00,241200.00,0.00,0.00,
1.19 . 1.19.03 . 10.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,241200.00,241200.00,0.00,0.00,
1.19 . 1.19.03 . 10.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,118800.00,118800.00,0.00,0.00,
1.19 . 1.19.03 . 10.01 . 5.2.2.06.02 ,Belanja Penggandaan ,118800.00,118800.00,0.00,0.00,
1.19 . 1.19.03 . 10.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,540000.00,540000.00,0.00,0.00,
1.19 . 1.19.03 . 10.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,540000.00,540000.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 ,Fasilitasi Unsur Pengarah ,18350000.00,18350000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten
1.19 . 1.19.03 . 10.04 . 5.2.1 ,Belanja Pegawai ,17520000.00,17520000.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.1.01 ,Honorarium PNS ,17520000.00,17520000.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,17520000.00,17520000.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.2 ,Belanja Barang dan Jasa ,830000.00,830000.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,184100.00,184100.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,184100.00,184100.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,105900.00,105900.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.2.06.02 ,Belanja Penggandaan ,105900.00,105900.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,540000.00,540000.00,0.00,0.00,
1.19 . 1.19.03 . 10.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,540000.00,540000.00,0.00,0.00,
1.19 . 1.19.03 . 15 ,Program Peningkatan Keamanan dan Kenyamanan Lingkungan,977315050.00,970835050.00,-6480000.00,-0.66,
1.19 . 1.19.03 . 15.09 ,Pencegahan dan pengendalian bahaya kebakaran,35600100.00,29120100.00,-6480000.00,-18.20,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 15.09 . 5.2.1 ,Belanja Pegawai ,2500000.00,2500000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.1.02 ,Honorarium Non PNS ,2500000.00,2500000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.1.02.03 ,Honorarium Harian ,2500000.00,2500000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2 ,Belanja Barang dan Jasa ,33100100.00,26620100.00,-6480000.00,-19.58,
1.19 . 1.19.03 . 15.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1641400.00,1641400.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,141400.00,141400.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.01.07 ,Belanja Pengisian Tabung Pemadam Kebakaran ,1500000.00,1500000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.02 ,Belanja Bahan/Material ,2000000.00,2000000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.02.08 ,Belanja Bahan Peralatan Diklat/Kursus ,2000000.00,2000000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,362700.00,362700.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.06.02 ,Belanja Penggandaan ,362700.00,362700.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,200000.00,200000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,200000.00,200000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,27996000.00,21516000.00,-6480000.00,-23.15,
1.19 . 1.19.03 . 15.09 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,23760000.00,17280000.00,-6480000.00,-27.27,
1.19 . 1.19.03 . 15.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,96000.00,96000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",1980000.00,1980000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.11.07 ,Balanja Makanan dan Minuman Harian Umum ,2160000.00,2160000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,900000.00,900000.00,0.00,0.00,
1.19 . 1.19.03 . 15.09 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,900000.00,900000.00,0.00,0.00,
1.19 . 1.19.03 . 15.17 ,Pengadaan Mobil Pemadam Kebakaran ,941714950.00,941714950.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 15.17 . 5.2.3 ,Belanja Modal ,941714950.00,941714950.00,0.00,0.00,
1.19 . 1.19.03 . 15.17 . 5.2.3.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor,941714950.00,941714950.00,0.00,0.00,
