1.20 . 1.20.03 . 00.00 . 5.1.1.01.02 ,Tunjangan Keluarga ,771359465.00,769277147.00,-2082318.00,-0.27
1.20 . 1.20.03 . 00.00 . 5.1.1.01.03 ,Tunjangan Jabatan ,589810000.00,593730000.00,3920000.00,0.66
1.20 . 1.20.03 . 00.00 . 5.1.1.01.04 ,Tunjangan Fungsional ,14133066.00,15952250.00,1819184.00,12.87,Tunjangan fungsional
1.20 . 1.20.03 . 00.00 . 5.1.1.01.05 ,Tunjangan Fungsional Umum ,341995433.00,342739900.00,744467.00,0.22,Tunjangan Fungsional Umum
1.20 . 1.20.03 . 00.00 . 5.1.1.01.06 ,Tunjangan Beras ,477910999.00,526785609.00,48874610.00,10.23,Tunjangan Beras
1.20 . 1.20.03 . 00.00 . 5.1.1.01.07 ,Tunjangan PPh/Tunjangan Khusus ,150306401.00,196811973.00,46505572.00,30.94
1.20 . 1.20.03 . 00.00 . 5.1.1.01.08 ,Pembulatan Gaji ,122528.00,132923.00,10395.00,8.48
1.20 . 1.20.03 . 00.00 . 5.1.1.02 ,Tambahan Penghasilan PNS ,26400000.00,26400000.00,0.00,0.00
1.20 . 1.20.03 . 00.00 . 5.1.1.02.03 ,Tambahan Penghasilan Berdasarkan Kondisi Kerja ,26400000.00,26400000.00,0.00,0.00
1.20 . 1.20.03 . 00.00 . 5.1.1.05 ,Belanja Insentif Pemungutan Pajak/Retribusi Daerah,5830000.00,7629969.00,1799969.00,30.87
1.20 . 1.20.03 . 00.00 . 5.1.1.05.01 ,Belanja Pemungutan Pajak/Retribusi ,5830000.00,7629969.00,1799969.00,30.87
1.20 . 1.20.03 . 01.01 . 5.2 ,BELANJA LANGSUNG ,8488040298.00,11075187810.00,2587147512.00,30.48
1.20 . 1.20.03 . 01 ,Program Pelayanan Administrasi Perkantoran ,2092575035.00,2709370850.00,616795815.00,29.48
1.20 . 1.20.03 . 01.01 ,Penyediaan Jasa Surat Menyurat ,8610000.00,9510000.00,900000.00,10.45,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.01 . 5.2.2 ,Belanja Barang dan Jasa ,8610000.00,9510000.00,900000.00,10.45
1.20 . 1.20.03 . 01.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,8610000.00,9510000.00,900000.00,10.45
"1.20 . 1.20.03 . 01.01 . 5.2.2.01.04 ,""Belanja Perangko, Materai Dan Benda Pos Lainnya"",8610000.00,9510000.00,900000.00,10.45"
"1.20 . 1.20.03 . 01.02 ,""Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik"",351000000.00,513600000.00,162600000.00,46.32,Sumber Dana : "
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.02 . 5.2.2 ,Belanja Barang dan Jasa ,351000000.00,513600000.00,162600000.00,46.32
1.20 . 1.20.03 . 01.02 . 5.2.2.03 ,Belanja Jasa Kantor ,351000000.00,513600000.00,162600000.00,46.32
1.20 . 1.20.03 . 01.02 . 5.2.2.03.01 ,Belanja Telepon ,84000000.00,125600000.00,41600000.00,49.52
1.20 . 1.20.03 . 01.02 . 5.2.2.03.02 ,Belanja Air ,36000000.00,30000000.00,-6000000.00,-16.67,Belanja air
1.20 . 1.20.03 . 01.02 . 5.2.2.03.03 ,Belanja Listrik ,228000000.00,355000000.00,127000000.00,55.70,Belanja Listrik
1.20 . 1.20.03 . 01.02 . 5.2.2.03.29 ,Belanja Jasa Komunikasi ,3000000.00,3000000.00,0.00,0.00
1.20 . 1.20.03 . 01.03 ,Penyediaan Jasa Peralatan dan Perlengkapan Kantor,38698000.00,59799000.00,21101000.00,54.53,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.03 . 5.2.1 ,Belanja Pegawai ,425000.00,425000.00,0.00,0.00
1.20 . 1.20.03 . 01.03 . 5.2.1.01 ,Honorarium PNS ,425000.00,425000.00,0.00,0.00
1.20 . 1.20.03 . 01.03 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,425000.00,425000.00,0.00,0.00
1.20 . 1.20.03 . 01.03 . 5.2.2 ,Belanja Barang dan Jasa ,38273000.00,59374000.00,21101000.00,55.13
1.20 . 1.20.03 . 01.03 . 5.2.2.03 ,Belanja Jasa Kantor ,1800000.00,3700000.00,1900000.00,105.56
1.20 . 1.20.03 . 01.03 . 5.2.2.03.14 ,Belanja Dekorasi ,1800000.00,3700000.00,1900000.00,105.56,Dekorasi
1.20 . 1.20.03 . 01.03 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,17225000.00,36426000.00,19201000.00,111.47
1.20 . 1.20.03 . 01.03 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,5124000.00,10805000.00,5681000.00,110.87
1.20 . 1.20.03 . 01.03 . 5.2.2.10.05 ,Belanja Sewa Tenda ,7100000.00,16620000.00,9520000.00,134.08
1.20 . 1.20.03 . 01.03 . 5.2.2.10.07 ,Belanja Sewa Perlengkapan dan Peralatan Kantor lain,5001000.00,9001000.00,4000000.00,79.98,Sewa Sound System
1.20 . 1.20.03 . 01.03 . 5.2.2.20 ,Belanja Pemeliharaan ,19248000.00,19248000.00,0.00,0.00
1.20 . 1.20.03 . 01.03 . 5.2.2.20.11 ,Belanja Pemeliharaan Perlengkapan Kantor ,19248000.00,19248000.00,0.00,0.00
1.20 . 1.20.03 . 01.06 ,Penyediaan Jasa Pemeliharaan dan Perizinan Kendaraan Dinas/Operasional,38750000.00,38900000.00,150000.00,0.39,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.06 . 5.2.2 ,Belanja Barang dan Jasa ,38750000.00,38900000.00,150000.00,0.39
1.20 . 1.20.03 . 01.06 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,38750000.00,38900000.00,150000.00,0.39
1.20 . 1.20.03 . 01.06 . 5.2.2.05.04 ,Belanja Jasa KIR ,800000.00,800000.00,0.00,0.00
1.20 . 1.20.03 . 01.06 . 5.2.2.05.05 ,Belanja Surat Tanda Nomor Kendaraan ,37950000.00,38100000.00,150000.00,0.40
1.20 . 1.20.03 . 01.07 ,Penyediaan Jasa Administrasi Keuangan ,67440000.00,67440000.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.07 . 5.2.1 ,Belanja Pegawai ,67440000.00,67440000.00,0.00,0.00
1.20 . 1.20.03 . 01.07 . 5.2.1.01 ,Honorarium PNS ,67440000.00,67440000.00,0.00,0.00
1.20 . 1.20.03 . 01.07 . 5.2.1.01.04 ,Honorarium Bendahara/Pengurus Barang ,67440000.00,67440000.00,0.00,0.00
1.20 . 1.20.03 . 01.08 ,Penyediaan Jasa Kebersihan Kantor ,125340450.00,125340450.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.08 . 5.2.1 ,Belanja Pegawai ,450000.00,450000.00,0.00,0.00
1.20 . 1.20.03 . 01.08 . 5.2.1.01 ,Honorarium PNS ,450000.00,450000.00,0.00,0.00
1.20 . 1.20.03 . 01.08 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,450000.00,450000.00,0.00,0.00
1.20 . 1.20.03 . 01.08 . 5.2.2 ,Belanja Barang dan Jasa ,124890450.00,124890450.00,0.00,0.00
1.20 . 1.20.03 . 01.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,7890450.00,7890450.00,0.00,0.00
1.20 . 1.20.03 . 01.08 . 5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih,7890450.00,7890450.00,0.00,0.00
1.20 . 1.20.03 . 01.08 . 5.2.2.03 ,Belanja Jasa Kantor ,117000000.00,117000000.00,0.00,0.00
1.20 . 1.20.03 . 01.08 . 5.2.2.03.27 ,Belanja Jasa Kebersihan Kantor ,117000000.00,117000000.00,0.00,0.00
1.20 . 1.20.03 . 01.09 ,Penyediaan Jasa Perbaikan Peralatan Kerja ,29021000.00,33371000.00,4350000.00,14.99,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.09 . 5.2.2 ,Belanja Barang dan Jasa ,29021000.00,33371000.00,4350000.00,14.99
1.20 . 1.20.03 . 01.09 . 5.2.2.20 ,Belanja Pemeliharaan ,29021000.00,33371000.00,4350000.00,14.99
1.20 . 1.20.03 . 01.09 . 5.2.2.20.08 ,Belanja Pemeliharaan Peralatan Kantor ,24371000.00,28721000.00,4350000.00,17.85
1.20 . 1.20.03 . 01.09 . 5.2.2.20.11 ,Belanja Pemeliharaan Perlengkapan Kantor ,4150000.00,4150000.00,0.00,0.00
1.20 . 1.20.03 . 01.09 . 5.2.2.20.13 ,Belanja Pemeliharaan Jaringan Komputer ,500000.00,500000.00,0.00,0.00
1.20 . 1.20.03 . 01.10 ,Penyediaan Alat Tulis Kantor ,89308675.00,89308675.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.10 . 5.2.2 ,Belanja Barang dan Jasa ,89308675.00,89308675.00,0.00,0.00
1.20 . 1.20.03 . 01.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,89308675.00,89308675.00,0.00,0.00
1.20 . 1.20.03 . 01.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,89308675.00,89308675.00,0.00,0.00
1.20 . 1.20.03 . 01.11 ,Penyediaan Barang Cetakan dan Penggandaan ,101657300.00,107029850.00,5372550.00,5.28,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.11 . 5.2.2 ,Belanja Barang dan Jasa ,101657300.00,107029850.00,5372550.00,5.28
1.20 . 1.20.03 . 01.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,101657300.00,107029850.00,5372550.00,5.28
1.20 . 1.20.03 . 01.11 . 5.2.2.06.01 ,Belanja Cetak ,50059700.00,50059700.00,0.00,0.00
1.20 . 1.20.03 . 01.11 . 5.2.2.06.02 ,Belanja Penggandaan ,51597600.00,56970150.00,5372550.00,10.41
1.20 . 1.20.03 . 01.12 ,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,8155100.00,8155100.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.12 . 5.2.2 ,Belanja Barang dan Jasa ,8155100.00,8155100.00,0.00,0.00
1.20 . 1.20.03 . 01.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,8155100.00,8155100.00,0.00,0.00
"1.20 . 1.20.03 . 01.12 . 5.2.2.01.03 ,""Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)"",8155100.00,8155100.00,0.00,0.00"
1.20 . 1.20.03 . 01.13 ,Penyediaan Peralatan dan Perlengkapan Kantor ,5604000.00,19504000.00,13900000.00,248.04,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.13 . 5.2.2 ,Belanja Barang dan Jasa ,5604000.00,19504000.00,13900000.00,248.04
1.20 . 1.20.03 . 01.13 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,5604000.00,19504000.00,13900000.00,248.04
1.20 . 1.20.03 . 01.13 . 5.2.2.01.09 ,Belanja Peralatan Pendukung Kantor ,5604000.00,19504000.00,13900000.00,248.04
1.20 . 1.20.03 . 01.14 ,Penyediaan Peralatan Rumah Tangga ,1000000.00,1000000.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.14 . 5.2.2 ,Belanja Barang dan Jasa ,1000000.00,1000000.00,0.00,0.00
1.20 . 1.20.03 . 01.14 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1000000.00,1000000.00,0.00,0.00
1.20 . 1.20.03 . 01.14 . 5.2.2.01.10 ,Belanja peralatan pendukung rumah tangga ,1000000.00,1000000.00,0.00,0.00
1.20 . 1.20.03 . 01.15 ,Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan,36480000.00,36480000.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.15 . 5.2.2 ,Belanja Barang dan Jasa ,36480000.00,36480000.00,0.00,0.00
1.20 . 1.20.03 . 01.15 . 5.2.2.03 ,Belanja Jasa Kantor ,36480000.00,36480000.00,0.00,0.00
1.20 . 1.20.03 . 01.15 . 5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,36480000.00,36480000.00,0.00,0.00
1.20 . 1.20.03 . 01.16 ,Penyediaan Bahan Logistik Kantor ,6120000.00,6120000.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.16 . 5.2.2 ,Belanja Barang dan Jasa ,6120000.00,6120000.00,0.00,0.00
1.20 . 1.20.03 . 01.16 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,6120000.00,6120000.00,0.00,0.00
1.20 . 1.20.03 . 01.16 . 5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,6120000.00,6120000.00,0.00,0.00
1.20 . 1.20.03 . 01.17 ,Penyediaan Makanan dan Minuman ,240613000.00,250945000.00,10332000.00,4.29,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.17 . 5.2.2 ,Belanja Barang dan Jasa ,240613000.00,250945000.00,10332000.00,4.29
1.20 . 1.20.03 . 01.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,240613000.00,250945000.00,10332000.00,4.29
1.20 . 1.20.03 . 01.17 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,129000000.00,129000000.00,0.00,0.00
1.20 . 1.20.03 . 01.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,106188000.00,116520000.00,10332000.00,9.73
1.20 . 1.20.03 . 01.17 . 5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,5425000.00,5425000.00,0.00,0.00
1.20 . 1.20.03 . 01.18 ,Rapat-Rapat Koordinasi dan Konsultasi Ke Luar Daerah,885192510.00,1280492775.00,395300265.00,44.66,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.18 . 5.2.2 ,Belanja Barang dan Jasa ,885192510.00,1280492775.00,395300265.00,44.66
1.20 . 1.20.03 . 01.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,885192510.00,1280492775.00,395300265.00,44.66
1.20 . 1.20.03 . 01.18 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,885192510.00,1280492775.00,395300265.00,44.66
1.20 . 1.20.03 . 01.19 ,Penyediaan koordinasi dan konsultasi dalam daerah,56585000.00,59375000.00,2790000.00,4.93,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.19 . 5.2.2 ,Belanja Barang dan Jasa ,56585000.00,59375000.00,2790000.00,4.93
1.20 . 1.20.03 . 01.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,56585000.00,59375000.00,2790000.00,4.93
1.20 . 1.20.03 . 01.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,56585000.00,59375000.00,2790000.00,4.93
1.20 . 1.20.03 . 01.21 ,Fasilitasi Penyediaan Tempat / Tanah ,3000000.00,3000000.00,0.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 01.21 . 5.2.2 ,Belanja Barang dan Jasa ,3000000.00,3000000.00,0.00,0.00
1.20 . 1.20.03 . 01.21 . 5.2.2.03 ,Belanja Jasa Kantor ,3000000.00,3000000.00,0.00,0.00
1.20 . 1.20.03 . 01.21 . 5.2.2.03.37 ,Belanja Retribusi / Pajak ,3000000.00,3000000.00,0.00,0.00
1.20 . 1.20.03 . 02 ,Program Peningkatan Sarana dan Prasarana Aparatur,1386321430.00,2642594430.00,1256273000.00,90.62
1.20 . 1.20.03 . 02.05 ,Pengadaan Kendaraan Dinas/Operasional ,717227000.00,748937000.00,31710000.00,4.42,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 02.05 . 5.2.3 ,Belanja Modal ,717227000.00,748937000.00,31710000.00,4.42
1.20 . 1.20.03 . 02.05 . 5.2.3.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor,717227000.00,748937000.00,31710000.00,4.42
1.20 . 1.20.03 . 02.05 . 5.2.3.03.03 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Station Wagon,717227000.00,716802000.00,-425000.00,-0.06,Belanja Modal Kendaraan Dinas
,,,,,,Belanja modal kendaraan dinas jabatan untuk Asisten Sekda
",,,,,,""3 unit x 237.800.000,00 = 713.400.000,00"""
,,,,,,Honorarium Panitia Pengadaan
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Pejabat Pembuat Komitmen
",,,,,,""2 orang/bulan x 325.000,00 = 650.000,00"""
,,,,,,Ketua
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Sekretaris
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Anggota
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Honorarium Panitia Penerima Hasil Pekerjaan
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Ketua
",,,,,,""1 orang/bulan x 350.000,00 = 350.000,00"""
,,,,,,Sekretaris
",,,,,,""1 orang/bulan x 300.000,00 = 300.000,00"""
,,,,,,Anggota
",,,,,,""1 orang/bulan x 250.000,00 = 250.000,00"""
,,,,,,Belanja makanan dan minuman
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Belanja makanan dan minuman rapat
",,,,,,""40 orang/kali x 18.000,00 = 720.000,00"""
,,,,,,Belanja alat tulis kantor
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Kertas HVS folio 70 gram
",,,,,,""2 rim x 45.000,00 = 90.000,00"""
,,,,,,Isi  toner printer laser
",,,,,,""1 kali x 171.300,00 = 171.300,00"""
,,,,,,Stopmap Kertas
",,,,,,""5 buah x 800,00 = 4.000,00"""
,,,,,,Binder clip no.3
",,,,,,""10 buah x 2.600,00 = 26.000,00"""
,,,,,,Belanja penggandaan dan jilid
",,,,,,""0  x 0,00 = 0,00"""
,,,,,,Fotocopy
",,,,,,""1,312 lembar x 225,00 = 295.200,00"""
,,,,,,Jilid SPK
",,,,,,""7 buku x 6.500,00 = 45.500,00"""
,,,,,,Pejabat pengadaan kendaraan roda 2
",,,,,,""1 orang/paket x 250.000,00 = 250.000,00"""
,,,,,,Pejabat penerima hasil pekerjaan kendaraan roda 2
",,,,,,""1 orang/paket x 250.000,00 = 250.000,00"""
1.20 . 1.20.03 . 02.05 . 5.2.3.03.12 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Sepeda Motor,0.00,32135000.00,32135000.00,0.00,Belanja modal pengadaan kendaraan dinas roda 2
,,,,,,Belanja modal kendaraan dinas roda 2 Bag.Umum (untuk persuratan dan operasional protokol)
",,,,,,""2 unit x 16.067.500,00 = 32.135.000,00"""
1.20 . 1.20.03 . 02.06 ,Pengadaan Perlengkapan Rumah Jabatan/Dinas ,0.00,233327300.00,233327300.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 02.06 . 5.2.3 ,Belanja Modal ,0.00,233327300.00,233327300.00,0.00
1.20 . 1.20.03 . 02.06 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,0.00,201250000.00,201250000.00,0.00
1.20 . 1.20.03 . 02.06 . 5.2.3.11.08 ,Belanja Modal Pengadaan AC ,0.00,15000000.00,15000000.00,0.00,Pengadaan AC
,,,,,,Pengadaan AC 1 PK (Bupati dan Wakil Bupati)
",,,,,,""3 unit x 5.000.000,00 = 15.000.000,00"""
1.20 . 1.20.03 . 02.06 . 5.2.3.11.14 ,Belanja Modal Pengadaan Gordyn/Vitrage/Rell Alumunium,0.00,12500000.00,12500000.00,0.00,Pengadaan gordyn
,,,,,,Gordyn rumah dinas wakil bupati
",,,,,,""50 meter x 250.000,00 = 12.500.000,00"""
1.20 . 1.20.03 . 02.06 . 5.2.3.11.18 ,Belanja Modal Pengadaan Genset ,0.00,173750000.00,173750000.00,0.00,Pengadaan genset
,,,,,,Pengadaan genset dan instalasinya
",,,,,,""1 unit x 173.000.000,00 = 173.000.000,00"""
,,,,,,Administrasi Pengadaan
,,,,,,Honor Pejabat Pembuat Komitmen
",,,,,,""1 orang/bulan x 250.000,00 = 250.000,00"""
,,,,,,Honor Pejabat Pengadaan
",,,,,,""1 orang/paket x 250.000,00 = 250.000,00"""
,,,,,,Honor Pejabat Penerima Hasil Pekerjaan
",,,,,,""1 orang/paket x 250.000,00 = 250.000,00"""
1.20 . 1.20.03 . 02.06 . 5.2.3.14 ,Belanja Modal Pengadaan Peralatan Dapur ,0.00,16000000.00,16000000.00,0.00
1.20 . 1.20.03 . 02.06 . 5.2.3.14.04 ,Belanja Modal Pengadaan Dispenser ,0.00,4000000.00,4000000.00,0.00,Pengadaan dispenser
,,,,,,Dispenser (Bupati dan wakil bupati)
",,,,,,""2 unit x 2.000.000,00 = 4.000.000,00"""
1.20 . 1.20.03 . 02.06 . 5.2.3.14.05 ,Belanja Modal Pengadaan Kulkas ,0.00,6000000.00,6000000.00,0.00,Pengadaan kulkas
,,,,,,Kulkas (Bupati dan Wakil Bupati)
",,,,,,""2 unit x 3.000.000,00 = 6.000.000,00"""
1.20 . 1.20.03 . 02.06 . 5.2.3.14.09 ,Belanja Modal Pengadaan Mesin Cuci ,0.00,6000000.00,6000000.00,0.00,Pengadaan mesin cuci
,,,,,,Mesin cuci front loading (Bupati)
",,,,,,""1 unit x 6.000.000,00 = 6.000.000,00"""
1.20 . 1.20.03 . 02.06 . 5.2.3.16 ,Belanja Modal Pengadaan Alat-Alat Studio ,0.00,16077300.00,16077300.00,0.00
1.20 . 1.20.03 . 02.06 . 5.2.3.16.06 ,Belanja Modal Pengadaan Sound System ,0.00,16077300.00,16077300.00,0.00,Pengadaan sound system
,,,,,,Sound system rapat (Bupati)
",,,,,,""1 unit x 15.000.000,00 = 15.000.000,00"""
,,,,,,Administrasi Pengadaan
,,,,,,Pejabat pembuat komitmen
",,,,,,""1 orang/bulan x 250.000,00 = 250.000,00"""
,,,,,,Pejabat pengadaan
",,,,,,""1 orang/paket x 250.000,00 = 250.000,00"""
,,,,,,Pejabat penerima hasil pekerjaan
",,,,,,""1 orang/paket x 175.000,00 = 175.000,00"""
,,,,,,Kertas HVS 70 gr
",,,,,,""1 rim x 45.000,00 = 45.000,00"""
,,,,,,Stopmap kertas
",,,,,,""1 buah x 800,00 = 800,00"""
,,,,,,Binder clip
",,,,,,""1 buah x 6.500,00 = 6.500,00"""
,,,,,,Foto copy
",,,,,,""1,000 lembar x 225,00 = 225.000,00"""
,,,,,,Jilid
",,,,,,""5 dokumen x 10.000,00 = 50.000,00"""
,,,,,,Sisa
",,,,,,""1  x 75.000,00 = 75.000,00"""
1.20 . 1.20.03 . 02.07 ,Pengadaan Perlengkapan Gedung Kantor ,0.00,191402300.00,191402300.00,0.00,Sumber Dana : 
,,,,,,Lokasi Kegiatan : Kabupaten Kulon Progo
1.20 . 1.20.03 . 02.07 . 5.2.3 ,Belanja Modal ,0.00,191402300.00,191402300.00,0.00
1.20 . 1.20.03 . 02.07 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,0.00,191402300.00,191402300.00,0.00
1.20 . 1.20.03 . 02.07 . 5.2.3.11.08 ,Belanja Modal Pengadaan AC ,0.00,54802300.00,54802300.00,0.00,Pengadaan AC
,,,,,,AC 2 PK untuk ruang rapat dan ruang kerja (Binangun I)
",,,,,,""5 unit x 7.750.000,00 = 38.750.000,00"""
,,,,,,AC 1 PK (1 unit untuk ruang kerja Binangun I dan 2 unit untuk RR.Bag. Organisasi)
",,,,,,""3 unit x 5.000.000,00 = 15.000.000,00"""
,,,,,,Administrasi Pengadaan
,,,,,,Honor PPK
",,,,,,""2 orang/bulan x 250.000,00 = 500.000,00"""
,,,,,,Pejabat pengadaan
",,,,,,""1 orang/paket x 250.000,00 = 250.000,00"""
,,,,,,Honor pejabat penerima hasil pekerjaan
",,,,,,""1 orang/paket x 250.000,00 = 250.000,00"""
,,,,,,Kertas HVS 70 gr
",,,,,,""1 rim x 45.000,00 = 45.000,00"""
,,,,,,Stopmap kertas
",,,,,,""1 buah x 800,00 = 800,00"""
,,,,,,Binder clip
",,,,,,""1 buah x 6.500,00 = 6.500,00"""
