JUDUL,KANTOR PEMBERDAYAAN MASYARAKAT DAN PEREMPUAN,,
1.22.1.22.01.001.006.5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,"2,085,000",
1.22.1.22.01.001.006.5.2.2.05.05 ,Belanja STNK ,"2,085,000",Belanja STNK 2085000
1.22.1.22.01.001.007.5.2 ,Penyediaan jasa administrasi keuangan ,"42,600,000",
1.22.1.22.01.001.007.5.2.1 ,BELANJA PEGAWAI ,"42,600,000",
1.22.1.22.01.001.007.5.2.1.01 ,Honorarium PNS ,"42,600,000",
1.22.1.22.01.001.007.5.2.1.01.04 ,Honorarium Pengelola Keuangan/Barang ,"42,600,000",Honorarium Pengelola Keuangan/Barang 42600000
1.22.1.22.01.001.008.5.2 ,Penyediaan jasa kebersihan kantor ,"33,642,700",
1.22.1.22.01.001.008.5.2.2 ,BELANJA BARANG DAN JASA ,"33,642,700",
1.22.1.22.01.001.008.5.2.2.01 ,Belanja Bahan Pakai Habis ,"33,642,700",
1.22.1.22.01.001.008.5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,"33,642,700",Belanja Peralatan Kebersihan Dan Bahan Pembersih 33642700
1.22.1.22.01.001.009.5.2 ,Penyediaan jasa perbaikan peralatan kerja ,"10,260,000",
1.22.1.22.01.001.009.5.2.2 ,BELANJA BARANG DAN JASA ,"10,260,000",
1.22.1.22.01.001.009.5.2.2.20 ,Belanja Pemeliharaan ,"10,260,000",
1.22.1.22.01.001.009.5.2.2.20.04 ,Belanja Pemeliharaan Peralatan Dan Perlengkapan ,"10,260,000",Belanja Pemeliharaan Peralatan Dan Perlengkapan 10260000
,Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio ,,Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio
1.22.1.22.01.001.010.5.2 ,Penyediaan alat tulis kantor ,"20,345,000",
1.22.1.22.01.001.010.5.2.2 ,BELANJA BARANG DAN JASA ,"20,345,000",
1.22.1.22.01.001.010.5.2.2.01 ,Belanja Bahan Pakai Habis ,"20,345,000",
1.22.1.22.01.001.010.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"20,345,000",Belanja  Alat Tulis Kantor 20345000
1.22.1.22.01.001.011.5.2 ,Penyediaan barang cetakan dan penggandaan ,"24,327,600",
1.22.1.22.01.001.011.5.2.2 ,BELANJA BARANG DAN JASA ,"24,327,600",
1.22.1.22.01.001.011.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"24,327,600",
1.22.1.22.01.001.011.5.2.2.06.02 ,Belanja Penggandaan ,"24,327,600",Belanja Penggandaan 24327600
1.22.1.22.01.001.012.5.2 ,Penyediaan komponen instalasi listrik/penerangan bangunan kantor ,"2,500,000",
1.22.1.22.01.001.012.5.2.2 ,BELANJA BARANG DAN JASA ,"2,500,000",
1.22.1.22.01.001.012.5.2.2.01 ,Belanja Bahan Pakai Habis ,"2,500,000",
1.22.1.22.01.001.012.5.2.2.01.03 ,Belanja Alat Listrik Dan Elektronik ,"2,500,000",Belanja Alat Listrik Dan Elektronik 2500000
1.22.1.22.01.001.013.5.2 ,Penyediaan peralatan dan perlengkapan kantor ,"12,000,000",
1.22.1.22.01.001.013.5.2.2 ,BELANJA BARANG DAN JASA ,"12,000,000",
1.22.1.22.01.001.013.5.2.2.02 ,Belanja Bahan/Material ,"12,000,000",
1.22.1.22.01.001.013.5.2.2.02.06 ,Belanja Bahan Komputer/Printer ,"12,000,000",Belanja Bahan Komputer/Printer 12000000
1.22.1.22.01.001.014.5.2 ,Penyediaan peralatan rumah tangga ,"9,000,000",
1.22.1.22.01.001.014.5.2.2 ,BELANJA BARANG DAN JASA ,"9,000,000",
1.22.1.22.01.001.014.5.2.2.01 ,Belanja Bahan Pakai Habis ,"5,000,000",
1.22.1.22.01.001.014.5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,"5,000,000",Belanja Pengisian Tabung Gas 5000000
1.22.1.22.01.001.014.5.2.2.02 ,Belanja Bahan/Material ,"4,000,000",
1.22.1.22.01.001.014.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,"4,000,000",Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 4000000
1.22.1.22.01.001.015.5.2 ,Penyediaan bahan bacaan dan peraturan perundang-undangan ,"6,460,000",
1.22.1.22.01.001.015.5.2.2 ,BELANJA BARANG DAN JASA ,"3,480,000",
1.22.1.22.01.001.015.5.2.2.03 ,Belanja Jasa Kantor ,"3,480,000",
1.22.1.22.01.001.015.5.2.2.03.05 ,Belanja Surat Kabar/Majalah ,"3,480,000",Belanja Surat Kabar/Majalah 3480000
1.22.1.22.01.001.015.5.2.3 ,BELANJA MODAL ,"2,980,000",
1.22.1.22.01.001.015.5.2.3.27 ,Belanja Modal Pengadaan Buku/kepustakaan ,"2,980,000",
1.22.1.22.01.001.015.5.2.3.27.26 ,Belanja Modal Buku Perpustakaan ,"2,980,000",Belanja Modal Buku Perpustakaan 2980000
1.22.1.22.01.001.017.5.2 ,Penyediaan makanan dan minuman ,"14,868,000",
1.22.1.22.01.001.017.5.2.2 ,BELANJA BARANG DAN JASA ,"14,868,000",
1.22.1.22.01.001.017.5.2.2.11 ,Belanja Makanan Dan Minuman ,"14,868,000",
1.22.1.22.01.001.017.5.2.2.11.01 ,Belanja Makanan Dan Minuman Pegawai ,"5,082,000",Belanja Makanan Dan Minuman Pegawai 5082000
1.22.1.22.01.001.017.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"9,086,000",Belanja Makanan Dan Minuman Rapat 9086000
1.22.1.22.01.001.017.5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,"700,000",Belanja Makanan Dan Minuman Tamu 700000
1.22.1.22.01.001.018.5.2 ,Rapat-rapat koordinasi dan konsultasi keluar daerah ,"100,200,000",
1.22.1.22.01.001.018.5.2.2 ,BELANJA BARANG DAN JASA ,"100,200,000",
1.22.1.22.01.001.018.5.2.2.15 ,Belanja Perjalanan Dinas ,"100,200,000",
1.22.1.22.01.001.018.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"100,200,000",Belanja Perjalanan Dinas Luar Daerah 100200000
1.22.1.22.01.001.019.5.2 ,Penyediaan Jasa Tenaga Bantuan ,"51,050,706",
1.22.1.22.01.001.019.5.2.1 ,BELANJA PEGAWAI ,"51,050,706",
1.22.1.22.01.001.019.5.2.1.02 ,Honorarium Non PNS ,"51,050,706",
1.22.1.22.01.001.019.5.2.1.02.01 ,Honorarium Pegawai Honorer/Tidak Tetap ,"51,050,706",Honorarium Pegawai Honorer/Tidak Tetap 51050706
1.22.1.22.01.002.000.5.2 ,Program Peningkatan Sarana dan Prasarana Aparatur ,"86,527,402",
1.22.1.22.01.002.022.5.2 ,Pemeliharaan rutin/berkala gedung kantor ,"35,414,402",
1.22.1.22.01.002.022.5.2.2 ,BELANJA BARANG DAN JASA ,"35,414,402",
1.22.1.22.01.002.022.5.2.2.03 ,Belanja Jasa Kantor ,"15,714,402",
1.22.1.22.01.002.022.5.2.2.03.27 ,Belanja Jasa Penyedia /Tenaga Teknis ,"15,714,402",Belanja Jasa Penyedia /Tenaga Teknis 15714402
1.22.1.22.01.002.022.5.2.2.20 ,Belanja Pemeliharaan ,"19,700,000",
1.22.1.22.01.002.022.5.2.2.20.09 ,Belanja Pemeliharaan Kebersihan ,"19,700,000",Belanja Pemeliharaan Kebersihan 19700000
1.22.1.22.01.002.024.5.2 ,Pemeliharaan rutin/berkala kendaraan dinas/operasional ,"51,113,000",
1.22.1.22.01.002.024.5.2.2 ,BELANJA BARANG DAN JASA ,"51,113,000",
1.22.1.22.01.002.024.5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,"51,113,000",
1.22.1.22.01.002.024.5.2.2.05.01 ,Belanja Jasa Service ,"2,080,000",Belanja Jasa Service 2080000
1.22.1.22.01.002.024.5.2.2.05.02 ,Belanja  Penggantian Suku Cadang ,"17,365,000",Belanja  Penggantian Suku Cadang 17365000
1.22.1.22.01.002.024.5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,"31,668,000",Belanja Bahan Bakar Minyak/Gas Dan Pelumas 31668000
1.22.1.22.01.005.000.5.2 ,Program Peningkatan Kapasitas Sumber Daya Aparatur ,"11,000,000",
1.22.1.22.01.005.001.5.2 ,Pendidikan dan pelatihan formal ,"11,000,000",
1.22.1.22.01.005.001.5.2.2 ,BELANJA BARANG DAN JASA ,"11,000,000",
1.22.1.22.01.005.001.5.2.2.15 ,Belanja Perjalanan Dinas ,"11,000,000",
1.22.1.22.01.005.001.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"11,000,000",Belanja Perjalanan Dinas Luar Daerah 11000000
1.22.1.22.01.006.000.5.2 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan ,"7,525,000",
,Keuangan,,
1.22.1.22.01.006.001.5.2 ,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD ,"7,525,000",
1.22.1.22.01.006.001.5.2.1 ,BELANJA PEGAWAI ,"7,525,000",
1.22.1.22.01.006.001.5.2.1.01 ,Honorarium PNS ,"7,525,000",
1.22.1.22.01.006.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"7,525,000",Honorarium Panitia Pelaksana Kegiatan 7525000
1.22.1.22.01.181.000.5.2 ,Program Pemberdayaan dan Peningkatan Peran Serta Masyarakat ,"2,685,937,270",
1.22.1.22.01.181.001.5.2 ,Peningkatan Peran Serta Masyarakat Dalam Pembangunan ,"452,316,000",
1.22.1.22.01.181.001.5.2.1 ,BELANJA PEGAWAI ,"150,745,000",
1.22.1.22.01.181.001.5.2.1.01 ,Honorarium PNS ,"150,745,000",
1.22.1.22.01.181.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"150,420,000",Honorarium Panitia Pelaksana Kegiatan 150420000
1.22.1.22.01.181.001.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"325,000",Honorarium Tim Pengadaan Barang dan Jasa 325000
1.22.1.22.01.181.001.5.2.2 ,BELANJA BARANG DAN JASA ,"301,571,000",
1.22.1.22.01.181.001.5.2.2.01 ,Belanja Bahan Pakai Habis ,"4,320,000",
1.22.1.22.01.181.001.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"4,320,000",Belanja  Alat Tulis Kantor 4320000
1.22.1.22.01.181.001.5.2.2.03 ,Belanja Jasa Kantor ,"80,722,500",
1.22.1.22.01.181.001.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","24,722,500","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 24722500"
1.22.1.22.01.181.001.5.2.2.03.25 ,Belanja Jasa Event Organizer ,"56,000,000",Belanja Jasa Event Organizer 56000000
1.22.1.22.01.181.001.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"1,203,500",
1.22.1.22.01.181.001.5.2.2.06.02 ,Belanja Penggandaan ,"1,203,500",Belanja Penggandaan 1203500
1.22.1.22.01.181.001.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"13,100,000",
1.22.1.22.01.181.001.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,"5,700,000",Belanja Sewa Meja Kursi 5700000
1.22.1.22.01.181.001.5.2.2.10.05 ,Belanja Sewa Tenda ,"7,400,000",Belanja Sewa Tenda 7400000
1.22.1.22.01.181.001.5.2.2.11 ,Belanja Makanan Dan Minuman ,"111,615,000",
1.22.1.22.01.181.001.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"111,615,000",Belanja Makanan Dan Minuman Rapat 111615000
1.22.1.22.01.181.001.5.2.2.15 ,Belanja Perjalanan Dinas ,"42,000,000",
1.22.1.22.01.181.001.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"42,000,000",Belanja Perjalanan Dinas Luar Daerah 42000000
1.22.1.22.01.181.001.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"8,400,000",
1.22.1.22.01.181.001.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"8,400,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 8400000
1.22.1.22.01.181.001.5.2.2.32 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"40,210,000",
1.22.1.22.01.181.001.5.2.2.32.01 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga ,"40,210,000",Belanja Uang Untuk Diberikan Kepada Pihak Ketiga 40210000
,,,Lokasi Kegiatan Kota Yogyakarta
,,,Hadiah Lomba TTG 40210000
1.22.1.22.01.181.003.5.2 ,Fasilitasi Pembinaan Pemberdayaan Masyarakat ,"524,119,250",
1.22.1.22.01.181.003.5.2.1 ,BELANJA PEGAWAI ,"104,945,000",
1.22.1.22.01.181.003.5.2.1.01 ,Honorarium PNS ,"104,945,000",
1.22.1.22.01.181.003.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"104,295,000",Honorarium Panitia Pelaksana Kegiatan 104295000
1.22.1.22.01.181.003.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"650,000",Honorarium Tim Pengadaan Barang dan Jasa 650000
1.22.1.22.01.181.003.5.2.2 ,BELANJA BARANG DAN JASA ,"419,174,250",
1.22.1.22.01.181.003.5.2.2.01 ,Belanja Bahan Pakai Habis ,"1,000,000",
1.22.1.22.01.181.003.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"1,000,000",Belanja  Alat Tulis Kantor 1000000
1.22.1.22.01.181.003.5.2.2.03 ,Belanja Jasa Kantor ,"49,042,500",
1.22.1.22.01.181.003.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","4,042,500","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 4042500"
1.22.1.22.01.181.003.5.2.2.03.25 ,Belanja Jasa Event Organizer ,"45,000,000",Belanja Jasa Event Organizer 45000000
1.22.1.22.01.181.003.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"17,491,750",
1.22.1.22.01.181.003.5.2.2.06.02 ,Belanja Penggandaan ,"17,491,750",Belanja Penggandaan 17491750
1.22.1.22.01.181.003.5.2.2.11 ,Belanja Makanan Dan Minuman ,"34,790,000",
1.22.1.22.01.181.003.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"34,790,000",Belanja Makanan Dan Minuman Rapat 34790000
1.22.1.22.01.181.003.5.2.2.15 ,Belanja Perjalanan Dinas ,"231,850,000",
1.22.1.22.01.181.003.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"35,250,000",Belanja Perjalanan Dinas Dalam Daerah 35250000
1.22.1.22.01.181.003.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"196,600,000",Belanja Perjalanan Dinas Luar Daerah 196600000
1.22.1.22.01.181.003.5.2.2.21 ,Belanja Jasa Konsultansi ,"40,000,000",
1.22.1.22.01.181.003.5.2.2.21.01 ,Belanja Jasa Konsultansi Penelitian ,"40,000,000",Belanja Jasa Konsultansi Penelitian 40000000
1.22.1.22.01.181.003.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"17,500,000",
1.22.1.22.01.181.003.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"17,500,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 17500000
1.22.1.22.01.181.003.5.2.2.32 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"27,500,000",
1.22.1.22.01.181.003.5.2.2.32.01 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga ,"27,500,000",Belanja Uang Untuk Diberikan Kepada Pihak Ketiga 27500000
,,,Lokasi Kegiatan Kota Yogyakarta
,,,Hadiah Lomba 27500000
1.22.1.22.01.181.004.5.2 ,Fasilitasi Peningkatan Kehidupan Beragama ,"1,210,697,270",
1.22.1.22.01.181.004.5.2.1 ,BELANJA PEGAWAI ,"41,175,000",
1.22.1.22.01.181.004.5.2.1.01 ,Honorarium PNS ,"41,175,000",
1.22.1.22.01.181.004.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"37,825,000",Honorarium Panitia Pelaksana Kegiatan 37825000
1.22.1.22.01.181.004.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"3,350,000",Honorarium Tim Pengadaan Barang dan Jasa 3350000
1.22.1.22.01.181.004.5.2.2 ,BELANJA BARANG DAN JASA ,"1,169,522,270",
1.22.1.22.01.181.004.5.2.2.01 ,Belanja Bahan Pakai Habis ,"1,000,000",
1.22.1.22.01.181.004.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"1,000,000",Belanja  Alat Tulis Kantor 1000000
1.22.1.22.01.181.004.5.2.2.03 ,Belanja Jasa Kantor ,"859,928,804",
1.22.1.22.01.181.004.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","2,500,000","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 2500000"
1.22.1.22.01.181.004.5.2.2.03.25 ,Belanja Jasa Event Organizer ,"826,000,000",Belanja Jasa Event Organizer 826000000
1.22.1.22.01.181.004.5.2.2.03.27 ,Belanja Jasa Penyedia /Tenaga Teknis ,"31,428,804",Belanja Jasa Penyedia /Tenaga Teknis 31428804
1.22.1.22.01.181.004.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"5,771,600",
1.22.1.22.01.181.004.5.2.2.06.02 ,Belanja Penggandaan ,"5,771,600",Belanja Penggandaan 5771600
1.22.1.22.01.181.004.5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,"10,100,000",
1.22.1.22.01.181.004.5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,"10,100,000",Belanja Sewa Ruang Rapat/Pertemuan 10100000
1.22.1.22.01.181.004.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,"101,000,000",
1.22.1.22.01.181.004.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,"101,000,000",Belanja Sewa Sarana Mobilitas Darat 101000000
1.22.1.22.01.181.004.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"22,580,000",
1.22.1.22.01.181.004.5.2.2.10.09 ,Belanja Sewa Perlengkapan/Peralatan ,"22,580,000",Belanja Sewa Perlengkapan/Peralatan 22580000
1.22.1.22.01.181.004.5.2.2.11 ,Belanja Makanan Dan Minuman ,"161,641,866",
1.22.1.22.01.181.004.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"161,641,866",Belanja Makanan Dan Minuman Rapat 161641866
1.22.1.22.01.181.004.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"7,500,000",
1.22.1.22.01.181.004.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"7,500,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 7500000
1.22.1.22.01.181.005.5.2 ,Penyelenggaraan Evaluasi Kelurahan ,"252,306,000",
1.22.1.22.01.181.005.5.2.1 ,BELANJA PEGAWAI ,"22,110,000",
1.22.1.22.01.181.005.5.2.1.01 ,Honorarium PNS ,"22,110,000",
1.22.1.22.01.181.005.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"22,110,000",Honorarium Panitia Pelaksana Kegiatan 22110000
1.22.1.22.01.181.005.5.2.2 ,BELANJA BARANG DAN JASA ,"230,196,000",
1.22.1.22.01.181.005.5.2.2.02 ,Belanja Bahan/Material ,"16,500,000",
1.22.1.22.01.181.005.5.2.2.02.08 ,Belanja Hadiah/Trophy ,"9,900,000",Belanja Hadiah/Trophy 9900000
,,,Lokasi Kegiatan Kota Yogyakarta
,,,Hadiah/Tropy Juara Tingkat Kota dan Piagam Penghargaan 9900000
1.22.1.22.01.181.005.5.2.2.02.11 ,Belanja Plakat/Cinderamata ,"6,600,000",Belanja Plakat/Cinderamata 6600000
1.22.1.22.01.181.005.5.2.2.03 ,Belanja Jasa Kantor ,"7,480,000",
1.22.1.22.01.181.005.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","7,480,000","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 7480000"
1.22.1.22.01.181.005.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"17,721,000",
1.22.1.22.01.181.005.5.2.2.06.02 ,Belanja Penggandaan ,"17,721,000",Belanja Penggandaan 17721000
1.22.1.22.01.181.005.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,"2,200,000",
1.22.1.22.01.181.005.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,"2,200,000",Belanja Sewa Sarana Mobilitas Darat 2200000
1.22.1.22.01.181.005.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"7,645,000",
1.22.1.22.01.181.005.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,"3,850,000",Belanja Sewa Meja Kursi 3850000
1.22.1.22.01.181.005.5.2.2.10.05 ,Belanja Sewa Tenda ,"2,475,000",Belanja Sewa Tenda 2475000
1.22.1.22.01.181.005.5.2.2.10.09 ,Belanja Sewa Perlengkapan/Peralatan ,"1,320,000",Belanja Sewa Perlengkapan/Peralatan 1320000
1.22.1.22.01.181.005.5.2.2.11 ,Belanja Makanan Dan Minuman ,"34,650,000",
1.22.1.22.01.181.005.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"34,650,000",Belanja Makanan Dan Minuman Rapat 34650000
1.22.1.22.01.181.005.5.2.2.15 ,Belanja Perjalanan Dinas ,"78,000,000",
1.22.1.22.01.181.005.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"78,000,000",Belanja Perjalanan Dinas Luar Daerah 78000000
1.22.1.22.01.181.005.5.2.2.32 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"66,000,000",
1.22.1.22.01.181.005.5.2.2.32.01 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga ,"66,000,000",Belanja Uang Untuk Diberikan Kepada Pihak Ketiga 66000000
,,,Lokasi Kegiatan Kota Yogyakarta
,,,Hadiah Pemenang Kegiatan Evaluasi Kelurahan Terbaik 66000000
1.22.1.22.01.181.006.5.2 ,Penyusunan Data Profil Kelurahan ,"246,498,750",
1.22.1.22.01.181.006.5.2.1 ,BELANJA PEGAWAI ,"116,990,000",
1.22.1.22.01.181.006.5.2.1.01 ,Honorarium PNS ,"116,990,000",
1.22.1.22.01.181.006.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"116,665,000",Honorarium Panitia Pelaksana Kegiatan 116665000
1.22.1.22.01.181.006.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"325,000",Honorarium Tim Pengadaan Barang dan Jasa 325000
1.22.1.22.01.181.006.5.2.2 ,BELANJA BARANG DAN JASA ,"129,508,750",
1.22.1.22.01.181.006.5.2.2.01 ,Belanja Bahan Pakai Habis ,"300,000",
1.22.1.22.01.181.006.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"300,000",Belanja  Alat Tulis Kantor 300000
1.22.1.22.01.181.006.5.2.2.03 ,Belanja Jasa Kantor ,"825,000",
1.22.1.22.01.181.006.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","825,000","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 825000"
1.22.1.22.01.181.006.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"7,983,750",
1.22.1.22.01.181.006.5.2.2.06.02 ,Belanja Penggandaan ,"7,983,750",Belanja Penggandaan 7983750
1.22.1.22.01.181.006.5.2.2.11 ,Belanja Makanan Dan Minuman ,"18,975,000",
1.22.1.22.01.181.006.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"18,975,000",Belanja Makanan Dan Minuman Rapat 18975000
1.22.1.22.01.181.006.5.2.2.15 ,Belanja Perjalanan Dinas ,"10,625,000",
1.22.1.22.01.181.006.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"10,625,000",Belanja Perjalanan Dinas Dalam Daerah 10625000
1.22.1.22.01.181.006.5.2.2.21 ,Belanja Jasa Konsultansi ,"80,000,000",
1.22.1.22.01.181.006.5.2.2.21.01 ,Belanja Jasa Konsultansi Penelitian ,"80,000,000",Belanja Jasa Konsultansi Penelitian 80000000
