Judul,"Ringkasan APBD Berdasarkan Rincian Obyek Pendapatan, Belanja Dan Pembiayaan",,
4 . 1 . 1 . 08 ,Pajak Air Tanah ,10869047.5,
4 . 1 . 1 . 08 . 01 ,Pajak Air Tanah ,10869047.5,Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2011  tentang Pajak Daerah  tanggal 30 Juni 2011  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri B
4 . 1 . 1 . 11 ,Pajak Bumi dan Bangunan (PBB) ,10650000000,
4 . 1 . 1 . 11 . 03 ,Pajak Bumi dan Bangunan Perdesaan dan Perkotaan ,10650000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 2 Tahun 2013 tentang Pajak Bumi dan Bangunan Perdesaan dan Perkotaan  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 2
4 . 1 . 1 . 12 ,Bea Perolehan Hak atas Tanah dan Bangunan (BPHTB) ,16700000000,
4 . 1 . 1 . 12 . 03 ,Bea Perolehan Hak atas Tanah dan Bangunan ,16700000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2010 tentang Bea Perolehan Hak Atas Tanah dan Bangunan  tanggal 26 November 2010  Lembaran Daerah Kabupaten Kulon Progo Tahun 2010 Nomor 1 Seri B
4 . 1 . 2 ,Hasil Retribusi Daerah ,20096133796,
4 . 1 . 2 . 01 ,Retribusi Jasa Umum ,4507445412,
4 . 1 . 2 . 01 . 05 ,Retribusi Pelayanan Kesehatan Rumah Sakit Umum Daerah ,1968547650,Peraturan Daerah Kabupaten Kulon Progo Nomor 14 Tahun 2013 tentang Penyelenggaraan Rumah Sakit Umum Daerah Nyi Ageng Serang  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 14
4 . 1 . 2 . 01 . 06 ,Retribusi Pelayanan Kesehatan Tempat Pelayanan Kesehatan Lainnya yang Sejenis yang Dimiliki dan/atau Dikelola oleh Pemda ,49070000,Peraturan Daerah Kabupaten Kulon Progo Nomor 4 Tahun 2012 tentang Retribusi Pelayanan Kesehatan pada UPT Dinas Kesehatan Kabupaten Kulon Progo  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 4
4 . 1 . 2 . 01 . 07 ,Retribusi Pelayanan Persampahan/Kebersihan ,214322300,Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2012 tentang Retribusi Pelayanan Persampahan/Kebersihan  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 5
4 . 1 . 2 . 01 . 19 ,Retribusi Pelayanan Parkir Di Tepi Jalan Umum ,155886000,Peraturan Daerah Kabupaten Kulon Progo Nomor 2 Tahun 2011 tanggal 11 Mei 2011 Tahun 2011 tentang Retribusi Pelayanan Parkir di Tepi Jalan Umum  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 1 Seri C
4 . 1 . 2 . 01 . 20 ,Retribusi Pelayanan Pasar - Pelataran ,329505900,Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2011 tentang Retribusi Pelayanan Pasar  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 5 Seri C
4 . 1 . 2 . 01 . 21 ,Retribusi Pelayanan Pasar - Los ,321252100,Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2011 tentang Retribusi Pelayanan Pasar  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 5 Seri C
4 . 1 . 2 . 01 . 22 ,Retribusi Pelayanan Pasar - Kios ,284617800,Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2011 tentang Retribusi Pelayanan Pasar  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 5 Seri C
4 . 1 . 2 . 01 . 25 ,Retribusi PKB - Mobil Penumpang - Minibus ,7055000,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 9
4 . 1 . 2 . 01 . 26 ,Retribusi PKB - Mobil Bus - Microbus ,6580000,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 9
4 . 1 . 2 . 01 . 27 ,Retribusi PKB - Mobil Bus - Bus ,21939000,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 9
4 . 1 . 2 . 01 . 28 ,Retribusi PKB - Mobil Barang/ Beban - Pick Up ,135193500,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 9
4 . 1 . 2 . 01 . 29 ,Retribusi PKB - Mobil Barang/ Beban - Light Truck ,124807000,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 9
4 . 1 . 2 . 01 . 30 ,Retribusi PKB - Mobil Barang/ Beban - Truck ,14340000,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 6 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 9
4 . 1 . 2 . 01 . 44 ,Retribusi Pengendalian Menara Telekomunikasi ,698821662,Peraturan Daerah Kabupatan Kulon Progo Nomor 9 Tahun 2011 tentang Retribusi Pengendalian Menara Telekomunikasi  Lembaran Daerah Tahun 2011 Nomor 3 Seri C
4 . 1 . 2 . 01 . 45 ,Retribusi Pelayanan Kesehatan Hewan ,175507500,Peraturan Daerah Kabupaten Kulon Progo Nomor 20 Tahun 2012 tentang Retribusi Pelayanan Kesehatan Pada UPTD Puskeswan Dinas Kelautan Perikanan dan Peternakan Kabupaten Kulon Progo  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 20
4 . 1 . 2 . 02 ,Retribusi Jasa Usaha ,2529742000,
4 . 1 . 2 . 02 . 02 ,Retribusi Pemakaian Kekayaan Daerah - Laboratorium ,77375000,Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2011 tentang Retribusi Pemakaian Kekayaan Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 4 Seri C sebagaimana telah diubah dengan Peraturan Daerah Kabupaten Kulon Progo Nomor 8 Tahun 2014  Lembaran Daerah Kabupaten Kulon Progo Tahun 2014 Nomor 8  TLD Nomor 18
4 . 1 . 2 . 02 . 03 ,Retribusi Pemakaian Kekayaan Daerah - Ruangan ,80525000,Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2011 tentang Retribusi Pemakaian Kekayaan Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 4 Seri C sebagaimana telah diubah dengan Peraturan Daerah Kabupaten Kulon Progo Nomor 8 Tahun 2014  Lembaran Daerah Kabupaten Kulon Progo Tahun 2014 Nomor 8  TLD Nomor 18
4 . 1 . 2 . 02 . 04 ,Retribusi Pemakaian Kekayaan Daerah - Kendaraan Bermotor ,286780000,Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2011 tentang Retribusi Pemakaian Kekayaan Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 4 Seri C sebagaimana telah diubah dengan Peraturan Daerah Kabupaten Kulon Progo Nomor 8 Tahun 2014  Lembaran Daerah Kabupaten Kulon Progo Tahun 2014 Nomor 8  TLD Nomor 18
4 . 1 . 2 . 02 . 08 ,Retribusi Tempat Pelelangan Ikan ,20000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 19 Tahun 2012 tentang Retribusi Tempat Pelelangan pada Tempat Pelelangan Ikan  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 
4 . 1 . 2 . 02 . 13 ,Retribusi Terminal - Tempat Parkir untuk Kendaraan Penumpang dan Bis Umum ,9120000,Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2012 tentang Retribusi Terminal  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 10
4 . 1 . 2 . 02 . 14 ,Retribusi Terminal - Tempat Kegiatan Usaha ,212256000,Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2012 tentang Retribusi Terminal  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 10
4 . 1 . 2 . 02 . 15 ,Retribusi Terminal - Fasilitas Lainnya di Lingkungan Terminal ,11196000,Peraturan Daerah Kabupaten Kulon Progo Nomor 10 Tahun 2012 tentang Retribusi Terminal  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 10
4 . 1 . 2 . 02 . 16 ,Retribusi Tempat Khusus Parkir ,89690000,Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2011 tentang Retribusi Tempat Khusus Parkir  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 2 Seri C
4 . 1 . 2 . 02 . 21 ,Retribusi Tempat Rekreasi dan Olahraga ,1686150000,Peraturan Daerah Kabupaten Kulon Progo Nomor 8 Tahun 2013 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 1 Tahun 2010 tentang Retribusi Tempat Rekreasi dan Olah Raga  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 8
4 . 1 . 2 . 02 . 26 ,Retribusi Penjualan Produksi Usaha Daerah ,56650000,Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2012 tentang Retribusi Penjualan Produk Usaha Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 13
4 . 1 . 2 . 03 ,Retribusi Perizinan Tertentu ,13058946384,
4 . 1 . 2 . 03 . 01 ,Retribusi Izin Mendirikan Bangunan ,12800000000,Peraturan Daerah Kabupatan Kulon Progo Nomor 15 Tahun 2011 tentang Retribusi Izin Mendirikan Bangunan  Lembaran Daerah Kabupaten Kulon Progo Tahun 2011 Nomor 6 Seri C
4 . 1 . 2 . 03 . 03 ,Retribusi Izin Gangguan tempat Usaha/Kegiatan kepada Orang Pribadi ,61217596,Peraturan Daerah Kabupatan Kulon Progo Nomor 8 Tahun 2012 tentang Retribusi Izin Gangguan  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 8
4 . 1 . 2 . 03 . 04 ,Retribusi Izin Gangguan tempat Usaha/Kegiatan kepada Badan ,183652788,Peraturan Daerah Kabupatan Kulon Progo Nomor 8 Tahun 2012 tentang Retribusi Izin Gangguan  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 8
4 . 1 . 2 . 03 . 06 ,Retribusi Pemberian Izin Trayek kepada Badan ,14076000,Peraturan Daerah Kabupaten Kulon Progo Nomor 9 Tahun 2012 tentang Retribusi Izin Trayek  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 9
4 . 1 . 3 ,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan ,12055937754.66,
4 . 1 . 3 . 01 ,Bagian Laba atas Penyertaan Modal pada Perusahaan Milik Daerah/BUMD ,12055937754.66,
4 . 1 . 3 . 01 . 01 ,PD BPR Bank Pasar ,2708383639,Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 2010 tentang Perubahan Atas Peraturan Daerah Kabupaten Kulon Progo Nomor 19 Tahun 2003 tentang Perusahaan Daerah Bank Perkreditan Rakyat Bank Pasar Kulon Progo  tanggal 31 Desember 2010 Lembaran Daerah Kabupaten Kulon Progo Tahun 2010 Nomor 3 Seri D
4 . 1 . 3 . 01 . 03 ,PD Aneka Usaha ,800000000,"Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2009 tentang Perubahan Peraturan Daerah Nomor 6 Tahun 2003 tentang Perusahaan Umum Daerah ""Aneka Usaha Kulon Progo"" tanggal 28 Februari 2009  Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 Seri D"
4 . 1 . 3 . 01 . 04 ,PT Selo Adikarto (SAK) ,2000000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 7 Tahun 2003 tanggal 11 April 2003 tentang Penyertaan Modal Dalam Rangka Pendirian Perusahaan Daerah (PERSERODA) bidang Produksi dan perdagangan hasil Aspal Mixing Plant (AMP) Lembaran Daerah Kabupaten Kulon Progo Tahun 2003 Nomor 3 Seri D
4 . 1 . 3 . 01 . 05 ,Bank Pembangunan Daerah Provinsi DIY ,6477360254.84,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2012 tentang Perubahan Bentuk Badan Hukum Bank Pembangunan Daerah Provinsi Daerah Istimewa Yogyakarta menjadi Perseroan Terbatas Bank Pembangunan Daerah Daerah Istimewa Yogyakarta Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2012 Nomor 
4 . 1 . 3 . 01 . 06 ,Badan Usaha Kredit Pedesaan (BUKP) ,70193860.82,Peraturan Daerah Propinsi Daerah Istimewa Yogyakarta Nomor 1 Tahun 1989 tentang BUKP Propinsi Daerah Istimewa Yogyakarta  Lembaran Daerah Tahun 1990 Seri C
4 . 1 . 4 ,Lain-lain Pendapatan Asli Daerah yang Sah ,120308059848.56,
4 . 1 . 4 . 01 ,Hasil Penjualan Aset Daerah yang Tidak Dipisahkan ,124760000,
4 . 1 . 4 . 01 . 02 ,Penjualan Peralatan/Perlengkapan Kantor Tidak Terpakai ,20000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3
4 . 1 . 4 . 01 . 05 ,Penjualan Kendaraan Dinas Roda Dua ,15000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3
4 . 1 . 4 . 01 . 06 ,Penjualan Kendaraan Dinas Roda Empat ,30000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3
4 . 1 . 4 . 01 . 07 ,Penjualan Drum Bekas ,5760000,Peraturan Daerah Kabupaten Kulon Progo Nomor 13 Tahun 1990 tentang Uang Pengganti Drum Aspal Bekas  Lembaran Daerah Kabupaten Kulon Progo Tahun 1991 Nomor 2 Seri D
4 . 1 . 4 . 01 . 10 ,Penjualan Bahan-bahan Bekas Bangunan ,50000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3
4 . 1 . 4 . 01 . 13 ,Penjualan Hasil Pertanian ,4000000,Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2013 tentang Pengelolaan Barang Milik Daerah  Lembaran Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 3
4 . 1 . 4 . 02 ,Penerimaan Jasa Giro ,192728815,
4 . 1 . 4 . 02 . 01 ,Jasa Giro Kas Daerah ,184728815,Perjanjian Antara Bendahara Umum Daerah (BUD) Kabupaten Kulon Progo dengan Bank Pembangunan Daerah Provinsi Daerah Istimewa Yogyakarta Cabang Wates Tentang Pengelolaan Penyimpanan dan Pengeluaran Uang Daerah Nomor: 900/1962/Nomor 9827/OM0004
4 . 1 . 4 . 02 . 02 ,Jasa Giro Pemegang Kas ,8000000,Perjanjian Antara Bendahara Umum Daerah (BUD) Kabupaten Kulon Progo dengan Bank Pembangunan Daerah Provinsi Daerah Istimewa Yogyakarta Cabang Wates Tentang Pengelolaan Penyimpanan dan Pengeluaran Uang Daerah Nomor: 900/1962/Nomor 9827/OM0004
4 . 1 . 4 . 03 ,Penerimaan Bunga Deposito ,9427623278,
4 . 1 . 4 . 03 . 01 ,Rekening Deposito ,9427623278,Perjanjian Antara Bendahara Umum Daerah (BUD) Kabupaten Kulon Progo dengan Bank Pembangunan Daerah Provinsi Daerah Istimewa Yogyakarta Cabang Wates Tentang Pengelolaan Penyimpanan dan Pengeluaran Uang Daerah Nomor: 900/1962/Nomor 9827/OM0004
4 . 1 . 4 . 16 ,Pendapatan BLUD ,109683284188.38,
4 . 1 . 4 . 16 . 01 ,Pendapatan Jasa Layanan Umum BLUD RSUD Wates ,81672515949,Peraturan Daerah Kabupaten Kulon Progo Nomor 3 Tahun 2012 tentang Tarif Pelayanan Kesehatan Kelas III Di Rumah Sakit Umum Daerah Wates  Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 3
4 . 1 . 4 . 16 . 04 ,Pendapatan Lain-lain BLUD RSUD Wates ,763075396,Peraturan Bupati Kulon Progo Nomor 55 Tahun 2012 tentang Tarif Pelayanan Kesehatan di Rumah Sakit Umum Daerah Wates  Berita Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 55
4 . 1 . 4 . 16 . 05 ,Pendapatan Jasa Layanan Kesehatan UPTD Puskesmas ,27247692843.38,Peraturan Bupati Kulon Progo Nomor 84 Tahun 2013 tentang Tarif Pelayanan Pada Badan Layanan Umum Daerah UPTD Puskesmas Kabupaten Kulon Progo  Berita Daerah Kabupaten Kulon Progo Tahun 2013 Nomor 84
4 . 1 . 4 . 18 ,Lain-lain PAD yang Sah Lainnya ,611529550,
4 . 1 . 4 . 18 . 01 ,Lain-lain PAD yang Sah Lainnya ,611529550,
4 . 1 . 4 . 24 ,Pendapatan Dari Pengelolaan BUKP ,67634017.18,
4 . 1 . 4 . 24 . 01 ,Dana Pembinaan ,38648009.82,Peraturan Daerah Propinsi Daerah Istimewa Yogyakarta Nomor 1 Tahun 1989 tentang Badan Usaha Kredit Pedesaaan Provinsi Daerah Istimewa Yogyakarta  Lembaran Daerah Tahun 1990 Nomor 37 Seri D
4 . 1 . 4 . 24 . 02 ,Jasa Produksi ,28986007.36,Peraturan Daerah Propinsi Daerah Istimewa Yogyakarta Nomor 1 Tahun 1989 tentang Badan Usaha Kredit Pedesaaan Provinsi Daerah Istimewa Yogyakarta  Lembaran Daerah Tahun 1990 Nomor 37 Seri D
4 . 1 . 4 . 25 ,Pendapatan Bunga Penguatan Modal ,200500000,
4 . 1 . 4 . 25 . 01 ,Penguatan Modal bagi Koperasi ,186000000,"Peraturan Daerah Kabupaten Kulon Progo Nomor 7 Tahun 2009 tentang Penyertaan Modal Pemerintah Daerah kepada Koperasi Kredit ""Pinunjul"" Koperasi KUB KUD Se Kulon Progo dan Koperasi Unit Desa ""Sedyo Rahayu""  Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 4 Seri E"
4 . 1 . 4 . 25 . 02 ,Penguatan Modal sektor Industri ,14500000,Peraturan Daerah Kabupaten Kulon Progo Nomor 5 Tahun 2009 tentang Pokok-pokok Pengelolaan Keuangan Daerah Lembaran Daerah Kabupaten Kulon Progo Tahun 2009 Nomor 2 seri E
4 . 2 ,DANA PERIMBANGAN ,734892173000,
4 . 2 . 1 ,Bagi Hasil Pajak/Bagi Hasil Bukan Pajak ,23826034000,
4 . 2 . 1 . 01 ,Bagi Hasil Pajak ,22871981000,
4 . 2 . 1 . 01 . 01 ,Bagi Hasil dari Pajak Bumi dan Bangunan Sektor Pertambangan ,6000306000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 1 . 01 . 03 ,Bagi Hasil dari Pajak Penghasilan Orang Pribadi ,10675208000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 1 . 01 . 04 ,Bagi Hasil dari Pajak Bumi dan Bangunan Sektor Perkebunan ,3286000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 1 . 01 . 06 ,Bagi Hasil Cukai Hasil Tembakau ,2565219000,PMK Nomor 106/PMK.07/2014 tentang Perkiraan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau TA 2014
4 . 2 . 1 . 01 . 07 ,Bagi Hasil dari Pajak Bumi dan Bangunan Bagian Pemerintah Pusat ,3427799000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 1 . 01 . 08 ,Biaya Pemungutan Pajak Bumi dan Bangunan Bagian Daerah ,200163000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 1 . 02 ,Bagi Hasil Bukan Pajak/Sumber Daya Alam ,954053000,
4 . 2 . 1 . 02 . 01 ,Bagi Hasil Dari Iuran Hak Pengusahaan Hutan ,2019000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 1 . 02 . 04 ,Bagi Hasil Dari Iuran Tetap (Land-Rent) ,556777000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
