Judul ,Penjabarn Anggaran Pendapatan dan Belanja Daerah,,
1.15.1.15.01.01.13. ,PENYEDIAAN BAHAN BACAAN DAN PERATURAN ,1998000,Lokasi Kegiatan: Disperindagkop PERUNDANG-UNDANGAN Sumber Dana: PAD.  DAU.
1.15.1.15.01.01.13.5.2.2. ,BELANJA BARANG DAN JASA ,1998000,
1.15.1.15.01.01.13.5.2.2.03. ,Belanja Jasa Kantor ,1998000,
1.15.1.15.01.01.13.5.2.2.03.005. ,Belanja surat kabar/majalah ,1998000, Surat kabar lokal 816000.00 Surat kabar nasional 1182000.00
1.15.1.15.01.01.15. ,PENYEDIAAN MAKANAN DAN MINUMAN ,15500000,Lokasi Kegiatan: Disperindagkop Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.15.1.15.01.01.15.5.2.2. ,BELANJA BARANG DAN JASA ,15500000,
1.15.1.15.01.01.15.5.2.2.11. ,Belanja Makanan dan Minuman ,15500000,
1.15.1.15.01.01.15.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,15500000, Makan minum 10520000.00 Minum snek 4980000.00
1.15.1.15.01.01.16. ,RAPAT-RAPAT KOORDINASI DAN KONSULTASI KE ,149710200,Lokasi Kegiatan: Disperindagkop LUAR DAERAH Sumber Dana: PAD.  DAU.
1.15.1.15.01.01.16.5.2.2. ,BELANJA BARANG DAN JASA ,149710200,
1.15.1.15.01.01.16.5.2.2.15. ,Belanja Perjalanan Dinas ,149710200,
1.15.1.15.01.01.16.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,7450000, Ke Propinsi 3650000.00 Golongan IV 1400000.00 Golongan III 1500000.00 Golongan II 750000.00 Kabupaten Gunungkidul 3800000.00 Golongan IV 1500000.00 Golongan III 1500000.00 Golongan II 800000.00
1.15.1.15.01.01.16.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,142260200, Golongan IV Eselon II 10150000.00 Penginapan 2500000.00 Uang harian 5300000.00 Uang taxi 1700000.00 Representasi 650000.00 Golongan IV 14500000.00 Penginapan 4000000.00 Uang harian 7950000.00 Uang taxi 2550000.00 Golongan III 15000000.00 Penginapan 4500000.00 Uang harian 7950000.00 Uang taxi 2550000.00 Tiket 12610200.00 Perjalanan dinas Luar Negeri 90000000.00
1.15.1.15.01.01.17. ,PENYEDIAAN JASA TENAGA ,29200000,Lokasi Kegiatan: Disperindagkop ADMINISTRASI/TEKNIK PERKANTORAN Sumber Dana: DAU.
1.15.1.15.01.01.17.5.2.1. ,BELANJA PEGAWAI ,29200000,
1.15.1.15.01.01.17.5.2.1.02. ,Honorarium Non PNS ,29200000,
1.15.1.15.01.01.17.5.2.1.02.001. ,Honorarium Tenaga Kontrak ,29200000, Upah harian lepas penjaga malam (2 orang x 365 hari) 29200000.00
1.15.1.15.01.01.18. ,PENDATAAN DAN PENGELOLAAN ARSIP SKPD ,5290000,Lokasi Kegiatan: Disperindagkop Sumber Dana: PAD.  DAU.
1.15.1.15.01.01.18.5.2.1. ,BELANJA PEGAWAI ,315000,
1.15.1.15.01.01.18.5.2.1.03. ,Uang Lembur ,315000,
1.15.1.15.01.01.18.5.2.1.03.001. ,Uang Lembur PNS ,315000, Golongan III 180000.00 Golongan II 135000.00
1.15.1.15.01.01.18.5.2.2. ,BELANJA BARANG DAN JASA ,4975000,
1.15.1.15.01.01.18.5.2.2.01. ,Belanja Bahan Pakai Habis ,2193600,
1.15.1.15.01.01.18.5.2.2.01.001. ,Belanja alat tulis kantor ,2193600, HVS 70 gr folio 75000.00 HVS 70 gr kwarto 67000.00 box ordner 500000.00 buku bergaris dobel folio 462000.00 buku ekspedisi 63000.00 CD 50000.00 Gunting besar 20500.00 Penggaris 12100.00 cater besar 8000.00 paper clip 18000.00 stapler 45000.00 isi stapler 125000.00 perforator 63000.00 spidol 40000.00 Stopmap kertas 300000.00 Penghapus tinta 20000.00 tinta printer 325000.00
1.15.1.15.01.01.18.5.2.2.06. ,Belanja Cetak dan Penggandaan ,306400,
1.15.1.15.01.01.18.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,306400, Fotocopy 306400.00
1.15.1.15.01.01.18.5.2.2.11. ,Belanja Makanan dan Minuman ,2475000,
1.15.1.15.01.01.18.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,2475000, Minum snek rapat 675000.00 Makan minum rapat 1800000.00
1.15.1.15.01.02. ,PROGRAM PENINGKATAN SARANA DAN ,120000000, PRASARANA APARATUR
1.15.1.15.01.02.07. ,PENGADAAN PERALATAN GEDUNG KANTOR ,18000000,Lokasi Kegiatan: Disperindagkop Sumber Dana: DAU.
1.15.1.15.01.02.07.5.2.3. ,BELANJA  MODAL ,18000000,
1.15.1.15.01.02.07.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan Kantor ,18000000,
1.15.1.15.01.02.07.5.2.3.11.007. ,Belanja modal AC ,18000000, Pengadaan AC 18000000.00
1.15.1.15.01.02.11. ,PEMELIHARAAN RUTIN/BERKALA KENDARAAN ,102000000,Lokasi Kegiatan: Disperindagkop DINAS/OPERASIONAL Sumber Dana: PAD.  DAU.
1.15.1.15.01.02.11.5.2.2. ,BELANJA BARANG DAN JASA ,102000000,
1.15.1.15.01.02.11.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,102000000,
1.15.1.15.01.02.11.5.2.2.05.001. ,Belanja pemeliharaan kendaraan ,34000000, Servis suku cadang accu dan ban roda 2 8000000.00 Servis suku cadang accu dan ban roda 4 26000000.00
1.15.1.15.01.02.11.5.2.2.05.003. ,Belanja Bahan Bakar Minyak dan Pelumas ,68000000, BBM dan oli roda 2 12000000.00 BBM dan oli roda 4 56000000.00
1.15.1.15.01.03. ,PROGRAM PENINGKATAN DISIPLIN APARATUR ,4663000,
1.15.1.15.01.03.02. ,PENATALAKSANAAN KEPEGAWAIAN SKPD ,4663000,Lokasi Kegiatan: Disperindagkop Sumber Dana: DAU.
1.15.1.15.01.03.02.5.2.1. ,BELANJA PEGAWAI ,315000,
1.15.1.15.01.03.02.5.2.1.03. ,Uang Lembur ,315000,
1.15.1.15.01.03.02.5.2.1.03.001. ,Uang Lembur PNS ,315000, Golongan III 180000.00 Golongan II 135000.00
1.15.1.15.01.03.02.5.2.2. ,BELANJA BARANG DAN JASA ,4348000,
1.15.1.15.01.03.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,2348000,
1.15.1.15.01.03.02.5.2.2.01.001. ,Belanja alat tulis kantor ,2348000, Spidol WB 72000.00 Spidol permanen 40000.00 HVS  70 266000.00 Ordner 896000.00 Busines file 216000.00 Pita tik 80000.00 Binder clip 36000.00 Bolpoint standar 68000.00 Map snel plastik 240000.00 Map kertas 120000.00 Staples besar 60000.00 Isi staples 51000.00 Isi pentel 136000.00 HVS A4 67000.00
1.15.1.15.01.03.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2000000,
1.15.1.15.01.03.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2000000, Fotocopy 2000000.00
1.15.1.15.01.04. ,PROGRAM PENINGKATAN KAPASITAS SUMBER ,15000000, DAYA APARATUR
1.15.1.15.01.04.01. ,PENDIDIKAN DAN PELATIHAN FORMAL ,15000000,Lokasi Kegiatan: Disperindagkop Sumber Dana: PAD.
1.15.1.15.01.04.01.5.2.1. ,BELANJA PEGAWAI ,15000000,
1.15.1.15.01.04.01.5.2.1.05. ,Belanja Kursus^ Pelatihan^Sosialisasi^ dan ,15000000, Bimbingan Teknis PN
1.15.1.15.01.04.01.5.2.1.05.001. ,Belanja Kursus-kursus singkat/pelatihan ,15000000, Biaya kursus2 dan diklat-diklat 15000000.00
1.15.1.15.01.05. ,PROGRAM PENINGKATAN PENGEMBANGAN SISTEM ,42525000, PELAPORAN CAPAIAN KINERJA DAN KEUANGAN
1.15.1.15.01.05.01. ,PENYUSUNAN LAPORAN CAPAIAN KINERJA DAN ,3000000,Lokasi Kegiatan: Disperindagkop IKHTISAR REALISASI KINERJA SKPD Sumber Dana: PAD.  DAU.
1.15.1.15.01.05.01.5.2.1. ,BELANJA PEGAWAI ,480000,
1.15.1.15.01.05.01.5.2.1.03. ,Uang Lembur ,480000,
1.15.1.15.01.05.01.5.2.1.03.001. ,Uang Lembur PNS ,480000, Golongan IV 120000.00 Golongan III 360000.00
1.15.1.15.01.05.01.5.2.2. ,BELANJA BARANG DAN JASA ,2520000,
1.15.1.15.01.05.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,292000,
1.15.1.15.01.05.01.5.2.2.01.001. ,Belanja alat tulis kantor ,292000, Kertas HVS 70 gr folio 225000.00 Kertas HVS 70 gr kwarto 67000.00
1.15.1.15.01.05.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,648000,
1.15.1.15.01.05.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,648000, Fotocopy 403000.00 Penggandaan LAKIP 245000.00
1.15.1.15.01.05.01.5.2.2.11. ,Belanja Makanan dan Minuman ,1580000,
1.15.1.15.01.05.01.5.2.2.11.001. ,Belanja makanan dan minuman harian pegawai ,480000, Makan minum lembur 480000.00
1.15.1.15.01.05.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1100000,  Minum snek rapat 300000.00 Makan minum rapat 800000.00
1.15.1.15.01.05.02. ,PENYUSUNAN PELAPORAN KEUANGAN SEMESTERAN ,500000,Lokasi Kegiatan: Disperindagkop Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.15.1.15.01.05.02.5.2.1. ,BELANJA PEGAWAI ,285000,
1.15.1.15.01.05.02.5.2.1.03. ,Uang Lembur ,285000,
1.15.1.15.01.05.02.5.2.1.03.001. ,Uang Lembur PNS ,285000, Golongan III 240000.00 Golongan II 45000.00
1.15.1.15.01.05.02.5.2.2. ,BELANJA BARANG DAN JASA ,215000,
1.15.1.15.01.05.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,100000,
1.15.1.15.01.05.02.5.2.2.01.001. ,Belanja alat tulis kantor ,100000, Alat tulis kantor 100000.00
1.15.1.15.01.05.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,115000,
1.15.1.15.01.05.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,115000, Fotocopy 115000.00
1.15.1.15.01.05.03. ,PENYUSUNAN PELAPORAN KEUANGAN AKHIR ,3000000,Lokasi Kegiatan: Disperindagkop TAHUN Sumber Dana: PAD.
1.15.1.15.01.05.03.5.2.1. ,BELANJA PEGAWAI ,2015000,
1.15.1.15.01.05.03.5.2.1.03. ,Uang Lembur ,2015000,
1.15.1.15.01.05.03.5.2.1.03.001. ,Uang Lembur PNS ,2015000, Golongan IV 260000.00 Golongan III 1560000.00 Golongan II 195000.00
1.15.1.15.01.05.03.5.2.2. ,BELANJA BARANG DAN JASA ,985000,
1.15.1.15.01.05.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,310000,
1.15.1.15.01.05.03.5.2.2.01.001. ,Belanja alat tulis kantor ,310000, Alat Tulis Kantor 310000.00
1.15.1.15.01.05.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,675000,
1.15.1.15.01.05.03.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,675000, Fotocopy dan Jilid 675000.00
1.15.1.15.01.05.04. ,PENYUSUNAN PELAPORAN KEUANGAN ,36025000,Lokasi Kegiatan: Disperindagkop BULANAN/SPJ Sumber Dana: PAD.  DAU.
1.15.1.15.01.05.04.5.2.1. ,BELANJA PEGAWAI ,28925000,
1.15.1.15.01.05.04.5.2.1.01. ,Honorarium PNS ,25500000,
1.15.1.15.01.05.04.5.2.1.01.003. ,Honorarium Bendahara/Pembantu ,25500000, Bendaraha/ppk-skpd/pembantu ppk-skpd Pejabat Penatausahaan Keuangan 3600000.00 Bendahara pengeluaran 3300000.00 Pembantu bendahara pengeluaran (2 Org x 12 Bln) 5400000.00 Pengurus barang 2700000.00 Pembantu penyimpan barang 2700000.00 Bendahara penerimaan 1800000.00 Pembantu pejabat penatausahaan keuangan (2 org x 12 bln) 6000000.00
1.15.1.15.01.05.04.5.2.1.03. ,Uang Lembur ,3425000,
1.15.1.15.01.05.04.5.2.1.03.001. ,Uang Lembur PNS ,3425000, Golongan IV 700000.00 Golongan III 2200000.00 Golongan II 525000.00
1.15.1.15.01.05.04.5.2.2. ,BELANJA BARANG DAN JASA ,7100000,
1.15.1.15.01.05.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,2600000,
1.15.1.15.01.05.04.5.2.2.01.001. ,Belanja alat tulis kantor ,1100000, Alat Tulis Kantor 1100000.00
1.15.1.15.01.05.04.5.2.2.01.004. ,Belanja perangko/meterai ,1500000, Meterai 450000.00 Meterai 1050000.00
1.15.1.15.01.05.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2500000,
1.15.1.15.01.05.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2500000, Fotocopy 2500000.00
1.15.1.15.01.05.04.5.2.2.11. ,Belanja Makanan dan Minuman ,2000000,
1.15.1.15.01.05.04.5.2.2.11.001. ,Belanja makanan dan minuman harian pegawai ,2000000, Makan minum lembur 2000000.00
1.15.1.15.01.06. ,PROGRAM PENINGKATAN KUALITAS PELAYANAN ,421033000, PUBLIK
1.15.1.15.01.06.01. ,PENGELOLAAN DATA DAN SISTEM INFORMASI ,411425000,Lokasi Kegiatan: Disperindagkop SKPD Sumber Dana: PAD.  DAU.
1.15.1.15.01.06.01.5.2.1. ,BELANJA PEGAWAI ,159170000,
1.15.1.15.01.06.01.5.2.1.01. ,Honorarium PNS ,159170000,
1.15.1.15.01.06.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,157370000, Pembina 900000.00 Penasehat 850000.00 Pengarah 800000.00 Ketua 750000.00 Sekretaris 700000.00 Anggota 8450000.00 Staf sekretariat 1800000.00 Honorarium petugas pendata UMKM (144 orang) 126720000.00 Honorarium tim pengelola Pusat Inovasi Daerah (PID) 16400000.00 Pembina 450000.00 Penasehat 425000.00 Pengarah 400000.00 Ketua 375000.00 Sekretaris 350000.00 Anggota 11700000.00 Staf Sekretariat 2700000.00
1.15.1.15.01.06.01.5.2.1.01.002. ,Honorarium Panitia Pengadaan Barang dan Jasa ,1400000, Pejabat pengadaan jasa 700000.00 Pejabat penerima hasil pengadaan 700000.00
1.15.1.15.01.06.01.5.2.1.01.004. ,Honorarium Moderator ,400000, Moderator technopreneurship PID 400000.00
1.15.1.15.01.06.01.5.2.2. ,BELANJA BARANG DAN JASA ,252255000,
1.15.1.15.01.06.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,4418500,
1.15.1.15.01.06.01.5.2.2.01.001. ,Belanja alat tulis kantor ,4418500, HVS 1125000.00 Balpoint 240000.00 Odner 450000.00 Toner 1150000.00 stapler sedang 45000.00 Isi stapler sedang 25000.00 perforator sedang 60000.00 gunting besar 20500.00 Snelhekter 45000.00 stabilo boss 58000.00 isi toner 200000.00 ATK PID 1000000.00
1.15.1.15.01.06.01.5.2.2.02. ,Belanja Bahan/Material ,1125000,
1.15.1.15.01.06.01.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,1125000, Belanja perlengkapan peserta technopreneurship camp PID 1125000.00
1.15.1.15.01.06.01.5.2.2.03. ,Belanja Jasa Kantor ,83160000,
1.15.1.15.01.06.01.5.2.2.03.006. ,Belanja jasa tenaga harian lepas/upah tenaga ,83160000, Upah THL Disperindagkop (7 x 12 x 22 hari) 83160000.00
1.15.1.15.01.06.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,10954000,
1.15.1.15.01.06.01.5.2.2.06.001. ,Belanja Cetak ,7500000, Belanja cetak profil SKPD 7500000.00
1.15.1.15.01.06.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,3454000, fotocopy 1746000.00 penggandaan dan penjilidan 708000.00 Foto copi PID 1000000.00
1.15.1.15.01.06.01.5.2.2.11. ,Belanja Makanan dan Minuman ,15947500,
1.15.1.15.01.06.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,15947500, Minum snek rapat pendataan UMKM 2317500.00 Makan Minum rapat pendataan UMKM 6180000.00 Minum snek rapat penyusunan profil SKPD 225000.00 Makan Minum rapat penyusunan profil SKPD 600000.00 Makan. minum. snack rapat PID 1375000.00 Minum snack peserta technopreneurship camp PID 2250000.00 Makan minum peserta technopreneurship camp PID 3000000.00
1.15.1.15.01.06.01.5.2.2.15. ,Belanja Perjalanan Dinas ,79400000,
1.15.1.15.01.06.01.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,24760000, Kabupaten Gunungkidul 21320000.00 Gol IV 1080000.00 Gol III 3400000.00 Gol II 16840000.00 Wilayah DIY 3440000.00 Gol IV 560000.00 Gol III 2880000.00 Gol II
1.15.1.15.01.06.01.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,54640000, Golongan IV PID Jabodetabek 4400000.00 Penginapan 1600000.00 Uang harian 2120000.00 Uang taksi 680000.00 Golongan III PID Jabodetabek 4000000.00 Penginapan 1200000.00 Uang harian 2120000.00 Taksi 680000.00 Golongan IV eselon PID Luar Jawa 7680000.00 Penginapan 3000000.00 Uang harian 2880000.00 Taksi 1800000.00 Golongan IV PID Luar Jawa 7080000.00 Penginapan 2400000.00 Uang harian 2880000.00 Taksi 1800000.00 Golongan III PID Luar Jawa 6480000.00 Penginapan 1800000.00 Uang harian 2880000.00 Taksi 1800000.00 Tiket 25000000.00
1.15.1.15.01.06.01.5.2.2.19. ,Belanja Jasa Konsultan ,49500000,
1.15.1.15.01.06.01.5.2.2.19.001. ,Belanja Jasa Konsultan Perencana ,49500000, Penyusunan sistem informasi indagkop 49500000.00
1.15.1.15.01.06.01.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,7750000,
1.15.1.15.01.06.01.5.2.2.23.001. ,Belanja jasa narasumber ,7750000, Narasumber technopreneurship camp PID 4000000.00 Transport peserta technopreneurship camp PID 3750000.00
1.15.1.15.01.06.02. ,PENYUSUNAN INDEKS KEPUASAN MASYARAKAT ,3195000,Lokasi Kegiatan: Disperindagkop (IKM) SKPD Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.15.1.15.01.06.02.5.2.1. ,BELANJA PEGAWAI ,480000,
1.15.1.15.01.06.02.5.2.1.03. ,Uang Lembur ,480000,
1.15.1.15.01.06.02.5.2.1.03.001. ,Uang Lembur PNS ,480000, Golongan IV 120000.00 Golongan III 360000.00
1.15.1.15.01.06.02.5.2.2. ,BELANJA BARANG DAN JASA ,2715000,
1.15.1.15.01.06.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,267000,
1.15.1.15.01.06.02.5.2.2.01.001. ,Belanja alat tulis kantor ,267000, HVS 70 gr folio 75000.00 HVS 70 gr kwarto 67000.00 box ordner 25000.00 refill toner 100000.00
1.15.1.15.01.06.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,868000,
