Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.20 . 1.20.03 . 01 . 01,Penyediaan jasa surat menyurat,43930000,"Sumber Dana :
 Lokasi Kegiatan : Bantul
Keluaran :  Terpenuhinya Benda Pos & Administrasi Persuratan
Target     :  100"
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 1,Belanja Pegawai,28560000,
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 1 . 01,Honorarium PNS,28560000,
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,28560000,"   Honor Tim Pengelola Persuratan Elektronik
Anggota ( 13 Orang )156 ob x 140.000,00 = 21.840.000,00
Pembina12 ob x 230.000,00 = 2.760.000,00
Ketua12 ob x 170.000,00 = 2.040.000,00
Sekretaris12 ob x 160.000,00 = 1.920.000,00"
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,15370000,
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,15370000,
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 2 . 01 . 04,Belanja Perangko^ Materai Dan Benda Pos,15370000,"   Belanja Perangko, Materai, & Benda Pos
Perangko1,700 lbr x 2.500,00 = 4.250.000,00
Materai @ 3.0002,240 lbr x 3.000,00 = 6.720.000,00
Materai @ 6.000550 lbr x 6.000,00 = 3.300.000,00
Cek Giro20 buku x 25.000,00 = 500.000,00
Biaya Pengiriman surat, Laporan12 bln x 50.000,00 = 600.000,00"
1.20 . 1.20.03 . 01 . 02,Penyediaan jasa komunikasi^ sumber daya air dan listrik,247000000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Terbayarnya Biaya Telepon, air, litrik sarana komunikasi selama 1 tahun
Target     :  100"
1.20 . 1.20.03 . 01 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,247000000,
1.20 . 1.20.03 . 01 . 02 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,247000000,
1.20 . 1.20.03 . 01 . 02 . 5 . 2 . 2 . 03 . 01,Belanja Telepon,108000000,"APBD   
Belanja telepon12 bln x 9.000.000,00 = 108.000.000,00"
1.20 . 1.20.03 . 01 . 02 . 5 . 2 . 2 . 03 . 02,Belanja Air,84000000,"   Belanja Air12 bln x 7.000.000,00 = 84.000.000,00"
1.20 . 1.20.03 . 01 . 02 . 5 . 2 . 2 . 03 . 03,Belanja Listrik,48000000,"APBD   
Belanja Listrik12 bln x 4.000.000,00 = 48.000.000,00"
1.20 . 1.20.03 . 01 . 02 . 5 . 2 . 2 . 03 . 20,Belanja Sewa Frekuensi dan Pajak Radio,7000000,"APBD   
Belanja Pajak Radio Sandi Telekomunikasi1 bln x 7.000.000,00 = 7.000.000,00"
1.20 . 1.20.03 . 01 . 03,Penyediaan jasa peralatan dan perlengkapan kantor,276920000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Jasa Sewa kursi,meja, tenda & sound sistem untuk acara- acara kedinasan
Target     :  100"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 1,Belanja Pegawai,24120000,
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 1 . 01,Honorarium PNS,24120000,
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,24120000,"APBD 
  Honorarium Tim Penyedia Tempat
Ketua12 ob x 170.000,00 = 2.040.000,00
Sekretaris12 bln x 160.000,00 = 1.920.000,00
anggota ( 12 orang)144 ob x 140.000,00 = 20.160.000,00"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,252800000,
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,9800000,
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 03 . 14,Belanja Dekorasi,5000000,"APBD  
 Belanja dekorasi1 ls x 5.000.000,00 = 5.000.000,00"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 03 . 15,Belanja Publikasi,4800000,"APBD  
 Belanja Publikasi1 ls x 4.800.000,00 = 4.800.000,00"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 07,Belanja Sewa Rumah/Gedung/Gudang/Parkir,18000000,
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 07 . 06,Belanja Sewa Tempat/Lahan Pertanian,18000000,"APBD   
Belanja Sewa lahan tower
Belanja sewa lahan tower ( 2 lokasi)2 lokasi x 9.000.000,00 = 18.000.000,00"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 08,Belanja Sewa Sarana Mobilitas,25000000,
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 08 . 01,Belanja Sewa Sarana Mobilitas Darat,25000000,"APBD  
 Belanja Sewa Sarana Mobilitas Darat
Belanja Sewa Mobilitas Darat1 ls x 25.000.000,00 = 25.000.000,000 lokasi x 0,00 = 0,00"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 10,Belanja Sewa Perlengkapan dan Peralatan Kantor,200000000,
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 10 . 01,Belanja Sewa Meja Kursi,70000000,"APBD  
 Belanja Sewa meja Kursi
Belanja Sewa Kursi1 ls x 70.000.000,00 = 70.000.000,00"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 10 . 05,Belanja Sewa Tenda,90000000,"APBD   
Belanja Sewa Tenda/Panggung/Tikar/taman/AC standing Floor1 ls x 90.000.000,00 = 90.000.000,00"
1.20 . 1.20.03 . 01 . 03 . 5 . 2 . 2 . 10 . 07,Belanja Sewa Sound System,40000000,"APBD  
 Belanja Sound sistem1 ls x 40.000.000,00 = 40.000.000,00"
1.20 . 1.20.03 . 01 . 06,Penyediaan jasa pemeliharaan dan perizinan kendaraan dinas/operasional,44750000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Perpanjangan STNK dan administrasi kendaraan dinas
Target     :  100"
1.20 . 1.20.03 . 01 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,44750000,
1.20 . 1.20.03 . 01 . 06 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,44750000,
1.20 . 1.20.03 . 01 . 06 . 5 . 2 . 2 . 05 . 05,Belanja Pajak Kendaraan Bermotor,44750000,"APBD  
 Belanja Perpanjangan STNK
Ganti Plat9 bjj x 200.000,00 = 1.800.000,00
Uji Kendaraan ( Bus & truck )12 bjj x 237.500,00 = 2.850.000,00
Cek Fisik9 bjj x 125.000,00 = 1.125.000,00
> Th 2000 sebanyak 20 Mobil1 ls x 20.000.000,00 = 20.000.000,00
""Kendaraan Dinas Roda 2 Th 2000 sebanyak 25 Unit""1 ls x 2.925.000,00 = 2.925.000,00
> Tahun 2000 sebanyak 11 Motor1 ls x 1.750.000,00 = 1.750.000,00
Perpanjangan STNK Bus Besar Baru1 bjj x 3.900.000,00 = 3.900.000,00
Bus Lama 2 unit2 bjj x 1.200.000,00 = 2.400.000,00
""Kendaraan Dinas Roda 4 Th 2000 sebanyak 10 mobil""1 ls x 8.000.000,00 = 8.000.000,00"
1.20 . 1.20.03 . 01 . 07,Penyediaan jasa administrasi keuangan,61890000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Honor Pengelola Keuangan & Barang, terbayarnya PBB
Target     :  100"
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 1,Belanja Pegawai,34890000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,34890000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,34890000,"APBD   
Honor Pengelola Keuangan , Barang & Kepegawaian
Pengurus Kepegawaian12 ob x 75.000,00 = 900.000,00
Pengurus Barang36 ob x 150.000,00 = 5.400.000,00
Pencatat Barang12 ob x 150.000,00 = 1.800.000,00
Pembantu pengurus Barang12 ob x 125.000,00 = 1.500.000,00
Pembantu PPK24 ob x 150.000,00 = 3.600.000,00
Pembantu Bendahara Pengeluaran Bupati12 ob x 130.000,00 = 1.560.000,00
Pembantu bendahara Penguusan Gaji12 ob x 80.500,00 = 966.000,00
Bendahara Pengeluaran Bupati/Wakil Bupati12 ob x 190.000,00 = 2.280.000,00
Pembantu Bendahara ( Pembuat Dokumen Sekretariat )12 ob x 170.000,00 = 2.040.000,00
Pembantu Bendahara ( Pembuat Dokumen  Bagian )24 ob x 170.000,00 = 4.080.000,00
Pejabat Penatausahaan Keuangan12 bln x 345.000,00 = 4.140.000,00
Bendahara Pengeluaran Sekretariat12 ob x 276.000,00 = 3.312.000,00
Bendahara Pengeluaran Pembantu ( Bagian Umum)12 o/b x 276.000,00 = 3.312.000,00"
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,27000000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,12000000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,12000000,"APBD  
 Belanja ATK
Belanja ATK untuk pengelolaan keuangan1 ls x 12.000.000,00 = 12.000.000,00"
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,15000000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,15000000,"APBD 
  Belanja Penggandaan
Penggandaan untuk pengelolaan keuangan1 ls x 15.000.000,00 = 15.000.000,00"
1.20 . 1.20.03 . 01 . 08,Penyediaan jasa kebersihan kantor,256309600,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Tersediaanya peralatan kebersihan, Jasa kebersihan & Honor Tenaga PHL Kebersihan
Target     :  90"
1.20 . 1.20.03 . 01 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,256309600,
1.20 . 1.20.03 . 01 . 08 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,72656800,
1.20 . 1.20.03 . 01 . 08 . 5 . 2 . 2 . 01 . 05,Belanja Peralatan Kebersihan Dan Bahan Pembersih,72656800,"APBD   
Belanja Bahan PembersihKontrak Kebersihan Kamar mandi4 ob x 2.500.000,00 = 10.000.000,001 ls x 42.656.800,00 = 42.656.800,00
Pengharum ruangan ( kontrak )1 ls x 20.000.000,00 = 20.000.000,00"
1.20 . 1.20.03 . 01 . 08 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,2100000,
1.20 . 1.20.03 . 01 . 08 . 5 . 2 . 2 . 03 . 25,Belanja Jasa Pengelolaan Sampah,2100000,"APBD  
 Belanja Jasa Pengeloaan sampahIuran Kebersihan12 bln x 125.000,00 = 1.500.000,00
Biaya angkut sampah12 bln x 50.000,00 = 600.000,00"
1.20 . 1.20.03 . 01 . 08 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,181552800,
1.20 . 1.20.03 . 01 . 08 . 5 . 2 . 2 . 35 . 06,Jasa Tenaga Harian Lepas,181552800,"APBD  
 Honorarium PHL
Honor cleaning servis 13 org x 12 bln x Rp. 1.163.800156 ob x 1.163.800,00 = 181.552.800,00"
1.20 . 1.20.03 . 01 . 10,Penyediaan alat tulis kantor,51882800,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Tersedianya ATK
Target     :  100"
1.20 . 1.20.03 . 01 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,51882800,
1.20 . 1.20.03 . 01 . 10 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,51882800,
1.20 . 1.20.03 . 01 . 10 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,51882800,"APBD   
Belanja Alat Tulis Kantor1 ls x 51.882.800,00 = 51.882.800,00"
1.20 . 1.20.03 . 01 . 11,Penyediaan barang cetakan dan penggandaan,40018000,"Sumber Dana : Dana Bagi Hasil, APBD
Lokasi Kegiatan : Bantul
Keluaran :  Barang Cetakan, Foto copy administrasi perkantoran
Target     :  100"
1.20 . 1.20.03 . 01 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,40018000,
1.20 . 1.20.03 . 01 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,40018000,
1.20 . 1.20.03 . 01 . 11 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,35018000,"Dana Bagi Hasil   Belanja Cetak PPJ, cetak sarana kearsipan
Cetak PPJ, Cetak sarana Kearsipan & penatausahaan1 ls x 35.018.000,00 = 35.018.000,00"
1.20 . 1.20.03 . 01 . 11 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,5000000,"APBD
   Belanja Penggandaan/Foto copy
Foto copy surat surat penting, buku blangko SPP,SPM dan Laporan laporan Bagian Umum, Staf ahli Bupati1 ls x 5.000.000,00 = 5.000.000,00"
1.20 . 1.20.03 . 01 . 12,Penyediaan komponen instalasi listrik/penerangan bangunan kantor,65000000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Tersedianya suku cadang listrik & penerangan gedung Kantor
Target     :  100"
1.20 . 1.20.03 . 01 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,65000000,
1.20 . 1.20.03 . 01 . 12 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,65000000,
1.20 . 1.20.03 . 01 . 12 . 5 . 2 . 2 . 01 . 03,Belanja Alat Listrik Dan Elektronik (Lampu Pijar^ Battery Kering),65000000,"APBD   
Belanja Alat Listrik, lampu dan peralatannya1 ls x 65.000.000,00 = 65.000.000,00"
1.20 . 1.20.03 . 01 . 15,Penyediaan bahan bacaan dan peraturan perundang-undangan,28000000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Bahan Bacaan & Per UU
Target     :  100"
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,27000000,
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,27000000,
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 2 . 03 . 05,Belanja Surat Kabar/Majalah,27000000,"APBD  
 Belanja Surat kabar / majalahKompas,Kedaulatan Rakyat,Bernas,Republika, Harian Yogya dll12 bln x 2.250.000,00 = 27.000.000,00"
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 3,Belanja Modal,1000000,
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 3 . 82,Belanja Modal Aset Tetap Lainnya - Pengadaan Buku,1000000,
1.20 . 1.20.03 . 01 . 15 . 5 . 2 . 3 . 82 . 01,Belanja Modal Aset Tetap Lainnya - Pengadaan Buku Ilmu Pengetahuan Umum,1000000,"APBD  
 BM Pengadaan Buku Ilmu Pengetahuan Umum
BM Buku Pengetahuan Umum1 ls x 500.000,00 = 500.000,00
BM Buku Per UU1 ls x 500.000,00 = 500.000,00"
1.20 . 1.20.03 . 01 . 16,Penyediaan bahan logistik kantor,7500000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Terpenuhinya logistik kantor
Target     :  100"
1.20 . 1.20.03 . 01 . 16 . 5 . 2 . 2,Belanja Barang dan Jasa,7500000,
1.20 . 1.20.03 . 01 . 16 . 5 . 2 . 2 . 02,Belanja Bahan/Material,7500000,
1.20 . 1.20.03 . 01 . 16 . 5 . 2 . 2 . 02 . 07,Belanja Cindera Mata,7500000,"APBD 
  Belanja Cinderamata
Belanja Cinderamata/Souvenir1 ls x 7.500.000,00 = 7.500.000,00"
1.20 . 1.20.03 . 01 . 17,Penyediaan makanan dan minuman,1219597700,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Tersedianya Jamuan Makan minuman tamu, rapat, Honor PTT
Target     :  80"
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 1,Belanja Pegawai,38652200,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 1 . 01,Honorarium PNS,23615000,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,1175000,"APBD
   Honor Pelaksana Kegiatan1 ls x 1.175.000,00 = 1.175.000,00"
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,22440000,"APBD  
 Honor Tim Penyedia Makanan & Minuman
Ketua12 ob x 170.000,00 = 2.040.000,00
Sekretaris12 ob x 160.000,00 = 1.920.000,00
Anggota ( 11 Org )132 ob x 140.000,00 = 18.480.000,00"
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 1 . 02,Honorarium Non PNS,15037200,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,15037200,"APBD   
Honorarium Pelaksana Kegiatan
Honor Juru Masak ( RD Wakil Bupati)12 ob x 1.204.600,00 = 14.455.200,00sisa1 ls x 582.000,00 = 582.000,00"
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2,Belanja Barang dan Jasa,1180945500,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2 . 02,Belanja Bahan/Material,7000000,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2 . 02 . 12,Belanja alat-alat/perlengkapan,7000000,"APBD  
 Belanja Tas Konsumsi
Belanja Tas Konsumsi hari Jadi Kabupaten Bantul1 ls x 7.000.000,00 = 7.000.000,00"
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,1173945500,
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2 . 11 . 01,Belanja Makanan Dan Minuman Harian Pegawai,42000000,"APBD  
 Belanja Camilan, makanan & minuman  Bupati/Wabup,Sekda, Asisten 1,2,3 dan staf ahli, ekstra foding petugas santel
Camilan, Makanan & minuman Bupati/Wabup, minum sekda,asisten 1,II,III dan staf ahli1 ls x 30.000.000,00 = 30.000.000,00
Ekstra Foding petugas santel120 ob x 100.000,00 = 12.000.000,00"
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,151000000,"APBD
   Belanja Makan & Minuman Rapat
Belanja Snack & Minum Rapat, dialog,temu wicara/forum komunikasi,sarasehan & pelantikan Pejabat4,470 dos x 8.500,00 = 37.995.000,00
belanja Makanan & minuman  Rapat,dialog/temu wicara/forum komunikasi,sarasehan & pelantikan pejabat5,650 dos x 20.000,00 = 113.000.000,00sisa1 ls x 5.000,00 = 5.000,00"
1.20 . 1.20.03 . 01 . 17 . 5 . 2 . 2 . 11 . 03,Belanja Makanan Dan Minuman Tamu,980945500,"APBD   
Belanja Makanan & Minuman Tamu pemda
""Pelayanan Tamu di Kantor perwakilanAqua""182 galon x 20.000,00 = 3.640.000,00Gula48 kg x 13.500,00 = 648.000,00Teh dll35 4500 x 4.500,00 = 157.500,00
Belanja snack & minuman tamu di Rumah Dinas26,000 dos x 10.000,00 = 260.000.000,00
Belanja Makan & Minuman Tamu Bupati di RD Bupati/ Wabup26,200 dus x 20.000,00 = 524.000.000,00
Prasmanan Tamu Kunjungan daerah, Upacara kedinasan, hari jadi, open house/syawalan dan tamu Pemda Lainnya5,500 porsi x 35.000,00 = 192.500.000,00"
1.20 . 1.20.03 . 01 . 18,Rapat-rapat koordinasi dan konsultasi ke luar daerah,1036800000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Biaya Perjalanan Dinas Luar Daerah
Target     :  100"
1.20 . 1.20.03 . 01 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,1036800000,
1.20 . 1.20.03 . 01 . 18 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,1036800000,
1.20 . 1.20.03 . 01 . 18 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,868300000,"APBD  
 Perjalanan Dinas Luar Daerah
Tiket64 oj x 2.600.000,00 = 166.400.000,00
Gol II, 12 kali pertahun 1 kali perjalanan 2 hari24 oj x 1.425.000,00 = 34.200.000,00
tiket12 oj x 2.600.000,00 = 31.200.000,00
Gol IV, 67 kali pertahun, 1 kali perjl, 2 hari134 oj x 1.700.000,00 = 227.800.000,00
Tiket72 oj x 2.600.000,00 = 187.200.000,00
Gol III 60 kli pertahun 1 kali perjln 2 hari120 oj x 1.550.000,00 = 186.000.000,00
Untuk Konsultasi Koordinasi sandi & santel1 ls x 35.500.000,00 = 35.500.000,00"
1.20 . 1.20.03 . 01 . 18 . 5 . 2 . 2 . 15 . 03,Belanja perjalanan dinas luar negeri,168500000,"   Belanja Perjalanan Dinas Luar Negeri1 LS x 168.500.000,00 = 168.500.000,00"
1.20 . 1.20.03 . 01 . 19,Rapat-rapat koordinasi dan konsultasi dalam daerah,15000000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Biaya Perjalanan Dinas Dalam Daerah
Target     :  100"
1.20 . 1.20.03 . 01 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,15000000,
1.20 . 1.20.03 . 01 . 19 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,15000000,
1.20 . 1.20.03 . 01 . 19 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,15000000,"APBD   
Belanja Perjalanan Dinas Dalam Daerah
""Kecamatanol III, 2 org x 1 kli perjl x 9 bl""18 oj x 60.000,00 = 1.080.000,00
Gol II, 2 org x 1 kl perjl x 8 bln16 oj x 50.000,00 = 800.000,00
"" Kabupaten ( Kota di Propinsi )ol IV, 5 org x 1 kli perjlx8 bln""40 oj x 80.000,00 = 3.200.000,00
Gol III, 4 org x 2 kl perjln x 10 bln80 oj x 70.000,00 = 5.600.000,00
Gol II, 4 org x 2 kli x 9 bln72 oj x 60.000,00 = 4.320.000,00"
1.20 . 1.20.03 . 01 . 20,Penyediaan Jasa Keamanan,150924000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  HOnor PHL Jasa Penjaga Reperter, Portal
Target     :  100"
1.20 . 1.20.03 . 01 . 20 . 5 . 2 . 2,Belanja Barang dan Jasa,150924000,
1.20 . 1.20.03 . 01 . 20 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,150924000,
1.20 . 1.20.03 . 01 . 20 . 5 . 2 . 2 . 35 . 06,Jasa Tenaga Harian Lepas,150924000,"APBD  
 Honor Pegawai 
Honorersisa1 ls x 9.468.000,00 = 9.468.000,00
Honor Penjaga Monumen48 ob x 1.163.800,00 = 55.862.400,00
Honor Penjaga Portal72 ob x 1.163.800,00 = 83.793.600,00
Iuran keamanan RT/RW12 bln x 150.000,00 = 1.800.000,00"
1.20 . 1.20.03 . 02,Program Peningkatan Sarana dan Prasarana Aparatur,1590576800,
1.20 . 1.20.03 . 02 . 07,Pengadaan perlengkapan gedung kantor,37875000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Tersedianya Perlengkapan Gedung Kantor
Target     :  100"
1.20 . 1.20.03 . 02 . 07 . 5 . 2 . 1,Belanja Pegawai,875000,
1.20 . 1.20.03 . 02 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,875000,
1.20 . 1.20.03 . 02 . 07 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,875000,"APBD
   Honor Pelaksana KegiatanHonor PPK1 op x 350.000,00 = 350.000,00
Honor Pejabat Pengadaan1 op x 300.000,00 = 300.000,00
Honor Pejabat Penerima & Pemeriksa Barang1 op x 225.000,00 = 225.000,00"
1.20 . 1.20.03 . 02 . 07 . 5 . 2 . 3,Belanja Modal,37000000,
1.20 . 1.20.03 . 02 . 07 . 5 . 2 . 3 . 48,Belanja Modal Peralatan dan Mesin -Pengadaan Alat Keamanan dan Perlindungan,37000000,
1.20 . 1.20.03 . 02 . 07 . 5 . 2 . 3 . 48 . 01,Belanja Modal Peralatan dan Mesin -Pengadaan Alat Bantu Kemanan,37000000,"APBD  
 BM Pengadaan Teralis
BM Pengadaan Teralis Gedung Komplek Manding1 ls x 22.000.000,00 = 22.000.000,00
BM. Partisi1 ls x 15.000.000,00 = 15.000.000,00"
1.20 . 1.20.03 . 02 . 12,Peningkatan Daya Listrik,49375000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Terpasangnya ATS di Gedung Bappeda Bantul
Target     :  100"
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 1,Belanja Pegawai,875000,
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 1 . 01,Honorarium PNS,875000,
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,875000,"APBD  
 Honor Panitia/Pengadaan Barang
Honor PPK1 op x 350.000,00 = 350.000,00
Honor Pejabat Pengadaan1 op x 300.000,00 = 300.000,00
Pejabat Penerima & pemeriksa Barang1 op x 225.000,00 = 225.000,00"
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 3,Belanja Modal,48500000,
1.20 . 1.20.03 . 02 . 12 . 5 . 2 . 3 . 80,Belanja Modal Jalan^ Irigasi dan Jaringan - Pengadaan Jaringan Telepon,48500000,
