"Judul","Penjabaran Anggaran Pendapatan dan Belanja ",,
"1.02.1.02.05.00.02","Program peningkatan sarana dan prasarana aparatur",1603236675,
"1.02.1.02.05.00.02.022","Pemeliharaan rutin/berkala gedung kantor dan rumah dinas",394699675,
"1.02.1.02.05.00.02.022.521","Belanja Pegawai",13824000,
"1.02.1.02.05.00.02.022.522","Belanja Barang Dan Jasa",380875675,
"1.02.1.02.05.00.02.024","Pemeliharaan rutin/berkala kendaraan dinas/operasional",647856000,
"1.02.1.02.05.00.02.024.522","Belanja Barang Dan Jasa",647856000,
"1.02.1.02.05.00.02.031","Pemeliharaan rutin/berkala perlengkapan dan peralatan gedung kantor dan rumah dinas",560681000,
"1.02.1.02.05.00.02.031.521","Belanja Pegawai",2300000,
"1.02.1.02.05.00.02.031.522","Belanja Barang Dan Jasa",558381000,
"1.02.1.02.05.00.05","Program peningkatan kapasitas sumber daya aparatur",603073500,
"1.02.1.02.05.00.05.003","Bimbingan teknis workshop, seminar, lokakarya",171782500,
"1.02.1.02.05.00.05.003.522","Belanja Barang Dan Jasa",171782500,
"1.02.1.02.05.00.05.006","Pengelolaan kepegawaian",330191500,
"1.02.1.02.05.00.05.006.521","Belanja Pegawai",156951500,
"1.02.1.02.05.00.05.006.522","Belanja Barang Dan Jasa",173240000,
"1.02.1.02.05.00.05.008","Pengelolaan dokumen penilaian angka kredit jabatan fungsional",101099500,
"1.02.1.02.05.00.05.008.521","Belanja Pegawai",23877000,
"1.02.1.02.05.00.05.008.522","Belanja Barang Dan Jasa",77222500,
"1.02.1.02.05.00.06","Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan",197389500,
"1.02.1.02.05.00.06.001","Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD",67927500,
"1.02.1.02.05.00.06.001.521","Belanja Pegawai",30082500,
"1.02.1.02.05.00.06.001.522","Belanja Barang Dan Jasa",37845000,
"1.02.1.02.05.00.06.005","Penyusunan perencanaan kerja SKPD",78766000,
"1.02.1.02.05.00.06.005.521","Belanja Pegawai",17226000,
"1.02.1.02.05.00.06.005.522","Belanja Barang Dan Jasa",61540000,
"1.02.1.02.05.00.06.007","Penyusunan profil data SKPD",30101000,
"1.02.1.02.05.00.06.007.521","Belanja Pegawai",8091000,
"1.02.1.02.05.00.06.007.522","Belanja Barang Dan Jasa",22010000,
"1.02.1.02.05.00.06.013","Penyusunan pengendalian dan evaluasi perencanaan SKPD",20595000,
"1.02.1.02.05.00.06.013.521","Belanja Pegawai",11745000,
"1.02.1.02.05.00.06.013.522","Belanja Barang Dan Jasa",8850000,
"1.02.1.02.05.00.15","Program Obat dan Perbekalan Kesehatan",7023520250,
"1.02.1.02.05.00.15.001","Pengadaaan obat dan perbekalan kesehatan",6927363500,
"1.02.1.02.05.00.15.001.521","Belanja Pegawai",33646000,
"1.02.1.02.05.00.15.001.522","Belanja Barang Dan Jasa",6893717500,
"1.02.1.02.05.00.15.002","Peningkatan pemerataan obat dan perbekalan kesehatan",49169750,
"1.02.1.02.05.00.15.002.521","Belanja Pegawai",18555750,
"1.02.1.02.05.00.15.002.522","Belanja Barang Dan Jasa",30614000,
"1.02.1.02.05.00.15.004","Peningkatan mutu pelayanan farmasi komunitas dan rumah sakit",46987000,
"1.02.1.02.05.00.15.004.521","Belanja Pegawai",10737000,
"1.02.1.02.05.00.15.004.522","Belanja Barang Dan Jasa",36250000,
"1.02.1.02.05.00.16","Program Upaya Kesehatan Masyarakat",84935582950,
"1.02.1.02.05.00.16.001","Pelayanan kesehatan penduduk miskin di puskesmas dan jaringannya",30582713750,
"1.02.1.02.05.00.16.001.521","Belanja Pegawai",205636500,
"1.02.1.02.05.00.16.001.522","Belanja Barang Dan Jasa",30377077250,
"1.02.1.02.05.00.16.002","Pemeliharaan dan pemulihan kesehatan",18229258700,
"1.02.1.02.05.00.16.002.521","Belanja Pegawai",104212500,
"1.02.1.02.05.00.16.002.522","Belanja Barang Dan Jasa",18125046200,
"1.02.1.02.05.00.16.003","Pengadaan, peningkatan dan perbaikan sarana dan prasarana puskesmas dan jaringannya",24082719200,
"1.02.1.02.05.00.16.003.523","Belanja Modal",24082719200,
"1.02.1.02.05.00.16.004","Penyelenggaraan pencegahan dan pemberantasan penyakit menular dan wabah",655158000,
"1.02.1.02.05.00.16.004.521","Belanja Pegawai",104247900,
"1.02.1.02.05.00.16.004.522","Belanja Barang Dan Jasa",550910100,
"1.02.1.02.05.00.16.005","Perbaikan gizi masyarakat",481274350,
"1.02.1.02.05.00.16.005.521","Belanja Pegawai",40090950,
"1.02.1.02.05.00.16.005.522","Belanja Barang Dan Jasa",441183400,
"1.02.1.02.05.00.16.006","revitalisasi sistem kesehatan",1537516500,
"1.02.1.02.05.00.16.006.521","Belanja Pegawai",210858675,
"1.02.1.02.05.00.16.006.522","Belanja Barang Dan Jasa",1326657825,
"1.02.1.02.05.00.16.009","Peningkatan kesehatan masyarakat",7739521900,
"1.02.1.02.05.00.16.009.521","Belanja Pegawai",1104008495,
"1.02.1.02.05.00.16.009.522","Belanja Barang Dan Jasa",6635513405,
"1.02.1.02.05.00.16.011","Peningkatan pelayanan kesehatan bagi pengungsi korban bencana",34322500,
"1.02.1.02.05.00.16.011.521","Belanja Pegawai",4455000,
"1.02.1.02.05.00.16.011.522","Belanja Barang Dan Jasa",29867500,
"1.02.1.02.05.00.16.012","Peningkatan pelayanan dan penanggulangan masalah kesehatan",318399500,
"1.02.1.02.05.00.16.012.521","Belanja Pegawai",19804500,
"1.02.1.02.05.00.16.012.522","Belanja Barang Dan Jasa",298595000,
"1.02.1.02.05.00.16.014","Penyelenggaraan penyehatan lingkungan",1274698550,
"1.02.1.02.05.00.16.014.521","Belanja Pegawai",112027500,
"1.02.1.02.05.00.16.014.522","Belanja Barang Dan Jasa",1056771050,
"1.02.1.02.05.00.16.014.523","Belanja Modal",105900000,
"1.02.1.02.05.00.17","Program Pengawasan Obat dan Makanan",460140000,
"1.02.1.02.05.00.17.001","Peningkatan pemberdayaan konsumen/masyarakat di bidang obat dan makanan",184140000,
"1.02.1.02.05.00.17.001.521","Belanja Pegawai",50445000,
"1.02.1.02.05.00.17.001.522","Belanja Barang Dan Jasa",133695000,
"1.02.1.02.05.00.17.003","Peningkatan kapasitas laboratorium pengawasan obat dan makanan",276000000,
"1.02.1.02.05.00.17.003.521","Belanja Pegawai",1755000,
"1.02.1.02.05.00.17.003.522","Belanja Barang Dan Jasa",156825000,
"1.02.1.02.05.00.17.003.523","Belanja Modal",117420000,
"1.02.1.02.05.00.19","Program Promosi Kesehatan dan Pemberdayaan masyarakat",1417898500,
"1.02.1.02.05.00.19.001","Pengembangan media promosi dan informasi sadar hidup sehat",365430500,
"1.02.1.02.05.00.19.001.521","Belanja Pegawai",46628000,
"1.02.1.02.05.00.19.001.522","Belanja Barang Dan Jasa",318802500,
"1.02.1.02.05.00.19.002","Penyuluhan masyarakat pola hidup sehat",796264000,
"1.02.1.02.05.00.19.002.521","Belanja Pegawai",63954000,
"1.02.1.02.05.00.19.002.522","Belanja Barang Dan Jasa",732310000,
"1.02.1.02.05.00.19.003","Peningkatan pemanfaatan sarana kesehatan",256204000,
"1.02.1.02.05.00.19.003.521","Belanja Pegawai",30325500,
"1.02.1.02.05.00.19.003.522","Belanja Barang Dan Jasa",225878500,
"1.02.1.02.05.00.20","Program Perbaikan Gizi Masyarakat",1908065250,
"1.02.1.02.05.00.20.002","Pemberian tambahan makanan dan vitamin",1694864450,
"1.02.1.02.05.00.20.002.521","Belanja Pegawai",61962500,
"1.02.1.02.05.00.20.002.522","Belanja Barang Dan Jasa",1632901950,
"1.02.1.02.05.00.20.003","Penanggulangan kurang energi protein (KEP), anemia gizi besi, gangguan akibat kurang yodium (GAKY)",111608050,
"1.02.1.02.05.00.20.003.521","Belanja Pegawai",18702000,
"1.02.1.02.05.00.20.003.522","Belanja Barang Dan Jasa",92906050,
"1.02.1.02.05.00.20.004","Pemberdayaan masyarakat untuk pencapaian keluarga sadar gizi",101592750,
"1.02.1.02.05.00.20.004.521","Belanja Pegawai",17590500,
"1.02.1.02.05.00.20.004.522","Belanja Barang Dan Jasa",84002250,
"1.02.1.02.05.00.22","Program Pencegahan dan Penanggulangan Penyakit Menular",2585479500,
"1.02.1.02.05.00.22.001","Penyemprotan/fogging sarang nyamuk",568317500,
"1.02.1.02.05.00.22.001.521","Belanja Pegawai",203557500,
"1.02.1.02.05.00.22.001.522","Belanja Barang Dan Jasa",364760000,
"1.02.1.02.05.00.22.002","Pengadaan alat fogging dan bahan-bahan fogging",398380650,
"1.02.1.02.05.00.22.002.521","Belanja Pegawai",10613000,
"1.02.1.02.05.00.22.002.522","Belanja Barang Dan Jasa",135767650,
"1.02.1.02.05.00.22.002.523","Belanja Modal",252000000,
"1.02.1.02.05.00.22.005","Pelayanan pencegahan dan penanggulangan penyakit menular",535954850,
"1.02.1.02.05.00.22.005.521","Belanja Pegawai",128790000,
"1.02.1.02.05.00.22.005.522","Belanja Barang Dan Jasa",407164850,
"1.02.1.02.05.00.22.006","Pencegahan penularan penyakit endemik/epidemik",252882500,
"1.02.1.02.05.00.22.006.521","Belanja Pegawai",33678000,
"1.02.1.02.05.00.22.006.522","Belanja Barang Dan Jasa",219204500,
"1.02.1.02.05.00.22.008","Peningkatan Imunisasi",86745000,
"1.02.1.02.05.00.22.008.521","Belanja Pegawai",29295000,
"1.02.1.02.05.00.22.008.522","Belanja Barang Dan Jasa",57450000,
"1.02.1.02.05.00.22.009","Peningkatan surveillance epideminologi dan penaggulangan KLB/Wabah",743199000,
"1.02.1.02.05.00.22.009.521","Belanja Pegawai",212287500,
"1.02.1.02.05.00.22.009.522","Belanja Barang Dan Jasa",530911500,
"1.02.1.02.05.00.23","Program Standarisasi Pelayanan Kesehatan",397518500,
"1.02.1.02.05.00.23.001","Penyusunan standar kesehatan",34307000,
"1.02.1.02.05.00.23.001.521","Belanja Pegawai",9612000,
"1.02.1.02.05.00.23.001.522","Belanja Barang Dan Jasa",24695000,
"1.02.1.02.05.00.23.002","Evaluasi dan pengembangan standar pelayanan kesehatan",266087500,
"1.02.1.02.05.00.23.002.521","Belanja Pegawai",54742500,
"1.02.1.02.05.00.23.002.522","Belanja Barang Dan Jasa",211345000,
"1.02.1.02.05.00.23.007","Tes Kalibrasi Alat Kesehatan",97124000,
"1.02.1.02.05.00.23.007.521","Belanja Pegawai",6444000,
"1.02.1.02.05.00.23.007.522","Belanja Barang Dan Jasa",90680000,
"1.02.1.02.05.00.29","Program peningkatan pelayanan kesehatan anak balita",88984000,
"1.02.1.02.05.00.29.001","Penyuluhan kesehatan anak balita",88984000,
"1.02.1.02.05.00.29.001.521","Belanja Pegawai",16793000,
"1.02.1.02.05.00.29.001.522","Belanja Barang Dan Jasa",72191000,
"1.02.1.02.05.00.30","Program peningkatan pelayanan kesehatan lansia",42528000,
"1.02.1.02.05.00.30.001","Pelayanan pemeliharaan kesehatan",42528000,
"1.02.1.02.05.00.30.001.521","Belanja Pegawai",6655500,
"1.02.1.02.05.00.30.001.522","Belanja Barang Dan Jasa",35872500,
"1.02.1.02.05.00.33","Program Peningkatan Pelayanan Kesehatan",42131954200,
"1.02.1.02.05.00.33.001","Pelayanan kesehatan dan pendukung pelayanan kesehatan",42131954200,
"1.02.1.02.05.00.33.001.521","Belanja Pegawai",23091037253,
"1.02.1.02.05.00.33.001.522","Belanja Barang Dan Jasa",16427441496,
"1.02.1.02.05.00.33.001.523","Belanja Modal",2613475451,
"1.06","Perencanaan Pembangunan",209781000,
"1.06.1.02.05.00.18","Program perencanaan pembangunan daerah",33929000,
"1.06.1.02.05.00.18.018","Penyusunan Renstra SKPD",33929000,
"1.06.1.02.05.00.18.018.521","Belanja Pegawai",13036500,
"1.06.1.02.05.00.18.018.522","Belanja Barang Dan Jasa",20892500,
"1.06.1.02.05.00.20","Program perencanaan sosial budaya",175852000,
"1.06.1.02.05.00.20.007","Perencanaan pengembangan kesehatan",175852000,
"1.06.1.02.05.00.20.007.521","Belanja Pegawai",37332000,
"1.06.1.02.05.00.20.007.522","Belanja Barang Dan Jasa",138520000,
"1.20","Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah",1045160000,
"1.20.1.02.05.00.17","Program peningkatan dan Pengembangan pengelolaan keuangan dan kekayaan daerah",379669500,
"1.20.1.02.05.00.17.097","Penatausahaan keuangan dan aset SKPD",379669500,
"1.20.1.02.05.00.17.097.521","Belanja Pegawai",49729500,
"1.20.1.02.05.00.17.097.522","Belanja Barang Dan Jasa",329940000,
"1.20.1.02.05.00.20","Program peningkatan sistem pengawasan internal dan pengendalian pelaksanaan kebijakan KDH",36360000,
"1.20.1.02.05.00.20.018","Penguatan pelaksanaan reformasi birokrasi",36360000,
"1.20.1.02.05.00.20.018.521","Belanja Pegawai",7267500,
"1.20.1.02.05.00.20.018.522","Belanja Barang Dan Jasa",29092500,
"1.20.1.02.05.00.26","Program Penataan Peraturan Perundang-undangan",82221500,
"1.20.1.02.05.00.26.002","Penyusunan rencana kerja rancangan peraturan perundang-undangan",63844000,
"1.20.1.02.05.00.26.002.521","Belanja Pegawai",13284000,
"1.20.1.02.05.00.26.002.522","Belanja Barang Dan Jasa",50560000,
"1.20.1.02.05.00.26.028","Kajian peraturan perundang-undangan",18377500,
"1.20.1.02.05.00.26.028.521","Belanja Pegawai",5310000,
"1.20.1.02.05.00.26.028.522","Belanja Barang Dan Jasa",13067500,
"1.20.1.02.05.00.31","Program penataan kelembagaan dan ketatalaksanaan",247475000,
"1.20.1.02.05.00.31.001","Monitoring, Evaluasi dan Analisis Kelembagaan Daerah",247475000,
"1.20.1.02.05.00.31.001.521","Belanja Pegawai",67725000,
"1.20.1.02.05.00.31.001.522","Belanja Barang Dan Jasa",179750000,
"1.20.1.02.05.00.32","Program pengembangan kualitas kebijakan publik",34363500,
"1.20.1.02.05.00.32.006","Kajian dan Monitoring Pemberian Bantuan kepada Organisasi Sosial Kemasyarakatan",34363500,
"1.20.1.02.05.00.32.006.521","Belanja Pegawai",14166000,
"1.20.1.02.05.00.32.006.522","Belanja Barang Dan Jasa",20197500,
"1.20.1.02.05.00.33","Program peningkatan kualitas pelayanan publik",235370000,
"1.20.1.02.05.00.33.004","Penyusunan Indeks Kepuasan Masyarakat",35003000,
"1.20.1.02.05.00.33.004.521","Belanja Pegawai",10683000,
"1.20.1.02.05.00.33.004.522","Belanja Barang Dan Jasa",24320000,
"1.20.1.02.05.00.33.036","Pengelolaan Perijinan",200367000,
"1.20.1.02.05.00.33.036.521","Belanja Pegawai",34272000,
"1.20.1.02.05.00.33.036.522","Belanja Barang Dan Jasa",166095000,
"1.20.1.02.05.00.40","Program Kerjasama Pembangunan",29700500,
"1.20.1.02.05.00.40.010","Pengelolaan kerjasama dengan dunia usaha/lembaga",29700500,
"1.20.1.02.05.00.40.010.521","Belanja Pegawai",8388000,
"1.20.1.02.05.00.40.010.522","Belanja Barang Dan Jasa",21312500,
"1.24","Kearsipan",47182500,
"1.24.1.02.05.00.16","Program penyelamatan dan pelestarian dokumen/arsip daerah",47182500,
"1.24.1.02.05.00.16.006","Pengelolaan Dokumen SKPD",47182500,
"1.24.1.02.05.00.16.006.521","Belanja Pegawai",30859200,
"1.24.1.02.05.00.16.006.522","Belanja Barang Dan Jasa",16323300,
"1.25","Komunikasi dan Informatika",88812500,
"1.25.1.02.05.00.15","Program Pengembangan Komunikasi Informasi dan Media Massa",88812500,
"1.25.1.02.05.00.15.002","Pembinaan dan pengembangan jaringan komunikasi dan informasi",68104000,
"1.25.1.02.05.00.15.002.521","Belanja Pegawai",10795500,
"1.25.1.02.05.00.15.002.522","Belanja Barang Dan Jasa",57308500,
"1.25.1.02.05.00.15.009","Pengelolaan Website",20708500,
"1.25.1.02.05.00.15.009.521","Belanja Pegawai",7551000,
"1.25.1.02.05.00.15.009.522","Belanja Barang Dan Jasa",13157500,
,"Jumlah Belanja",203605560850,
