Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.01 . 1.01.01 . 01 . 01,Penyediaan jasa surat menyurat,6000000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Kelancaran persyuratan kantor
Target : 53.640 Dok"
1.01 . 1.01.01 . 01 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,6000000,
1.01 . 1.01.01 . 01 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,6000000,
1.01 . 1.01.01 . 01 . 01 . 5 . 2 . 2 . 01 . 04,"Belanja Perangko, Materai Dan Benda Pos",6000000," Belanja Perangko, Materai dan Benda Pos Lainya
Belanja Perangko, Materai dan Benda Pos Lainnya1 Ls x 6.000.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 01 . 02,"Penyediaan jasa komunikasi, sumber daya air dan listrik",80600000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terbayarnya tagihan listrik air dan komunikasi dinas dan 17 UPT PPD kecamatan
Target : 13 UPT dan Kantor Dinas"
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,80600000,
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,25500000,
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 01 . 03,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)",25500000," Belanja ListrikBelanja Listrik UPT PPD17 Unit x 1.500.000,00 = 25.500.000,00"
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,55100000,
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 03 . 01,Belanja Telepon,54100000," Belanja Telepon Dinas3 Bh x 5.000.000,00 = 15.000.000,00
Belanja Telepon UPT PPD17 Unit x 2.300.000,00 = 39.100.000,00"
1.01 . 1.01.01 . 01 . 02 . 5 . 2 . 2 . 03 . 02,Belanja Air,1000000," Belanja Air UPT PPD1 Unit x 1.000.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 01 . 06,Penyediaan jasa pemeliharaan dan perizinan kendaraan dinas/operasional,9400000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terpeliharanya ijin serta operasional kendaraan dinas lancar
Target : 34 unit"
1.01 . 1.01.01 . 01 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,9400000,
1.01 . 1.01.01 . 01 . 06 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,9400000,
1.01 . 1.01.01 . 01 . 06 . 5 . 2 . 2 . 05 . 07,Belanja Surat Tanda Nomor Kendaraan,9400000," Belanja Surat Tanda Nomor Kendaraan
Kendaraan Roda Dua40 Kendaraan x 85.000,00 = 3.400.000,00
Kendaraan Roda Empat4 Mobil x 1.500.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 01 . 07,Penyediaan jasa administrasi keuangan,104700000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Laporan keuangan yang tertib
Target : 540 dokumen"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1,Belanja Pegawai,91950000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,85500000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1 . 01 . 06,Honor Pengelola Keuangan dan Barang,85500000," Honor Pengelola keuangan dan barang
PKK12 bl x 300.000,00 = 3.600.000,00
Bendahara Pengeluaran12 bl x 275.000,00 = 3.300.000,00
Pembantu PPK36 bl x 200.000,00 = 7.200.000,00
Pengurus Gaji Dinas12 bl x 100.000,00 = 1.200.000,00
Pengurus Gaji UPT204 bl x 100.000,00 = 20.400.000,00
Pengurus barang Dinas12 bl x 300.000,00 = 3.600.000,00
Pembantu Pengurus barang dinas12 bl x 150.000,00 = 1.800.000,00
Pembantu pengurus barang UPT204 bl x 100.000,00 = 20.400.000,00
Penyimpan barang dinas12 bl x 200.000,00 = 2.400.000,00
Penyimpan barang UPT204 bl x 100.000,00 = 20.400.000,00
Pembantu penyimpan barang dinas12 bl x 100.000,00 = 1.200.000,00"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1 . 03,Uang Lembur,6450000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,6450000," Uang Lembur PNS430 ok x 15.000,00 = 6.450.000,00"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,12750000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1300000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1300000," Belanja ATK Administrasi Keuangan1 ls x 1.300.000,00 = 1.300.000,00"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2175000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2175000," Belanja Fotocopy/ Penggandaan14,500 lb x 150,00 = 2.175.000,00"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,9275000,
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1750000," Makan Minum Rapat100 Dus x 17.500,00 = 1.750.000,00"
1.01 . 1.01.01 . 01 . 07 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,7525000," Makan Minum Lembur430 dus x 17.500,00 = 7.525.000,00"
1.01 . 1.01.01 . 01 . 08,Penyediaan jasa kebersihan kantor,171640000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terpenuhinya perawatan peralatan kantor
Target : 1 tahun"
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 1,Belanja Pegawai,100800000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 1 . 02,Honorarium Non PNS,100800000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,100800000," Honorarium Pegawai Honorer/Tidak Tetap
HR PTT Dinas12 Ob x 1.200.000,00 = 14.400.000,00
HR PTT UPT PPD 2 Orang24 Ob x 1.200.000,00 = 28.800.000,00
HR Tenaga Kontrak 4 Orang48 Ob x 1.200.000,00 = 57.600.000,00"
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,70840000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,70840000,
1.01 . 1.01.01 . 01 . 08 . 5 . 2 . 2 . 01 . 05,Belanja Peralatan Kebersihan Dan Bahan Pembersih,70840000," Belanja Peralatan Kebersihan dan Bahan PembersihDinas1 Ls x 28.340.000,00 = 28.340.000,00
UPT PPD17 Ls x 2.500.000,00 = 42.500.000,00"
1.01 . 1.01.01 . 01 . 09,Penyediaan jasa perbaikan peralatan kerja,72000000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terpenuhinya perawatan peralatan kantor (servis Komputer, AC, Mesik ketik, Mesin penggandaan )
Target : 12 bulan"
1.01 . 1.01.01 . 01 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,72000000,
1.01 . 1.01.01 . 01 . 09 . 5 . 2 . 2 . 20,Belanja Pemeliharaan,72000000,
1.01 . 1.01.01 . 01 . 09 . 5 . 2 . 2 . 20 . 04,Belanja Pemeliharan Peralatan dan Mesin,72000000," Belanja Pemeliharaan Peralatan dan Mesin
Perbaikan Komputer dan Suku Cadang Dinas1 Tahun x 14.000.000,00 = 14.000.000,00
Perbaikan AC dan Suku Cadang1 Tahun x 8.750.000,00 = 8.750.000,00
Servis Mesin Ketik Dinas9 Unit x 150.000,00 = 1.350.000,00
Mesin Pengadaan1 Unit x 2.000.000,00 = 2.000.000,00
Perbaikan Komputer dan Suku Cadang UPT PPD34 Unit x 1.200.000,00 = 40.800.000,00
Servis Mesin Ketik UPT PPD34 Unit x 150.000,00 = 5.100.000,00"
1.01 . 1.01.01 . 01 . 10,Penyediaan alat tulis kantor,161700000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya Alat tulis kantor
Target : 4 paket"
1.01 . 1.01.01 . 01 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,161700000,
1.01 . 1.01.01 . 01 . 10 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,161700000,
1.01 . 1.01.01 . 01 . 10 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,161700000," Belanja Alat Tulis Kantor
Belanja ATK Dinas1 Ls x 42.700.000,00 = 42.700.000,00
Belanja ATK UPT PPD17 Ls x 7.000.000,00 = 119.000.000,00"
1.01 . 1.01.01 . 01 . 11,Penyediaan barang cetakan dan penggandaan,161700000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pencetakan dan penggandaan blangko kedinasan
Target : 500.000 lembar"
1.01 . 1.01.01 . 01 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,161700000,
1.01 . 1.01.01 . 01 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,161700000,
1.01 . 1.01.01 . 01 . 11 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,22800000," Belanja Cetak
Belanja Cetak Dinas1 Ls x 12.600.000,00 = 12.600.000,00
Belanja Cetak UPT PPD17 Ls x 600.000,00 = 10.200.000,00"
1.01 . 1.01.01 . 01 . 11 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,138900000," Belanja Penggandaan / Foto copy
Belanja Foto copy Dinas280,000 Lb x 150,00 = 42.000.000,00
Belanja Foto copy UPT PPD646,000 Lb x 150,00 = 96.900.000,00"
1.01 . 1.01.01 . 01 . 12,Penyediaan komponen instalasi listrik/penerangan bangunan kantor,26400000,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pengadaan komponen listrik dinas dan UPT PPD kecamatan
Target : 4 paket"
1.01 . 1.01.01 . 01 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,26400000,
1.01 . 1.01.01 . 01 . 12 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,26400000,
1.01 . 1.01.01 . 01 . 12 . 5 . 2 . 2 . 03 . 03,Belanja Listrik,26400000," Belanja Listrik
Belanja Listrik Dinas1 Ls x 9.400.000,00 = 9.400.000,00
Belanja Listrik UPT17 UPT x 1.000.000,00 = 17.000.000,00"
1.01 . 1.01.01 . 01 . 14,Penyediaan peralatan rumah tangga,20000000,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya peralatan rumah tangga, Pengadaan Piala, Plakat dan Cinderamata
Target : 12 bulan"
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2,Belanja Barang dan Jasa,20000000,
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,20000000,
1.01 . 1.01.01 . 01 . 14 . 5 . 2 . 2 . 01 . 09,"Belanja pembelian bendera,papan nama",20000000," Belanja bendera, papan nama dll Dinas dan UPT PPD
Belanja bendera, papan nama Dinas1 Ls x 800.000,00 = 800.000,00
Belanja bendera, papan nama UPT PPD17 UPT x 400.000,00 = 6.800.000,00
Belanja Spanduk Dinas20 Buah x 300.000,00 = 6.000.000,00
Belanja Umbul-umbul Dinas20 Buah x 100.000,00 = 2.000.000,00
Belanja Piala1 Ls x 3.400.000,00 = 3.400.000,00
Belanja Plakat1 Ls x 1.000.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 01 . 15,Penyediaan bahan bacaan dan peraturan perundang-undangan,17000000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Sumber bacaan bagi pegawai kantor, Dikdas dan UPT
Target : 13 UPT dan Kantor Dinas"
1.01 . 1.01.01 . 01 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,17000000,
1.01 . 1.01.01 . 01 . 15 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,17000000,
1.01 . 1.01.01 . 01 . 15 . 5 . 2 . 2 . 03 . 05,Belanja Surat Kabar/Majalah,17000000," Belanja Surat Kabar/MajalahSurat Kabar 3 Macam, Dinas1 LS x 2.720.000,00 = 2.720.000,00
Belanja Surat Kabar UPT1 Ls x 14.280.000,00 = 14.280.000,00"
1.01 . 1.01.01 . 01 . 17,Penyediaan makanan dan minuman,199020000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pelaksanaan rapat lancar, tersedianya makanan dan minuman rapat dan tamu
Target : 15.000 box"
1.01 . 1.01.01 . 01 . 17 . 5 . 2 . 2,Belanja Barang dan Jasa,199020000,
1.01 . 1.01.01 . 01 . 17 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,199020000,
1.01 . 1.01.01 . 01 . 17 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,191600000," Belanja Makanan dan Minuman Rapat
Makan Minum Dinas2,500 Dos x 18.500,00 = 46.250.000,00
Snack Minum Dinas3,000 Dos x 8.500,00 = 25.500.000,00
Makan Minum UPT3,400 Dos x 18.500,00 = 62.900.000,00
Snack Minum UPT6,700 Dos x 8.500,00 = 56.950.000,00"
1.01 . 1.01.01 . 01 . 17 . 5 . 2 . 2 . 11 . 03,Belanja Makanan Dan Minuman Tamu,7420000," Belanja Makanan dan Minuman Tamu
Makan Minum253 Dos x 20.000,00 = 5.060.000,00
Snack minum236 Dos x 10.000,00 = 2.360.000,00"
1.01 . 1.01.01 . 01 . 18,Rapat-rapat koordinasi dan konsultasi ke luar daerah,221307500,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Perjalanan dinas untuk menghadapi rakor dan konsultasi antar daerah
Target : 140 orang"
1.01 . 1.01.01 . 01 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,221307500,
1.01 . 1.01.01 . 01 . 18 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,221307500,
1.01 . 1.01.01 . 01 . 18 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,221307500," Belanja Perjalanan Dinas Luar Daerah
Tiket Transport1 Ls x 91.307.500,00 = 91.307.500,00
Lungsum1 Ls x 130.000.000,00 = 130.000.000,00"
1.01 . 1.01.01 . 01 . 19,Rapat-rapat koordinasi dan konsultasi dalam daerah,7000000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Penyediaan rapat koordinasi dan konsultasi dalam daerah
Target : 80 orang"
1.01 . 1.01.01 . 01 . 19 . 5 . 2 . 2,Belanja Barang dan Jasa,7000000,
1.01 . 1.01.01 . 01 . 19 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,7000000,
1.01 . 1.01.01 . 01 . 19 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,7000000," Belanja Perjalanan Dinas Dalam DaerahLuar Bantul di Propinsi DIY1 Ls x 2.840.000,00 = 2.840.000,00
Desa/ Kecamatan di Bantul1 Ls x 4.160.000,00 = 4.160.000,00"
1.01 . 1.01.01 . 02,Program Peningkatan Sarana dan Prasarana Aparatur,734587100,
1.01 . 1.01.01 . 02 . 07,Pengadaan perlengkapan gedung kantor,175999600,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya meja kursi, sound dan lain-lain
Target : 3 gedung"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 1,Belanja Pegawai,1175000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,1175000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,1175000," Honorarium Tim Pengadaan Barang dan Jasa
HR Pejabat Pengadaan Barang/Jasa1 Or x 300.000,00 = 300.000,00
HR Tim pemeriksa barang1 Tim x 875.000,00 = 875.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,174824600,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2224600,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2224600," Belanja ATK1 Ls x 2.224.600,00 = 2.224.600,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 02,Belanja Bahan/Material,171100000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 02 . 01,Belanja Bahan Baku Bangunan,171100000," Belanja bahan baku bangunan
Belanja Interior R. Ka. Dinas dan Sekdin1 Ls x 25.000.000,00 = 25.000.000,00
Belanja Interior Bigram1 Ls x 82.750.000,00 = 82.750.000,00
Belanja Interior R. Rapat1 Ls x 63.350.000,00 = 63.350.000,00"
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1500000,
1.01 . 1.01.01 . 02 . 07 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1500000," Belanja Penggandaan/ Foto CopyPenggandaan/ Foto Copy10,000 Lbr x 150,00 = 1.500.000,00"
1.01 . 1.01.01 . 02 . 11,Pengadaan barang bercorak kesenian,300787500,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pengadaan alat kesenian gamelan
Target : 5 set"
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 1,Belanja Pegawai,2775000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 1 . 01,Honorarium PNS,2775000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,2775000," Honorarium Tim Pengadaan Barang
HR Tim Pengadaan Barang1 Bjj x 1.700.000,00 = 1.700.000,00
HR Tim Penerima Barang1 Bjj x 1.075.000,00 = 1.075.000,00"
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,4012500,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,975000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,975000," Belanja Alat Tulis KantorPembelian ATK1 Ls x 975.000,00 = 975.000,00"
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2250000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2250000," Belanja Penggandaan
Pengandaan/ Foto Copy15,000 Lbr x 150,00 = 2.250.000,00"
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,787500,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,787500," Belanja Makan Minum RapatJamuan Rapat45 Orang x 17.500,00 = 787.500,00"
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 3,Belanja Modal,294000000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 3 . 85,Belanja Modal Aset Tetap Lainnya - Pengadaan Barang Bercorak Kebudayaan,294000000,
1.01 . 1.01.01 . 02 . 11 . 5 . 2 . 3 . 85 . 03,Belanja Modal Aset Tetap Lainnya - Pengadaan Barang Bercorak Kebudayaan Alat Kesenian,294000000," Belanja Modal Pengadaan Barang Bercorak Kesenian, Kebudayaan
Belanja Modal Gamelan Type I4 Unit x 43.500.000,00 = 174.000.000,00
Belanja Modal Gamelan Type 22 Unit x 60.000.000,00 = 120.000.000,00"
1.01 . 1.01.01 . 02 . 22,Pemeliharaan rutin/berkala gedung kantor,50000000,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terpeliharanya sarana gedung kantor
Target : 1 tahun"
1.01 . 1.01.01 . 02 . 22 . 5 . 2 . 2,Belanja Barang dan Jasa,50000000,
1.01 . 1.01.01 . 02 . 22 . 5 . 2 . 2 . 20,Belanja Pemeliharaan,50000000,
1.01 . 1.01.01 . 02 . 22 . 5 . 2 . 2 . 20 . 05,Belanja Pemeliharan Gedung dan Bangunan,50000000," Pemeliharaan Rutin/ Berkala Gedung Kantor
Pemeliharaan Rutin/Berkala Gedung Kantor1 Ls x 50.000.000,00 = 50.000.000,00"
1.01 . 1.01.01 . 02 . 24,Pemeliharaan rutin/berkala kendaraan dinas/operasional,158800000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Service kendaraan operasional dinas
Target : 60 kendaraan roda dua"
1.01 . 1.01.01 . 02 . 24 . 5 . 2 . 2,Belanja Barang dan Jasa,158800000,
1.01 . 1.01.01 . 02 . 24 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,158800000,
1.01 . 1.01.01 . 02 . 24 . 5 . 2 . 2 . 05 . 01,Belanja Jasa Service,7400000," Belanja Servis
Belanja Servis Kendaraan Roda Dua40 Buah x 35.000,00 = 1.400.000,00
Belanja Servis Kendaraan Roda Empat4 Buah x 1.500.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 02 . 24 . 5 . 2 . 2 . 05 . 02,Belanja Penggantian Suku Cadang,24000000," Belanja Suku Cadang
Pembelian Suku Cadang Kendaraan Roda Dua40 Buah x 100.000,00 = 4.000.000,00
Pembelian Suku Cadang Kendaraan Roda Empat4 Buah x 5.000.000,00 = 20.000.000,00"
1.01 . 1.01.01 . 02 . 24 . 5 . 2 . 2 . 05 . 03,Belanja Bahan Bakar Minyak/Gas Dan Pelumas,127400000," Belanja Bahan Bakar Minyak dan Pelumas
Operasianal Dinas8,700 Liter x 10.000,00 = 87.000.000,00
""Operasional UPT PPD""3,640 Liter x 10.000,00 = 36.400.000,00
Belanja Pelumas1 Bjj x 4.000.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 02 . 34,Pengadaan Peralatan dan Perlengkapan Kantor,49000000,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terpenuhinya peralatan komputer
Target : 17 UPT"
1.01 . 1.01.01 . 02 . 34 . 5 . 2 . 2,Belanja Barang dan Jasa,1100000,
1.01 . 1.01.01 . 02 . 34 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1100000,
1.01 . 1.01.01 . 02 . 34 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1100000," Belanja ATK1 Ls x 537.500,00 = 537.500,00
Penggandaan/ Foto copy3,750 Lb x 150,00 = 562.500,00"
1.01 . 1.01.01 . 02 . 34 . 5 . 2 . 3,Belanja Modal,47900000,
1.01 . 1.01.01 . 02 . 34 . 5 . 2 . 3 . 29,Belanja Modal Peralatan dan Mesin - Pengadaan Komputer,47900000,
1.01 . 1.01.01 . 02 . 34 . 5 . 2 . 3 . 29 . 02,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer,40900000," Belanja Modal Pengadaan Komputer5 Unit x 8.000.000,00 = 40.000.000,00
HR Pejabat Pengadaan1 orang x 300.000,00 = 300.000,00
HR Tim Pemeriksa dan Penerima1 tim x 600.000,00 = 600.000,00"
1.01 . 1.01.01 . 02 . 34 . 5 . 2 . 3 . 29 . 05,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Personal Komputer,7000000," Belanja modal pengadaan printer
belanja pengadaan printer5 bh x 1.400.000,00 = 7.000.000,00"
1.01 . 1.01.01 . 05,Program Peningkatan Kapasitas Sumber Daya Aparatur,346928000,
1.01 . 1.01.01 . 05 . 04,Penilaian angka kredit pejabat fungsional,36206000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Nilai angka kredit bagi pejabat fungsional
Target : 2 penilaian/periode"
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,36206000,
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,7431000,
